album_name,artist_name,copyright,genre,price,released,song_name,time
take this to your grave,fall out boy,2003 fueled by ramen llc,alternative music punk rock,099,6may03,the patron saint of liars and fakes album version,319.0
take this to your grave,fall out boy,2003 fueled by ramen llc,alternative music punk rock,099,6may03,the patron saint of liars and fakes album version,319.0
take this to your grave,fall out boy,2003 fueled by ramen llc,alternative music punk rock,099,6may03,the patron saint of liars and fakes album version,319.0
take this to your grave,fall out boy,2003 fueled by ramen llc,alternative music punk rock,099,6may03,the patron saint of liars and fakes album version,319.0
my heart will always be the bside to my tongue ep,fall out boy,2004 fueled by ramen inc,alternative music punk rock,129,1jan05,grand theft autumnwhere is your boy acoustic album version,312.0
my heart will always be the bside to my tongue ep,fall out boy,2004 fueled by ramen inc,alternative music punk rock,129,1jan05,grand theft autumnwhere is your boy acoustic album version,312.0
my heart will always be the bside to my tongue ep,fall out boy,2004 fueled by ramen inc,alternative music punk rock,129,1jan05,grand theft autumnwhere is your boy acoustic album version,312.0
my heart will always be the bside to my tongue ep,fall out boy,2004 fueled by ramen inc,alternative music punk rock,129,1jan05,grand theft autumnwhere is your boy acoustic album version,312.0
fueled by ramen decaydance winter 05 06 itunes sampler,panic at the disco,2005 fueled by ramen inc,rock music,album only,22nov05,nails for breakfast tacks for snacks demo unreleased,353.0
from under the cork tree limited black clouds and underdogs edition ep,fall out boy,2006 the island def jam music group,alternative music,199,14mar06,dance dance,437.0
from under the cork tree limited black clouds and underdogs edition ep,fall out boy,2006 the island def jam music group,alternative music,199,14mar06,dance dance,437.0
from under the cork tree limited black clouds and underdogs edition ep,fall out boy,2006 the island def jam music group,alternative music,199,14mar06,dance dance,437.0
from under the cork tree limited black clouds and underdogs edition ep,fall out boy,2006 the island def jam music group,alternative music,199,14mar06,dance dance,437.0
from under the cork tree limited black clouds and underdogs edition ep,fall out boy,2006 the island def jam music group,alternative music,199,14mar06,dance dance,437.0
from under the cork tree limited black clouds and underdogs edition ep,fall out boy,2006 the island def jam music group,alternative music,199,14mar06,dance dance,437.0
a little less 16 candles a little more touch me single,fall out boy,2006 the island def jam music group,alternative music rock punk,199,20jun06,a little less 16 candles a little more touch me,644.0
a little less 16 candles a little more touch me single,fall out boy,2006 the island def jam music group,alternative music rock punk,129,20jun06,a little less sixteen candles a little more touch me,249.0
the carpal tunnel of love single,fall out boy,2006 the island def jam music group,alternative music punk,129,12dec06,the carpal tunnel of love,323.0
infinity on high,fall out boy,2007 the island def jam music group,alternative music rock adult alternative punk,099,6feb07,i ve got all this ringing in my ears and none on my fingers,406.0
the duff original motion picture soundtrack,the chainsmokers,2015 2015 island records a division of umg recordings inc 1755 broadway new york new york 10019 motion picture photos,soundtrack music,album only,17feb15,selfie,304.0
one tree hill vol 2 friends with benefit music from the wb television series,jack s mannequin,2006 maverick recording company,soundtrack music,199,7feb06,the mixed tape,315.0
american beauty american psycho,fall out boy,2015 island records a division of umg recordings inc,alternative music,129,20jan15,twin skeleton s hotel in nyc,340.0
american beauty american psycho,fall out boy,2015 island records a division of umg recordings inc,alternative music,129,20jan15,twin skeleton s hotel in nyc,340.0
save rock and roll,fall out boy,2013 the island def jam music group,alternative music punk rock adult alternative,album only,16apr13,booklet save rock and roll,
save rock and roll,fall out boy,2013 the island def jam music group,alternative music punk rock adult alternative,album only,16apr13,booklet save rock and roll,
american beauty american psycho,fall out boy,2015 island records a division of umg recordings inc,alternative music,129,20jan15,twin skeleton s hotel in nyc,340.0
uma thurman deluxe single,fall out boy,2015 island records a division of umg recordings inc,alternative music rock,199,4sep15,uma thurman,408.0
save rock and roll,fall out boy,2013 the island def jam music group,alternative music punk rock adult alternative,album only,16apr13,booklet save rock and roll,
infinity on high,fall out boy,2007 the island def jam music group,alternative music rock adult alternative punk,099,6feb07,i ve got all this ringing in my ears and none on my fingers,406.0
big hero 6 original motion picture soundtrack,henry jackman,2014 walt disney records,soundtrack music soundtrack,129,4nov14,reboot,148.0
american beauty american psycho,fall out boy,2015 island records a division of umg recordings inc,alternative music,129,20jan15,twin skeleton s hotel in nyc,340.0
save rock and roll,fall out boy,2013 the island def jam music group,alternative music punk rock adult alternative,album only,16apr13,booklet save rock and roll,
american beauty american psycho,fall out boy,2015 island records a division of umg recordings inc,alternative music,129,20jan15,twin skeleton s hotel in nyc,340.0
american beauty american psycho,fall out boy,2015 island records a division of umg recordings inc,alternative music,129,20jan15,twin skeleton s hotel in nyc,340.0
heartbreaker single,justin bieber,2013 the island def jam music group,pop music rock,129,7oct13,heartbreaker,422.0
journals,justin bieber,2013 the island def jam music group,pop music rock,album only,23dec13,guatemala pencils of promise journal,302.0
believe acoustic,justin bieber,2013 the island def jam music group,pop music rock vocal teen pop,129,29jan13,nothing like us bonus track,319.0
journals,justin bieber,2013 the island def jam music group,pop music rock,album only,23dec13,guatemala pencils of promise journal,302.0
now that s what i call music vol 34,jessica jarrell,2010 now joint venture,pop music,album only,2010,almost love 247,319.0
beauty and a beat remixes feat nicki minaj,justin bieber,2012 the island def jam music group,dance music rock electronic,129,10dec12,beauty and a beat dj laszlo body rock instrumental,731.0
journals,justin bieber,2013 the island def jam music group,pop music rock,album only,23dec13,guatemala pencils of promise journal,302.0
journals,justin bieber,2013 the island def jam music group,pop music rock,album only,23dec13,guatemala pencils of promise journal,302.0
journals,justin bieber,2013 the island def jam music group,pop music rock,album only,23dec13,guatemala pencils of promise journal,302.0
flatline single,justin bieber,2013 the island def jam music group,pop music,129,23dec13,flatline,339.0
as long as you love me remixes feat big sean,justin bieber,2012 the island def jam music group,dance music rock,129,11sep12,as long as you love me feat big sean audien luvstep mix,440.0
believe acoustic,justin bieber,2013 the island def jam music group,pop music rock vocal teen pop,129,29jan13,nothing like us bonus track,319.0
journals,justin bieber,2013 the island def jam music group,pop music rock,album only,23dec13,guatemala pencils of promise journal,302.0
journals,justin bieber,2013 the island def jam music group,pop music rock,album only,23dec13,guatemala pencils of promise journal,302.0
journals,justin bieber,2013 the island def jam music group,pop music rock,album only,23dec13,guatemala pencils of promise journal,302.0
hold tight single,justin bieber,2013 the island def jam music group,pop music rock,129,21oct13,hold tight,414.0
beauty and a beat remixes feat nicki minaj,justin bieber,2012 the island def jam music group,dance music rock electronic,129,10dec12,beauty and a beat dj laszlo body rock instrumental,731.0
believe acoustic,justin bieber,2013 the island def jam music group,pop music rock vocal teen pop,129,29jan13,nothing like us bonus track,319.0
pyd feat r kelly single,justin bieber,2013 the island def jam music group,pop music,129,18nov13,pyd feat r kelly,517.0
roller coaster single,justin bieber,2013 the island def jam music group,pop music rock,129,25nov13,roller coaster,321.0
journals,justin bieber,2013 the island def jam music group,pop music rock,album only,23dec13,guatemala pencils of promise journal,302.0
journals,justin bieber,2013 the island def jam music group,pop music rock,album only,23dec13,guatemala pencils of promise journal,302.0
journals,justin bieber,2013 the island def jam music group,pop music rock,album only,23dec13,guatemala pencils of promise journal,302.0
