abv,beer_name,brew_factory_name,style
5.1,espiga local amber ale hopback,espiga local brewing,spice herb vegetable
5.8,big storm wavemaker amber ale,big storm brewing company,amber ale
5.0,bin saskberry prairie berry ale,great western brewing 40 canadian brewing 41,fruit beer
,john harvards amarillo anonymous,john harvards brewhouse lake grove,wheat ale
5.0,the civil life stevies 5 star amber ale,the civil life brewing company,amber ale
5.5,capistrano amber ale,capistrano brewing company,amber ale
4.6,adkin alfreds a conflict of interest,adkin,bitter
5.7,scottsdale beer co easy amber,scottsdale beer company,amber ale
9.4,abigaile coconut imperial red,the brewery at abigaile,american strong ale
4.1,tesco ruby ale,tesco,bitter
3.3,brews brothers billabong bay bitter,brews brothers microbrewery,bitter
,himmelberger north 40 amber,himmelberger brewing company,amber ale
5.0,49th state amber borealis,49th state brewery,amber ale
,rudders red,rudders seafood restaurant brew pub,amber ale
5.5,grizzly peak junicade red,grizzly peak brewing co,amber ale
6.3,arch brewing dinner jacket red ipa,wellington brewery,india pale ale 40 ipa 41
4.4,iron hill shirt tail amber,iron hill maple shade,amber ale
5.8,ale industries ryed piper,ale industries,specialty grain
6.0,birdsview scraps,birdsview brewing company,amber ale
,three palms ruby pogo,three palms brewing,amber ale
,508 honey brew,508 gastrobrewery,old ale
6.5,sick n twisted hopped up red ale,sick n twisted brewing company,amber ale
5.9,red leg howitzer amber,red leg brewing,amber ale
5.5,twelve string archtop amber,twelve string brewing company,amber ale
6.0,iron hill ryezenshine,iron hill west chester,india pale ale 40 ipa 41
6.5,grand river plowmans anniversary ale,grand river brewing,india pale ale 40 ipa 41
5.5,ridgeway californian amber,hepworth,amber ale
5.4,groen bart anker beard amber,groen bart brewery,amber ale
,woodman devils gate red ale,woodman brewery,amber ale
10.0,ballast point tongue buckler imperial red ale bourbon barrel aged,ballast point brewing company,american strong ale
4.2,7 devils lighthouse session ale,7 devils brewing company,golden ale blond ale
7.5,big woods 40 quaff on 033 41 java the red,big woods 40 quaff on 033 41 brewing company,amber ale
4.5,karl strauss amber pumpkin pie,karl strauss brewing company,spice herb vegetable
6.8,monks caf orange ale 2007,sigtuna brygghus,abbey dubbel
,blue star apache amber ale,blue star brewing co,amber ale
7.0,big time lift ticket american red ale,big time brewery,india pale ale 40 ipa 41
,hops grain dispensary series red ale,hops grain brewing,irish ale
5.5,nine yards homewrecker red,nine yards brewing,amber ale
2.9,boneyard red ale,boneyard brewing,mild ale
6.4,big time scarlett fire ipa,big time brewery,india pale ale 40 ipa 41
6.2,abc brewing driftwood porter,valhalla,porter
6.0,the cambridge house lime rock red,the cambridge house,amber ale
5.5,old redwood little windsor,old redwood brewing company,session ipa
5.0,white gypsy emerald irish pale ale,white gypsy 40 shelta beer co 41,golden ale blond ale
6.5,adventure stiletto stout,adventure brewing company,stout
6.5,10 barrel red faucher,10 barrel brewing 40 ab inbev 41,amber ale
4.6,culture unite red ale,culture brewing company,amber ale
5.5,wicked weed duke of rochester,wicked weed brewing,amber ale
6.0,silver city ridgetop red ale,silver city brewery,irish ale
4.8,canal park general sterling price american amber ale centennial,canal park brewing company,amber ale
6.0,7 fjell walkendorff amber ale,7 fjell bryggeri,amber ale
6.4,dennis beer rocket science red planet,dennis beer company,amber ale
5.5,fat heads rocketman red ale,fat heads brewery saloon,amber ale
5.0,sandude shades of amber,sandude brewing company,amber ale
5.8,postubirra s c de loest,click brew,english pale ale
5.4,baird red rose amber ale,baird brewing co,california common
6.0,northumberland hills cant catch me 033 gingerbread stout,northumberland hills brewing,sweet stout
5.1,devils peak woodhead amber ale,devils peak brewing company,amber ale
5.4,bainbridge island arrow point amber,bainbridge island brewing company,amber ale
7.0,grassrootstired hands do saisons dream of electric yeast,fan bryghus,saison
6.0,american river capitol copper,american river brewing co,amber ale
6.0,reaver beach icarus farmhouse red,reaver beach brewing company,sour wild ale
6.5,craig allan agent provocateur,de proefbrouwerij,belgian ale
5.0,1758 lager mbar,cerveza 1758,amber lager vienna
5.7,rustic road accommodation amber,rustic road brewing company,amber ale
5.0,acoustic ales hopski preprohibition style lager,acoustic ales brewing experiment,pale lager
5.2,cassel lil red steamer red ale,cassel brewery co,amber ale
5.1,original gravity coneazalia red ale,original gravity brewing company,amber ale
,big buck wolverine wheat,big buck brewery,wheat ale
4.9,la captive pyromane,microbrasserie la captive,amber ale
7.4,medusa island of misfit hops 1,medusa brewing company,amber ale
4.0,red rock opie red ale,red rock brewing,irish ale
7.0,the beer company wyatt earp red ale,the beer company,irish ale
5.3,101 north golden naked ale,101 north brewing company,golden ale blond ale
4.8,3 iron mulligan ball striking blonde,3 iron brewing company,golden ale blond ale
6.0,c te de jade brigantine ambr e,brasserie de la c te de jade,bi  re de garde
,flyers daybreak breakfast stout,flyers restaurant brewery,sweet stout
4.3,college green headless dog,hilden,amber ale
4.5,front street amberjack esb,front street brewery 40 nc 41,bitter
5.2,goat ridge new london amber ale,goat ridge brewing company,amber ale
9.0,rushing duck kroovy,rushing duck brewing,american strong ale
3.4,bespoke chip off the old block,bespoke,mild ale
5.2,bns the hills have eyes amber ale,bns brewing distilling,amber ale
5.2,tugboat honey amber ale,tugboat brewing co,amber ale
5.4,broken bottle afd red,broken bottle brewery,amber ale
5.6,andersonville gangster hopped up amber ale,andersonville brewing company,amber ale
5.0,new holland adams apple,new holland brewing company,fruit beer
8.8,wicked weed tyrant double red,wicked weed brewing,american strong ale
6.3,great storm brass ale honey amber,great storm brewing,amber ale
6.0,beer works red october,beer works,oktoberfest m   rzen
7.2,epic ales rustic red ale,epic ales 40 wa 41,amber ale
,grafton brewhaus red ale,grafton winery brewhaus,amber ale
6.2,stronzo red frikken ale,amager bryghus,amber ale
5.0,back east ale,back east brewing company,amber ale
4.7,sudwerk sons of anarchy amber ale,sudwerk brewing company,amber ale
8.7,4 noses 44 magnum double ipa,4 noses brewing company,imperial ipa
6.0,stumbling steer rawhide red ale,the stumbling steer,amber ale
5.0,avery seducer,avery brewing company,fruit beer
5.0,anderson valley rude eye red ale,anderson valley brewing company,amber ale
5.5,berthoud switch track amber,berthoud brewing company,amber ale
5.2,wiper and true simcoe steam,wiper and true,california common
6.0,bearwaters anglers amber ale,bearwaters brewing company,amber ale
5.5,dogfish head sweet home amber lager,dogfish head brewery,amber lager vienna
,268 echm nek summer ale 11,pivovar 268 echm nek,english pale ale
5.0,south fork sunday funny red ale,south fork brewing company,amber ale
4.8,berryessa common sense,berryessa brewing company,california common
8.5,berryessa double tap ipa,berryessa brewing company,imperial ipa
10.0,wyoming state wbab,wyoming state brewing company 40 wonder bar pub 41,amber ale
,alligator snowbird porter,alligator brewing company 40 aka tall paul brew house 41,porter
,1790 tap room ale,long trail brewery,brown ale
5.5,bell beer tokorozawa victoria secret brown porter,bell beer tokorozawa brewery,porter
10.0,wyoming state blitzn holiday ale,wyoming state brewing company 40 wonder bar pub 41,amber ale
,beer buddy red ale,hansharo,english strong ale
,captain elizurs heritage red ale,paper city brewery,belgian ale
5.6,hideout hickory red bacon ale,the hideout brewing company,amber ale
5.2,primal ethel red ale,primal brewery,irish ale
5.5,infusion grahamber ale,infusion brewing company,spice herb vegetable
4.8,adirondack british red,adirondack pub and brewery,irish ale
4.6,bicycle craft recumbent raspberry,bicycle craft brewery,fruit beer
4.7,celt experience foraging for herbs,celt experience,spice herb vegetable
4.0,amber chocolate orange stout,amber,stout
6.9,birra flea bastola,birra flea 40 matteo minelli agricola 41,premium bitter esb
5.1,fox and hound red fox amber ale,anheuserbusch inbev,amber ale
,blue heron tarantula trek red ale,blue heron brewing company,irish ale
5.2,muddy creek no paddle amber,muddy creek brewery,amber ale
5.5,25th anniversary pale ale,grand ridge brewing co,english pale ale
6.0,pyrus 50668 47492 50504 50640 49436 summer ipa,the table,india pale ale 40 ipa 41
8.6,knightberg plumbeer porter,premium pivovarni peterburga knightberg,imperial porter
,alligator amber 40 oak chips vanilla beans 41,alligator brewing company 40 aka tall paul brew house 41,amber ale
7.0,sixpoint global warmer,sixpoint brewery,amber ale
5.0,grand canyon sunset amber ale,grand canyon brewing company,amber ale
4.6,sandar tiffani amber thiessen,sandar haandverksbryggeri as,amber ale
5.2,burnards oaky dokey,burnards cider,cider
5.3,49er red ale,haslibier,irish ale
,muckish mountain miners red,muckish mountain,irish ale
6.0,bedondaine et bedons ronds madame nicole,bedondaine et bedons ronds,saison
6.0,e j phair johnny bravo,e j phair brewing company,india pale ale 40 ipa 41
5.3,el toro poppy jasper amber ale,el toro brewing co,amber ale
6.5,border orchards ashton bitter sv,border orchards,cider
5.4,fat heads busy bee honey blonde ale,fat heads brewery saloon,golden ale blond ale
5.4,little beer little tenderness,little beer,amber ale
5.5,elk mountain rock slide amber ale,elk mountain brewing company,amber ale
5.0,boscos kung fu,boscos brewing company 40 roma pomodori 41,bitter
5.0,abbeydale redemption,abbeydale,english strong ale
,roseville armstrong amber,roseville brewing company,amber ale
5.0,de garve maltz waltz,de garve,amber ale
6.5,whole foods market 40 houston 41 get to the root,whole foods market brewing company 40 houston 41,amber ale
5.0,hearthstone red rye ale,hearthstone brewery,specialty grain
7.3,plymouth the mighty mullet ipa,plymouth brewing company,india pale ale 40 ipa 41
7.0,wavelength redshift red ale,wavelength brewing company,amber ale
8.0,heinzelmannchen big amber gnome ale,heinzelmannchen brewery,amber ale
6.1,bull barrel urban amber,bull barrel brew pub,amber ale
5.7,four corners block party,four corners brewing company,porter
5.5,alpha project burning down the house,alpha project,india pale ale 40 ipa 41
7.4,oskar blues british knight scotch red ale,oskar blues brewery,scottish ale
6.9,blind tiger stranger danger ipa,blind tiger,india pale ale 40 ipa 41
3.9,frodsham devils garden,frodsham,bitter
5.5,lagabi re rousse svelte,lagabi re,amber ale
5.0,broadhead the amarillo chainsaw massacre,broadhead brewing company,india pale ale 40 ipa 41
4.9,marks spencer cornish red ale,st austell,premium bitter esb
6.0,stormcloud 7spot amber ale,stormcloud brewing company,amber ale
9.9,big top ashley gang outlaw imperial ipa,big top brewing company,imperial ipa
5.3,boulder creek redwood ale,boulder creek brewing co,amber ale
5.0,bradys naughty amber,bradys brewhouse,amber ale
5.0,alpha extra special red ale,alpha brewing company,amber ale
5.0,marco island loggerhead red,marco island brewery,amber ale
5.5,4 noses rye amber lager,4 noses brewing company,specialty grain
4.5,aqula summer session ale,aqula,english pale ale
6.6,viola rossa,birra amarcord,amber ale
5.9,battle road midnight rider colonial porter,ipswich ale brewery,porter
3.8,cheshire brew brothers earls eye amber,cheshire brew brothers,bitter
6.0,la tour bi res laviateur,brasseurs du saguenay la tour bi res,amber ale
4.3,ratsherrn limited 2015 backbord red ale,ratsherrn brauerei,amber ale
6.2,kassiks otter creek amber,kassiks brewery,amber ale
6.0,franklin street manchester red ale,franklin street brewing company,amber ale
6.0,8 wired flanders pale,8 wired brewing,sour wild ale
7.0,ballast point homework series batch 1 hoppy red ale,ballast point brewing company,amber ale
5.0,legends of the bay ghosts of hope island,hockley valley brewing malting company,amber ale
8.0,burley oak rude girl,burley oak brewing company,belgian ale
7.5,black sky daywalker,black sky brewery,imperial ipa
6.5,fairhope swayze in the morning,fairhope brewing company,india pale ale 40 ipa 41
5.0,chapelle northm n ambr e,la chapelle,bi  re de garde
5.0,kilted dragon bonnie heather amber ale,kilted dragon brewing company,amber ale
5.5,cascade lakes summertime pale,cascade lakes brewing co,american pale ale
4.5,mammoth real mccoy amber ale,mammoth brewing company,altbier
5.3,atlas andromeda milk stout,atlas brewing company,sweet stout
,rattlesnake mountain helluva honey ale,rattlesnake mountain brewing company,spice herb vegetable
6.0,8th street red beard the scotch,8th street ale haus,scotch ale
8.5,renegade scarlett letter imperial red ale,renegade brewing company,american strong ale
5.0,coast carnie fire,coast brewing company,amber ale
,cool springs morningwood red ale,cool springs brewing company,amber ale
8.0,adroit theory experimental imperial steam beer,adroit theory brewing company,specialty grain
6.2,refuge rampart red,refuge brewery,amber ale
7.0,flyers f8 crusader ira,flyers restaurant brewery,india pale ale 40 ipa 41
6.1,la tourangelle ambr e,laurore,belgian ale
6.8,modern times blazing world,modern times beer,amber ale
5.8,squatters big cottonwood,squatters craft beers,amber ale
5.2,willimantic riverfest red ale,willimantic brewing company,amber ale
,gold rush gold dredge red,gold rush brewery,amber ale
5.1,ausable autumn session ale,ausable brewing company,amber ale
6.0,millersburg honey run sun amber,millersburg brewing,amber ale
3.8,archibald isa rousse,microbrasserie archibald,session ipa
13.0,kettle house bourbon barrel road rash imperial red ale,kettle house brewing company,american strong ale
8.9,red eye black eye 4 el tormento,red eye brewing company,american strong ale
9.0,greenbush remnant of the dragon,greenbush brewing company,imperial ipa
,moccasin bend red headed stepchild irish ale,moccasin bend brewing co,irish ale
6.5,elkhead extra,elkhead brewing company,amber ale
