"formerCallsign"
"KFTI (2001–2010)"
"WSUN-FM (1998–2016)"
"WWXQ (1995-2006)"
"KYUF (1976–2001)"
"KDNC (1981–1982)"
"KAWU (1997–2000)"
"WOSC (1949-1988)"
"WSVL-FM (1964–1981)"
"KROJ (2002-2006)"
"WCKW (1985-2000)"
"KHBM (1978-1979)"
"WLFX (1989-1992)"
"WAAY (1958–1989)"
"KSFX (1989-2017)"
"WAGR-FM (1964-1972)"
"WJZK (1991-1992)"
"WGLL (1995-1997)"
"KBGO (1996–1998)"
"WFLK (1993-2016)"
"1986)"
"WLEZ (1977-1991)"
"KLZE (1984–1988)"
"XEYZ-AM (1950-2018)"
"WMNS (1957-2000)"
"WTIW (1984-1987)"
"XESL-AM"
"KVCY, KQKD-FM"
"KMOO (1963-1993)"
"WVVX-FM (1973-1977)"
"WXKO-FM (1989-2000)"
"KDSP (2015-2019)"
"WOWZ (1994–2001)"
"WOXO (1981–1986)"
"WLVJ (1986&ndash;2003)"
"WWRN (1975–1978)"
"KSRX (1992–2002)"
"WKBH-FM (1997-2020)"
"XHUTG-FM (2013-16)"
"WMQX (1987-1995)"
"KADL (1960-1983)"
"KZCH (2004)"
"KOXI (1977-1984)"
"WXLO (1984–1991)"
"WCOU, WVBC, WRJR"
"WBNC-FM (1995-2001)"
"WJUL (1975–2003)"
"KAHK (1997-2001)"
"WMBO (1927&ndash;1998)"
"WWTR (1999–2006)"
"KTON-FM (1970-1984)"
"WBOP (2006-Present)"
"KBRO-FM (1964–1979)"
"XEOZ-AM"
"KTOB (1961–2014)"
"WMTX (1998–99)"
"WSRF-FM (1968–1972)"
"KGRT (1955-2000)"
"WVOU (2009)"
"84)"
"WSEX (1983-1989)"
"WCAT-FM (2002–2004)"
"WCRM (1989–2016)"
"KAMX (1972–1994)"
"WRGX (1994–1997)"
"WIXC (1985-1991)"
"KEWT (1973–84)"
"KPEC-FM (1972-1983)"
"KBEE-FM (1948-1992)"
"KDOT (1964–1976)"
"WBLO (1985-1986)"
"WQJZ (1998-2011)"
"WPFA (1955-1990)WSWL (1990-2002)WPNN (2002-  )"
"KCNL (1999–2005)"
"WBWA (1981-1990)"
"WFAN (1976–1978)"
"WCRI (2011–2013)"
"WNGB (2003-2004)"
"WZFM (1967–1982)"
"KAXT (1994-1996)"
"WJBX (2013–2021)"
"KNET (1936-1987)"
"KWNQ (September–October 1987)"
"KIRK (1983–1996)"
"KLSC (1985–1987)"
"WNIA (1956–79)"
"WBLU (1990-1994)"
"2003-2006: KJZI"
"96)"
"KUNF (1999-2013)"
"XHVIP-FM (prior to sign-on), XHBST-FM, XHMRD-FM"
"WRAD-FM (1965–1978)"
"KJQI (1993&ndash;95)"
"WKJK (1993-1996)"
"93)"
"WTLY (1999–2009)"
"KMCM-FM (1981–1997)"
"KSFM (1959–71)"
"KTFM (2004-2005)"
"WYJZ (1998–2007)"
"WRNI (1998–2018)"
"KMYR (1966-1975)"
"WZFS (2001-2004)"
"KTRQ-FM (1988–1993)"
"KKBH (1995-1997)"
"1990, CP)"
"WZZW (1993&ndash;94)"
"XETNC-AM (1980-2015)"
"PRJ2"
"KVBL (1999–2006)"
"KHYT (1965–1987)"
"WGLD (1997–2005)"
"WIXC (1970-1984)"
"WDVL (?-1986)"
"WBBC (?-?)"
"WKXQ (1979-82)"
"1984, CP)"
"KSFA-FM (1967-1978)"
"WIQT (1988–1996)"
"WFSF (1988-1993)"
"WFSM (2009–2010)"
"WLVV (1985-1987)"
"KXZX (2000-2004)"
"KCSJ-FM (1978–1979)"
"WFCR (1955–1962)"
"WAVA (2005-present)"
"WSCM (1980-1995)"
"KGJM (1980–82)"
"WAIW (2017-2021)"
"KUKB (1990-1995)"
"WCBC (1946-1960)"
"WTAM (1980-1987)"
"WQFM (2018-2020)"
"KBEX (1998-2003)"
"WKLB-FM(1997–2006)"
"WXRM (1997-1998)"
"WQXZ (2008–2020)"
"KTUL (1934-1961)"
"WONA (1958–2016)"
"KRRD (2004–2005)"
"WLVX (1988–1993)"
"WMEE (1971–79)"
"WDLX:"
"WADQ (1992-1996)"
"KDDK (1997-2002)"
"KBGE (1999-2009)"
"KETW (2018-2020)"
"KYOK (1954-1999)"
"WSHE, WKTS (1957-1993),"
"WXTZ (1972–1989)"
"WJYW (1983-1988)"
"KPOR (1989-99)"
"KMAY (1978-1986)"
"WQLS (1987)"
"WKIC (1947–2009)"
"2019)"
"WVLF"
"WXOD (1991-2002)"
"KRYE (2005-2019)"
"KXAX (1983–1997)"
"KNGT (1973-2003)"
"KCWW (2005-2011)"
"KLSI (2003-2010)"
"WENO(1980–1988)"
"DWTHM (1992-1995)"
"KJMM (1987–1990)"
"KOPR-FM (1964–1977)"
"KVOX (1937-2007)"
"WFHC-FM (1979-1979)"
"WSEX (2013-2016)"
"WDHC (1996-2017)"
"WTVN-FM (1959&ndash;1966, 1974&ndash;1977)"
"WHKX (1997–present)"
"KARO (1980-1981)"
"WDYZ (2019)"
"KALE (1932–48)"
"WDLF (1971–1974)"
"WSZE-FM"
"KVCM (1991–1993)"
"WUWU (1982–86)"
"KBTK (1999–2003)"
"KGOW"
"KGET (2002–2006)"
"WRWM (2020)"
"KAEZ (1986–1990)"
"WBFL (1998-2001)"
"WWMY (2001–2010)"
"WKVN (1992-2004)"
"CHUB (1949-1995)"
"KTAN-FM (1973-1977)"
"KVRN-FM (1978–1985)"
"KAKV (1995–2000)"
"KPAC (1934-1981)"
"WCNX (2004–2011)"
"WWDB-FM (1998–2000)"
"KDLT (1974–January 15, 1979)"
"KMXX (1984-1990)"
"KRNX (2001)"
"1996)"
"WDXZ (1995–99)"
"XEUZ-AM, XEHTY-AM"
"CJBR (1947-1990s)"
"KJCQ (2006-2013)"
"KTCN (2011&ndash;14)"
"WYDF (1991)"
"WIST (1998-2000)"
"DYOU (1995-2010)"
"WMKS (1987-1992)"
"WKFR (1964-1972)WELL (1930-1964)"
"WLWK-FM (2008&ndash;2015)"
"WDGY (1991-2008)"
"WROE (1971-2010)"
"WJCF-FM (2008–2019)"
"KFQB (1924-1928)"
"WOEZ-FM (1979-1994)"
"WWCD (2010&ndash;20)"
"DXPR (2012-2016)"
"KKOK (1963–1977)"
"WTOD (1946–2010)"
"KZRC (1988-1991)"
"KUMA-FM (1993-2010)"
"KRVC (1983-1985)"
"WVRR (1997–2008)"
"KEZF (2019–2020)"
"KWEW (1938–1981)"
"KSMZ (2006-2012)"
"KXOA (1978–1997)"
"WDCK (2013-2016)"
"KSKK (1984–85"
"WMYC (1994–1996)"
"WJBY (2007-2011)"
"KSGI-FM (1993-1996)"
"98)"
"KDMR (2003-2011)"
"WMIL (1949-1972)"
"KCVD (2006-2012)"
"KLQT (1983–86)"
"KPBM-FM (?-1984)"
"WTTH (1947-1970)"
"KHLT (1995–2011)"
"KAFF (1963–1982)"
"WHOH (2012-2019)"
"WIAD (1922–1929)"
"WCAE (1922–61)"
"KAYF (1997-2000)"
"KNOP (1966-1972)"
"KIST-FM (2010)"
"WPAW (Early 1930s-1941)"
"KTOW, KTFX, KTKX"
"KBMS"
"2017)"
"WZTQ (1975-1984)"
"WJAD (1922-1930)"
"WXYV (2001–05)"
"KYOT-FM (1993–2018)"
"WTAZ (1976&ndash;1999)"
"WQXI-FM (1969&ndash;89)"
"WWVV (2003-2006)"
"WLVO (2014-2017)"
"WLGL (1990-2011)"
"WAKS (1967–1989)"
"KXLV-FM (1983–1991)"
"1990)"
"WAJY (1980–87)"
"WQOL (1991-1990)"
"WXXE (1998-2016)"
"WFNX (1983–12)"
"WLKC (1983-1990)"
"WPLC (1999&ndash;2000)"
"WFPG (1940–1978)"
"WLTS (2001–2006)"
"KSWD (2008&ndash;2017)"
"KLCQ (2003-2006)"
"WAKS (1990–1993)"
"WBZV (2001-2003)"
"WTLG (1982-2016)"
"WDJY (1984&ndash;91)"
"WMMT-LP (2001-2017)"
"KINF (1995)"
"WRCO (1925–1927)"
"KWOW (1955–1987)"
"KKHI-FM (1994-1998)"
"WGUN (1963-2013)"
"KCIB (1988-1989, CP)"
"1994)"
"KBRD (1977&ndash;91)"
"WJYA (1986-1990)"
"WGHM:"
"KKNW (1990–1992)"
"KMJO (2007-2021)"
"WSJM-FM (1965-1969)"
"WSEJ (1991-1996)"
"WLTO (1969–1972, 1973–1974)"
"KEZZ (1972–1996)"
"WRZX (2014-2021)WRZX-FM (2021)"
"KDAB (1961-1965)"
"WXTY (1982-1990)"
"KSQB-FM (2000–2001, CP)"
"WMXH (1990-1992)"
"1998)"
"WHNZ (1991-2000)"
"KHVN (1978-?)"
"WCTJ (1999–2001)"
"KCAC (1977-1980)"
"KCD"
"WGNR (1995-1998)"
"KPLN (1996–2005)"
"WREM (1987-2007)"
"WQIS (1979-1999)"
"KCLB (CP, 1946)"
"1976)"
"KGMX (1990–2010)"
"KNVR (1977-1992)"
"Sendegruppe West (in French-occupied zone)"
"KCEE (2007–2009)"
"KHIH (1993–2000)"
"KQEO (1958–1995)"
"WYXX (1983–1992)"
"1998)"
"KSND (1973-1975)"
"KAJJ (1994-1995, CP)"
"5DR (1947-1960)"
"WYAA (1997-2000)"
"KFGE (1992-1996)"
"KJOL (1981–2000)"
"KLRG (1979, CP)"
"WBCR (1954–1966)"
"KSNN (1992–1996)"
"CHSK-FM (1983–1985)"
"KZMK (1982–1993)"
"WMXN (1995-1997)"
"KQBT (2005–2008)"
"WRZK (1992-1996)"
"W53H (1941–43)"
"WUPN (1995–1996)"
"KGRI-FM (1965–1997)"
"WDGT (2002-2006)"
"WLAD-FM (1953-1979)"
"KLVV (1988-1991)"
"WKKY-FM (1965–1968)"
"KPHD (1972-1977)"
"WDLY(1990-2000)"
"KLVA (1995-2018)"
"1994)"
"WJBE (2007–2013)"
"WWBV (1993-1996)"
"WSHQ (1989–1994)"
"WUCL (2011-2016)"
"CFSR (2000-2001)"
"KXSS (1989-1992)"
"KOSO (1964-1971)"
"WNLT (1984–85)"
"WYBA (2001-2003)"
"WABY (2002-2014)"
"KKGR (1988-1992)"
"KKKK (2005-2010)"
"KIST (2008–2010)"
"KYFM (1958-1969)"
"WZGO (1984&ndash;1986)"
"WQYK (2006-2012)"
"WDMG-FM(1978-2004)"
"WYND-FM (1989-2000)"
"WAGL (2019–2020)"
"KKKQ (1978-1981)"
"WKYY (1984-2015)"
"KMRR (2001-2005)"
"WDRF (1998-2009)"
"KIDJ (2015)"
"KXTR (2000-2001)"
"KWXA (1992–1998)"
"KNUS (1966–81)"
"2009)"
"KSAR (1960-1972)"
"WLEX-FM (1968-1974)"
"WHBL-FM (1972–1977)"
"KICE (2000-2017)"
"WADR (1966–2012)"
"WABS (1977-2005)"
"2KA (1935-1990)"
"KFOO (2016–2017)"
"WADP (1954–1965)"
"KCML (1991–1993)"
"2001)"
"WZQA (1991-1992)"
"KLVV (1991-1992)"
"WZZZ (1988-2002)"
"WCIT (1959–1998)"
"WLUE (1992–1994)"
"WMEX (1981–85)"
"95)"
"WRSR (1985–1986)"
"WHAN (1946-1958)"
"WKTC (1998-2003)"
"2005)"
"KLYN (1981–1996)"
"WAOZ (1982-1983, CP)"
"XENJ-AM"
"KWMX (1991-92)"
"WHTX (1992–1994)"
"WGR-FM (1959–1973)"
"WCMQ (1972–1973, 1974–1997)"
"WQTM (2001–2009)"
"KCMT (2000–2014)"
"WCCM (2002–2007)"
"KKLF (1992-1995)"
"WLJD:"
"WCCK (1971–1991)"
"KRZQ-FM (1998-2011)"
"KRTO (1996–2000)"
"WKBG (2003-2004)"
"KGCO (2014–2015)"
"WLUE (2005-2009)"
"KOSC-FM (1979-1984)"
"KMLA (1988-1990)"
"WXYJ (1961&ndash;1963)"
"KVOR-FM (1960-1974)"
"XHUIB-FM (July 24, 1991–July 23, 1996)"
"WAUG-FM (1952–1980)"
"WCKT (2003-2007)"
"KXLL (1992-1996)"
"KCNR (1992–1996)"
"KKJY (1997-1999)"
"WLWS (1997)"
"WCYB"
"WHKW-FM (1995-1996)"
"KZAK (1965-1979)"
"KLYF (1999–2001)"
"WWWQ (1986–1988)"
"KHIP (1980-1992)"
"2014)"
"WTUR (1995-2014)"
"WWGC (1973-2001)"
"WZJV (1992–1993)"
"WPAP-FM (1969–2014)"
"WXZR (1992-1997)"
"WWJD (1983-1987) WJLG (1987-2020)"
"WEXT (1997–2008)"
"WZBZ (1999-2000)"
"WIOE-LP (2002-2015)"
"KMVC (1978-1984)"
"WSDM (1992-2000)"
"WRGR (1957-1963)"
"WSGC-FM (1993-2003)"
"WQLS (1990-1993)"
"WFZX (2001–2009)"
"6PM (1937&ndash;90)"
"WSGM (1959–1992)"
"WZBN (1995-1997)"
"KLIM (1984–2018)"
"WPTR (1996-99)"
"KWSS (1983-1991)"
"KSWS (1947-1961)"
"WMGB (1993–2001)"
"WWHP (1996–2018)"
"KVAS (2001-2011)"
"KSOF (1982-1992)"
"KICR-FM (1984–1997)"
"WXZX (1995-2007)"
"KEPL (2006–2011)"
"WLVU (2000-2005)"
"KRRO (1974-1982)"
"WBYB (2011–2017)"
"KIRK (1996-1998)"
"WNRX (1995–2000)"
"WMNI-FM (1962&ndash;80)"
"KLCA (1997-1998)"
"WVVW (1984&ndash;2001)"
"WPEZ (1973&ndash;80)"
"WPAL (1971-1999)"
"KYND (1960–1967)"
"KHNA (2009-2013)"
"WDDL (1977–1979)"
"WCWC-LP (2001-2007)"
"WAAB (1922–1926)"
"KRKA (2000-2010)"
"WSJQ (2005-2008)"
"WKJR-FM (1974–1990)"
"KXFD (2010-2011)"
"KBTC-FM (1965–1972)"
"WOIA (1962–1970)"
"WKAT (2018–2019)"
"KMXB (1992–1996)"
"WVXM (2014–2019)"
"WLQZ-LP (2015)"
"WVKV (1984-1996)"
"KZAM-FM (1975–1983)"
"WBUR (1950–1997)"
"KNBQ (2013-2015)"
"WRIA (1947-1952)"
"WPKM (2011)"
"KHLK (2019-present)"
"KNGX, KRSC"
"KZNW (2008-2015)"
"WXBT (2011–2014)"
"KMBQ (1972–1986)"
"WUFI (carrier current)"
"KXGT (1996-2005)"
"WZIX (1984-1991)"
"WBLQ-LP"
"KANS-FM (2003)"
"KYLO (1999-2000)"
"WHRV (1989-1990)"
"WAKK-FM (2005-2009)"
"KIIK-FM (2007-2011)"
"WQLR (1972–2007)"
"1990)"
"WZUW (2002-2003)"
"DWGAB (1990-1990)"
"WKTX (1984-1990)"
"KMZK (1983–1986)"
"KSTB (1947-93)"
"WPDS (1985-1987)"
"KYUL (1997-2000)"
"WPOE"
"WDJK (1964&ndash;67)"
"WTRG (1986–2004)"
"WWCW-FM (1978-1982)"
"KRVO(2002-2005)"
"WNBF-FM (1956-1972)"
"KCOY (1947–1969)"
"WROQ (1984&ndash;86)"
"WCWI (2002-2004)"
"WEZY (1995–2014)"
"KZNM (1991–1997)"
"WCMC-FM (1959–1981)"
"WGNQ (2007-2013)"
"KJLF (1987-1993)"
"WRQE (2010-2014)"
"KHLB-FM (1985-2004)"
"WSTN-FM (1998-1999, CP)"
"WQVQ (1977-1979)"
"WJCC (1996-1999)"
"95)"
"1999)"
"KWSK (1989-1998)"
"KMIY (2011–2021)"
"KAAJ-LP (2001-Present)"
"KMEN (1962–1997)"
"KYTN (1967-1988)"
"WCRC (1961-1977)"
"KHDY (1995-1999)"
"KZRX (1992-1995)"
"KELE (1993-1994)"
"WSAU-FM"
"WHLB"
"KLOU (1947–1985)"
"1996)"
"WMRZ (1990–94)"
"WJLY (1983-1988)"
"XECHH-AM (1993–2019)"
"KRYT-FM (1988-1993)"
"WMHE (1957-1990)"
"KKYY (1992-1998)"
"WGTC-FM (1963–1964)"
"WEMG-FM (1999 &ndash; 2003)"
"WLAY-FM (1978-2000)"
"KPKX (2005–2014)"
"WICO-FM (1969-2009)"
"KKIC (1981-1987)"
"WBBQ (1947–2002)"
"KIXT (2005-2010)"
"KDOK-FM (1964–1968)"
"WNST (1995–1998)"
"WHLP (1955&ndash;91)"
"KWXY-FM (1969-2010)"
"KWBR (1990-1998)"
"WTNC-FM (?-1981)"
"WDRZ-FM (1989-1999)"
"WSNQ (2007-2013)"
"KKWK (1998)"
"CKRS (1947-2015)"
"FCT-FM"
"WDXL-FM (1978-1979)"
"KZEZ (2002)"
"WKZQ (1983–2000)"
"KFBA (1980-1985)"
"KZPY (1990-1995)"
"WKQB (1992–1993)"
"WRNC-FM (1999–2001)"
"KCAW (1969-1974)"
"WRC-FM (1947–1974)"
"WXXR (2005–11)"
"WSRQ (2002-2003)"
"KYPT (1999-2003)"
"KDXA (2014–2020)"
"KTOW (1948–1960)"
"KAZT (1998-2001)"
"KZBR (1996-2002)"
"WEBK (1924–1926)"
"WAVQ (1993-1998)"
"WAWY (1998)"
"KGW-FM (1946-1950)"
"LetsGoWingsMedia.com (2011)"
"KVRS (1938-1974)"
"WWWT (1979–1985)"
"02)"
"WWWK (1977-?)"
"OCR-4N FM (Lima, 2012)"
"KQNM (2005-2008)"
"WSFM (1958-1967)"
"2011)"
"1978-1985: WCZY"
"KVGO (1996–1998)"
"2BACR 100.9 FM"
"WSUR (?-2004)"
"KVOY (1957–1984)"
"KBOQ-FM (1994)"
"KCKS-FM (1979-2010)"
"WBZH (2011-2013)"
"WRHP (1988–1993)"
"WUMG (1990-1994)"
"KBTO (1953–1971)"
"KKRC-FM (1982–1990)"
"WSSC"
"WDAT (1969-1986)"
"KERC (1993-1994)"
"WTXL (1949-1975)"
"WKNP (1947-1980)"
"WTHM-LP (2015-Present)"
"WXPC (1993-1998)"
"WUXL (2002-2003)"
"KWZD (1986–1992)"
"WBBY (1961&ndash;65)"
"WLIL-FM (1967–2000)"
"WMAB (1955-1965)"
"WPHR (2001–2005)"
"WOCQ (1981-2022)"
"WUTK (September 14, 1981-September 1, 1988)"
"KERL (2011-2020)"
"WMKK (2005–2011)"
"WHAT (1925&ndash;26)"
"WHZT (1990-1996)"
"2021)"
"WIBB-FM(1987-1987)"
"WMNW"
"WENO (1958-1988)"
"KGLR (1990)"
"WRNL (1937–93)"
"WBDQ (1998-2001)"
"WRXP (September 19&ndash;28, 2006)"
"WIXK-FM (1979–2002)"
"KBSU (1992-2011)"
"DWRT-FM(2008)"
"KROM (1984-1986)"
"KBIG-FM (1965-1971)"
"KJAZ-FM (1994-1995)"
"WMAG, WJYV"
"WHUN (1947-2010)"
"KKEP (1967–1974)"
"KCRM (1999)"
"KCFM (1980&ndash;85)"
"WEDD (1996-1997, CP)"
"WBLX (1973-1988)"
"WZBF:"
"04)"
"KAZZ (1981–1985)"
"WQFM (1996-2010)"
"WLUB (1992)"
"KBBE (1984–2022)"
"KOLZ (1996-2016)"
"WQLS-FM (1993-2001)"
"KQLF (2002-2007)"
"KGUT-LP (2014-2015"
"WCRM (1980–1989)"
"WUSK (1994-1997)"
"WDJC (1967-1978)"
"WTLQ (1995–1999)"
"WWKY (1988–1989)"
"XEOK-AM"
"WMBM (1961–1962)"
"WDSY (1992)"
"KHCR, KILU"
"08)"
"WYLQ (?-1985)"
"CJNW-FM (2009-2019)"
"KSPG (1993–2000)"
"WUBA (2007–2011)"
"WSJZ (2000-2002)"
"KQDQ (1982-1985)"
"XEPAV-AM"
"WXBE (1997-2001)"
"KBWX (2012-2016)"
"* 4IO (1978–1989)"
"KALB (1935–1995)"
"WKDA (1947–1998)"
"KYYN (2011)"
"KIOT (1990-1994)"
"CFUN (1955-1969, 1973-2009)"
"91)"
"KBIV (1998-2005)"
"CHYM (1965-1992)"
"KEBE-FM (1968-1975)"
"81)"
"KSMA (1946–2007)"
"KEYX (1990–1997)"
"XECI-AM"
"WTJY (1995&ndash;96)"
"WMSH-FM (1989-2009)"
"KEYP (1984-1988)"
"WMSK (2000-2015)"
"WPLY (1954-1991)"
"WWWX (1979-1990)"
"KBYE (2000-2001)"
"1965-1981: WSMD"
"WKDA-FM (1967-1976)"
"WSSZ (1987-2004)"
"KKXA (2000-2001)"
"KODA (1961–1979)"
"KTXC (1987-1988)"
"WMLA-FM (1979-1990)"
"WHRT"
"KHUZ (1946-1972)"
"WSME-FM (1975–1983)"
"WLTC (1948–2005)"
"WHVE (1988–91)"
"WMYL (1996-2000)"
"WAQN (1997)"
"KBAA (2003-2004)"
"WPNT (1990&ndash;92)"
"WDRK (1991-1997)"
"KMJY (1986-2004)"
"WVNS (1995–1999)"
"WXQQ (2003-2004)"
"KYKR (1974-1979)"
"KNDF (2018–2020)"
"WSCG (2013–2016)"
"WCWB (1987-1994)"
"3FUN (1988-2005)"
"KKLI (1985–88)"
"97)"
"KGMJ (1960–1978)"
"KPIG (2005–10)"
"KFRZ (1990)"
"KYOR (1998-2004)"
"WJEF-FM (1951–1963)"
"KEWB (1959–1966)"
"KFON (1924-1928)"
"KQJZ (2006-2016)"
"WEVC (1951-1977)"
"KRTS (1986)"
"WNBX (1996–1997)"
"WZBQ-FM (1987–1994)"
"KGIR (1979-1985)"
"KWSW (2011-2015)"
"KCBL (1967–1970)"
"WKBQ (1969-1987)"
"KPXD (1992)"
"KSSE (1997-2003)"
"WZEZ (1976–1994)"
"KFMP (1987-1988)"
"WLLI-FM (1974-2004)"
"WGMF (1968-1999)"
"WLAT (1945-July 7, 1988)"
"WAVD (1987-2001)"
"XEFJ-AM"
"KMSR (1976-2003)"
"WDCC-FM (1970-present)"
"WBLQ (1988–1996)"
"North Fork:"
"WVUD-FM (1964&ndash;92)"
"WNYX (2009–2014)"
"KPER-FM (1970-1973)"
"WBOJ (2009-2015)"
"WZBX (2018)"
"CJCH (1944-2008)"
"WDAR (1985–1995)"
"KSRZ-FM (1986-1990)"
"WPLY-FM (2005–2008)"
"KQMJ (2009)"
"KELT (1960–1967, 1972–1983, 1986–1992)"
"WWBD-FM (1978–1985)"
"WXGJ(1996-2001)"
"KWDU (2007-2012)"
"WMWR (1996-1998)"
"KLDC (1996-2007)"
"WSAY (1983–1990)"
"WQNU (1997-2000)"
"WOIX (1982-1986)"
"WWSF-FM (1989-1994)"
"WMUU-FM (1960-2013)"
"KMZT (2011&ndash;16)"
"WTFX (1989-1991)"
"WTDY (1984-1998)"
"KZNX (1997-2003)"
"WUPE-FM (April 7–14, 2006)"
"WWWW (1950-1963)"
"WLVK (1985–1990)"
"WTCK (1996–1999)"
"KQIK-FM (1986-1993)"
"WFJO (2003-2012)"
"KQEK (January 17-June 5, 1992)"
"KFMJ (1981-1992)"
"KCGQ (1992-1992)"
"WSLK (1993-2000)"
"KUTR (1985-1989)"
"KCEM-FM (1989–1992)"
"KTHR (1999-2004)"
"2KO (1931–1992)"
"WSVV (1997–2001)"
"WENA (1948-1961)"
"WPMW (1981-2008)"
"2001)"
"KRKN (1992-1994)"
"WWSD (1979-1986)"
"KCIG (1985)"
"WBGT (1994)"
"WPQR-FM (1968-2001)"
"WARX (1985 &ndash; 2005)"
"WOOO (1990-2000)"
"KCRJ-FM (1980-1983, CP)"
"KRVQ (2006-2010)"
"WMVG-FM (1978-1981)"
"WRVW (1981–1995)"
"WBQW (1994)"
"WKBZ-FM (1986–99)"
"85)"
"1989, CP)"
"WAZX (1982-1988)"
"WWMT (1971–1973)"
"KINB (1969-1989)"
"WBHS (1931–1935)"
"KWNA (1955-2019)"
"WDDB (2004-2005)"
"WKQD (1986-1991)"
"WIZD-FM (1987-1988)"
"KDUB (1953-?)"
"WSID (1982-1984)"
"KSDJ (1946–1949)"
"KNWH (2005-2007)"
"KYYG-FM (1992)"
"WCKN (1982–91)"
"KSLG-FM (2001-2014)"
"KTAT (1930-1939)"
"KCEE (1994-2001)"
"WTVR (1966–2000)"
"WBMX (1991&ndash;2009)"
"WPHQ (1990–1992)"
"WXVV (2001–2002)"
"7EX (1938&ndash;2011)"
"KNEW (1966–2012)"
"WQXT-FM (1957-1964)"
"KBEY (1960–1973)"
"KKIK (1994-1998)"
"WANG (1996-1999)"
"WLRQ (1979–1981)"
"WMEX (1996-1998)"
"KPRD (1983–1986)"
"KLCO (1983-1986)"
"ZYZ272 (1995–2017)"
"KEED (1954–1985)"
"WDAE (1922-2000)"
"KKSC (2002-2003)"
"WHPB (1956-2004)"
"WMCB (1966-?)"
"KUPY (1974–1981)"
"WRHC (1949-1972)"
"WCNU (2010–2011)"
"KICG (1975–1980)"
"WLJY (1979-2006)"
"WCHZ (1985-1986)"
"WQBS-FM (1970–1977)"
"KIBB (2006)"
"WZEW (1982-1994)"
"Bayern 4 (Klassik)"
"1996)"
"KSNJ (1999-2001)"
"XENP-AM, XENSM-AM, XEVQ-AM"
"WQRS-FM (1979-1987)"
"KZNY (2003-2004)"
"WRFN (1997-2003)"
"KCPS (1955-1972)"
"WMME (1987–1995)"
"WWLV (1998–2003)"
"WILV (2004-2015)"
"KAWY, KMGW, KGRQ"
"WACL-FM (1978–1988)"
"WEKT-FM (1971-1975)"
"XEXD-AM"
"KRUG (2006-2009)"
"KFXJ (1989-1997)"
"WBBE-FM (1998-1999)"
"KWGW (2005–2007)"
"WHVY (1991-1992)"
"WZZV (1991-1993)"
"KLOZ (1972–1986)"
"WBSS (2008-2009)"
"WHEN-FM (1993–1996)"
"KWTC (1947–1983)"
"WNTK-FM(1990–1992)"
"WCJM (1966-1994)"
"WPVA (1987–1989)"
"WAOA (1968-1985)"
"WRPL (2001-2003)"
"2006)"
"WUNS (1990-1995)"
"WQLS (1993-2010)"
"WQRB (1968–79)"
"KBAU (1985-1993)"
"KXXL (1952–1957)"
"WQDR (1972–2010)"
"WCKO (1995–2004)"
"WKQV (1993-1999)"
"WSQR-FM"
"WREJ (1993–2016)"
"KMLO (1968–January 1986), KKOS (January–April 1986), KVSD (April 1986–1990)"
"1989)"
"WAQE-FM (1960–67)"
"WPFM-FM (2004–2014)"
"KELE (1955–1963)"
"KWSA (1985-1997)"
"WORX-FM (1950-1981)"
"WSFT (1997-2002)"
"WDLW (1979–1989)"
"KXDA (1990-1994)"
"DWSNT-FM (1981-2005)"
"WCDA (1991-96)"
"KZAH (2016-present)"
"KBUQ (1996-1998)"
"WXAM (1980–1984)"
"WPRG (1992–1993)"
"1998)"
"WWWM (1990&ndash;95)"
"KYMJ (September-October 1987)"
"WLAZ (1989–1990)"
"WWCR (1985&ndash;1987)"
"WHSL (1964–1977)"
"WMAJ-FM (2007-2019)"
"KYTH (2014-2019)"
"WBUB (1999-1999)"
"WLQE (1984-1987)"
"KLQM (2012-2013)"
"WETT (1960-2001)"
"WLFV (2006-2014)"
"KSVP-FM (1969–1980)"
"KFRZ-FM (1984-1985)"
"KFDN (2005-2008)"
"WCBT (1940-Present)"
"WPAB-FM (1969-1976)"
"WAPO (1986-1993)"
"WABD (1968-2001)"
"KSAF"
"KQRZ (1981-1990)"
"WPPZ-FM (2005–16)"
"KKUC (1985-1990)"
"05)"
"WPTR (2004-2011)"
"KNIX (1961-1976)"
"WBAD (1966–1968)"
"WYDA (1991-2002)"
"WRBD (1963–1997)"
"WWYC (1993-1998)"
"WSAV (1939-1977)"
"KLAN (1980)"
"KLZY (2006-2013)"
"WOVO (1972-1991)"
"KHLA (1985-2002)"
"KPOI-FM (1962-1974)"
"KUTT (1960-1965)"
"ЖУОЗ"
"WUFM (1974-1992)"
"WGBU (1980&ndash;82)"
"KKBY-FM (1996-1999)"
"KSIP (2009)"
"WKCM (1997)"
"WVWZ (2020-21)"
"WNIO (1963–1990)"
"WIGC (1982–1984)"
"KSGM-FM (1967-1987)"
"KXQX (2001-2005)"
"KCON (2015–2021)"
"WSSU (1989-1995)"
"KKJY (2009-2010)"
"WGEI (2008–2009)"
"WALM-FM (1968-?)"
"WMQR (2015-Present)"
"WGSR (1999-2004)"
"CHMM-FM (1976-1984)"
"WLFX (1994-1998)"
"WLDA (2013-2015)"
"WBZA-FM (1970-1979)"
"WSRX (1989-1992)"
"WXAX (1964-1979)"
"KWNX (2002–2014)"
"WJDW (1979-1989)"
