64bit processing,<page title>,aspect ratio,battery chemistry,battery energy,bluetooth,bluetooth standard,brand name,cache,certifications standards,color,connection type,depth,display screen technology,display screen type,form factor,front camera resolutionwebcam resolution,front camerawebcam,graphics controller manufacturer,graphics controller model,graphics memory accessibility,graphics memory technology,green compliance certificateauthority,green compliant,headphonemicrophone combo port,height,keyboard,keyboard type,manufacturer,manufacturer part number,manufacturer website address,maximum battery run time,maximum standby battery time,maximum turbo speed,memory card reader,memory card supported,memory technology,micro hdmi,microphone,multitouch screen,number of cells,number of usb 30 ports,operating system,operating system platform,optical drive type,package contents,pointing device type,processor core,processor manufacturer,processor model,processor speed,processor type,product line,product model,product name,product series,product type,screen mode,screen resolution,screen size,software included,solid state drive capacity,speakers,standard memory,total number of usb ports,touchpad features,touchscreen,weight approximate,width,wireless lan,wireless lan standard,additional information,audio line out,backlight technology,battery capacity,ethernet technology,finger print reader,hard drive capacity,hdcp supported,hdmi,height front,height rear,maximum memory,network rj45,number of total memory slots,number of usb 20 ports,operating system architecture,optical media supported,tv card,vga,webcam,wireless lan manufacturer,wireless lan model,mini hdmi,rear camera,rear camera resolution,wwan supported,direct media interface,focus modes,hard drive interface,hard drive rpm,hyperthreading,keyboard backlight,memory standard,security features,sensor type,solid state drive interface,vpro technology,wimax,chipset manufacturer,construction,mini displayport,applicationusage,carrying options,case features,compartment depth,compartment height,compartment width,durability,exterior material,maximum screen size supported,minimum screen size supported,style,chipset model,acer converter cable supported,acer converter port,displayport,checkpoint friendly,compatibility,graphics memory capacity,duallayer media supported,flash memory capacity,country of origin,input voltage,keyboard localization,maximum power supply wattage,digitizer,audio line in,esata,modem,modem rj11,printed designpatterntexture,features,memory form factor,number of mini pci express slots,number of processors installed,number of processors supported,number of total expansion slots,total hard drive capacity,near field communication,number of 35 bays,number of external 525 bays,number of total expansion bays,hard drive configuration,gps,maximum web surfing battery time,maximum video battery time,number of graphic controllers,number of internal 25 bays,number of pci express x1 slots,number of pci express x16 slots,controller type,raid levels,raid supported,expansion bay type,expansion slot type,switchable graphics,number of optical drives,cellular data connectivity technology,solid state drive configuration,number of msata interfaces,number of mxm slots,total solid state drive capacity,burst frequency,widi technology,usb host,rear camera video resolution,maximum audio battery time,accessibility,interior material,pixel density
Yes,HP Business Desktop ProDesk 600 G1 Desktop Computer - Intel Core i3 i3-4130T 2.90 GHz - Desktop Mini - F4L23UTABA - Laptops & Notebooks - HEWLETT-PACKARD Laptops & Notebooks - TheNerds.net,,,,,,HP,3 MB,ACPI TAA compliant,,,7 '',,,Desktop Mini,,,Intel,HD Graphics 4400,Shared,DDR3 SDRAM,Eco-label,Yes,,1.3 '',,,Hewlett-Packard,F4L23UT # ABA,http : //www.hp.com,,,,,,DDR3 SDRAM,,,,,4.0,Windows 7 Professional,,,Business Desktop ProDesk 600 G1 Desktop Computer Power Adapter,,Dual-core ( 2 Core ),Intel,i3-4130T,2.90 GHz,Core i3,Business Desktop,,Business Desktop ProDesk 600 G1 Desktop Computer,ProDesk 600 G1,Desktop Computer,,,,"Security : Device Access Manager Drive Encryption File Sanitizer ( Activated via Wizard ) Disk Sanitizer ( external version ) Microsoft Security Essentials HP Client Security MultiMedia : Cyberlink Power DVD , BD Cyberlink Power2Go ( Secure Burn ) HP Value Add : HP PageLift HP Support Assistant HP Recovery Disk Creator 3rd Party : Adobe Flash Player Bing Search for Internet Explorer 10 Box PDF Complete , Corporate Edition Skype",,,4 GB,6.0,,,2.90 lb,6.9 '',,,,Yes,,,,,,Yes,,,,16 GB,Yes,2.0,2.0,64-bit,,,Yes,,,,,,,,5 GT/s,,,,Yes,,DDR3-1600/PC3-12800,,,Serial ATA/300,No,,Intel,,,,,,,,,,,,,,Q85 Express,,,Yes,,,,,,,220 V AC,,65 W,,Yes,,,,,Security Slot,SoDIMM,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,120 GB,,,,,,,,
,"Acer ICONIA B1-730-18YX Tablet - 7"" - Wireless LAN - Intel Atom Z2560 1.60 GHz - NTL4KAA001 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",128 : 75,Lithium Polymer ( Li-Polymer ),,Yes,Bluetooth 3.0,Acer,1 MB,,,,7.8 '',,Active Matrix TFT Color LCD,Slate,300 Kilopixel,Yes,,,,,RoHS,Yes,,0.4 '',,,"Acer , Inc",NT.L4KAA.001,http : //us.acer.com,,,,Yes,microSD,LPDDR2,,,Yes,1-cell,,Android,Android,No,ICONIA B1-730-18YX TabletAC Adapter,,Dual-core ( 2 Core ),Intel,Z2560,1.60 GHz,Atom,ICONIA,B1-730-18YX,ICONIA B1-730-18YX Tablet,B,Tablet,WSVGA,1024 x 600,7 '',,8 GB,,1 GB,,,Yes,11.29 oz,4.7 '',Yes,IEEE 802.11b/g/n,Wireless LAN : Acer Nplify 802.11b/g/n,,LED,3700 mAh,,No,,,,,,,,,,,,No,,,Broadcom,4330,,,,,,,,,Yes,,,,Accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Lenovo ThinkPad S1 Yoga 20CD00CGUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Intel Core i3 i3-4010U 1.70 GHz - Black - 20CD00CGUS - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Polymer ( Li-Polymer ),47 Wh,Yes,Bluetooth 4.0,Lenovo,3 MB,,Black,,8.7 '',In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,Convertible,,,Intel,HD 4400,Shared,DDR3L SDRAM,ENERGY STAR,Yes,Yes,0.7 '',Yes,Physical Keyboard,Lenovo Group Limited,20CD00CGUS,http : //www.lenovo.com/us/en/,7 Hour,,,Yes,Secure Digital ( SD ),DDR3L SDRAM,,Yes,Yes,8-cell,2.0,Windows 8 Pro,Windows,No,ThinkPad Yoga ( 20CD-00CGUS ) AC Adapter,Trackpoint,Dual-core ( 2 Core ),Intel,i3-4010U,1.70 GHz,Core i3,ThinkPad,20CD00CGUS,ThinkPad Yoga ( 20CD-00CGUS ),S1 Yoga,Ultrabook/Tablet,HD,1366 x 768,12.5 '',,,Yes,4 GB,2.0,Multi-touch Gesture,Yes,3.46 lb,12.4 '',,,,,LED,,,,500 GB,,Yes,,,,No,,,64-bit,,,,,,,,,,,5 GT/s,,Serial ATA/300,7200.0,Yes,Yes,DDR3L-1600/PC3-12800,"Power-on Password Hard Disk Password Supervisor Password Security Keyhole Trusted Platform Module , TCG 1.2-compliant",Ambient Light Sensor,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Acer Aspire S7-392-74508G25tws 13.3"" Touchscreen LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 i7-4500U 1.80 GHz - Crystal White - NXMBKAA009 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Polymer ( Li-Polymer ),,Yes,,Acer,4 MB,,Crystal White,,8.8 '',In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,,,,Intel,HD 4400,Shared,DDR3 SDRAM,,,,0.5 '',Yes,,"Acer , Inc",NX.MBKAA.009,http : //us.acer.com,8 Hour,,,Yes,Secure Digital ( SD ),DDR3L SDRAM,,Yes,Yes,4-cell,2.0,Windows 8,,No,Aspire S7-392-74508G25tws UltrabookLithium Polymer BatteryAC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,i7-4500U,1.80 GHz,Core i7,Aspire,S7-392-74508G25tws,Aspire S7-392-74508G25tws Ultrabook,S7-392,Ultrabook,Full HD,1920 x 1080,13.3 '',,256 GB,Yes,8 GB,2.0,,Yes,2.87 lb,12.7 '',Yes,IEEE 802.11a/b/g/n,Wireless LAN : Acer Nplify 802.11a/b/g/n,Yes,LED,6280 mAh,,No,,Yes,Yes,,,,,,,64-bit,,No,,Yes,Intel,Wireless-N 7260,,,,,,,,,Yes,Yes,,,Ambient Light Sensor,,,,,,,,,,,,,,,,,,,Network ( RJ-45 ),Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mobile Edge 14.1"" SlipSuit for Notebook - MESS114 - Laptops & Notebooks - MOBILE EDGE Laptops & Notebooks - TheNerds.net",,,,,,Mobile Edge,,,Black,,1.5 '',,,,,,,,,,,,,11.2 '',,,Mobile Edge,MESS1-14,http : //www.mobileedge.com,,,,,,,,,,,,,,,,,,,,,,SlipSuit,,14.1 & quot ; SlipSuit - Black,,Carrying Case,,,,,,,,,,,,14.2 '',,,"Soft , durable and water-resistant Neoprene protects and cushions your notebookSmall enough to fit inside your regular carrying case , but tough enough to use by itselfStylish design combines form and function to create a unique notebook carrying solutionHeavy-duty nylon strap to carry by hand or around your wristFull-size external pocket for AC adapter , files , CDs and other accessories",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notebook,,Zipper Closure,1 '',9.50 '',13.30 '',Water Resistant,Neoprene,14.1 '',,Sleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top Loading,,
Yes,"Samsung ATIV Book 9 Plus NP940X3G 13.3"" Touchscreen LED (SuperBright) Ultrabook - Intel Core i5 i5-4200U 1.60 GHz - Ash Black - NP940X3GS02US - Laptops & Notebooks - SAMSUNG Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Polymer ( Li-Polymer ),55.50 Wh,Yes,Bluetooth 4.0,Samsung,3 MB,,Ash Black,,8.8 '',SuperBright,Active Matrix TFT Color LCD,,,,Intel,HD 4400,Shared,DDR3 SDRAM,ENERGY STAR,Yes,Yes,0.5 '',Yes,,Samsung,NP940X3G-S02US,http : //www.samsungusa.com,11 Hour,,2.60 GHz,Yes,Secure Digital High Capacity ( SDHC ),DDR3 SDRAM,,Yes,Yes,4-cell,2.0,Windows 8.1 Pro,,,ATIV Book 9 Plus NP940X3G Ultrabook Lithium Polymer Battery AC Adapter Ethernet Dongle,ClickPad,Dual-core ( 2 Core ),Intel,i5-4200U,1.60 GHz,Core i5,ATIV Book 9 Plus,NP940X3G,ATIV Book 9 Plus NP940X3G Ultrabook,,Ultrabook,QHD+,3200 x 1800,13.3 '',Samsung SideSync Samsung Support Center Samsung Recovery Solution S Photostudio S Settings Microsoft Office ( Trial ) Norton Internet Security ( 60 days Trial ),,Yes,8 GB,2.0,,Yes,3.06 lb,12.6 '',Yes,IEEE 802.11a/b/g/n,,,LED,,Gigabit Ethernet,,,,Yes,,,,,,,64-bit,,,Yes,Yes,Intel,Wireless-N 7260,,,,,5 GT/s,,,,Yes,,DDR3-1600/PC3-12800,Trusted Platform Module ( TPM ) Slim Lock Slot,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,
Yes,"Acer Aspire ES1-511-C665 15.6"" LED Notebook - Intel Celeron N2930 1.83 GHz - NXMMLAA015 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),,Yes,,Acer,2 MB,,,,10.2 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics,Shared,DDR3 SDRAM,,,,1.1 '',Yes,,"Acer , Inc",NX.MMLAA.015,http : //us.acer.com,6 Hour,,,Yes,Secure Digital ( SD ) Card,DDR3L SDRAM,,Yes,,4-cell,,Windows 8.1,,No,Aspire ES1-511-C665 NotebookLithium Ion BatteryAC Adapter,TouchPad,Quad-core ( 4 Core ),Intel,N2930,1.83 GHz,Celeron,Aspire,ES1-511-C665,Aspire ES1-511-C665 Notebook,ES1-511,Notebook,HD,1366 x 768,15.6 '',,,Yes,4 GB,3.0,Multi-touch Gesture,,5.29 lb,15 '',Yes,IEEE 802.11b/g/n,Wireless LAN : Acer Nplify 802.11b/g/n,Yes,LED,3220 mAh,Gigabit Ethernet,No,500 GB,Yes,Yes,0.95 '',1.07 '',8 GB,Yes,1.0,,64-bit,,No,,Yes,Atheros,WB335,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Lenovo ThinkPad Edge E540 20C6008QUS 15.6"" LED Notebook - Intel Core i7 i7-4702MQ 2.20 GHz - Matte Black, Silver - 20C6008QUS - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),48 Wh,Yes,Bluetooth 4.0,Lenovo,6 MB,,Silver,,9.8 '',,Active Matrix TFT Color LCD,,,,Intel,HD 4600,Shared,DDR3L SDRAM,RoHS,Yes,Yes,1.2 '',Yes,,Lenovo Group Limited,20C6008QUS,http : //www.lenovo.com/us/en/,6.20 Hour,,3.20 GHz,Yes,Secure Digital Extended Capacity ( SDXC ),DDR3L SDRAM,,Yes,,6-cell,2.0,Windows 7 Professional Upgradable to Windows 8 Pro,,DVD-Writer,ThinkPad Edge E540 20C6008QUS Notebook Lithium Ion Battery AC Adapter Windows 8 Pro ( 64-bit ) License Media,Trackpoint,Quad-core ( 4 Core ),Intel,i7-4702MQ,2.20 GHz,Core i7,ThinkPad Edge,20C6008QUS,ThinkPad Edge E540 20C6008QUS Notebook,E540,Notebook,HD,1366 x 768,15.6 '',Adobe Reader ThinkVantage System Update Norton Internet Security ( 30 days of virus definitions ) Microsoft Office Preloaded ( purchase a product key to activate ),,Yes,4 GB,3.0,Multi-touch Gesture,,5.40 lb,14.8 '',Yes,IEEE 802.11b/g/n,,,LED,,Gigabit Ethernet,Yes,500 GB,Yes,Yes,,,16 GB,Yes,2.0,1.0,64-bit,,,Yes,Yes,Intel,Wireless-N 7260,,,,No,5 GT/s,,Serial ATA/300,7200.0,Yes,,DDR3L-1600/PC3-12800,Power-on Password Hard Disk Password Supervisor Password Security Keyhole,,,No,No,Intel,,,,,,,,,,,,,,HM87 Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Asus X555LA-DB51 15.6"" Notebook - Intel Core i5 i5-4210U 1.70 GHz - Black - 90NB0652M02040 - Laptops & Notebooks - ASUS Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Polymer ( Li-Polymer ),37 Wh,Yes,Bluetooth 4.0,Asus,3 MB,,Black,,10.1 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics 4400,Shared,DDR3L SDRAM,RoHS,Yes,Yes,1 '',Yes,,ASUS Computer International,90NB0652-M02040,http : //usa.asus.com,5 Hour,,2.70 GHz,Yes,Secure Digital High Capacity ( SDHC ),DDR3L SDRAM,,Yes,,2-cell,2.0,Windows 8.1,,DVD-Writer,X555LA-DB51 Notebook Lithium Polymer Battery AC Adapter User Manual Warranty Card,TouchPad,Dual-core ( 2 Core ),Intel,i5-4210U,1.70 GHz,Core i5,,X555LA-DB51,X555LA-DB51 Notebook,X555LA,Notebook,HD,1366 x 768,15.6 '',,,Yes,8 GB,3.0,Multi-touch Gesture,No,5.10 lb,15 '',Yes,IEEE 802.11b/g/n,,,,,Gigabit Ethernet,,1 TB,,Yes,,,8 GB,Yes,1.0,1.0,64-bit,DVD-RAM/ R/ RW,,Yes,Yes,,,,,,,5 GT/s,,,5400.0,Yes,,DDR3L-1600/PC3-12800,Kensington Lock Slot BIOS Booting User Password Protection HDD User Password Protection and Security,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,,120 V AC,,45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Asus ASUSPRO ADVANCED B551LG-XB51 15.6"" Notebook - Intel Core i5 i5-4310U 2 GHz - Black - 90NB03L1M00820 - Laptops & Notebooks - ASUS Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Polymer ( Li-Polymer ),45 Wh,Yes,Bluetooth 4.0,Asus,3 MB,UL MIC CE Marking Compliance FCC Compliance BSMI Australia C-TICK / NZ A-Tick Compliance CCC GOST-R CB IDA FIPS 201 MIL-STD 810G,Black,,10.2 '',,Active Matrix TFT Color LCD,,,,NVIDIA,GeForce GT 840M,,DDR3 SDRAM,RoHS,Yes,Yes,1 '',Yes,,ASUS Computer International,90NB03L1-M00820,http : //usa.asus.com,,,3 GHz,Yes,Secure Digital Extended Capacity ( SDXC ),DDR3L SDRAM,,Yes,,3-cell,3.0,,,No,ASUSPRO ADVANCED B551LG-XB51 Notebook 2 x Lithium Polymer Batteries AC Adapter User Manual Warranty Card Windows 8.1 Pro ( 64bit ) License Media,TouchPad,Dual-core ( 2 Core ),Intel,i5-4310U,2 GHz,Core i5,ASUSPRO ADVANCED,B551LG-XB51,ASUSPRO ADVANCED B551LG-XB51 Notebook,B551LG,Notebook,Full HD,1920 x 1080,15.6 '',,128 GB,Yes,8 GB,4.0,Multi-touch Gesture,No,5.50 lb,15.1 '',Yes,IEEE 802.11ac,,,,,Gigabit Ethernet,Yes,,,,,,16 GB,Yes,2.0,1.0,,,,Yes,Yes,,,,,,,5 GT/s,,,,Yes,,DDR3L-1600/PC3-12800,Intel Anti-Theft ( SBA ) Smart Card Reader Kensington Lock Slot LoJack BIOS Booting User Password Protection TPM ( Trusted Platform Module ) Intel Small Business Advantage,,Serial ATA/600,,,,Rugged,Yes,,,,,,,,,,,,,,,,,,Up to 1 GB,,,,230 V AC,,65 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,HP Business Desktop ProDesk 600 G1 Desktop Computer - Intel Core i3 i3-4130 3.40 GHz - Small Form Factor - F4K85UTABA - Laptops & Notebooks - HEWLETT-PACKARD Laptops & Notebooks - TheNerds.net,,,,,,HP,3 MB,ACPI TAA compliant,,,14.9 '',,,Small Form Factor,,,Intel,HD 4400,Shared,DDR3 SDRAM,WEEE,Yes,,4 '',Yes,,Hewlett-Packard,F4K85UT # ABA,http : //www.hp.com,,,,,,DDR3 SDRAM,,,,,4.0,Windows 8.1 Pro,,DVD-Reader,ProDesk 600 G1 Small Form Factor Business PC Keyboard Mouse,Mouse,Dual-core ( 2 Core ),Intel,i3-4130,3.40 GHz,Core i3,Business Desktop,,ProDesk 600 G1 Small Form Factor Business PC,ProDesk 600 G1,Desktop Computer,,,,"Security : Device Access Manager File Sanitizer ( Activated via Wizard ) Disk Sanitizer ( external version ) Microsoft Security Essentials HP Client Security MultiMedia : Cyberlink Power DVD , BD Cyberlink Power2Go ( Secure Burn ) HP Value Add : HP PageLift HP Recovery Disk Creator HP Support Assistant 3rd Party : Adobe Flash Player Bing Search for Internet Explorer 10 Box Evernote PDF Complete Skype",,,4 GB,10.0,,,16.70 lb,13.3 '',,,,Yes,,,,,,Yes,,,,32 GB,Yes,4.0,6.0,64-bit,DVD-ROM,,Yes,,,,,,,,5 GT/s,,Serial ATA/600,7200.0,Yes,,DDR3-1600/PC3-12800,,,,No,,Intel,,,,,,,,,,,,,,Q85 Express,,,Yes,,,,,,,110 V AC,,240 W,,Yes,,,,,Security Slot,DIMM,,1.0,1.0,4.0,500 GB,,2.0,1.0,4.0,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
Yes,"Acer Aspire V5-123-12104G50nkk 11.6"" LED (ComfyView) Notebook - AMD E-Series E1-2100 1 GHz - Black - NXMFQAA005 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),,Yes,,Acer,1 MB,ACPI 4.0,Black,,8 '',ComfyView,Active Matrix TFT Color LCD,,,,AMD,Radeon HD 8210,Shared,DDR3 SDRAM,,,,0.9 '',Yes,,"Acer , Inc",NX.MFQAA.005,http : //us.acer.com,4 Hour,,,Yes,Secure Digital ( SD ),DDR3 SDRAM,,Yes,,4-cell,1.0,Windows 8,,No,Aspire V5-123-12104G50nkk NotebookLithium Ion BatteryAC Adapter,TouchPad,Dual-core ( 2 Core ),AMD,E1-2100,1 GHz,E-Series,Aspire,V5-123-12104G50nkk,Aspire V5-123-12104G50nkk Notebook,V5-123,Notebook,HD,1366 x 768,11.6 '',,,Yes,4 GB,3.0,Multi-touch Gesture,,2.65 lb,11.2 '',Yes,IEEE 802.11b/g/n,Wireless LAN : Acer Nplify 802.11b/g/n,Yes,LED,2500 mAh,Gigabit Ethernet,No,500 GB,Yes,Yes,0.93 '',1.08 '',4 GB,Yes,1.0,2.0,64-bit,,No,Yes,Yes,Atheros,WB335,,,,,,,Serial ATA,5400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Lenovo ThinkPad T540p 20BE004FUS 15.6"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 20BE004FUS - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),99.90 Wh,Yes,Bluetooth 4.0,Lenovo,3 MB,,Black,,9.8 '',,Active Matrix TFT Color LCD,,,,NVIDIA,HD 4600,Dedicated,DDR3L SDRAM,EPEAT Gold,Yes,Yes,1.2 '',Yes,,Lenovo Group Limited,20BE004FUS,http : //www.lenovo.com/us/en/,11 Hour,,3.30 GHz,Yes,Secure Digital Extended Capacity ( SDXC ),DDR3L SDRAM,,Yes,,9-cell,2.0,Windows 7 Professional,,DVD-Writer,ThinkPad T540p ( 20BE-004FUS ) Lithium Ion Battery AC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,i5-4300M,2.60 GHz,Core i5,ThinkPad,20BE004FUS,ThinkPad T540p ( 20BE-004FUS ),T540p,Notebook,Full HD,1920 x 1080,15.6 '',,,Yes,4 GB,4.0,Multi-touch Gesture,,5.80 lb,14.8 '',Yes,IEEE 802.11a/b/g/n,,,LED,,Gigabit Ethernet,Yes,500 GB,,,,,16 GB,Yes,2.0,2.0,64-bit,DVD R/ RW,,Yes,Yes,Intel,,,,,,5 GT/s,,Serial ATA/600,7200.0,Yes,,DDR3L-1600/PC3-12800,"Power-on Password Hard Disk Password Supervisor Password Security Keyhole Trusted Platform Module , TCG 1.2-compliant",,,,,Intel,,,,,,,,,,,,,,QM87 Express,,,Yes,,,Up to 1 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultrabay Slim,ExpressCard/34,Yes,,,,,,,,,,,,,,
Yes,"Samsung ATIV Book 9 Plus NP940X3G 13.3"" Touchscreen LED (SuperBright) Ultrabook - Intel Core i7 i7-4500U 1.80 GHz - Ash Black - NP940X3GS01US - Laptops & Notebooks - SAMSUNG Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Polymer ( Li-Polymer ),55.50 Wh,Yes,Bluetooth 4.0,Samsung,4 MB,,Ash Black,,8.8 '',SuperBright,Active Matrix TFT Color LCD,,,,Intel,HD 4400,Shared,DDR3 SDRAM,ENERGY STAR,Yes,Yes,0.5 '',Yes,,Samsung,NP940X3G-S01US,http : //www.samsungusa.com,11 Hour,,3 GHz,Yes,Secure Digital High Capacity ( SDHC ),DDR3 SDRAM,,Yes,Yes,4-cell,2.0,Windows 8.1 Pro,,,ATIV Book 9 Plus NP940X3G Ultrabook Lithium Polymer Battery AC Adapter Ethernet Dongle,ClickPad,Dual-core ( 2 Core ),Intel,i7-4500U,1.80 GHz,Core i7,ATIV Book 9 Plus,NP940X3G,ATIV Book 9 Plus NP940X3G Ultrabook,,Ultrabook,QHD+,3200 x 1800,13.3 '',Samsung SideSync Samsung Support Center Samsung Recovery Solution S Photostudio S Settings Microsoft Office ( Trial ) Norton Internet Security ( 60 days Trial ),,Yes,8 GB,2.0,,Yes,3.06 lb,12.6 '',Yes,IEEE 802.11a/b/g/n,,,LED,,Gigabit Ethernet,,,,Yes,,,,,,,64-bit,,,Yes,Yes,Intel,Wireless-N 7260,,,,,5 GT/s,,,,Yes,,DDR3-1600/PC3-12800,Trusted Platform Module ( TPM ) Slim Lock Slot,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,
,"Supersonic Matrix MID SC-2074JB 8 GB Tablet - 7"" - Wireless LAN - ARM Cortex A7 1 GHz - White - SC2074JBWHITE - Laptops & Notebooks - SUPERSONIC Laptops & Notebooks - TheNerds.net",15 : 9,,,,,Supersonic,,,White,Micro USB,4.8 '',,Active Matrix TFT Color LCD,Slate,,Yes,,,,,,,,0.5 '',,,"Supersonic , Inc",SC-2074JBWhite,http : //www.supersonicinc.com,,,,Yes,microSD,,,Yes,,,,Android 4.2 Jelly Bean,Android,No,7 '' Android 4.2 Touchscreen Tablet with Dual Core Processor ( Capacitive ) AC Adapter,,Dual-core ( 2 Core ),ARM,,1 GHz,Cortex A7,Matrix MID,SC-2074JB,7 '' Android 4.2 Touchscreen Tablet with Dual Core Processor ( Capacitive ),,Tablet,WVGA,800 x 480,7 '',,,Yes,512 MB,,,Yes,1.20 lb,7.8 '',Yes,IEEE 802.11b/g/n,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ProScan PLT7602G 4 GB Tablet - 7"" - Wireless LAN - PLT7602G - Laptops & Notebooks - CURTIS Laptops & Notebooks - TheNerds.net",,,,,,ProScan,,,,,,,Active Matrix TFT Color LCD,,,Yes,,,,,,,,,,,Curtis International Ltd,PLT7602G,http : //www.curtisint.com,,,,,,,,,,,,Android 4.2 Jelly Bean,Android,No,,,,,,,,,PLT7602G,PLT7602G Tablet,,Tablet,,,7 '',,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,HP Z1 G2 All-in-One Workstation - 1 x Intel Xeon E3-1246 v3 3.50 GHz - F1L93UTABA - Laptops & Notebooks - HEWLETT-PACKARD Laptops & Notebooks - TheNerds.net,16 : 9,,,,,HP,8 MB,ACPI,,,16.5 '',,Active Matrix TFT LCD,All-in-One,,,Intel,HD Graphics P4600,Shared,DDR3 SDRAM,IT Eco Declaration,Yes,,20.8 '',Yes,,Hewlett-Packard,F1L93UT # ABA,http : //www.hp.com,,,3.90 GHz,Yes,Secure Digital ( SD ),DDR3 SDRAM,,Yes,,,2.0,Windows 8.1 Pro,,DVD-Writer,Z1 G2 Workstation ( ENERGY STAR ) Wireless Keyboard Wireless Mouse USB Receiver,Mouse,Quad-core ( 4 Core ),Intel,E3-1246 v3,3.50 GHz,Xeon,,,Z1 G2 Workstation ( ENERGY STAR ),Z1 G2,Workstation,QHD,2560 x 1440,27 '',HP Performance Advisor HP Remote Graphics Software ( RGS ) 6.0 PDF Complete - Corporate Edition,,,8 GB,,,,47 lb,26 '',,,,Yes,LED,,,,,,,,,32 GB,Yes,4.0,,64-bit,DVD-RAM/ R/ RW,,,,,,,,,,5 GT/s,,Serial ATA/600,7200.0,Yes,,DDR3-1866/PC3-14900,,,,,,Intel,,,,,,,,,,,,,,C226,,,Yes,,,,Yes,,,120 V AC,,400 W,,Yes,,,,,,,2.0,1.0,1.0,3.0,1 TB,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
