32bit or 64bit os,3d glasses included,3d ready,<page title>,backlit keyboard,battery cells,battery life hrs,battery life range,battery type,bluetooth version,built in speakers,color,condition,cpu brand,cpu cache mb,cpu core,cpu series,cpu speed,cpu speed range,depth in,display type,energy star compliant,esata port,fingerprint reader,gpu chipset,gpu memory,gpu video type,hard drive capacity,hard drive capacity range,hard drive interface,hard drive speed,hard drive type,hdmi outputs,hdmi ports,headphone jacks number,height in,included software bundles,item weight lbs,laptop type,lifestyle,manufacturer warranty hardware,manufacturer warranty labor,manufacturer warranty software,max resolution format,maximum memory supported,maximum screen resolution,memory range,memory type,mouse type,networking capability,numeric keypad,operating system,operating system version,optical audio port,optical drive type,package contents,pc card type,screen size by diagonal measure,screen size range,ssd boot drive,total firewire ports,total parallel ports,total serial ports,total system memory,total usb 20 ports,total usb 30 ports,touch screen,tv tuner,vga out,webcam included,widi ready intel wireless display,width in,wireless networking,general warranty,aspect ratio,audio channels,battery capacity ma,bluray read speed max,bluray rewrite speed max,bluray write speed max,cd read speed max,cdr write speed max,cdrw rewrite speed max,dvd read speed max,dvd rewrite speed max,dvd write speed max,microphone jacks,multimedia card built in,multimedia card type,power supply capacity in watts,product bundle,security lock slot,memory speed,64bit computing processor chipset,audio features audio video,capacity battery,chipset processor chipset,color miscellaneous,cpu processor chipset,depth dimensions weight,features display,features input,features miscellaneous,features processor chipset,graphics processor audio video,height dimensions weight,included accessories miscellaneous,included service general,input ac adapter,interfaces connections expansion,lcd backlight technology display,main storage storage,max turbo speed processor chipset,mechanical design general,memory card reader connections expansion,number of cores processor chipset,operating system general,output ac adapter,product type general,ram memory,resolution display,run time battery,sound audio video,speed memory,technology memory,touchscreen display,type display,type input,weight dimensions weight,widescreen display,width dimensions weight,wireless communications,camera in megapixels,caching techology storage,codec audio video,color support display,compliant standards audio video,compliant standards miscellaneous,empty slots memory,epeat compliant environmental standards,features modem,form factor memory,front side bus processor chipset,humidity range operating environmental parameters,interface storage,localization miscellaneous,manufacturer selling program miscellaneous,max transfer rate modem,memory allocation technology audio video,microsoft office preloaded software,min operating temperature environmental parameters,network interface communications,platform technology processor chipset,power efficiency processor chipset,protocols specifications modem,slots connections expansion,slots qty memory,sound emission environmental parameters,the worlds best engineering in action,wireless controller communications,optical drive storage,software included software,cool and quiet design,expansion bays connections expansion,image aspect ratio display,installed qty battery,integrated options miscellaneous,max supported qty battery,outstanding battery life,service support details manufacturer warranty,switchable graphics,system type general
32-bit,None,No,Buy  Lenovo ThinkPad X61 Core 2 Duo 1.6GHz 1GB RAM 80GB HDD WIN7-H Refurbished ENERGY STAR® - ThinkPad X61 from MyGofer.com,Yes,4-cell,5.5,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Black,Refurbished,Intel,L2 - 4 MB,Dual-core,Core 2 Duo,1600,1.4 to 1.9 GHz,8.9,TFT,Yes,Yes,Yes,Intel,Yes,Integrated,Refurbished,500GB to 749GB,SATA II ( 3 Gb/s ),5400 rpm,Standard,No,None,1.0,1.3,Laptop & adapter,3.3,PC laptops,"Home & Student , Business",Limited warranty - parts and labor - 3 years - carry-in,Limited warranty - parts and labor - 3 years - carry-in,Limited warranty - parts and labor - 3 years - carry-in,720p,4 GB,1024 x 768,2GB or less,DDR2,Touchpad,"WiFi , LAN",No,Windows,32-bit,No port,None,No,None,12.1,11 inches to 14.9 inches,Yes,1,None,None,1024.0,2,0.0,Yes,No,Yes,No,No,12.1,"802.11N , 802.11G , 802.11B",Limited warranty - parts and labor - 3 years - carry-in,4 : 3 ( Standard ),2.1,,No Drive,No Drive,No Drive,No Drive,No Drive,No Drive,,,,,,,,,,,Yes,,,Mobile Intel GM965 Express,,Intel Core 2 Duo L7500 / 1.6 GHz,9.6 in,"Anti-glare , anti-reflective , MultiView",,"Security lock slot ( cable lock sold separately ) , administrator password , hard drive password , power-on password , ThinkVantage Active Protection System , CardBus Plus , ThinkPad Roll Cage","Enhanced SpeedStep technology , Execute Disable Bit capability , Intel Virtualization Technology , Intel 64 Technology , Intel Dynamic Acceleration",Intel GMA X3100,1.3 in,,,AC 120/230 V ( 50/60 Hz ),3 x USB 2.0 - 4 pin USB Type A ¦ 1 x display / video - VGA - 15 pin HD D-Sub ( HD-15 ) ¦ 1 x modem - phone line - RJ-11 ¦ 1 x network - Ethernet 10Base-T/100Base-TX/1000Base-T - RJ-45 ¦ 1 x microphone - input - mini-phone,,160 GB HDD / 5400 rpm,,Convertible design,Yes ( SD Card ),Dual-Core,,,Notebook,2 GB ( 2 x 1 GB ),1024 x 768 ( XGA ),Up to 2.9 hours,"Stereo speakers , microphone",667 MHz / PC2-5300,DDR2 SDRAM,Yes ( multi-touch ),12.1 '',"Keyboard , digitizer , touch-screen , TrackPoint , digital pen",4 lbs,No,10.8 in,"Bluetooth , 802.11a/b/g/n ( draft )",0.0,Intel Turbo Memory ( 1 GB ),AD1984HD,24-bit ( 16.7 million colors ),High Definition Audio,"MPR II , BSMI , VCCI Class B ITE , CISPR 22 Class B , NOM , SASO , IEC 60950 , CSA 22.2 No . 950 , FCC Part 15 B , CER , CCC , RoHS",0.0,EPEAT Silver,V.92 upgradable,SO DIMM 200-pin,800 MHz,8 - 95 %,SATA 1.5 Gb/s,German / Germany,TopSeller,56 Kbps,Dynamic Video Memory Technology 4.0,Includes a preinstalled image of select 2007 Microsoft Office suites . Purchase a Medialess License Kit ( MLK ) to activate the software .,41 °F,Gigabit Ethernet,Intel Centrino Duo,Low-Voltage ( LV ),ITU V.90,2 x memory ( 0 free ) ¦ 1 x CardBus ( 1 free ),2.0,41 dB,"Is it an amazingly capable notebook or an ultra-light tablet ? Actually , it 's both . Capable of going up to seven hours unplugged , the ThinkPad X61 Tablet is an incredibly versatile convertible . With ThinkVantage Client Security Solution , an integrated bi-directional fingerprint reader and the ability to disable ports at the BIOS level , it 's also the most secure X Series Tablet ever .",Intel Wireless WiFi Link 4965AGN,,,,,,,,,,,,
64-bit,None,No,Buy  Lenovo Lenovo T420 refurbished laptop PC I5 2.5/4GB/500GB/DVDRW/14/Webcam/W7P64 - T420 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Black,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,500,500GB to 749GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,Yes,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  HP HP 8540P refurbished laptop PC I7 2.67/4GB/750GB/DVDRW/15.6/W7P64 - 8540P from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.67,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,750,750GB to 999GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,15.6,15 inches to 15.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,Buy  Lenovo ThinkPad X201 Core i5 2.5GHz 2GB RAM 160GB HDD WIN7-H Refurbished ENERGY STAR® - ThinkPad X201 from MyGofer.com,Yes,6-cell,5.5,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Black,Refurbished,Intel,2GB or less,Dual-core,Core i5,2500,2.0 to 3 GHz,8.9,TFT,Yes,Yes,No,Intel,Yes,Integrated,Refurbished,500GB to 749GB,SATA II ( 3 Gb/s ),5400 rpm,Standard,No,None,1.0,1.3,Laptop & adapter,3.3,PC laptops,"Home & Student , Business",N/A,N/A,N/A,720p,8GB,1280 x 800,2GB or less,DDR3,Touchpad,"WiFi , LAN",No,Windows,32-bit,No port,None,No,None,12.1,11 inches to 14.9 inches,Yes,None,None,None,2048.0,2,0.0,Yes,No,Yes,No,No,12.1,"802.11N , 802.11G , 802.11B",,16 : 9 ( Widescreen ),2.1,,No Drive,No Drive,No Drive,No Drive,No Drive,No Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,Buy  Lenovo ThinkPad X201 Core i5 2.5GHz 2GB RAM 160GB HDD WIN7-H Refurbished ENERGY STAR® - ThinkPad X201 from MyGofer.com,Yes,6-cell,5.5,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Black,Refurbished,Intel,2GB or less,Dual-core,Core i5,2500,2.0 to 3 GHz,8.9,TFT,Yes,Yes,No,Intel,Yes,Integrated,Refurbished,500GB to 749GB,SATA II ( 3 Gb/s ),5400 rpm,Standard,No,None,1.0,1.3,Laptop & adapter,3.3,PC laptops,"Home & Student , Business",N/A,N/A,N/A,720p,8GB,1280 x 800,2GB or less,DDR3,Touchpad,"WiFi , LAN",No,Windows,32-bit,No port,None,No,None,12.1,11 inches to 14.9 inches,Yes,None,None,None,2048.0,2,0.0,Yes,No,Yes,No,No,12.1,"802.11N , 802.11G , 802.11B",,16 : 9 ( Widescreen ),2.1,,No Drive,No Drive,No Drive,No Drive,No Drive,No Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,Buy  HP 8540P refurbished Laptop Core I7 2.66/4086/250GB/DVDRW/W7P - 8540P from MyGofer.com,No,8-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Black,Refurbished,Intel,8MB,Quad-core,Core Iseries,2.66,2.0 to 3 GHz,10.0,LED-backlit,No,No,Yes,Intel,Integrated Graphic,Intel,250GB,250GB to 499GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,No,None,1.0,1.5,Operating system,5.0,PC laptops,Business,1 year,1 year,1 year,720p,8GB,1600 X 900,4.1GB - 6GB,DDR3,Touchpad,Integrated Ethernet 10/100,Yes,Windows,Windows 7 Professional,No port,DVD+/-R/RW,"PC , power cord , set up guide",None,15.5,15 inches to 15.9 inches,No,None,None,None,4.0,2,0.0,No,No,Yes,Yes,No,16.0,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Dell Dell E5420 refurbished laptop PC I5 2.5/4GB/750GB/DVDRW/14/W7P64 - E5420 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,750,750GB to 999GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,1,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,"Buy  Lenovo T410 refurbished laptop PC I5-2.4/3072/160/DVDRW/14""/W7HP64 - T410 from MyGofer.com",No,4-cell,2.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Multi color,Refurbished,Intel,2MB,Dual-core,Iseries,2.4,2.0 to 3 GHz,1.2,LCD,No,No,No,Intel,up to 64MB Shared Memory,Integrated Graphic,160GB,128GB to 249GB,SATA ( 1.5Gb/s ),5400 rpm,Traditional,No,None,1.0,13.2,N/A,5.0,PC laptops,Home & Student,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,4GB,1280 x 800,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Home Premium,No port,DVD+/-R/RW,"PC , power cord , set up guide",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,3.0,2,0.0,No,No,No,No,No,9.4,802.11G,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Dell Dell E6510 refurbished laptop PC I5 2.67/4GB/750GB/DVDRW/15.6/W7P64 - E6510 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.67,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,750,750GB to 999GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,15.6,15 inches to 15.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  HP 15.6"" LED Notebook with AMD A6-6310 Processor, 4 GB, 500 GB Hard Drive and Windows 8.1 - Flyer Red ENERGY STAR® - 15G073NR from MyGofer.com",No,3-cell,4.0,3hrs - 5.9hrs,Lithium polymer,No Bluetooth,Yes,Red,New,AMD,2 MB,Quad-core,AMD A6-6310,1.80,1.4 to 1.9 GHz,10.2,LED-backlit,Yes,No,No,Intel,Shared,Radeon R4 Graphics,500,500GB to 749GB,SATA II ( 3 Gb/s ),5400 rpm,Standard,No,None,1.0,1.0,Windows 8.1,4.83,PC laptops,Home & Student,Limited warranty - parts and labor - 1 year,Limited warranty - parts and labor - 1 year,Limited warranty - parts and labor - 1 year,720i,4,1366 x 768,2.1GB - 4GB,DDR3,Touchpad,10/100,No,Windows,Windows 8.1,No port,DVD+/-R/RW,Laptop,None,15.6,15 inches to 15.9 inches,No,None,None,None,4.0,None,0.0,No,No,No,Yes,Yes,14.88,"802.11N , 802.11G , 802.11B",Limited warranty - parts and labor - 1 year,,,,,,,,,,,,,1.0,,,,,,,Yes,,31 Wh,,Flyer red,AMD A series A6-6310 / 1.8 GHz,10.2 in,HD BrightView,"Built-in numeric keyboard , multi-touch touchpad","Security lock slot ( cable lock sold separately ) , power-on password",,AMD Radeon R4,1 in,,,,HDMI ¦ Headphone/microphone combo jack ¦ 2 x USB 2.0 ¦ USB 3.0 ¦ LAN,WLED backlight,500 GB HDD / 5400 rpm,2.4 GHz,,Yes ( SD Card ),Quad-Core,Windows 8.1 64-bit Edition,45 Watt,Notebook,4 GB ( 1 x 4 GB ),1366 x 768 ( HD ),Up to 6 hours,"Stereo speakers , microphone",1600 MHz,DDR3L SDRAM,,15.6 '',"Keyboard , touchpad",4.9 lbs,Yes,14.9 in,802.11n,,,,,High Definition Audio,,0.0,,,SO DIMM 204-pin,,,SATA 3 Gb/s,English / United States,,,,,,10/100 Ethernet,,,,,1.0,,,,DVD±RW ( ±R DL ) / DVD-RAM,"Cyberlink PowerDVD , Microsoft Windows Movie Maker , CyberLink Power2Go , Skype , Microsoft Windows Photo Gallery , CyberLink Youcam , CyberLink Label Print , HP Recovery Manager , 7-Zip , HP Support Assistant , HP Games Powered by WildTangent , HP e",,,,,,,,,,
64-bit,None,No,"Buy  ASUS T300LA Transformer 13.3"" Notebook with Intel Core i7-4500U Processor & Windows 8 ENERGY STAR® - T300LAXH71T from MyGofer.com",No,4-cell,7.0,6hrs - 8.9hrs,Lithium polymer,Bluetooth 4.0 Smart Ready,Yes,Silver/gray,New,Intel,4 MB,Dual-core,Core i7-4500U,1.8,1.4 to 1.9 GHz,13.5,LED-backlit,Yes,No,No,Intel,Shared,Integrated Graphics,256GB,250GB to 499GB,SATA II ( 3 Gb/s ),Variable,Traditional,Yes,1,1.0,0.94,N/A,4.0,PC laptops,Home & Student,Limited warranty - 1 year ¦ Accidental damage coverage - 1 year,Limited warranty - 1 year ¦ Accidental damage coverage - 1 year,Limited warranty - 1 year ¦ Accidental damage coverage - 1 year,1080p,8,1920 x 1080,6.1GB - 8GB,DDR3,Touchpad,N/A,No,Windows,Windows 8,No port,None,N/A,None,13.3,11 inches to 14.9 inches,Yes,None,None,None,8.0,None,1.0,Yes,No,No,Yes,No,8.6,"802.11N , 802.11G",Limited warranty - 1 year ¦ Accidental damage coverage - 1 year,,,,,,,,,,,,,,,,,,,,Yes,ASUS SonicMaster,50 Wh,Mobile Intel HM86 Express,Silver aluminum,Intel Core i7 ( 4th Gen ) 4500U / 1.8 GHz,8.6 in,"Zero Bright Dot , glossy , WideView",ASUS Smart Gesture technology,ASUS Super Hybrid Engine II,Intel Turbo Boost Technology 2.0,Intel HD Graphics 4400,0.9 in,Power adapter,3 GB ASUS WebStorage,AC 120/230 V ( 50/60 Hz ),USB 3.0 ¦ Headphone/microphone combo jack ¦ Micro-HDMI ¦ Dock,LED backlight,256 GB SSD,3 GHz,Keyboard dock,Yes ( SD Card ),Dual-Core,Windows 8 Pro 64-bit Edition,"45 Watt , 19 V , 2.37 A",Tablet,8 GB ( provided memory is soldered ),1920 x 1080 ( Full HD ),Up to 7 hours,"Speaker , microphone",1600 MHz,DDR3L SDRAM,Yes ( multi-touch ),13.3 '' - IPS,"Keyboard , touchpad",3.7 lbs,Yes,13.5 in,"802.11n , Bluetooth 4.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  HP HP 8540P refurbished laptop PC I7 2.67/4GB/320GB/DVDRW/15.6/Webcam/W7P64 - 8540P from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.67,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,320,250GB to 499GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,15.6,15 inches to 15.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,Yes,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  HP HP 8540P refurbished laptop PC I7 2.67/4GB/320GB/DVDRW/15.6/Webcam/W7P64 - 8540P from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.67,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,320,250GB to 499GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,15.6,15 inches to 15.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,Yes,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,Buy  Lenovo ThinkPad X61 Core 2 Duo 1.6GHz 1GB RAM 80GB HDD WIN7-H Refurbished ENERGY STAR® - ThinkPad X61 from MyGofer.com,Yes,4-cell,5.5,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Black,Refurbished,Intel,L2 - 4 MB,Dual-core,Core 2 Duo,1600,1.4 to 1.9 GHz,8.9,TFT,Yes,Yes,Yes,Intel,Yes,Integrated,Refurbished,500GB to 749GB,SATA II ( 3 Gb/s ),5400 rpm,Standard,No,None,1.0,1.3,Laptop & adapter,3.3,PC laptops,"Home & Student , Business",Limited warranty - parts and labor - 3 years - carry-in,Limited warranty - parts and labor - 3 years - carry-in,Limited warranty - parts and labor - 3 years - carry-in,720p,4 GB,1024 x 768,2GB or less,DDR2,Touchpad,"WiFi , LAN",No,Windows,32-bit,No port,None,No,None,12.1,11 inches to 14.9 inches,Yes,1,None,None,1024.0,2,0.0,Yes,No,Yes,No,No,12.1,"802.11N , 802.11G , 802.11B",Limited warranty - parts and labor - 3 years - carry-in,4 : 3 ( Standard ),2.1,,No Drive,No Drive,No Drive,No Drive,No Drive,No Drive,,,,,,,,,,,Yes,,,Mobile Intel GM965 Express,,Intel Core 2 Duo L7500 / 1.6 GHz,9.6 in,"Anti-glare , anti-reflective , MultiView",,"Security lock slot ( cable lock sold separately ) , administrator password , hard drive password , power-on password , ThinkVantage Active Protection System , CardBus Plus , ThinkPad Roll Cage","Enhanced SpeedStep technology , Execute Disable Bit capability , Intel Virtualization Technology , Intel 64 Technology , Intel Dynamic Acceleration",Intel GMA X3100,1.3 in,,,AC 120/230 V ( 50/60 Hz ),3 x USB 2.0 - 4 pin USB Type A ¦ 1 x display / video - VGA - 15 pin HD D-Sub ( HD-15 ) ¦ 1 x modem - phone line - RJ-11 ¦ 1 x network - Ethernet 10Base-T/100Base-TX/1000Base-T - RJ-45 ¦ 1 x microphone - input - mini-phone,,160 GB HDD / 5400 rpm,,Convertible design,Yes ( SD Card ),Dual-Core,,,Notebook,2 GB ( 2 x 1 GB ),1024 x 768 ( XGA ),Up to 2.9 hours,"Stereo speakers , microphone",667 MHz / PC2-5300,DDR2 SDRAM,Yes ( multi-touch ),12.1 '',"Keyboard , digitizer , touch-screen , TrackPoint , digital pen",4 lbs,No,10.8 in,"Bluetooth , 802.11a/b/g/n ( draft )",0.0,Intel Turbo Memory ( 1 GB ),AD1984HD,24-bit ( 16.7 million colors ),High Definition Audio,"MPR II , BSMI , VCCI Class B ITE , CISPR 22 Class B , NOM , SASO , IEC 60950 , CSA 22.2 No . 950 , FCC Part 15 B , CER , CCC , RoHS",0.0,EPEAT Silver,V.92 upgradable,SO DIMM 200-pin,800 MHz,8 - 95 %,SATA 1.5 Gb/s,German / Germany,TopSeller,56 Kbps,Dynamic Video Memory Technology 4.0,Includes a preinstalled image of select 2007 Microsoft Office suites . Purchase a Medialess License Kit ( MLK ) to activate the software .,41 °F,Gigabit Ethernet,Intel Centrino Duo,Low-Voltage ( LV ),ITU V.90,2 x memory ( 0 free ) ¦ 1 x CardBus ( 1 free ),2.0,41 dB,"Is it an amazingly capable notebook or an ultra-light tablet ? Actually , it 's both . Capable of going up to seven hours unplugged , the ThinkPad X61 Tablet is an incredibly versatile convertible . With ThinkVantage Client Security Solution , an integrated bi-directional fingerprint reader and the ability to disable ports at the BIOS level , it 's also the most secure X Series Tablet ever .",Intel Wireless WiFi Link 4965AGN,,,,,,,,,,,,
32-bit,None,No,Buy  Dell Latitude D630 Intel Core 2 Duo 1.8GHz 1GB RAM 60GB HDD WIN7-H Refurbished ENERGY STAR® - D630 from MyGofer.com,No,6-cell,5.0,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Silver/gray,Refurbished,Intel,2,Dual-core,Core 2 Duo,1800,1.4 to 1.9 GHz,5.0,LCD,Yes,Yes,No,Intel,1696,Integrated,500,500GB to 749GB,SATA II ( 3 Gb/s ),5400 rpm,Standard,No,None,1.0,1.0,N/A,4.0,PC laptops,Business,N/A,N/A,N/A,480p,4000,1280 x 1024,2GB or less,DDR2,Touchpad,802.11g/b/n,No,Windows,Windows 7 Home,No port,CD-RW/DVD Combo Drive,Notebook & adapter,None,14.1,11 inches to 14.9 inches,No,1,None,None,1024.0,4,0.0,No,No,Yes,No,No,13.8,"802.11N , 802.11G , 802.11B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
