64bit processing,<page title>,aspect ratio,audio line in,audio line out,backlight technology,brand name,cache,certifications standards,chipset manufacturer,chipset model,controller type,direct media interface,display screen technology,display screen type,displayport,ethernet technology,features,form factor,graphics controller manufacturer,graphics controller model,graphics memory accessibility,graphics memory technology,green compliance certificateauthority,green compliant,hdcp supported,hyperthreading,input voltage,keyboard,keyboard localization,limited warranty,manufacturer,manufacturer part number,manufacturer website address,maximum memory,maximum power supply wattage,maximum turbo speed,memory form factor,memory standard,memory technology,network rj45,number of external 525 bays,number of internal 25 bays,number of mini pci express slots,number of msata interfaces,number of mxm slots,number of processors installed,number of processors supported,number of total expansion bays,number of total expansion slots,number of total memory slots,number of usb 30 ports,operating system,operating system architecture,package contents,pointing device type,processor core,processor manufacturer,processor model,processor speed,processor type,product line,product name,product series,product type,raid supported,screen mode,screen resolution,screen size,software included,standard memory,total hard drive capacity,total number of usb ports,touchscreen,width,depth,hard drive interface,hard drive rpm,height,keyboard type,number of m2 interfaces,number of usb 20 ports,vga,vpro technology,weight approximate,wireless lan,wireless lan standard,color,esata,firewireilink,hdmi,hybrid hard drive capacity,hybrid hard drive interface,modem,modem rj11,optical drive type,optical media supported,product model,ssd cache capacity,memory card reader,number of optical drives,bluetooth,bluetooth standard,microphone,webcam,dvi,solid state drive interface,total solid state drive capacity,number of 35 bays,number of pci express x1 slots,number of pci express x16 slots,duallayer media supported,number of pci slots,raid levels,graphics controller interface,graphics memory capacity,compatibility,device supported,print color,flash memory,headphonemicrophone combo port,clock speed,l1 cache,l2 cache,l3 cache,number of monitors supported,overclocking speed,package type,platform supported,process technology,processor socket,processor technology,thermal design power,thermal specification,memory card supported,multitouch screen,connectivity technology,host interface,system requirements,media type,power source,recommended use,operating power consumption,standby power consumption,usb,usb standard,adjustable display angle,brightness,contrast ratio,horizontal viewing angle,maximum resolution,number of screens,panel technology,response time,screen surface,vertical viewing angle
Yes,Lenovo ThinkCentre M93p 10AB000FCA Desktop Computer,,Yes,Yes,,Lenovo,8 MB,,Intel,Q87 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Tiny,Intel,HD Graphics 4600,Shared,DDR3 SDRAM,"EPEAT Gold , ENERGY STAR 5.2 , ULE Gold , GREENGUARD , RoHS",Yes,,Yes,,Yes,French,3 Year,Lenovo Group Limited,10AB000FCA,http : //www.lenovo.com/ca/en,16 GB,65 W,3 GHz,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,,1.0,,,1.0,1.0,,1.0,2.0,5.0,Windows 7 Professional Upgradable to Windows 8 Pro ( French ),64-bit,ThinkCentre M93p 10AB000FCA Desktop Computer Keyboard Mouse AC/DC Adapter External Optical Box VESA Mount Windows 8 Professional License Media,Mouse,Quad-core ( 4 Core ),Intel,i7-4765T,2 GHz,Core i7,ThinkCentre,ThinkCentre M93p 10AB000FCA Desktop Computer,M93p,Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office Preloaded ; purchase a product key to activate Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Intel Small Business Advantage Nitro Pro,8 GB,,5.0,,7.2 '' ( 182.9 mm ),7.2 '' ( 182.9 mm ),,,2.6 '' ( 64.8 mm ),,,,Yes,Yes,2.30 kg,Yes,IEEE 802.11b/g/n,Business Black,No,No,Yes,500 GB,Serial ATA/600,No,No,DVD-Writer,DVDÂ±R/Â±RW,10AB000FCA,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M73 10B6000AUS Desktop Computer,,Yes,Yes,,Lenovo,3 MB,,Intel,H81 Express,Serial ATA/600,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,Small Form Factor,Intel,HD Graphics,Shared,DDR3 SDRAM,"GREENGUARD , RoHS",Yes,,No,,Yes,,3 Year,Lenovo Group Limited,10B6000AUS,http : //www.lenovo.com/ca/en,16 GB,240 W,,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,,,,1.0,1.0,4.0,3.0,2.0,2.0,Windows 7 Professional Upgradable to Windows 8 Pro,64-bit,ThinkCentre M73 10B6000AUS Desktop Computer Keyboard Mouse Floor Stand Windows 8 Pro License Media,Mouse,Dual-core ( 2 Core ),Intel,G3220,3 GHz,Pentium,ThinkCentre,ThinkCentre M73 10B6000AUS Desktop Computer,M73,Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Power Manager View Management Utility PC Device Stage Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Evernote Microsoft Office preloaded ; purchase a product key to activate Cyberlink Power2Go Cyberlink PowerProducer Nitro Pro,2 GB,500 GB,6.0,,13.2 '' ( 335.3 mm ),15 '' ( 381 mm ),Serial ATA/600,7200.0,3.9 '' ( 99.1 mm ),,,4.0,Yes,No,6.62 kg,No,,Business Black,No,No,,,,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10B6000AUS,,No,,No,,,,,,,1.0,2.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,HP EliteOne 800 G1 All-in-One Computer - F4K67UT#ABA,16 : 9,Yes,Yes,LED,HP,6 MB,UL CSA FCC compliance CCC SEPA TAA compliant ACPI,Intel,Q87 Express,Serial ATA/600,5 GT/s,,Active Matrix TFT Color LCD,Yes,Gigabit Ethernet,Security Slot,Desktop,Intel,HD 4600,Shared,DDR3 SDRAM,"ENERGY STAR , RoHS , WEEE , EU WEEE , ErP/EuP Lot 6 , CECP , TCO Certified Edge , Eco-label , IT Eco Declaration , EU RoHS",Yes,Yes,No,"110 V AC , 220 V AC",Yes,English ( US ),3 Year,Hewlett-Packard,F4K67UT # ABA,http : //www.hp.com/ca,16 GB,200 W,3.80 GHz,SoDIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,Windows 8.1 Pro ( English ),64-bit,EliteOne 800 G1 All-in-One Touch 23-inch PC Keyboard Mouse,Mouse,Quad-core ( 4 Core ),Intel,i5-4670S,3.10 GHz,Core i5,EliteOne,EliteOne 800 G1 All-in-One Touch 23-inch PC,800 G1,All-in-One Computer,Yes,Full HD,1920 x 1080,23 '',"HP Wireless Hotspot HP Client Security , Microsoft Security Essentials Security : Device Access Manager File Sanitizer ( Activated via Wizard ) Microsoft Defender Secure Erase Security Manager Multimedia : Cyberlink Media Suite Cyberlink PhotoDirector Cyberlink Power Director Cyberlink Power DVD , BD Cyberlink Power2Go ( Secure Burn ) Communication : HP Wireless Hotspot HP Value Add : HP PageLift HP Recovery Manager HP Support Assistant 3rd Party : Evernote PDF Complete Skype",4 GB,500 GB,6.0,Yes,22 '' ( 558.8 mm ),,Serial ATA/600,7200.0,,,,,,Yes,,Yes,IEEE 802.11a/b/g/n,,,,,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Intel Core i3 i3-4130 Dual-core (2 Core) 3.40 GHz Processor - BX80646I34130,,,,,Intel,,,,,,,,,,,,,Intel,HD 4400,,,,,,,,,,,Intel Corporation,BX80646I34130,http : //www.intel.com,,,,,,,,,,,,,,,,,,,,,,,Dual-core ( 2 Core ),Intel,,,,Core i3,Core i3 Dual-core i3-4130 3.4GHz Desktop Processor,,Processor,,,,,,,,,,1.5 '' ( 37.5 mm ),1.5 '' ( 37.5 mm ),,,,,,,,,,,,,,,,,,,,,,i3-4130,,,,,,,,,,,,,,,,,,,,,,,,3.40 GHz,128 KB,512 KB,3 MB,,,Retail,PC,22 nm,Socket H3 LGA-1150,"Extended Memory 64 Technology , Hyper-Threading Technology , Enhanced SpeedStep Technology , Virtualization Technology",54 W,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M93p 10A7002AUS Desktop Computer,,Yes,Yes,,Lenovo,8 MB,,Intel,Q87 Express,Serial ATA/600,5 GT/s,,,Yes,Gigabit Ethernet,"Tool-less Back Cover , Security Slot",Mini-tower Mini-tower,AMD,Radeon HD 7450,,,"ENERGY STAR 5.2 , EPEAT Gold , ULE Gold , GREENGUARD , RoHS",Yes Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10A7002AUS,http : //www.lenovo.com/ca/en,32 GB,280 W,3.90 GHz,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,2.0,,,,,1.0,1.0,5.0,4.0,4.0,6.0,Windows 7 Professional Upgradable to Windows 8.1 Pro Windows 7 Professional,64-bit,ThinkCentre M93p 10A7002AUS Desktop Computer Keyboard Mouse Windows 8.1 Pro License Media DVI-to-VGA Dongle,Mouse,Quad-core ( 4 Core ),Intel Intel,i7-4770 i7-4770,3.40 GHz 3.40 GHz,Core i7 Core i7,ThinkCentre,ThinkCentre M93p 10A7002AUS Desktop Computer,M93p,Desktop Computer Desktop Computer,Yes,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office preloaded ; purchase a product key to activate Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Intel Small Business Advantage Nitro Pro,8 GB 8 GB,1 TB,10.0,,6.9 '' ( 175 mm ),17.4 '' ( 442.2 mm ),Serial ATA/600,7200.0,16.3 '' ( 414.5 mm ),,,4.0,Yes,Yes,11.20 kg,No,,Business Black Business Black,No,No,,,,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10A7002AUS,,No,,No,,,,Yes,,,3.0,1.0,2.0,Yes,1.0,"0 , 1",PCI Express x16,Up to 1 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M83 10AL000GCA Desktop Computer,,Yes,Yes,,Lenovo,8 MB,,Intel,Q85 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Mini-tower Mini-tower,Intel,HD 4600,Shared,DDR3 SDRAM,"RoHS , EPEAT Gold , GREENGUARD , ULE Gold",Yes Yes,,Yes,,Yes,French,3 Year,Lenovo Group Limited,10AL000GCA,http : //www.lenovo.com/ca/en,32 GB,280 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,2.0,,,,,1.0,1.0,5.0,3.0,4.0,4.0,Windows 7 Professional Upgradable to Windows 8 Pro ( French ) Genuine Windows 7 Professional,64-bit,Thinkcentre M83 10AL000GCA Desktop Computer Keyboard Mouse Windows 8 Professional License Media,Mouse,Quad-core ( 4 Core ),Intel Intel,i7-4770 i7-4770,3.40 GHz 3.40 GHz,Core i7 Core i7,ThinkCentre,Thinkcentre M83 10AL000GCA Desktop Computer,M83,Desktop Computer Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office preloaded ; purchase a product key to activate Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Intel Small Business Advantage Nitro Pro,4 GB 4 GB,1 TB,8.0,,6.9 '' ( 175 mm ),17.4 '' ( 442.2 mm ),Serial ATA/600,7200.0,16.3 '' ( 414.5 mm ),,,4.0,Yes,,11.20 kg,No,,Business Black Business Black,No,No,,,,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10AL000GCA,,No,,No,,,,,,,3.0,1.0,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M73 10AY001XUS Desktop Computer,,Yes,Yes,,Lenovo,4 MB,,Intel,H81 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Tiny,Intel,HD 4600,Shared,DDR3 SDRAM,"RoHS , GREENGUARD , ENERGY STAR 5.2 , EPEAT Gold",Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10AY001XUS,http : //www.lenovo.com/ca/en,16 GB,65 W,3.60 GHz,SoDIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,,1.0,,,1.0,1.0,,1.0,2.0,2.0,Windows 7 Professional Upgradable to Windows 8 Pro,64-bit,ThinkCentre M73 10AY001XUS Desktop Computer Keyboard Mouse Power Adapter Windows 8 Pro License Media VESA Mount Optical Box,Mouse,Dual-core ( 2 Core ),Intel,i5-4570T,2.90 GHz,Core i5,ThinkCentre,ThinkCentre M73 10AY001XUS Desktop Computer,M73,Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Power Manager View Management Utility PC Device Stage Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Evernote Microsoft Office Preloaded ( Purchase Product Key to Activate ) Cyberlink Power2Go Cyberlink PowerProducer Nitro Pro,4 GB,,6.0,,7.2 '' ( 182.9 mm ),7.2 '' ( 182.9 mm ),,,2.6 '' ( 64.8 mm ),,,4.0,Yes,,2.31 kg,Yes,IEEE 802.11b/g/n,Business Black,No,,,500 GB,Serial ATA/600,No,No,DVD-Writer,DVDÂ±R/Â±RW,10AY001XUS,8 GB,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M83 10AL000MUS Desktop Computer,,Yes,Yes,,Lenovo,3 MB,,Intel,Q85 Express,Serial ATA/600,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,Mini-tower Mini-tower,Intel,HD 4400,Shared,DDR3 SDRAM,"EPEAT Gold , ULE Gold , GREENGUARD , RoHS",Yes Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10AL000MUS,http : //www.lenovo.com/ca/en,32 GB,280 W,,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,2.0,,,,,1.0,1.0,5.0,3.0,4.0,4.0,Windows 7 Professional Windows 7 Professional,64-bit,ThinkCentre M83 ( 10AL-000MUS ) Keyboard Mouse,Mouse,Dual-core ( 2 Core ),Intel Intel,i3-4130 i3-4130,3.40 GHz 3.40 GHz,Core i3 Core i3,ThinkCentre,ThinkCentre M83 ( 10AL-000MUS ),M83,Desktop Computer Desktop Computer,,,,,,4 GB 4 GB,500 GB,8.0,,6.9 '' ( 175 mm ),17.4 '' ( 442.2 mm ),Serial ATA/600,7200.0,16.3 '' ( 414.5 mm ),,,4.0,Yes,No,11.20 kg,,,Business Black Business Black,No,,,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,10AL000MUS,,,,,,,,,,,3.0,1.0,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,HP Business Desktop ProDesk 400 G1 Desktop Computer - K1K78UT#ABA,,Yes,Yes,,HP,3 MB,ACPI TAA Compliant,Intel,H81 Express,Serial ATA/600,5 GT/s,,,,Gigabit Ethernet,Security Slot,Small Form Factor,Intel,HD Graphics,Shared,DDR3 SDRAM,,,Yes,No,"120 V AC , 230 V AC",Yes,,3 Year,Hewlett-Packard,K1K78UT # ABA,http : //www.hp.com/ca,16 GB,240 W,,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,,,,1.0,1.0,4.0,4.0,2.0,2.0,Windows 7 Professional Upgradable to Windows 8.1 Pro,64-bit,ProDesk 400 G1 Small Form Factor Business PC Keyboard Mouse Windows 8.1 Pro License Media,Mouse,Dual-core ( 2 Core ),Intel,G3450,3.40 GHz,Pentium,Business Desktop,ProDesk 400 G1 Small Form Factor Business PC,ProDesk 400 G1,Desktop Computer,No,,,,"DTS Sound + Security : HP Client Security : Drive Encryption HP Device Access Manager with Just In Time Authentication HP Password Manager File Sanitizer ( SSDs and Hybrid Drives not supported ) Disk Sanitizer External Edition Microsoft Security Essentials MultiMedia : Cyberlink Power DVD , BD Cyberlink Power2Go ( Secure Burn ) HP Value Add : HP ePrint Driver HP PageLift HP Support Assistant HP Recovery Disk Creator 3rd Party : Adobe Flash Player Box PDF Complete , Corporate Edition Skype",4 GB,500 GB,9.0,,13.3 '' ( 336.8 mm ),15 '' ( 380.5 mm ),Serial ATA/600,7200.0,3.9 '' ( 99.8 mm ),Physical Keyboard,,7.0,Yes,No,5.90 kg,No,,,,,,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,,,,,,,,,Yes,,,2.0,3.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M73 10B0000GUS Desktop Computer,,Yes,Yes,,Lenovo,6 MB,,Intel,H81 Express,Serial ATA/600,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,Mini-tower Mini-tower,Intel,HD Graphics 4600,Shared,DDR3 SDRAM,"GREENGUARD , RoHS",Yes Yes,,No,,Yes,,3 Year,Lenovo Group Limited,10B0000GUS,http : //www.lenovo.com/ca/en,16 GB,280 W,3.60 GHz,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,,,,,1.0,1.0,4.0,3.0,2.0,2.0,Windows 7 Professional Upgradable to Windows 8 Pro Windows 7 Professional,64-bit,ThinkCentre M73 10B0000GUS Desktop Computer Keyboard Mouse Windows 8 Pro License Media,Mouse,Quad-core ( 4 Core ),Intel Intel,i5-4570 i5-4570,3.20 GHz 3.20 GHz,Core i5 Core i5,ThinkCentre,ThinkCentre M73 10B0000GUS Desktop Computer,M73,Desktop Computer Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Power Manager View Management Utility PC Device Stage Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Evernote Microsoft Office preloaded ( purchase a product key to activate ) Cyberlink Power2Go Cyberlink PowerProducer Nitro Pro,4 GB 4 GB,1 TB,6.0,,6.3 '' ( 160 mm ),16.6 '' ( 421.6 mm ),Serial ATA/600,7200.0,15.3 '' ( 388.6 mm ),,,4.0,Yes,,9.40 kg,No,,Business Black Business Black,No,No,,,,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10B0000GUS,,No,,No,,,,,,,2.0,2.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M93p 10A9000LUS Desktop Computer,,Yes,Yes,,Lenovo,8 MB,,Intel,Q87 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Small Form Factor,NVIDIA,Geforce GT 620,,,"EPEAT Gold , ENERGY STAR 5.2 , ULE Gold , GREENGUARD , RoHS",Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10A9000LUS,http : //www.lenovo.com/ca/en,32 GB,240 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,,,,,1.0,1.0,4.0,4.0,4.0,6.0,Windows 7 Professional Upgradable to Windows 8 Pro,64-bit,ThinkCentre M93p 10A9000LUS Desktop Computer Keyboard Mouse Windows 8 Pro License Media,Mouse,Quad-core ( 4 Core ),Intel,i7-4770,3.40 GHz,Core i7,ThinkCentre,ThinkCentre M93p 10A9000LUS Desktop Computer,M93p,Desktop Computer,Yes,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office Preloaded ( purchase a product key to activate ) Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Intel Small Business Advantage Nitro Pro,8 GB,,8.0,,13.3 '' ( 338.1 mm ),14.8 '' ( 374.9 mm ),,,4 '' ( 102.1 mm ),,,2.0,Yes,Yes,7.80 kg,No,,Business Black,No,No,,500 GB,Serial ATA/600,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10A9000LUS,8 GB,No,,No,,,,,,,2.0,1.0,2.0,Yes,1.0,"0 , 1",PCI Express x16,Up to 1 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M93p 10AA002CUS Desktop Computer,,Yes,Yes,,Lenovo,4 MB,,Intel,Q87 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Tiny,Intel,HD Graphics 4600,Shared,DDR3 SDRAM,"EPEAT Gold , ENERGY STAR 5.2 , ULE Gold , GREENGUARD , RoHS",Yes,,Yes,,Yes,,1 Year,Lenovo Group Limited,10AA002CUS,http : //www.lenovo.com/ca/en,16 GB,65 W,3.60 GHz,SoDIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,,1.0,,,1.0,1.0,,1.0,2.0,5.0,Windows 7 Professional Upgradable to Windows 8 Pro,64-bit,ThinkCentre M93p 10AA002CUS Desktop Computer Keyboard Mouse AC/DC Adatper Floor Stand Windows 8 Pro License Media,Mouse,Dual-core ( 2 Core ),Intel,i5-4570T,2.90 GHz,Core i5,ThinkCentre,ThinkCentre M93p 10AA002CUS Desktop Computer,M93p,Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office Preloaded ; purchase a product key to activate Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Intel Small Business Advantage Nitro Pro,4 GB,500 GB,5.0,,7 '' ( 177.8 mm ),7.2 '' ( 182.9 mm ),Serial ATA/600,7200.0,1.4 '' ( 35.6 mm ),Physical Keyboard,,,Yes,Yes,1.32 kg,Yes,IEEE 802.11b/g/n,Business Black,No,No,,,,No,No,,,10AA002CUS,,,No,Yes,Bluetooth 4.0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Asus M32BF-US004S Desktop Computer - AMD A-Series A8-5500 3.20 GHz,,Yes,Yes,,Asus,4 MB,BSMI CB CE CCC,AMD,A55,Serial ATA/300,,,,,Gigabit Ethernet,,,AMD,Radeon HD 7560D,Shared,DDR3 SDRAM,RoHS,Yes,,,,Yes,,1 Year,ASUS Computer International,M32BF-US004S,http : //www.asus.com,16 GB,300 W,3.70 GHz,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,,1.0,,,1.0,1.0,3.0,2.0,2.0,2.0,Windows 8.1,,M32BF-US004S Desktop Computer 1 x Keyboard 1 x Mouse 1 x Warranty Card 1 x Power Cord 1 x Quick Manual,Mouse,Quad-core ( 4 Core ),AMD,A8-5500,3.20 GHz,A-Series,,M32BF-US004S Desktop Computer,M32BF,Desktop Computer,,,,,Software : Anti-Virus Trial Adobe Acrobat Reader Ai Charger ll Microsoft Pack Microsoft Office Trial Windows 8 Games Utility : ASUS AI-SUITE II ASUS AI Manager ASUS My Logo2 ASUS Update ASUS Q-fan ASUS @ Vibe ASUS AI Charger ASUS WebStorage ASUS Music Maker,4 GB,1 TB,6.0,,7 '' ( 177.8 mm ),15 '' ( 381 mm ),,7200.0,16 '' ( 406.4 mm ),Physical Keyboard,,4.0,Yes,,8.30 kg,,,Black,,,Yes,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,M32BF-US004S,,Yes,1,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Secure Digital ( SD ) , Secure Digital High Capacity ( SDHC ) , Memory Stick , Memory Stick PRO , xD-Picture Card , MultiMediaCard ( MMC )",,,,,,,,,,,,,,,,,,,,,
,Acer Docking Station - USB - NP.DCK11.001,,,,,Acer,,,,,,,,,,,,,,,,,,,,,,,,,"Acer , Inc",NP.DCK11.001,http : //www.acer.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Docking Station,,Docking Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wireless,USB,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M73 10B00008US Desktop Computer,,Yes,Yes,,Lenovo,8 MB,,Intel,H81 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Mini-tower Mini-tower,Intel,HD 4600,Shared,DDR3 SDRAM,"GREENGUARD , RoHS",Yes Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10B00008US,http : //www.lenovo.com/ca/en,16 GB,280 W,3.90 GHz,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,,,,,1.0,1.0,4.0,3.0,2.0,2.0,Windows 7 Professional Upgradable to Windows 8 Pro Windows 7 Professional,64-bit,ThinkCentre M73 10B00008US Desktop Computer Keyboard Mouse Windows 8 Pro License Media,Mouse,Quad-core ( 4 Core ),Intel Intel,i7-4770 i7-4770,3.40 GHz 3.40 GHz,Core i7 Core i7,ThinkCentre,ThinkCentre M73 10B00008US Desktop Computer,M73,Desktop Computer Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Power Manager View Management Utility PC Device Stage Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Evernote Microsoft Office preloaded ( purchase a product key to activate ) Cyberlink Power2Go Cyberlink PowerProducer Nitro Pro,8 GB 8 GB,1 TB,6.0,,6.3 '' ( 160 mm ),16.6 '' ( 421.6 mm ),Serial ATA/600,7200.0,15.3 '' ( 388.6 mm ),,,4.0,Yes,,9.40 kg,No,,Business Black Business Black,No,No,,,,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10B00008US,,No,,No,,,,,,,2.0,2.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Intel Pentium G3258 Dual-core (2 Core) 3.20 GHz Processor - BX80646G3258,,,,,Intel,,,,,,5 GT/s,,,,,,,Intel,HD Graphics,,DDR3 SDRAM,,,,,,,,,Intel Corporation,BX80646G3258,http : //www.intel.com,,,,,,,,,,,,,,,,,,,,,,,Dual-core ( 2 Core ),Intel,,,,Pentium,Pentium Dual-core G3258 3.2GHz Desktop Processor,G3000,Processor,,,,,,,,,,1.5 '' ( 37.5 mm ),1.5 '' ( 37.5 mm ),,,,,,,,,,,,,,,,,,,,,,G3258,,,,,,,,,,,,,,,,,,,,,,,,3.20 GHz,128 KB,512 KB,3 MB,3.0,,Retail,PC,22 nm,Socket H3 LGA-1150,"Virtualization Technology , Thermal Monitoring Technology , Extended Memory 64 Technology , Enhanced SpeedStep Technology , Clear Video HD Technology",53 W,161.6Â°F ( 72Â°C ),,,,,,,,,,,,,,,,,,,,,,
