<page title>,average battery life in hours,batteries,brand name,chipset brand,color,computer memory type,graphics coprocessor,hard drive,hard drive interface,hard drive rotational speed,hardware platform,item dimensions l x w x h,item model number,item weight,max screen resolution,number of usb 30 ports,operating system,optical drive type,processor,processor brand,processor count,ram,screen resolution,screen size,series,wireless type,audioout ports,battery type,memory speed,number of usb 20 ports,power source,asin,best sellers rank,buy used and save,customer reviews,date first available,graphics card ram size,heres how,shipping,shipping weight,card description,flash memory size,rear webcam resolution,voltage,manufacturer part number,number of items,product dimensions,size
"Amazon.com : Toshiba Satellite P755-S5320 Core i3-2330M Dual-Core 2.2GHz 6GB 640GB DVD±RW 15.6"" LED Notebook Winodws 7 Home Premium w/Webcam & 6-Cell : Notebook Computers : Computers & Accessories",,,Toshiba,,,,,640 GB,,,,,,,,,windows_7_home_premium,,Intel Core i3,,2.0,6 GB ddr3,,15.6 inches,Intel Core I3,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Dell Inspiron i15RV-7381BLK 15.6 Inch Laptop Intel i3 3227U 1.9 Ghz Processor, 4GB Ram, 500GB Hard Drive, Windows 8 (Black Matte with Textured Finish) : Laptop Computers : Computers & Accessories",,1 Lithium ion batteries required .,Dell,,Black Matte with Textured Finish,,,500 GB mechanical_hard_drive,,5400 RPM,Consumer Electronics,10.20 x 14.80 x 1 inches,i15RV-7381BLK,5 pounds,1366x768,2.0,Windows 8,,1.9 GHz Core i3 3227U,Intel Core I3,1.0,4 GB DDR3,,15.6 inches,Inspiron 15,802.11bgn,,,,2.0,,,,,,,,,,,,,,,,,,
"Amazon.com : Panasonic Toughbook 53 - Core i3 2310M / 2.1 GHz - RAM 8 GB - HDD 500 GB - DVD±RW (±R DL) / DVD-RAM - HD Graphics 3000 - Gigabit Ethernet - Windows 7 Pro - 14"" Widescreen LED backlight TFT 1366 x 768, Magnesium Alloy, 3 Years warranty : Netbook Computers : Computers & Accessories",,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,8 GB,1366_x_768,14 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : MSI G Series GS70 STEALTH-037 17.3-Inch Laptop : Computers & Accessories,,1 Lithium ion batteries required .,MSI,,Aluminum Gray,,NVIDIA GeForce GTX860M,750 GB flash_memory_solid_state,,5400 RPM,PC,11.29 x 0.85 x 16.47 inches,GS70 STEALTH-037 ; 9S7-177214-037,5.7 pounds,1920x1080,4.0,Windows 8.1,,2.4 GHz Core i7-4700HQ,Intel,1.0,12 GB DDR3L,,17.3 inches,Notebook,802.11bgn,2.0,,,,,B00JKCHRXC,"# 1,321 in Computers & Accessories ( See top 100 )",See all Used offers .,4.3 out of 5 stars See all reviews 17 reviews 4.3 out of 5 stars,"April 2 , 2014",2000 MB,( restrictions apply ),This item is also available for shipping to select countries outside the U.S .,13.6 pounds ( View shipping rates and policies ),,128,,,,,,
"Amazon.com : Asus D550CA-BH31 15.6"" Laptop Computer : Computer Accessories : Computers & Accessories",,,Asus,,,DDR3 SDRAM,,500 GB mechanical_hard_drive,Serial ATA-300,,PC,15 x 10 x 1.20 inches,D550CA,4.7 pounds,,,Windows 8,DVD+RW,1.80 GHz Intel Core i3,Intel,2.0,6 GB ddr3,1366x768,15.6 inches,D550CA,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Dell Latitude E5440 14 inch LED Business Notebook Intel Core i3 i3-4010U 1.70 GHz, 4GB memory, 320GB Hard drive, Windows 8.1 Home Premium 64 bit : Computers & Accessories",,,Dell,,Black,DDR3 SDRAM,,320 GB mechanical_hard_drive,eSATA,,PC,13.30 x 1.10 x 9.30 inches,E5440,4.3 pounds,1366 x 768,2.0,Windows 8,,Intel Core i3,Intel Core i3,,4 GB SO-DIMM DDR3,,14 inches,E5440,802.11bgn,,,,1.0,,,,,,,,,,,,,,,,,,
"Amazon.com : HP Pavilion 17-e046us 17-Inch Laptop, 2.4GHz Intel i3-3110M Processor, 6 GB RAM, 500GB Hard Drive, Windows 8 (Black) : Computers & Accessories",,,HP,,BLACK,,,,,,PC,10.50 x 16.50 x 1.29 inches,,6.4 pounds,,,Windows 8,,,,,,,,17-e046us,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Sony VAIO VPC-EB33FM/BJ 15.5"" Notebook (2.4GHz Intel Core i3-370M 4GB RAM 320GB HDD DL DVD-RW Microsoft Windows 7 Home Premium 64-bit) : Notebook Computers : Computers & Accessories",3 hours,,Sony,Intel,Black,DRAM,GMA,320 GB,Serial ATA,5400 RPM,PC,15 x 11 x 1 inches,VPC-EB33FM/BJ,5.9 pounds,1336 x 768 pixels,,Microsoft Windows 7 Home Premium ( 64 bit ),"dvd_plus_minus_rw ,",2.4 GHz Core i3-370M,Intel,1.0,4 GB DDR3,1366 x 768,15.5 inches,VPCEB33FM,,1.0,lithium_ion,1066 MHz,4.0,,,,,,,256 MB,,,,Graphics Media AcceleratorHD,,,240 volts,,,,
"Amazon.com : Lenovo ThinkPad Edge E530 62724FU 15.6"" LED Notebook - Intel - Core i3 i3-3120M 2.5GHz - Midnight - : Laptop Computers : Computers & Accessories",,,Lenovo,,,,,320 GB,,,,,,7.8 pounds,,,Windows 8 Pro,,Intel Core i3,,,4 GB ddr3_sdram,1366_x_768,15.6 inches,Lenovo ThinkPad Edge E530,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP Open Box 2000-2b24NR 15.6"" Notebook PC : Notebook Computers : Computers & Accessories",,,HP,,,SODIMM,,500 GB mechanical_hard_drive,Serial ATA,,PC,,HP 2000-2A24NR,7 pounds,,,Windows 8,,2.20 GHz Intel Core i3,Intel Core i3,2.0,4 MB SDRAM,,15.60 inches,HP 2000-2A24NR,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Hp 15-d053cl Touchsmart Notebook 2.5ghz 3rd Generation Intel Core I3-3120m Processor 6gb Ddr3l Sdram (2 Dimm) 750gb 5400rpm Hard Drive : Computers & Accessories,,,,,,,,750 GB,,,,,,,,,,,Intel Core i3,,,6 GB,,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : HP Probook 13.3-Inch anti-glare Windows 7 Ultrabook / Intel Core i3 1.7GHz / 4GB DDR3 RAM / 128GB Solid State Driver / Windows 7 Professional 64-Bit / Windows 8 Pro 64-Bit / Gray : Computers & Accessories,,,HP,,Gray,DDR3 SDRAM,,128 GB,Solid State,,PC,12.83 x 9.19 x 0.83 inches,,3.3 pounds,,,"Windows 7 Professional , Windows 8 Pro",,Intel Core i3,Intel,,4 GB,1366 x 768,13.3 inches,,,,,,1.0,,,,,,,,,,,,,,,,,,
Amazon.com : HP Envy 4-1110us 14-Inch Ultrabook (Black) : Laptop Computers : Computers & Accessories,,1 Lithium ion batteries required . ( included ),HP,,Black,DDR3 SDRAM,Intel HD Graphics 4000,500 GB HP ProtectSmart Hard Drive Protection,Serial ATA,5400 RPM,PC,3.10 x 18.90 x 13.60 inches,4-1110us,3.8 pounds,1366 x 768 pixels,2.0,Windows 8,,1.8 GHz Core i3-3217U,Intel,2.0,4 GB DDR3,,14 inches,Envy,802.11bgn,,,,1.0,,,,,,,1664 MB,,,,,32,,,,,,
"Amazon.com : Dell Inspiron i3542-3333BK 15.6-Inch Laptop (1.9 GHz Intel Core i3-4030U Processor, 4GB DDR3, 500GB HDD, Windows 8.1) Black : Computers & Accessories",6.5 hours,1 Lithium ion batteries required . ( included ),Dell,,Black,,Integrated Graphics,500 GB mechanical_hard_drive,,5400 RPM,,19.02 x 13.39 x 3.11 inches,i3542-3333BK,6 pounds,1366x768,1.0,Windows 8.1,,1.9 GHz Intel Core i3,Intel Core i3,1.0,4 GB DDR3L SDRAM,,15.6 inches,Inspiron,802.11bgn,,,,2.0,,B00K4PAZLU,# 316 in Computers & Accessories ( See top 100 ) # 53 in Computers & Accessories > Notebooks,,4.2 out of 5 stars See all reviews 33 reviews 4.2 out of 5 stars,"May 15 , 2014",,,This item is also available for shipping to select countries outside the U.S .,7.2 pounds ( View shipping rates and policies ),,,,,,,,
"Amazon.com : HP 17.3"" Envy Touchsmart Laptop - 17.3-inch FULL HD Touchscreen, 4th Gen Intel i7-4700MQ 2.4GHz Processor, 8GB DDR3, 1TB HDD, DVDRW, Beats Audio, Backlit Keyboard, Window 8.1 : Computers & Accessories",5 hours,,HP,,Silver,DDR3 SDRAM,,1 TB mechanical_hard_drive,Serial ATA,,PC,16.30 x 1.30 x 10.80 inches,Touchsmart 17-j Series,7.2 pounds,1920 x 1080,4.0,Windows 8,,,Intel Core I7,,8 GB SDRAM DDR3,1920 x 1080,17.3 inches,ENVY,"802.11bgn , Bluetooth",,,,,AC,,,,,,,,,,,,,,,,,
Amazon.com : Samsung ATIV Book 2 NP270E5E 15.6' LED Notebook - Intel Core i3 i3-3120M 2.50 GHz - Ash Black : Laptop Computers : Computers & Accessories,,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : ICI 3USHE30J59FAN 3U Rackmount Computer - Intel® i3/2GB/500GB/Dual LAN/DVD-RW/Win7 32-bit - 15"" Deep : Laptop Computers : Computers & Accessories",,,Industrial Computers Inc .,,,DDR3 SDRAM,,500 GB,,,PC,,3USHE30J59,,,,Windows 7 Professional,,Intel Core i3,,,2 GB DIMM,,15 inches,3USHE30J59,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : HP G4U96UA 250 G3 - Core i3 3217U / 1.8 GHz - Windows 7 Pro 64-bit / Windows 8.1 Pro downgrade - pre-installed: Windows 7 - 4 GB RAM - 500 GB HDD - DVD SuperMulti - 15.6 inch 1366 x 768 ( HD ) - Intel HD Graphics 4000 - black licorice - Smart Buy : Computers & Accessories,,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo U410 14.0-Inch Ultrabook (Graphite Grey) : Laptop Computers : Computers & Accessories,8 hours,1 Lithium ion batteries required . ( included ),Lenovo,"Intel , NVIDIA",Graphite Grey,DIMM,NVIDIA GeForce 610M,500 GB flash_memory_solid_state,Serial ATA,5400 RPM,PC,13.50 x 9.20 x 0.83 inches,59351634,4.1 pounds,1366x768,2.0,Windows 8,No,1.7 GHz Core i3-3217U,Intel Core I7,2.0,4 GB DIMM,1366 x 768,14 inches,U410,802.11bgn,,Lithium-Ion ( Li-Ion ),1333 MHz,2.0,,,,,,,1 MB,,,,,24,,,,,,
"Amazon.com : 15.6"" Toshiba Satellite C855-S5123 Intel Core i3-3120M 2.5GHz 4GB RAM 500GB Hard Drive Intel HD Graphics Ultraportable Laptop : Laptop Computers : Computers & Accessories",4.1 hours,1 Lithium ion batteries required .,Toshiba,,,DDR3 SDRAM,,500 GB,,,PC,,C855-S5123,5.4 pounds,1366x768,,Windows 8,,,,,4 GB SDRAM DDR3,,15.6 inches,Satellite,802.11bgn,,,,2.0,,,,,,,,,,,,,,,,,,
"Amazon.com : ThinkPad Edge E540 20C6S01R00 15.6"" LED Notebook - Intel - Core i3 i3-4000M 2.4GHz : Computers & Accessories",,,Lenovo,,,,,,,,,19.40 x 3.70 x 13 inches,20C6S01R00,7.6 pounds,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com: Win7/I3/4Gbddr3/500Gbsata/1Yr: Computers & Accessories,,,Acer,,,,,,,,,,NX.MHFAA.002,7 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NX.MHFAA.002,,19.7 x 3.3 x 12 inches,
"Amazon.com : Acer Aspire E1-572P-6857 15.6-Inch Touchscreen Laptop (1.7GHz Intel Core i3-4010U Processor, 6GB DDR3L, 750GB HDD, Windows 8.1) Clarinet Black : Laptop Computers : Computers & Accessories",4 hours,1 Lithium ion batteries required . ( included ),Acer,,Clarinet Black,DDR3 SDRAM,Intel HD Graphics 4400,750 GB SATA,Serial ATA,5400 RPM,PC,15.02 x 10.08 x 1.05 inches,E1-572P-6857,5.6 pounds,1366x768,1.0,Windows 8.1,No,1.7 GHz Core i3-4010U,Intel Core i3,2.0,6 GB DDR3L SDRAM,1366 x 768,15.6 inches,E1-572P,802.11bgn,1.0,Lithium-Ion ( Li-Ion ),,2.0,,,,,,,64 MB,,,,,,,,,,,
Amazon.com : Asus Notebook Z54C-JS31 15.6-Inch Cloud Computer : Laptop Computers : Computers & Accessories,,,Asus,,,,,320 GB,,5400 RPM,,17 x 15.50 x 3.75 inches,Z54C-JS31,6.6 pounds,1366x 768 pixels,1.0,Windows 7 Home Premium 64-bit,,2.3 GHz Core i3-2350M,Intel,1.0,4 GB SDRAM,,15.6 inches,Notebook,802.11bgn,,,,1.0,,,,,,,,,,,,,,,,,,
Amazon.com : Acer NX.M26AA.009 ASPIRE M5 / WIN 7 HOME PREMIUM 64 / INTEL CORE I3-3227U / 6GB DDR3 / 500GB 5400R : Computers & Accessories,,,Acer,,,,,500 GB,,,,,NX.M26AA.009,10 pounds,,,microsoft windows 7 home premium,,Intel Core i3,,,6 GB,,14 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : 15.6"" i3 4030U 4GB 500GB Win8 : Computers & Accessories",,,Synnex,,,,,,,,,19.50 x 2.70 x 11.60 inches,NX.MLUAA.001,5.6 pounds,,,,,,,1.0,,,,Acer Aspire E5-571-33VT,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Acer Aspire V5-571P-6407 15.6-Inch Touchscreen Laptop (1.9 GHz Intel Core i3-3227U Processor, 6GB DDR3, 500GB HDD, Windows 8) Silky Silver : Laptop Computers : Computers & Accessories",5 hours,1 Lithium ion batteries required . ( included ),Acer,,Silky Silver,DDR3 SDRAM,Intel HD Graphics 4000,500 GB SATA,Serial ATA,5400 RPM,Consumer Electronics,15 x 9.96 x 0.96 inches,V5-571P-6407,5.5 pounds,1366x768 pixels,1.0,Windows 8,8X DVD,1.9 GHz Apple A4,Intel,1.0,6 GB DDR3,1366 x 768,15.6 inches,Aspire V5-571P,802.11bgn,1.0,Lithium-Ion ( Li-Ion ),,2.0,,,,,,,128 MB,,,,,,,,,,,
Amazon.com : Toshiba Satellite C50 15.6-Inch Laptop with Intel Core i3-3110M/ 4gb RAM/ 500 GB HDD/ Windows 7 home : Laptop Computers : Computers & Accessories,,,Toshiba,,blakc,DDR3 SDRAM,,500 GB,FATA,,PC,10 x 15 x 1.40 inches,,6 pounds,1366 x 768,,Windows 7,,,,,4 GB SDRAM DDR3,,15.6 inches,,802.11abg,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron i5748-2143sLV 17.3-Inch Laptop : Computers & Accessories,5.25 hours,1 Lithium ion batteries required . ( included ),Dell,,silver,,Integrated Graphics,500 GB,,5400 RPM,,20.50 x 13.88 x 3.31 inches,i5748-2143sLV,8 pounds,1600 x 900 pixels,1.0,Windows 8.1,,1.9 GHz Intel Core i3,Intel,1.0,4 GB DDR3,,17.3 inches,Inspiron,802.11bgn,,,,2.0,,,,,,,,,,,,,,,,,,
"Amazon.com : Dell Inspiron 17 i17RM-2258sLV 17.3-Inch Laptop (1.9 GHz Intel Core i3-3227U Processor, 6GB DDR3, 500GB HDD, Windows 8) Moon Silver : Laptop Computers : Computers & Accessories",,,Dell,,Moon Silver,,Intel HD Integrated Graphics,500 GB SATA,,5400 RPM,,20.20 x 13.13 x 3.58 inches,Inspiron 17R ( 5721 ),,1600x900 pixels,4.0,Windows 8,,1.9 GHz Intel Core i3,Intel,,6 GB DDR3,,17.3 inches,Inspiron 17,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : HEWLETT-PACKARD D8D82UT#ABA / SMART BUY ELITEBOOK 810 I3-3227U 1.9G 4GB 128GB 11.6IN WL : Computers & Accessories,,,,,,,,128 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,11.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo 20C50052US E440 14"" i3 4GB 500GB (20C50052US) : Computers & Accessories",,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,14 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo IdeaPad S415 59385555 14-Inch Touchscreen Laptop (Silver Gray) : Laptop Computers : Computers & Accessories,5 hours,1 Lithium ion batteries required . ( included ),Lenovo,,Silver Gray,,ATI Radeon HD 8210 Integrated Graphics,500 GB SATA,ATA100,5400 RPM,PC,13.25 x 9.50 x 0.90 inches,59385555,4.6 pounds,1366 x 768 pixels,1.0,Windows 8,None,1 GHz AMD E Series,AMD,,4 GB DDR3,,14 inches,IdeaPad,802.11bgn,,,,2.0,,,,,,,,,,,,,720 MP,,,,,
"Amazon.com : Dell Inspiron i17RV Black Laptop, Intel Core i3 4010U 1.7GHz, 16GB DDR3 Ram, 17.3in Screen, 750GB HDD, DVD Burner, Windows 8 : Computers & Accessories",,,Dell,,,DDR3 SDRAM,,,,,PC,20.20 x 13.13 x 3.58 inches,I17RV,,,,Windows 8,,,,,,,,Inspiron i17RV,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo ThinkPad Edge 14"" Core i5 500GB Notebook : Notebook Computers : Computers & Accessories",,,Lenovo,Intel,black,,HD Graphics,320 GB SATA,,7200 RPM,PC,,E420,3.6 pounds,1336 x 768 pixels,,Microsoft Windows 7 Professional ( 64-bit ),dvd_plus_minus_rw,2.1 GHz Intel Core i5,Intel,1.0,4 GB DDR3,1366 x 768,14 inches,ThinkPad Edge,,1.0,lithium_ion,1333 MHz,2.0,AC,,,,,,,,,,HD Graphics,,,230 volts,,,,
"Amazon.com : Asus X55C-SI30202M - i3-2370M - 15.6"" Laptop - 4GB Memory - 500GB Hard Drive - Black : Laptop Computers : Computers & Accessories",,,Asus,,,,,,,,,14.90 x 9.90 x 1.30 inches,,5.6 pounds,,,Windows 8,,,,,,,,x55c,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : MSI Computer Corp. GP70 LEOPARD-010; 9S7-175A12-010 17.3-Inch Laptop : Computers & Accessories,,1 Lithium ion batteries required .,MSI,,Black,,NVIDIA Geforce GT840M,1024 GB mechanical_hard_drive,,7200 RPM,PC,10.60 x 16.45 x 1.53 inches,GP70 LEOPARD-010 ; 9S7-175A12-010,10.9 pounds,1920x1080,2.0,Windows 8.1,DVD SuperMulti,3 GHz Core i5-4200M,Intel,1.0,8 GB DDR3L SDRAM,,17.3 inches,GP70,802.11abg,1.0,,,2.0,,,,See all Used offers .,,,2000 MB,( restrictions apply ),,,,,,,,,,
Amazon.com : Dell Latitude 14 5000 Series E5440 14 Inch LED Business Laptop Intel Core i3 i3-4030U 4GB RAM 500GB Hard Drive Webcam Fingerprint Reader WiFi Windows 7 Professional : Computers & Accessories,,,Dell,,,DDR3 SDRAM,,500 GB,Serial ATA,,PC,9.30 x 11.33 x 1.10 inches,Latitude 14 5000 Series,4.4 pounds,1366x768,,Windows 7 Professional,,Intel Core i3,,,4 GB SDRAM DDR3,,14 inches,Latitude 14 E5440,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Toshiba Satellite C55T-A5247 15.6-Inch Touchscreen Laptop (Satin Black in Trax Horizon) : Laptop Computers : Computers & Accessories,,1 Lithium ion batteries required . ( included ),Toshiba,,Satin Black in Trax Horizon,DDR3 SDRAM,Mobile Intel HD graphics,500 GB SATA,,5400 RPM,,9.53 x 14.96 x 1.39 inches,PSCF6U-02X00C,5.4 pounds,1366x768,1.0,Windows 8,DVD SuperMulti drive supporting 11 formats,2.3 GHz Core i3-2348M,intel core I3,,4 GB DIMM,1366 x 768,15.6 inches,Toshiba Satellite C55T-A5247,802.11bgn,1.0,Lithium-Ion ( Li-Ion ),1333 MHz,2.0,,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron i3531-1200BK 15.6-Inch Laptop : Computers & Accessories,6.5 hours,1 Lithium ion batteries required . ( included ),Dell,,,,Intel HD Graphics,500 GB mechanical_hard_drive,,5400 RPM,,10.20 x 15 x 1 inches,i3531-1200BK,4.7 pounds,1366x768,,Windows 8.1,,2.16 GHz Intel Celeron,Intel Celeron,1.0,4 GB DDR3,,15.6 inches,Inspiron,802.11bgn,,,,2.0,,B00KMRGF28,# 4 in Computers & Accessories ( See top 100 ) # 1 in Computers & Accessories > Notebooks,,3.8 out of 5 stars See all reviews 578 reviews 3.8 out of 5 stars,"June 1 , 2014",,,This item is also available for shipping to select countries outside the U.S .,6.6 pounds ( View shipping rates and policies ),,,,,,,,
Amazon.com : Dell Latitude E5440 i3 4010U 1.7GHz 4GB RAM / 320GB HD Windows 8.1 Pro : Computers & Accessories,,,Dell,,Gray,,,320 GB,,,,13.10 x 9.30 x 1.10 inches,,4.3 pounds,1366 x 768,,Windows 8 Pro,,Intel Core i3,,,4 GB,,14 inches,Latitude,802.11abg,1.0,,,1.0,Battery,,,,,,,,,,,,,,,,,
"Amazon.com : ACER Acer Aspire E1-771-33116G50Mnii - Core i3 3110M / 2.4 GHz - Windows 7 Home Premium 64-bit - 6 GB RAM - 500 GB HDD - DVD SuperMulti - 17.3"" CineCrystal wide 1600 x 900 / HD+ - Intel HD Graphics 4000 - iron IMR - keyboard: US International / NX.MG7AA.006 / : Computers & Accessories",,,Acer,,,,,500 GB,,,,,NX.MG7AA.006,9 pounds,,,microsoft windows 7 home premium,,Intel Core i3,,,6 GB,,17.3 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : ACER NX.V91AA.004 / 14"" i3 4010U 4G 500GB Win 7Pro : Computer Monitors : Computers & Accessories",,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,14 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP G72-B66US 17.3-Inch, Intel i3-370M, 4GB RAM, 500GB HD, Intel HD graphic, Webcam : Laptop Computers : Computers & Accessories",,6 Lithium ion batteries required . ( included ),HP,Intel,silver,DDR3 SDRAM,HD Graphics,500 GB SATA,,5400 RPM,PC,16.22 x 10.59 x 1.47 inches,G72-B66US,,1600 x 900 pixels,,Microsoft Windows 7 Home Premium ( 64 bit ),"dvd_plus_minus_rw , dvd_rom , dvd_ram , cd_rom , cd_rw",2.4 GHz Intel Core i3,Intel,,4 GB DDR3,1600 x 900,17.3 inches,G series,802.11abg,1.0,lithium_ion,,3.0,AC,,,,,,1696 MB,,,,HD Graphics,,,,,,,
"Amazon.com : ASUS ROG G750JS-DS71 17.3-inch Gaming Laptop, GeForce GTX 870M Graphics : Computers & Accessories",3.5 hours,1 Lithium ion batteries required . ( included ),Asus,,Black,DDR3 SDRAM,,1024 GB flash_memory_solid_state,Serial ATA,7200 RPM,PC,16.10 x 12.50 x 2 inches,90NB04M1-M00070,9.9 pounds,1920x1080,4.0,Windows 8.1,DVD Super Multi,3.4 GHz Core i7-4700HQ,Intel Core I7,1.0,16 GB DDR3,1920 x 1080,17.3 inches,ROG,802.11 A/C,1.0,,,,,,,,,,3072 MB,,,,,256,,,,,,
Amazon.com : Apple MacBook Pro MGX92LL/A 13.3-Inch Laptop with Retina Display (NEWEST VERSION) : Computers & Accessories,,,Apple,,Silver,SDRAM,Intel Iris Graphics,512 GB,Solid State,,Mac,9.73 x 12.35 x 0.71 inches,MGX92LL/A/A,3.5 pounds,2560x1600 pixels,2.0,OS X Mavericks,No,2.8 GHz Intel Core i5,Intel,1.0,8 GB DDR3L,2560 x 1600,13.3 inches,Mgx92,,1.0,Lithium Polymer ( LiPo ),1600 MHz,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP Pavilion, 15-p064us, 15.6"", 1TB HD, 12GB Memory : Computers & Accessories",,,,,,,,1 TB,,,,,,,,,,,Intel Core i3,,,12 GB,,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : X131E - INTEL - CORE I3 - 2367M - 1.4 GHZ - RAM: 2 GB - 320 GB : Laptop Computers : Computers & Accessories,,,Lenovo,,,,,320 GB,,,,,33682JU,4.4 pounds,,,microsoft windows 7 home premium,,Intel Core i3,,,8 GB DDR3 SDRAM,,11.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Toshiba 15.6"" Satellite P755-S5215 Laptop / Intel® CoreTM i3 Processor / 6GB Memory / 640GB Hard Drive - Platinum : Laptop Computers : Computers & Accessories",,,Toshiba,,,,,640 GB mechanical_hard_drive,,,PC,,,5.8 pounds,,,"Genuine Windows 7 Home Premium ( 64-bit ) , SP1",,Intel Core i3,Intel Core i3,,6 GB,,15.6 inches,satellite,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Brand New Hp Business Hp Pro X2 410 G1 Ultrabook/Tablet - 11.6"" - Wireless Lan - Intel Core I3 I3-4012Y 1.50 Ghz : Computers & Accessories",,,,,,,,128 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,11.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Acer C720-3404 11.6-Inch Chromebook (Intel Core i3, 4 GB) Granite Gray : Computers & Accessories",8.5 hours,1 Lithium ion batteries required . ( included ),Acer,,Granite Gray,DDR3 SDRAM,Intel HD Graphics 4400,32 GB flash_memory_solid_state,Solid State,,PC,11.34 x 8.03 x 0.75 inches,C720-3404,2.8 pounds,1366x768,1.0,Chrome,,1.7 GHz Core i3-4005U,Intel Core i3,2.0,4 GB DDR3L SDRAM,,11.6 inches,C720,802.11bgn,,,,1.0,,,,,,,,,,,,32,,,,,,
"Amazon.com : HP Pavilion G7-2215DX 17.3"" Laptop (Black) / Intel Pentium processor B950, 4GB DDR3 SDRAM, 500GB hard drive, WebCam, HDMI, Windows 8 : Laptop Computers : Computers & Accessories",,,HP,,,,Intel HD graphics 3000,500 GB,,,PC,16.20 x 1.50 x 10.50 inches,,6.6 pounds,,,Windows 8,,Intel Core i3,Intel,,4 GB DDR3,,17.3 inches,Pavilion,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Apple MacBook Air MD760LL/B 13.3-Inch Laptop (NEWEST VERSION) Style: 13.3-Inch Size: 128 GB PC, Computer, Hardware : Computers & Accessories",,,,,,,,128 GB,,,,,,,,,,,Intel Core i5,,,4 GB,,13.3 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron 17.3-Inch Laptop (i17RV-3640BLK) : Computers & Accessories,,1 Lithium ion batteries required . ( included ),Dell,,Black,DDR3 SDRAM,Intel® HD Graphics 4400,500 GB mechanical_hard_drive,Serial ATA,5400 RPM,PC,20.20 x 13.13 x 3.58 inches,i17RV-3640BLK,8.4 pounds,1600x900,4.0,Windows 8.1,DVD±RW,1.7 GHz Core i3-4010U,Intel Core i3,1.0,4 GB DDR3,1600 x 900,17.3 inches,Inspiron,802.11bgn,,Lithium-Ion ( Li-Ion ),1600 MHz,,,B00HRLSQYM,"# 3,679 in Computers & Accessories ( See top 100 )",,4.2 out of 5 stars See all reviews 16 reviews 4.2 out of 5 stars,"January 22 , 2014",,,This item is also available for shipping to select countries outside the U.S .,9.1 pounds ( View shipping rates and policies ),,,,14.8 volts,,,,
Amazon.com : HP Business - 440 G1 i3 4000M 4GB 500GB Win8 : Computers & Accessories,,,HP,,,,,,,,,,F2P44UT,6.7 pounds,,,microsoft windows 7 home premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
