<page title>,category,manufacturer,options,product
"Miniprice.ca - Lenovo ThinkPad 20A80048US 14"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 240 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit (20A80048US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20A80048US 14 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 240 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit
"Miniprice.ca - Lenovo ThinkPad X240 20AL0090US 12.5"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4400 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth (20AL0090US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AL0090US 12.5 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4400 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Ordinateur portable Lenovo ThinkPad 32491HU - 12,1"" LED - Core i3 i3-390M 2,66 GHz - Noir 1280 x 800 WXGA Affichage - 2Go RAM - 160Go HDD - Intel Graphics Media Accelerator HD - Windows 7 Professional (32491HU)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Ordinateur portable Lenovo ThinkPad 32491HU - 12,1 '' LED - Core i3 i3-390M 2,66 GHz - Noir 1280 x 800 WXGA Affichage - 2Go RAM - 160Go HDD - Intel Graphics Media Accelerator HD - Windows 7 Professional"
"Miniprice.ca - Lenovo ThinkPad Twist S230u 33476UF Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i5 i5-3337U 1.80 GHz - 4 GB RAM - 500 GB HDD - 24 GB SSD - Windows 8 Pro (33476UF)",Computer - PC 's - PC 's,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad Twist S230u 33476UF Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i5 i5-3337U 1.80 GHz - 4 GB RAM - 500 GB HDD - 24 GB SSD - Windows 8 Pro
"Miniprice.ca - Lenovo ThinkPad 20AQ005XCA 14"" LED Ultrabook - Intel Core i7 i7-4600M 2.90 GHz - 4 GB RAM - 180 GB SSD - Intel HD 4600 Graphics - Genuine Windows 7 Professional 64-bit (French) - 1600 x 900 Display (20AQ005XCA)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20AQ005XCA 14 '' LED Ultrabook - Intel Core i7 i7-4600M 2.90 GHz - 4 GB RAM - 180 GB SSD - Intel HD 4600 Graphics - Genuine Windows 7 Professional 64-bit ( French ) - 1600 x 900 Display
"Miniprice.ca - Lenovo ThinkPad 20A80031US 14"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit (20A80031US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20A80031US 14 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit
"Miniprice.ca - Ordinateur portable Lenovo ThinkPad 78275HF - 14"" LED - Core i5 i5-2520M 2,50 GHz - 1366 x 768 WXGA Affichage - 2Go RAM - 320Go HDD - Graveur DVD - Intel - Webcam - Windows 7 Professional - 7 Heure Ba (78275HF)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Ordinateur portable Lenovo ThinkPad 78275HF - 14 '' LED - Core i5 i5-2520M 2,50 GHz - 1366 x 768 WXGA Affichage - 2Go RAM - 320Go HDD - Graveur DVD - Intel - Webcam - Windows 7 Professional - 7 Heure Ba"
"Miniprice.ca - Lenovo ThinkPad T540p 20BF001XUS 15.6"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 8 GB RAM - 180 GB SSD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 x 1080 Display - Blueto (20BF001XUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T540p 20BF001XUS 15.6 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 8 GB RAM - 180 GB SSD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 x 1080 Display - Blueto
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20C0004GUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 256 GB SSD - Windows 8 Pro 64-bit - Conv (20C0004GUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20C0004GUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 256 GB SSD - Windows 8 Pro 64-bit - Conv
"Miniprice.ca - Lenovo ThinkPad Yoga 11e 20D90008US Tablet PC - 11.6"" - Wireless LAN - Intel Celeron N2920 1.86 GHz - Black - 4 GB RAM - 500 GB HDD - Windows 7 Professional 64-bit - Convertible - 1366 x 768 (LED Back (20D90008US)",Computer - Laptop computers - Tablet PC,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad Yoga 11e 20D90008US Tablet PC - 11.6 '' - Wireless LAN - Intel Celeron N2920 1.86 GHz - Black - 4 GB RAM - 500 GB HDD - Windows 7 Professional 64-bit - Convertible - 1366 x 768 ( LED Back
"Miniprice.ca - Lenovo ThinkPad T540p 20BF0033US 15.6"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA, Intel GeForce GT 730M, HD 4600 - Windows 8 Pro 64-bit - 136 (20BF0033US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad T540p 20BF0033US 15.6 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA , Intel GeForce GT 730M , HD 4600 - Windows 8 Pro 64-bit - 136"
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A8001MUS 14"" LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8.1 64-bit - 2560 x 1440 Display - Bluetooth (20A8001MUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A8001MUS 14 '' LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8.1 64-bit - 2560 x 1440 Display - Bluetooth
"Miniprice.ca - Toshiba Tecra R950-02U 15.6"" LED Notebook - Intel Core i7 i7-3520M 2.90 GHz - Black 1366 x 768 HD Display - 4 GB RAM - 320 GB HDD - DVD-Writer - Intel HD 4000 Graphics - Bluetooth - Webcam - Finger Pr (PT535C-02U024)",Computer - Laptop computers - Laptop computers,Toshiba,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Toshiba Tecra R950-02U 15.6 '' LED Notebook - Intel Core i7 i7-3520M 2.90 GHz - Black 1366 x 768 HD Display - 4 GB RAM - 320 GB HDD - DVD-Writer - Intel HD 4000 Graphics - Bluetooth - Webcam - Finger Pr
"Miniprice.ca - Lenovo ThinkPad X120e 06112HU 11.6"" LED Notebook E-350 1.6GHz - Matte Black 1366 x 768 WXGA Display - 3 GB RAM - 320 GB HDD - AMD Radeon HD 6310 - Webcam - Windows 7 Professional - 6 Hour Battery - HD (06112HU)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X120e 06112HU 11.6 '' LED Notebook E-350 1.6GHz - Matte Black 1366 x 768 WXGA Display - 3 GB RAM - 320 GB HDD - AMD Radeon HD 6310 - Webcam - Windows 7 Professional - 6 Hour Battery - HD
"Miniprice.ca - Lenovo Thinkpad Twist S230u Ultrabook/tablet - 12.5"" - In-plane Switching (ips) Technology - Wireless Lan - Intel Core I3 I3-3227u 1.90 Ghz - 4 Gb Ram - 320 Gb Hdd - Windows 8 Pro 64-bit [french] (33478LF)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo Thinkpad Twist S230u Ultrabook/tablet - 12.5 '' - In-plane Switching ( ips ) Technology - Wireless Lan - Intel Core I3 I3-3227u 1.90 Ghz - 4 Gb Ram - 320 Gb Hdd - Windows 8 Pro 64-bit [ french ]
"Miniprice.ca - Lenovo ThinkPad 20A8004DUS 14"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 240 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit (20A8004DUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20A8004DUS 14 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 240 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit
"Miniprice.ca - Lenovo ThinkPad L440 20AT002DUS 14"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth (20AT002DUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AT002DUS 14 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X240 20AM0052US 12.5"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth (20AM0052US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM0052US 12.5 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad Twist S230u33477EU Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Intel Core i5 i5-3427U 1.80 GHz - Black - 4 GB RAM - 500 GB HDD - 24 GB SSD - Windows 8 Pro 64-bit (33477EU)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad Twist S230u33477EU Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Intel Core i5 i5-3427U 1.80 GHz - Black - 4 GB RAM - 500 GB HDD - 24 GB SSD - Windows 8 Pro 64-bit
"Miniprice.ca - Ordinateur portable Lenovo ThinkPad 06112DF - 11,6"" LED - E-240 1,50 GHz - Noir Mat - 1366 x 768 WXGA Affichage - 2Go RAM - 320Go HDD - AMD - Webcam - Windows 7 Professional - 6 Heure Batterie - HDMI (06112DF)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Ordinateur portable Lenovo ThinkPad 06112DF - 11,6 '' LED - E-240 1,50 GHz - Noir Mat - 1366 x 768 WXGA Affichage - 2Go RAM - 320Go HDD - AMD - Webcam - Windows 7 Professional - 6 Heure Batterie - HDMI"
"Miniprice.ca - Lenovo ThinkPad T540p 20BE004GUS 15.6"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 8 GB RAM - 180 GB SSD - DVD-Writer - Windows 7 Professional 64-bit - 1920 x 1080 Display - Bluetooth (20BE004GUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T540p 20BE004GUS 15.6 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 8 GB RAM - 180 GB SSD - DVD-Writer - Windows 7 Professional 64-bit - 1920 x 1080 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad L440 20AS002HUS 14"" LED Notebook - Intel Core i5 i5-4200M 2.50 GHz - 4 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth (20AS002HUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AS002HUS 14 '' LED Notebook - Intel Core i5 i5-4200M 2.50 GHz - 4 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20C00041US Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 500 GB HDD - Windows 8 Pro 64-bit - Conv (20C00041US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20C00041US Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 500 GB HDD - Windows 8 Pro 64-bit - Conv
"Miniprice.ca - Lenovo ThinkPad T440p 20AW004EUS 14"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA, Intel GeForce GT 730M, HD 4600 - Windows 7 Professional 64-bi (20AW004EUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad T440p 20AW004EUS 14 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA , Intel GeForce GT 730M , HD 4600 - Windows 7 Professional 64-bi"
"Miniprice.ca - Lenovo ThinkPad L440 20AT002RUS 14"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth (20AT002RUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AT002RUS 14 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad T440p 20AW000HUS 14"" LED (In-plane Switching (IPS) Technology) Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 (20AW000HUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440p 20AW000HUS 14 '' LED ( In-plane Switching ( IPS ) Technology ) Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4600 - Windows 8 Pro 64-bit - 1920
"Miniprice.ca - Lenovo ThinkPad Helix 370132U Ultrabook/Tablet - 11.6"" - Intel - Core i5 i5-3427U 1.8GHz - 4 GB RAM - 256 GB SSD - Genuine Windows 8 Pro 64-bit - Convertible - 1920 x 1080 Multi-touch Screen Display (370132U)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad Helix 370132U Ultrabook/Tablet - 11.6 '' - Intel - Core i5 i5-3427U 1.8GHz - 4 GB RAM - 256 GB SSD - Genuine Windows 8 Pro 64-bit - Convertible - 1920 x 1080 Multi-touch Screen Display
"Miniprice.ca - Lenovo ThinkPad T540p 20BF001MUS 15.6"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 x 1080 Display - Blueto (20BF001MUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T540p 20BF001MUS 15.6 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 x 1080 Display - Blueto
"Miniprice.ca - Ordinateur portable/Notebook Lenovo ThinkPad 32491FF - 12,1"" LED - Intel Core i5 i5-480M 2,66 GHz - Noir - 1280 x 800 WXGA Affichage - 2 Go RAM - 160 Go HDD - Intel Graphics Media Accelerator HD Carte (32491FF)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Ordinateur portable/Notebook Lenovo ThinkPad 32491FF - 12,1 '' LED - Intel Core i5 i5-480M 2,66 GHz - Noir - 1280 x 800 WXGA Affichage - 2 Go RAM - 160 Go HDD - Intel Graphics Media Accelerator HD Carte"
"Miniprice.ca - Lenovo ThinkPad T540p 20BF001YUS 15.6"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 8 GB RAM - 180 GB SSD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 x 1080 Display - Blueto (20BF001YUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T540p 20BF001YUS 15.6 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 8 GB RAM - 180 GB SSD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 x 1080 Display - Blueto
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A7002JUS 14"" LED Ultrabook - Intel - Core i5 i5-4300U 1.9GHz - Black - 4 GB RAM - 180 GB SSD - Intel HD 4400 Graphics - Windows 7 Professional 64-bit - 1600 x 900 Display (20A7002JUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A7002JUS 14 '' LED Ultrabook - Intel - Core i5 i5-4300U 1.9GHz - Black - 4 GB RAM - 180 GB SSD - Intel HD 4400 Graphics - Windows 7 Professional 64-bit - 1600 x 900 Display
"Miniprice.ca - Lenovo ThinkPad T540p 20BF0025US 15.6"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA, Intel GeForce GT 730M, HD 4600 - Windows 8 Pro 64-bit - 192 (20BF0025US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad T540p 20BF0025US 15.6 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA , Intel GeForce GT 730M , HD 4600 - Windows 8 Pro 64-bit - 192"
"Miniprice.ca - Lenovo ThinkPad T440p 20AW004CUS 14"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA, Intel GeForce GT 730M, HD 4600 - Windows 7 Professional 64-bi (20AW004CUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad T440p 20AW004CUS 14 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA , Intel GeForce GT 730M , HD 4600 - Windows 7 Professional 64-bi"
"Miniprice.ca - Ordinateur portable Lenovo ThinkPad 782932U - 14"" LED - Core i5 i5-2520M 2,50 GHz - 1366 x 768 WXGA Affichage - 3Go RAM - 320Go HDD - Graveur DVD - Intel - Bluetooth - Windows 7 Professional - 7 Heure (782932U)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Ordinateur portable Lenovo ThinkPad 782932U - 14 '' LED - Core i5 i5-2520M 2,50 GHz - 1366 x 768 WXGA Affichage - 3Go RAM - 320Go HDD - Graveur DVD - Intel - Bluetooth - Windows 7 Professional - 7 Heure"
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20CD00AWUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 180 GB SSD - Windows 8.1 Pro 64 (20CD00AWUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20CD00AWUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 180 GB SSD - Windows 8.1 Pro 64
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20CD002WUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i7 i7-4500U 1.80 GHz - Black - 8 GB RAM - 180 GB SSD - Windows 8.1 Pro 64 (20CD002WUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20CD002WUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i7 i7-4500U 1.80 GHz - Black - 8 GB RAM - 180 GB SSD - Windows 8.1 Pro 64
