<page title>,bluetooth,cameras included,condition,cpu,dimensions l x w x h,display,displayports,front camera,headphones jack,memory type,micro sd card reader,operating system,platform,screen size,storage capacity,stylus included,usb 30 ports,weight,audio chipset,battery type,capacity,color,communications description,depth,display type,drive types,gpuvpu,hddssd drives included,hdmi ports,height,integrated webcam,interface type,keyboard type,lan ports,maximum memory supported,maximum resolution,media types,memory slots total free,mouse type,operating systems,optical drive,optional operating systems,processor brand,processor class,processor number,processor speed,processor type,protocols,specification notes,supplemental drive capacity,total memory size,touch screen,usb ports powered included in total,vga ports,width,â,audio description,data transfer rate,dell,firewire ports,lifestyle,limited warranty,memory slots total,port replicatorconnector,usb ports total,audio out jacks,graphics,integrated microphone,lenovo,colors,connection type,dvi video,form factor,hard drive types,hard drives included,interface,lan chipset,lan data transfer rate,lan description,lan interface type,memory configuration,motherboard slots total free,optical drive class,orientations allowed,power,processor interface,ram speed,serial communication ports,speed,startup operating system,hard drive speed,supplemental drive type,video memory,line in jacks,optical drive type,processors onboard,processors supported,wifi description,aspect ratio,back camera,battery run time,display size,memory capacity,micro usb connector,touch screen type,usb 20 ports,microphone jacks,builtin microphone,builtin speaker,power supply type,supplemental media type,webcam features,webcam resolution,wifi chipset,wifi standards supported,memory speed,memory speed mhz,backlit keyboard,hp,channels,audio channels,external bays total free,internal bays total free,compatible raid levels,external 35 drive bays,external 525 drive bays,hard drive interface,internal 35 drive bays,memory slots available,pci express x4 slots total,pci express x8 slots total,processor cache,total storage included,type,battery life,ps2 connectors,modem ports,cpu type,software included,cpu quantity,pci express x16 slots total,pci slots total,storage controller,pci express x1 slots total,memory size
MSI GS70 StealthPro-024 Intel Core i7 16GB Memory 1TB HDD + 128GB SSD NVIDIA GeForce GTX 870M 17.3 Notebook Windows 8.1 64-bit - GS70 StealthPro-024 at TigerDirect.com,,,New,,,,1 - Mini-DisplayPort,,,DDR3L,,,Laptop,17.3 '',,,,5.73 lbs,,6-Cell Lithium-ion,1.128TB,Gray,Integrated LAN,11.29 '',Full HD Display,HDD + SSD,NVIDIA GeForce GTX 870M,"1x 1TB HDD , 1x 128GB SSD",1,0.85 '',Yes,Killer Gaming Network,Steel Series Gaming Backlit 102 keys,,,1920 x 1080,Secure Digital ( SD ),,Integrated Touchpad,Windows 8.1 64-Bit,None,,Intel,Core i7,4700HQ,2.4GHz,Quad-Core,Bluetooth 4.0,"[ 1 ] To provide the most accurate specifications , the specifications listed are based upon the manufacturer 's exact model specification as published on the manufacturer 's website , and the manufacturer 's product documentation .",,16GB,,,1,16.47 '',802.11ac Intel 7260 Wilkins Peak 2 ( 2x2 802.11 ac ) Integrated Bluetooth Integrated Wireless LAN Secure Digital ( SDHC ) Secure Digital ( SDXC ),Integrated Audio,,,,Gaming,,,,4 - USB 3.0,1 - Headphone/Microphone Combo Jack,,,,,,,,,,,,,,,,,,,,,,,,,7200 RPM,,3G GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP ProBook 6440b Intel Core i5 4GB Memory 160GB HDD 14.0 Off-Lease Notebook Win 7 Professional-RB-700443660594-CA at TigerDirect.com,,,Off-Lease,,,,1,,,DDR3,,,Laptop,14 '',,,,5.0 lbs,HP Premier Sound,6-Cell Lithium-ion,160GB,,Integrated LAN,9.30 '',LED-backlit HD anti-glare,HDD,Intel Graphics Media Accelerator HD,1x 160GB,,1.33 '',No,RJ-11 Phone Connector,Standard Size,1 - RJ-45,,1366 x 768,,,Integrated Touchpad,Windows 7 Professional 64-Bit,DVD Super Multi Dual Layer Burner,,Intel,Core i5,520M,2.4GHz,,802.11b,"[ 1 ] To provide the most accurate specifications , the specifications listed are based upon the manufacturer 's exact model specification as published on the manufacturer 's website , and the manufacturer 's product documentation .",,4GB,No,,1,13.35 '',802.11n 802.11g 802.11a RJ-45 Ethernet Connector Integrated Wireless LAN Intel CentrinoÂ® Advanced-N 6200,,,,1 - 1394a,,"1MB-101772842 TigerDirect.com Warranty Information 7795 W. Flagler St. Suite 35 Miami , FL . 33144",,,4 - USB 2.0,1 - Headphone output port,,,,,,,,,,,,,,,,,,,,,,,,,7200 RPM,,,,,,,,,,,,,,,,1 - Microphone input port,,,,,,,,,,,,Metro Business Systems 3 months parts ; 3 months labor RB-700443660594-CA 700443660594 7.8500 pound ( s ) 10pounds What is Dimensional weight ? Click here for full warranty and support information logos are registered trademarks of HP . All others trademarks and copyrights mentioned herein are the property of their respective owners .,,,,,,,,,,,,,,,,,,1 - RJ-11,,,,,,,,
"Acer Veriton X2631 Desktop PC - Intel Core i3-4130 3.40GHz, 4GB DDR3 Memory, 500GB HDD, DVDRW, Windows 7 Home Premium 64-bit - DT.VKCAA.002 at TigerDirect.com",,,New,,,,,,,DDR3,,,PC,,,,,,,,500GB,,,14.5 '',Monitor Not Included,,,,,10.5 '',,,,1,16GB,,,,,Windows 7 Home Premium 64-Bit,,,Intel,Core i3,i3-4130,3.40GHz,,,"[ 9 ] To provide the most accurate specifications , the specifications listed are based upon the exact model specification as published by CNET .",,4GB,,,1,4 '',,Integrated Audio,,,,Home & Student,,,,"4 - USB 2.0 , 2 - USB 3.0",Yes,Integrated Graphics,,,Black,USB Mouse USB Keyboard,1.0,Small Form Factor ( SFF ),HDD,1,Serial ATA/300,Integrated,10/100/1000Mbps,Gigabit Ethernet,RJ-45,,"1 - PCI Express X1 , 1 - PCI Express X16 Slots",DVD±RW,Vertical / Horizontal,220 Watt,,PC3-12800 1600MHz,,"7,200RPM",,,,,,,,,,,,,,,,,,Yes,,,,Media Reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Pro 3 - Intel Core i7, 8GB Memory, 512GB Storage, 12 Full HD Display, WiFi, Tablet Windows 8.1 Pro 64-bit - PU2-00001 at TigerDirect.com",Yes,2 - Front & Rear,New,Intel Core i7,7.93 in x 11.5 in x 0.36 in,2160 x 1440,Yes,5MP,1,LPDDR3,Yes,Windows 8.1 Pro,Windows,12 '',512GB,Yes,1.0,1.76 lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gateway NV510P07u Intel Quad-Core Pentium N3520 4GB Memory 1TB HDD 15.6 HD 1366 x 768 Touchscreen Notebook Windows 8.1 64-bit - NX.Y4AAA.007 at TigerDirect.com,,,New,,,,,,,DDR3L,,,Laptop,15.6 '',,,,5.84 lbs,,Lithium-Ion,1TB,Silver,"Integrated LAN , Integrated Wireless LAN , Integrated Bluetooth",10.1 '',Active Matrix TFT Color LCD,HDD,Intel HD Graphics,1x 1TB,1,1.1 '',Yes,"RJ-45 Ethernet Connector , IEEE 802.11b/g/n , Bluetooth",Standard Size,1 - RJ-45,8GB,,,,Integrated Touchpad,Windows 8.1 64-Bit,DVDRW,,Intel,Pentium,N3520,2.17GHz,Quad-Core,"IEEE 802.11b/g/n , Bluetooth","[ 1 ] To provide the most accurate specifications , the specifications listed are based upon the manufacturer 's exact model specification as published on the manufacturer 's website , and the manufacturer 's product documentation .",,4GB,Yes,,1,15 '',,Integrated Audio,,,,,,,,"1 - USB 3.0 , 2 - USB 2.0",,Integrated Graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP ProDesk 405 Desktop PC - AMD Quad-Core A4-5000 1.50GHz, 2GB Memory, 1TB HDD, DVDRW, Windows 7/8.1 Pro 64-bit - G5Q77UT#ABA 3YR Onsite Warranty at TigerDirect.com",,,New,,,,,,,DDR3,,,PC,,,,,,,,1TB,,,15.82 '',Monitor Not Included,,,,,14.05 '',,,,,,,,,,Windows 7 Professional 64-Bit,,Windows 8.1 Pro 64-Bit,AMD,A4,A4-5000,1.50GHz,,,"[ 6 ] To provide the most accurate specifications , the specifications listed are based upon information provided by the vendor .",,2GB,,,,7.2 '',802.11n 802.11a 802.11g Windows 8.1 Pro 64-Bit,Integrated Audio,,,,Business,"HPR-102336158 TigerDirect.com Warranty Information 7795 W. Flagler St. Suite 35 Miami , FL . 33144",,,,,Integrated Graphics,,,Black,USB Mouse USB Keyboard,,Minitower,HDD,1,,,,,,1 x 2GB,,DVD±RW,Vertical,,,PC3-12800 1600MHz,,"7,200RPM",Windows 7 Professional 64-Bit,,,,,,,,Wireless LAN 802.11 a/b/g/n,,,,,,,,,,,,,,,,Intel 7260,802.11b,,,,HP 36 months parts ; 36 months labor G5Q77UT # ABA 888182845592 21.5000 pound ( s ) 23pounds What is Dimensional weight ? Click here for full warranty and support information logos are registered trademarks of HP . All others trademarks and copyrights mentioned herein are the property of their respective owners .,,,,,,,,,,,,,,,,,,,,,,,,,,
"Surface 2 32GB Refurb with Microsoft Type Cover 2, Office 365 Personal & McAfee Multi-Access Protection at TigerDirect.com",Yes,2 - Front & Rear,Refurbished,NVIDIA Tegra 4 Quad-Core,10.81 '' x 6.77 '' x 0.37 '',,,3.5MP,Yes,RAM,Yes,Windows 8.1,Windows,10.6 '',32GB,,1.0,1.49 lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 : 9,5.0 MP,Web surfing - up to 10 hours,10.1 '' to 11 '',2 GB,Yes,Multi-touch,1 Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Aspire S7 Ultrabook - Intel Core i7, 1.8GHz,8GB DDR3L, 256GB, 13.3, Windows 8, 64 bit, Full HD touch display - NX.MBKAA.OO9 at TigerDirect.com",,,New,,,,,,,SDRAM,,,Netbook,13.3 '',,,,2.87 lbs,,4-Cell Lithium Polymer,256GB,,Integrated Wireless LAN,8.8 '',Active Matrix TFT Color LCD,SSD,Intel HD Graphics 4400,,1,0.5 '',Yes,,,,,1920 x 1080,Secure Digital ( SD ),,Integrated Touchpad,Windows 8 64-Bit,None,,Intel,Core i7,I7-4500U,1.80GHz,Dual-Core,802.11b,"[ 9 ] To provide the most accurate specifications , the specifications listed are based upon the exact model specification as published by CNET .",,8GB,Yes,,,12.7 '',DDR3L 802.11n 802.11g Ultrabook 802.11a Integrated Bluetooth,Dolby HomeTheater V4 audio,Bluetooth,,,Home & Student,,,,2 - USB 3.0,1,Integrated Graphics,Yes,,,,,,,,,,,,,,,,,,,,,,,,Media Reader,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Up to 8 hours,,,,,,,,,,
MSI GS70 Stealth Pro-077 Intel Core i7 16GB Memory 1TB HDD + 128GB SSD NVIDIA Geforce GTX 970M 17.3 Gaming Laptop Windows 8.1 64-bit - 9S7-177314-077 at TigerDirect.com,,,New,,,,2 - Mini DisplayPort,,,DDR3L,,,Laptop,17.3 '',,,,5.7 lbs,Dynaudio Tech,6-Cell,1128GB,Silver,"Integrated LAN , Integrated Wireless LAN , Integrated Bluetooth",11.29 '',Full HD Display,"Hard Drive , Solid State Drive",NVIDIA Geforce GTX970M,"1x 1TB HDD , 1x 128GB SSD",1,0.85 '',Yes,"Killer Gaming Network , Killer N1525 Combo 2x2 ac , Bluetooth 4.0",Steel Series Full-color backlight with Anti-Ghost key,,,1920 x 1080,SD ( XC/HC ),,Integrated Touchpad,Windows 8.1 64-Bit,None,,Intel,Core i7,4710HQ,2.5GHz,Quad-Core,"IEEE 802.11ac , Bluetooth v4.0","[ 1 ] To provide the most accurate specifications , the specifications listed are based upon the manufacturer 's exact model specification as published on the manufacturer 's website , and the manufacturer 's product documentation .",,16GB,,,,16.47 '',,,,,,Gaming,,,,4 - USB 3.0,,,Yes,,,,,,,,,,,,,8GB + 8GB,,,,,,,,,,7200 RPM,,3G GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Built-in Stereo Speakers,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Flex 15D 2-in-1 15.6 Touch Notebook - AMD A6 4GB Memory, 500GB + 8G NAND Flash SSHD, Windows 8.1 - 59395753 at TigerDirect.com",,,New,,,,,,,DDR3L,,,2-in-One,15.6 '',,,,5.1 lbs,Dolby Advanced Audio,,508GB,,Integrated LAN,10.7Â,HD LED Backlight,Hybrid,AMD Radeon HD 8400,"1x 500GB HDD , 1x 8GB Flash",1,0.87Â,Yes,RJ-45 Ethernet Connector,AccuType Keyboard with Numeric Keypad,1 - RJ-45,,1366 x 768,Secure Digital ( SD ),,Integrated Touchpad,Windows 8.1 64-Bit,,,AMD,A6,5200,2.0GHz,Quad-Core,802.11b,"[ 1 ] To provide the most accurate specifications , the specifications listed are based upon the manufacturer 's exact model specification as published on the manufacturer 's website , and the manufacturer 's product documentation .",2-in-1,4GB,Yes,,,15.0Â,Integrated Bluetooth 802.11g 1 - USB 3.0 Integrated Wireless LAN Bluetooth 4.0 MultiMediaCard ( MMC ) 802.11n,,,,,,,,,2 - USB 2.0,1 - Combo Headphone/Microphone Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo ThinkServer RD630 Server - Rack-Mountable, 2U, 2-way, Intel Xeon E5-2620 2.00GHz, 4GB DDR3, 8x Hot-Swap 2.5, No HDD, ASPEED AST2300, Gigabit Ethernet - 2594A9U at TigerDirect.com",,,New,,,,,,,DDR3,,,,,,,,,,,,,,28.9 '',,,Aspeed AST2300,,,3.4 '',,,,2,320GB,,,,,No OS,,,Intel,Xeon,E5-2620,2.00GHz,,,"[ 9 ] To provide the most accurate specifications , the specifications listed are based upon the exact model specification as published by CNET .",,4GB,,,1,19 '',50 10 6 1 60 8,,,,,,,20.0,,6 - USB 2.0,,Integrated,,,,,,2U Rackmounted,,,,Intel 82574L,,Gigabit Ethernet,RJ-45,1 x 4GB,,,,800 Watt,LGA2011,,1.0,,,,,,,DVDRW,1.0,2.0,,,,,,,,,,,,,,,,,,,1333MHz PC3-10600,1333MHz,,,,,,,0,,1.0,SATA-600,,19.0,,2.0,15MB,Hard Drive Not Included,Rack,,,,Intel,,Single,1.0,,ThinkServer RAID 700,,
"Asus M11AD Desktop PC - Intel Pentium G3220 3.00GHz, 8GB Memory, 1TB HDD, DVDRW, Windows 7 Home Premium 64-bit - M11AD-US004O at TigerDirect.com",,,New,,,,,,,DDR3,,,PC,,,,,,High Definition Audio,,1TB,,,15.8 '',Monitor Not Included,,Intel HD Graphics,,1,14.2 '',,,,1,16GB,,,2 Slots Total / 1 Free,,Windows 7 Home Premium 64-Bit,,,Intel,Pentium,G3220,3.00GHz,,,"[ 6 ] To provide the most accurate specifications , the specifications listed are based upon information provided by the vendor .",6-in-1,8GB,,,1,6.8 '',1 - PCI Express X16 Slot 1 - 6 Channel Audio I/O ( Rear ) 2 - USB 3.0,Integrated Audio,,,,Home & Student,,,,6 - USB 2.0,1,Integrated Graphics,,,Black,USB Mouse USB Keyboard,,Mid-Tower,HDD,1,SATA 6.0Gb/s,Integrated,10/100/1000Mbps,Gigabit Ethernet,RJ-45,1 x 8GB,2 - PCI Express X1 Slots,DVD±RW,Vertical,300 Watt,FCLGA1150,PC3-12800 1600MHz,,"7,200RPM",,,,,,,,,,,,,,,,,,1,,,,Media Reader,,,,,,,,,6,,1 - 5.25 '' Bay,2 - 3.5 '' Bays,,,,,,,,,,,,,,,,,,,,,,
"Asus Transformer Book - Intel Atom Quad-Core Z3740/1.33GHz Processor, 2GB Memory, 64GB SSD, 10.1 2-In-1 Touchscreen, Windows 8.1 Microsoft Office - T100TA-C1-GR at TigerDirect.com",,,New,,,,,,,DDR3,,,2-in-One,10.1 '',,,,2.4 lbs,SonicMaster Audio,2-Cell Lithium-Polymer,64GB,Gray,,6.7 '',IPS HD,SSD,IntelÂ® HD Graphics,1x 64GB SSD,1 - Micro-HDMI,0.93 '',Yes,"RJ-45 Ethernet Connector , IEEE 802.11a/g/n",Keyboard Dock,,2GB,1368 x 768,SDXC,,Integrated Touchpad,Windows 8.1,None,,Intel,Atom,Z3740,1.33GHz,Quad-Core,"802.11 a/g/n , Bluetooth","[ 1 ] To provide the most accurate specifications , the specifications listed are based upon the manufacturer 's exact model specification as published on the manufacturer 's website , and the manufacturer 's product documentation .",,2GB,Yes,,,10.4 '',,,,,,Home & Student,,,,"1 - USB 3.0 , Micro-USB Port",1 - Combo Headphone/Microphone Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MicrosoftÂ® Office 2013 Home & Student,,,,,,
ASUS Transformer Book T200TA 4GB Memory 64GB SSD 11.6 2-in-One Notebook Windows 8.1 64-bit - T200TA-C1-BL at TigerDirect.com,,,New,,,,,,,DDR3L,,,2-in-One,11.6 '',,,,,,,64GB,,"Integrated LAN , Integrated Wireless LAN , Integrated Bluetooth",,IPS HD Multi-Touch Screen,SSD,IntelÂ® HD Graphics,1x 64GB,1 - micro,,Yes,"RJ-45 Ethernet Connector , IEEE 802.11 a/b/g/n , Bluetooth 4.0",Standard Size,1 - RJ-45,,1366 x 768,,,Integrated Touchpad,Windows 8.1 64-Bit,None,,Intel,Atom,Z3795,1.59GHZ,Quad-Core,"IEEE 802.11a/b/g/n , Bluetooth","[ 1 ] To provide the most accurate specifications , the specifications listed are based upon the manufacturer 's exact model specification as published on the manufacturer 's website , and the manufacturer 's product documentation .",,4GB,Yes,,,,,Integrated Audio,,,,,,,,"1x USB 3.0 , 1x USB 2.0",1 - Combo Headphone/Microphone Jack,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Built-in Stereo Speakers,,,,,,,,,,,,,,,,,,,,,,,,
"HP 200 G1 Desktop PC - Intel Pentium J2850 2.40GHz, 4GB DDR3L SODIMM Memory, 500GB HDD, DVDRW, Windows 7/8 Pro 64-bit - G5R61UT#ABA at TigerDirect.com",,,New,,,,1,,,DDR3,,,PC,,,,,,High Definition Audio,,500GB,,,,Monitor Not Included,,Intel HD Graphics,,,,,,Standard,1,8GB,,,,Optical,Windows 7 Professional 64-Bit,,Windows 8 Pro 64-Bit,Intel,Pentium,J2850,2.40GHz,,,"[ 6 ] To provide the most accurate specifications , the specifications listed are based upon information provided by the vendor .",7-in-1,4GB,,,1,,,Integrated Audio,,,,Business,,,,4 - USB 2.0,1,Integrated Graphics,,,Black,USB USB,,Minitower,HDD,1,,Integrated,10/100/1000Mbps,Gigabit Ethernet Controller,RJ-45,,,DVDRW,Vertical,,,,1.0,,,,,,,,,,,,,,,,,,,1,,,,Media Reader,,,,,,,,,,,,,,,,,,,,,,,,,"1 x PS/2 Keyboard , 1 x PS/2 Mouse",,,,,,,,,
"Lenovo H530 Desktop PC - Intel Core i3-4150 3.50GHz, 6GB DDR3 Memory, 1TB HDD, DVDRW, Windows 7 Home Premium 64-bit - 57327876 at TigerDirect.com",,,New,,,,,,,DDR3,,,PC,,,,,,High Definition Audio,,1TB,,,16.9 '',Monitor Not Included,,Intel HD Graphics 4400,,1,14.5 '',,,Included,1,,,,,Included,Windows 7 Home Premium 64-Bit,,,Intel,Core i3,i3-4150,3.50GHz,,,"[ 6 ] To provide the most accurate specifications , the specifications listed are based upon information provided by the vendor .",7-in-1,6GB,,,1,6.9 '',,Integrated Audio,,,,Home & Student,,,,"2 - USB 3.0 , 4 - USB 2.0",Yes,Integrated Graphics,,,Black,,,Tower,HDD,1,,Integrated,10/100/1000Mbps,Gigabit Ethernet,RJ-45,,,DVD±RW,Vertical,,FCLGA1150,PC3-12800 1600MHz,,"7,200RPM",,,,,,,,,Wireless LAN 802.11 b/g/n,,,,,,,,,Yes,,,,Media Reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS T100TA-H1-GR Transformer Book Intel Quad Core Atom 2GB Memory 500GB HDD + 32GB SSD 10.1 2-In-1 Touch Notebook Windows 8.1 Microsoft Office - T100TA-H1-GR at TigerDirect.com,,,New,,,,,,,DDR3,,,2-in-One,10.1 '',,,,2.4 lbs,SonicMaster Audio,2-Cell Lithium-Polymer,532GB,Gray,,6.7 '',IPS HD,HDD + SSD,Intel GMA HD,"1x 32GB SSD ( Device ) , 1x 500GB HDD ( Dock )",1 - Micro-HDMI,0.93 '',Yes,802.11b/g/n Wireless Networking,Keyboard Dock,,2GB,1368 x 768,SDXC,,Integrated Touchpad,Windows 8.1,None,,Intel,Atom,Z3740,1.33GHz,Quad-Core,"802.11 b/g/n , Bluetooth","[ 1 ] To provide the most accurate specifications , the specifications listed are based upon the manufacturer 's exact model specification as published on the manufacturer 's website , and the manufacturer 's product documentation .",,2GB,Yes,,,10.4 '',,,,,,Home & Student,,,,"1 - USB 3.0 , Micro-USB Port",1 - Combo Headphone/Microphone Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MicrosoftÂ® Office 2013 Home & Student,,,,,,
Acer Aspire S7-392-74508G25tws - Ultrabook - Core i7 4500U / 1.8 GHz - Windows 8.1 Pro 64-bit - 8 GB RAM - 256 GB SSD - no optical drive - 13.3 touchscreen 1920 x 1080 ( Full HD ) - Intel HD Graphics at TigerDirect.com,,,New,,,,,,,DDR3L SDRAM,,,Ultrabook,13.3 '',,,,2.9lbs,,,256GB,,,8.8 '',Widescreen,SSD,Intel HD Graphics 4400,,,0.5 '',Yes,,,,,1920 x 1080,,,,Windows 8.1 Pro 64-Bit,,,Intel,,,3GHz,Dual-Core,802.11n,,,,,,,12.7 '',,,Bluetooth 4.0,,,,,,,,,Intel HD,,,,,,,,,,,,,,,,,,,,,,,,,,Shared Video Memory ( UMA ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8GB
"Microsoft Surface Pro2 Tablet - 10.6 Screen 1920x1080, Multi-Touch, 128GB, 4GB RAM Memory, USB 3.0, Micro SD card Reader, front and Rear Cameras(Refurbished) - 6FX-00001 at TigerDirect.com",Yes,2 - Front & Rear,Refurbished,NVIDIA Tegra 4 Quad-Core,10.81 '' x 6.77 '' x 0.37 '',,,3.5MP,Yes,RAM,Yes,Windows 8.1,Windows,10.6 '',128GB,Yes,1.0,1.49 lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 : 9,5.0 MP,Web surfing - up to 10 hours,10.1 '' to 11 '',4GB,Yes,Multi-touch,1 Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Aspire V3-772G-7872 Notebook PC - Intel Core i7-4712MQ 2.20GHz, 16GB DDR3 Memory, 1TB HDD, DVDRW, 4GB NVIDIA GeForce GT 750M, Full HD 1920 X 1080 17.3 Display, Windows 8.1 64-bit - NX.M74AA.010 at TigerDirect.com",,,New,,,,,,,DDR3,,,Laptop,17.3 '',,,,7.05 lbs,High Definition Audio,6-Cell Lithium-ion,1TB,Black,"Integrated LAN , Integrated Wireless LAN , Integrated Bluetooth",10.8 '',Active Matrix TFT Color LCD,HDD,NVIDIA GeForce GT 750M,,1,1.22 '' - 1.36 '',Yes,,,1,,1920 x 1080,Secure Digital ( SD ),,Integrated Touchpad,Windows 8.1 64-Bit,DVDRW,,Intel,Core i7,i7-4712MQ,2.20GHz,Quad-Core,,"[ 9 ] To provide the most accurate specifications , the specifications listed are based upon the exact model specification as published by CNET .",,16GB,No,,1,16.3 '',,Integrated Audio,"10/100/1000 Gigabit Ethernet , Wi-Fi IEEE 802.11 a/b/g/n , Bluetooth 4.0 + HS",,,Entertainment,,,,"2 - USB 3.0 , 2 - USB 2.0",1,Dedicated Graphics,Yes,,,,,,,,,,,,,,,,,,,,,,,,Media Reader,4GB,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 2.5 hours,,,,,,,,,,
ASUS Transformer Book Intel Core i3 4020Y 1.5GHz 4GB Memory 64GB SSD 13.3 Touchscreen Full HD 1920 x 1080 2-in-One Notebook Windows 8 64-bit - T300LA-BB31T at TigerDirect.com,,,New,,,,,,,DDR3L,,,2-in-One,13.3 '',,,,4.1 lbs,ASUS SonicMaster,4-Cell Lithium-Polymer,64GB,Silver,"Integrated Wireless LAN , Integrated Bluetooth",8.5 '',Full HD Display,SSD,Intel HD Graphics 4200,1x 64GB,1 - micro,0.9 '',Yes,"802.11n , Bluetooth 4.0",Standard Size,,,1920 x 1080,microSD,,Integrated Touchpad,Windows 8 64-Bit,None,,Intel,Core i3,4020Y,1.5GHz,Dual-Core,"IEEE 802.11n , Bluetooth","[ 1 ] To provide the most accurate specifications , the specifications listed are based upon the manufacturer 's exact model specification as published on the manufacturer 's website , and the manufacturer 's product documentation .",,4GB,Yes,,,13.5 '',,,,,,,,,,1 - USB 3.0,1 - Headphone out/Microphone-in combo jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell XPS 18 Touchscreen Portable All-In-One PC - Core i3 3227U, 1.9 GHz, 4GB DDR3, 500 GB HDD, HD Graphics 4000, Bluetooth 4.0, Windows 8 64-bit, Full HD LED 18.4 1920 x 1080 - XPSO18-2728BLK at TigerDirect.com",,,New,,,,,,,DDR3,,,PC,18.4 '',,,,,,,500GB,,Wireless LAN,0.7 '',LED - IPS Multi-Touch,,Intel HD Graphics 4000,,,11.2 '',,802.11 b/g/n,,,8GB,1920 x 1080,,,,Windows 8 64-Bit,,,Intel,Core i3,3227U,1.90GHz,,,,,4GB,Yes,2x USB 3.0,,18.3 '',Bluetooth 4.0,Integrated Audio,,,,All-In-One,,,,2,,Integrated Graphics,,,,,,All-In-One,HDD,1,SATA,,,,,,,,,65 Watt,,PC3-12800 1600MHz,,"5,400RPM",,,,,,,,,,,,,,,,,,,,,Power Adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo ThinkServer TS140 - Intel Core i3, 4GB Memory, DVD-ROM, No HDD, RAID, 5U - 70A4000HUX at TigerDirect.com",,,New,,,,1,,,DDR3,,,,,,,,,,,,,,17.0 '',,,Intel HD 4400 Graphics,,,14.8 '',,,,1,32GB,,,,,No OS,,,Intel,Core i3,i3-4130,3.40GHz,,,"[ 9 ] To provide the most accurate specifications , the specifications listed are based upon the exact model specification as published by CNET .",,4GB,,,1,6.9 '',1 0 + 1 8 6 - USB 3.0,,,,,,,4.0,,2 - USB 2.0,1,Integrated,,,,,,5U Rackmounted,,,,Integrated,10/100/1000Mbps,Gigabit Ethernet,RJ-45,,,,,280 Watt,FCLGA1150,,,,,,,,,DVD-ROM,1.0,1.0,,,,,,,,,,1,,,,,,,,,1600MHz PC3-12800,1600MHz,,,,,,,0,,1.0,Serial ATA/600,,,,,3MB,Hard Drive Not Included,Tower,,,,Intel,,Single,2.0,1.0,,1.0,
