<page title>,brand name,color,computer memory type,hard drive,hard drive interface,hardware platform,item dimensions l x w x h,item weight,max screen resolution,operating system,processor,processor brand,processor count,ram,screen size,series,wireless type,item model number,power source,audioout ports,batteries,battery type,flash memory size,graphics coprocessor,memory speed,number of usb 30 ports,optical drive type,screen resolution,asin,best sellers rank,customer reviews,date first available,shipping,shipping weight,average battery life in hours,graphics card ram size,hard drive rotational speed,buy used and save,heres how,voltage,card description,chipset brand,number of usb 20 ports,rear webcam resolution,manufacturer part number,product dimensions,size,number of items
"Amazon.com : MSI GT70 2OD-019US 17.3"" i7 4800MQ 3.7GHz NVIDIA GTX 780M 32GB RAM Super RAID v2 384GB SSD + 1TB HDD BDRE Windows 8 : Laptop Computers : Computers & Accessories",MSI,,DDR3 SDRAM,1 TB,,PC,16.85 x 2.17 x 11.34 inches,8.6 pounds,1920 x 1080,Windows 8,Intel Core i7,,,4 GB SO-DIMM DDR3,17.3 inches,GT70 2OD-019US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : ASUS G750JZ-DB73-CA Republic of Gamers (ROG) (17.3-inch, i7-4700HQ, 24GB-DDR3, 256GB SSD+1TB HDD, GTX880M-4G, BD, Windows 8.1, Black) : Computers & Accessories",Asus,,,,,,16.10 x 12.50 x 2 inches,9.9 pounds,,Windows 8,,,,,,G750JZ-DB73-CA,,G750JZ-DB73-CA,,,1 Nonstandard Battery batteries required . ( included ),,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : HP Envy 15t Touch i7-4510U 2 GHz 16GB RAM 1TB HDD nVIDIA GTX 850M 4GB FullHD Windows 8.1 Notebook Computer : Computers & Accessories,HP,,DDR3 SDRAM,1 TB,Serial ATA,PC,14.94 x 9.87 x 1.18 inches,5.6 pounds,,Windows 8,2 GHz Intel Core i7,Intel,4.0,16 GB SO-DIMM DDR3,15.60 inches,Envy - 15t Touch CTO,"Bluetooth , 802.11bgn",Envy,,,,,,4GB NVIDIA GeForce GTX 850M Graphics,,,,1920x1080,,,,,,,,,,,,,,NVIDIA,,,,,,
Amazon.com : Toshiba Satellite C55-A5245 15.6-Inch Laptop (Satin Black in Trax Horizon) : Laptop Computers : Computers & Accessories,Toshiba,Satin Black in Trax Horizon,DDR3 SDRAM,500 GB mechanical_hard_drive,,,9.53 x 14.96 x 1.39 inches,5.4 pounds,1366x768,Windows 7 Home Premium ( 64-bit ),2.3 GHz Core i3-3110M,intel core I3,2.0,4 GB DIMM,15.6 inches,Toshiba Satellite C55-A5245,802.11bgn,PSCF6U-01J018,,1.0,1 Lithium ion batteries required . ( included ),Lithium-Ion ( Li-Ion ),,Mobile Intel HD graphics,1600 MHz,1.0,DVD SuperMulti drive supporting 11 formats,1366 x 768,,,,,,,4 hours,,5400 RPM,,,,,,2.0,,,,,
"Amazon.com : ASUS G750JH-QS71-CB Republic of Gamers (ROG) (17.3-inch, i7-4700HQ, 24GB-DDR3, 256GB SSD+1.5TB HDD, Nvidia GTX 780M-4G, BDRW, Windows 8, Black, Bilingual) : Computers & Accessories",Asus,,,,,,12.52 x 16.14 x 2.28 inches,10.6 pounds,,windows 8,,,,,,G750JH-QS71-CB,,G750JH-QS71-CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Apple MacBook Air MD760LL/B 13.3-Inch Laptop (NEWEST VERSION), Intel Core i5 Processor, 4GB Memory, 128GB Flash Storage, OS X Mavericks : Computers & Accessories",Apple,Aluminium,DDR3 SDRAM,128 GB,,Mac,12.80 x 8.94 x 0.68 inches,2.9 pounds,,other,Intel Core i5,,,4 GB SDRAM DDR3,13.3 inches,MD760LL/B,,MD760LL/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : GT70 Dominator-894 17.3"" Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - Brush Aluminum Black : Computers & Accessories",MSI,,,,,,24 x 4 x 15 inches,14.4 pounds,,Windows 8,,,,,,GT70 Dominator-894,,Dominator-894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : ASUS 17.3-Inch Touchscreen Quad-Core Laptop, 1TB HD & 8GB RAM : Computers & Accessories",Asus,Black,,1000 GB,,,10.70 x 16.30 x 1.40 inches,6.2 pounds,1600*900 pixels,Windows 8.1,1.83 GHz Intel Celeron,,1.0,8 GB DDR3,17.3 inches,X751MA,802.11bgn,X751MA-DH01TQ,,,1 Lithium ion batteries required . ( included ),,,,,1.0,DL DVD±RW/CD-RW,,,,,,,,5 hours,,5400 RPM,,,,,,2.0,,,,,
Amazon.com : MSI GS60 GHOST-013 15.6-Inch Laptop : Computers & Accessories,MSI,Aluminum Black,,0 GB SATA,,PC,21.65 x 12.75 x 2.64 inches,11.2 pounds,1920 x 1080 pixels,Windows 8.1,2.5 GHz Intel Core i7,Intel,1.0,12 GB DDR3L,15.6 inches,G Series,802.11bgn,GS60 GHOST-013 ; 9S7-16H412-013,,2.0,1 Lithium ion batteries required .,,256.0,NVIDIA Geforce GTX850M,,3.0,,,B00LJEJZ84,"# 15,092 in Computers & Accessories ( See top 100 )",5.0 out of 5 stars See all reviews 1 review 5.0 out of 5 stars,"July 4 , 2014",This item is also available for shipping to select countries outside the U.S .,11.2 pounds ( View shipping rates and policies ),,,,,,,,,,,,,,
"Amazon.com : Toshiba Satellite L75-B7270 17.3"" Laptop (4GB RAM, 500GB Hard Drive, Intel Pentium 3558U, Windows 8.1) : Computers & Accessories",Toshiba,Black,DDR3 SDRAM,500 GB,,PC,16.30 x 1.30 x 10.60 inches,5.9 pounds,1600 x 900,Windows 8,Pentium,,,4 GB SDRAM DDR3,17.3 inches,Satellite,802.11bgn,L75-B7270,,,,,,,,,,,,,,,,,3.8 hours,,,,,,,,,1 MP,,,,
"Amazon.com : HP Pavilion 17-e117dx 17.3-Inch Notebook (2.6 GHz Intel Core i3-3130M Processor, 4GB DDR3L, 750GB HDD, Windows 8) : Computers & Accessories",HP,,DDR3 SDRAM,750 GB,,,10.50 x 16.50 x 1.30 inches,6.4 pounds,,Windows 8,,,,4 GB SDRAM DDR3,17.3 inches,17-e117dx,802.11bgn,17-e117dx,,,,,,,,,,1600 x 900,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware 14 14-Inch Gaming Laptop, Intel Core I7-4700MQ Haswell 2.4GHz, 16GB Memory, 1TB SATA III SSD, 1GB nVidia GeForce GT 750M, Killer NIC, WiFi, Windows 7 Home Premium : Computers & Accessories",Alienware,Grey,DDR3 SDRAM,1000 GB,Solid State,PC,,,,Windows 7 Home Premium,Intel Core i7,,,SDRAM DDR3,14 inches,Alienware 14,"802.11n , Bluetooth",m14x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : 17.3"" i5 4200M 500GB 8GB Win7 : Computers & Accessories",,,,500 GB,,,,,,,Intel Core i5,,,8 GB,17.3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware 18 18.4-Inch Gaming Laptop, 4th Gen 2.5 GHz Intel Core i7-4710MQ Processor, 32GB DDR3, 512GB SSD RAID 0, Blu-ray Burner, Dual AMD Radeon R9 M290X, Windows 8.1 Pro : Computers & Accessories",Alienware,,DDR3 SDRAM,,,PC,24.65 x 5.35 x 16.79 inches,16 pounds,,Windows 8 Pro,,,,,,Alienware 18,,ALW18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : HP Envy 17-j100 Leap Motion i7-4702MQ 16GB 2TB 750M 4GB Gaming Laptop : Leapmotion : Computers & Accessories,HP,,DDR3 SDRAM,2000 GB,Serial ATA-300,PC,16.38 x 10.80 x 1.21 inches,6.1 pounds,,Windows 8,2.20 GHz Intel Core i7,Intel,4.0,16 GB,17.30 inches,Envy,802.11bgn,Envy 17,,,,,,NVIDIA Geforce GT 750M,,,DVD+RW,1920x1080,,,,,,,,,,,,,,,,,,,,
Amazon.com : HP ENVY 15t i7-4710HQ Quad Core Notebook Laptop PC : Laptop Computers : Computers & Accessories,HP,,DDR3 SDRAM,1000 GB,Serial ATA,PC,9.87 x 1.18 x 14.94 inches,5.6 pounds,1366x768,Windows 8,2.50 GHz Core i7-4700MQ,Intel,4.0,8 GB SDRAM DDR3,15.60 inches,Envy 15t,802.11bgn,J2R72AV,DC,1.0,,,,Intel HD Graphics 4600,,4.0,DVD-RW,1366x768,,,,,,,,1.70 GB,5400.00,,,,Intel HD Graphics 4600,Intel,,,,,,
"Amazon.com : Alienware 18 18.4-Inch Gaming Laptop, 4th Gen 2.5 GHz Intel Core i7-4710MQ Processor, 16GB DDR3, 1TB SSD RAID 0, Blu-ray Burner, Dual AMD Radeon R9 M290X, Windows 8.1 Pro : Computers & Accessories",Alienware,,DDR3 SDRAM,,,PC,24.65 x 5.35 x 16.79 inches,16 pounds,,Windows 8 Pro,,,,,,Alienware 18,,ALW18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP ENVY 17t-j100 TouchSmart Quad Core Premium Edition Mobile Workstation PC [The World's FIRST 7TB Notebook!] (Intel Core i7-4700MQ, 17.3"" 1920 x 1080p, 1TB Samsung mSata SSD, Three 2TB Storage Hard Drives, 2GB NVIDIA Gaming, 16GB RAM) : Computers & Accessories",Eluktronics Inc .,Glass fiber with silky soft-touch brushed aluminum,DDR3 SDRAM,,Solid State,PC,,7 pounds,,Windows 8,,,,,,HP ENVY 17t-j100 Quad Edition,,17t-j100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP EliteBook 8770w C6Y84UT 17-Inch Notebook (2.4 GHz Intel Core i7-3630QM Processor, 3GB DDR3, 320GB HDD, Windows 7 Professional) Gunmetal : Laptop Computers : Computers & Accessories",HP,,SODIMM,320 GB,Serial ATA,PC,23.60 x 3.30 x 13.50 inches,12 pounds,,Windows 7 Professional,1.30 GHz Intel Core i7,Intel,4.0,3 MB DDR3 SDRAM,17.3 inches,,,C6Y84UT # ABA,,,,,,quadro,,,Brand New with Manufacturer Warranty,1920_x_1080,,,,,,,,,,,,,,,,,,,,
Amazon.com : GEN4 HIGH SPEED GAMING SYSTEM INtel i7 4820k 3.7Ghz LIQUID COOLING 32Gb DDR3 4TB SSD 500Gb X-FI SOUND WIN8.1 PRO 1000W PSU NVIDIA GTX TITAN BLACK 6Gb : Computers & Accessories,Adamant Computers,,DDR3 SDRAM,4 TB,Serial ATA-600,PC,,,,Windows 8 Pro,Intel Core i7,Intel,,SDRAM DDR3,,B00LAFTRNA,802.11bgn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : MSI GT60 2OD-026US 15.6"" i7 4800MQ 3.7GHz NVIDIA GTX 780M 32GB RAM Super RAID v2 768GB SSD + 1TB HDD BDROM Windows 8 : Laptop Computers : Computers & Accessories",MSI,,DDR3 SDRAM,1 TB,,PC,14.97 x 10.24 x 1.77 inches,7.7 pounds,1920 x 1080,Windows 8,Intel Core i7,,,4 GB SO-DIMM DDR3,15.6 inches,GT60 2OD-026US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware 18 18.4-Inch Gaming Laptop, 4th Gen Intel Core i7-4700MQ UP to 3.4GHz, 32GB Memory, 256GB SSD + 750GB HDD, 2GB NVIDIA GTX 765 Graphics, Windows 8 : Computers & Accessories",Alienware,,DDR3 SDRAM,1006 GB,,PC,23.03 x 16.22 x 4.76 inches,16 pounds,1920 x 1080 pixels,Windows 8,Intel Core i7,,,6 GB,18.4 inches,Alienware 18,,ALW18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron i5748-8571sLV 17.3-Inch Touchscreen Laptop : Computers & Accessories,Dell,,,1024 GB,,,20.50 x 13.88 x 3.31 inches,8 pounds,1920 x 1080 pixels,Windows 8.1,2 GHz Intel Core i7,Intel,1.0,8 GB DDR3,17.3 inches,Inspiron,802.11bgn,i5748-8571sLV,,,1 Lithium ion batteries required . ( included ),,,Integrated Graphics,,1.0,,,,,,,,,5.25 hours,,5400 RPM,,,,,,2.0,,,,,
"Amazon.com : ZBook F2Q82UT 17.3"" LED Notebook Intel Core i7-4800MQ 2.70GHz - Graphite : Laptop Computers : Computers & Accessories",HP,,,,,,23.50 x 3.40 x 13.60 inches,12.2 pounds,,,,,1.0,,,HP ZBook 17 Mobile Workstation,,F2Q82UT # ABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware 17 17-Inch Gaming Laptop, 4th Gen Intel Core i7-4700MQ UP to 3.4GHz, 32GB Memory, 1TB HDD, 2GB NVIDIA GTX 765 Graphics, Windows 8 : Computers & Accessories",Alienware,Silver-Anodized Aluminum,DDR3 SDRAM,,,PC,23.03 x 16.22 x 4.76 inches,16 pounds,,Windows 8,,,,,,Alienware 17,,ALW17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com: 90 WHr 9-Cell Lithium-Ion Battery for Dell XPS 14 (L401X)/ 15 (L501X)/ 15 (L502x)/ 17 (L701X)/ L702X Laptops; Part Numbers: WHXY3, R795X, 312-1127: Computers & Accessories",Dell,,,,,,,,,Windows 8,,Intel Core I7,,,,xps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Toshiba KIRAbook 13i5s 13.3-Inch Touchscreen Ultrabook (1.6 GHz Intel Core i5-4200U Processor, 8GB DIMM, 256GB SSD, Windows 8.1) Silver : Computers & Accessories",Toshiba,silver,,256 GB flash_memory_solid_state,,,8.15 x 12.44 x 0.70 inches,3 pounds,2560x1440 pixels,Windows 8.1,1.6 GHz Intel Core i5-4200U,Intel Core I5,,8 GB DIMM,13.3 inches,Toshiba KIRAbook 13 i5s Touch,802.11bgn,PSU8SU-00H009,,,1 Lithium ion batteries required . ( included ),,256,Mobile Intel HD graphics,,3.0,,,B00HXE4H1E,"# 2,946 in Computers & Accessories ( See top 100 )",4.0 out of 5 stars See all reviews 20 reviews 4.0 out of 5 stars,"January 29 , 2014",This item is also available for shipping to select countries outside the U.S .,5.8 pounds ( View shipping rates and policies ),8.9 hours,,,,,,,,,,,,,
"Amazon.com : 18.4"" Alienware Intel Core i7 32GB DDR3 SDRAM 1TB HDD : Computers & Accessories",Dell,,,,,,25 x 17 x 6 inches,20.9 pounds,,,,,1.0,,,,,ALW18-34490sLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : HP Pavilion x360 13-a010nr 13.3-Inch 2 in 1 Convertible Touchscreen Laptop : Computers & Accessories,HP,Silver,DDR3 SDRAM,500 GB,,PC,0.31 x 13.12 x 0.88 inches,4 pounds,1366x768 pixels,Windows 8.1,2.4 GHz A-Series Quad-Core A8,AMD,1.0,4 GB DDR3L SDRAM,13.3 inches,Pavilion,802.11bgn,G6S88UA # ABA,,1.0,1 Nonstandard Battery batteries required . ( included ),,,AMD Radeon R5 graphics,,2.0,No,1366 x 768,,,,,,,,,5400 RPM,,,,,,1.0,,,,,
"Amazon.com : MSI, GT60 2PC(Dominator 3K IPS)-853UK, Sharkbay i7-4810MQ, DDR III 8GB*2 RAM, 128GB SSD (mSATA3) +1TB (SATA) 7200rpm, Wi : Computers & Accessories",MSI,,DDR3 SDRAM,,,,,7.7 pounds,,,,,4.0,,,,,9S7-16F442-853,,,1 Lithium ion batteries required . ( included ),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware 18 18.4-Inch Gaming Laptop, 4th Gen 2.5 GHz Intel Core i7-4710MQ Processor, 32GB DDR3L, 256GB SSD + 1TB HDD, Blu-ray Burner, Dual AMD Radeon R9 M290X, Windows 8.1 Pro : Computers & Accessories",Alienware,,DDR3 SDRAM,,,PC,24.65 x 5.35 x 16.79 inches,16 pounds,,Windows 8 Pro,,,,,,Alienware 18,,ALW18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Brand New Lenovo T440p I7 8Gb 240Gb : Computers & Accessories,,,,240 GB,,,,,,,Intel Core i7,,,8 GB,14 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Ts X1 Carbon 14"" I5 4gb 256gb : Computers & Accessories",,,,256 GB,,,,,,,Intel Core i5,,,4 GB,14 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP ENVY - 15t Touch (4th Gen Intel i7-4510U, 4GB NVIDIA GeForce GTX 850M, Full HD 1080p, 16GB RAM, Backlit keyboard, 48WHr Battery, AC WLAN Bluetooth) : Computers & Accessories",HP,,DDR3 SDRAM,1 TB,Serial ATA,PC,15.14 x 10.24 x 1.05 inches,5.2 pounds,,Windows 8,2 GHz Intel Core i7,Intel,4.0,16 GB SO-DIMM DDR3,15.60 inches,Envy - 15t Touch CTO,"Bluetooth , 802.11bgn",Envy - 15t Touch CTO 1080 16G 4G,,,,,,4GB NVIDIA GeForce GTX 850M Graphics,,,,1920x1080,,,,,,,,,,,,,,NVIDIA,,,,,,
Amazon.com : MSI G Series GE40 2OC-009US 14-Inch Laptop (Black/Red) : Laptop Computers : Computers & Accessories,MSI,Black,DDR3 SDRAM,750 GB,"Solid State , Serial ATA-300",PC,13.35 x 9.42 x 0.87 inches,4.4 pounds,1600 x 900 pixels,Windows 8,2.2 GHz Intel Core i7,Intel,4.0,8 GB DDR3,14 inches,G Series,802.11bgn,GE40 2OC-009US,,1.0,,Lithium-Ion ( Li-Ion ),128,NVIDIA GeForce GTX760M,1600 MHz,2.0,No,1600 x 900,,,,,,,,2048 MB,7200 RPM,,,,,,1.0,,,,,
"Amazon.com : EliteBook 850 G1 15.6"" LED Notebook Intel Core i7-4600U 2.10GHz : Computers & Accessories",HP,,,,,,21.90 x 3.20 x 13.50 inches,7.4 pounds,,,,,1.0,,,HP EliteBook 850 G1,,J2L67UT # ABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : ASUS 15.6"" Notebook 2.16 GHz Intel Celeron Processor, 4GB RAM and 500GB (OLD VERSION) : Computers & Accessories",Asus,Black,DDR3 SDRAM,500 GB,IEEE_1284,PC,9.88 x 14.96 x 1.22 inches,4.7 pounds,1366 x 768,Windows 8,2.16 GHz Celeron N2830,Intel Celeron,,4 GB SDRAM,15.6 inches,X551MAV-RCLN06,802.11n,X551MAV-RCLN06,AC,,1 Lithium ion batteries required . ( included ),,,,,1.0,,1366x 768,B00LNG8UPC,# 309 in Computers & Accessories ( See top 100 ) # 54 in Computers & Accessories > Notebooks,4.0 out of 5 stars See all reviews 100 reviews 4.0 out of 5 stars,"July 1 , 2014",This item is also available for shipping to select countries outside the U.S .,6.3 pounds ( View shipping rates and policies ),3.25 hours,,5400 RPM,,,,,,1.0,,,,,
Amazon.com : Dell Inspiron i5447-6250sLV 14-Inch Touchscreen Laptop : Computers & Accessories,Dell,Silver,DDR3 SDRAM,1024 GB mechanical_hard_drive,,,18.39 x 13 x 3.37 inches,5 pounds,1366x768,Windows 8.1,1.7 GHz Intel Core i5,Intel Core I5,1.0,8 GB DDR3L SDRAM,14 inches,Inspiron,802.11bgn,i5447-6250sLV,,,1 Lithium ion batteries required . ( included ),Lithium-Ion ( Li-Ion ),,Integrated Graphics,1600 MHz,2.0,No,1366 x 768,,,,,,,6.5 hours,,5400 RPM,,,,,,1.0,,,,,
"Amazon.com : ASUS UX31A-XB52 13.3-Inch Ultrabook (1.7 GHz Intel Core i5-3317U Processor, 4GB DDR3, 256GB SSD, Windows 7 Professional) Silver Aluminum : Laptop Computers : Computers & Accessories",Asus,,DDR3 SDRAM,256 MB,Solid State,PC,8.80 x 0.70 x 12.80 inches,2.9 pounds,1920 x 1080 pixels,Windows 7 Professional,1.7 GHz Core i5-3317U,Intel,1.0,4 GB DDR3,13.3 inches,UX31A,802.11bgn,UX31A-XB52,,,1 Lithium ion batteries required . ( included ),,256,,,,Brand New with Manufacturer Warranty,1920_x_1080,,,,,,,,,,,,,,,2.0,,,,,
Amazon.com : Acer Aspire AZC-606-UR24 19.5-Inch All-in-One Desktop : Computers & Accessories,Acer,White,DDR3 SDRAM,500 GB SATA,Serial ATA,PC,18.90 x 2.13 x 12.32 inches,10.9 pounds,1600 x 900 pixels,Windows 8.1,2 GHz Intel Celeron,Intel,4.0,4 GB DDR3,19.5 inches,AZC-606,802.11bgn,AZC-606-UR24,,,,,,Intel HD Graphics,,1.0,8X DVD,,B00KCT3K3I,# 352 in Computers & Accessories ( See top 100 ) # 11 in Computers & Accessories > Desktops,4.3 out of 5 stars See all reviews 18 reviews 4.3 out of 5 stars,"June 15 , 2014",This item is also available for shipping to select countries outside the U.S .,13.8 pounds ( View shipping rates and policies ),,,5400 RPM,,,,,,3.0,,,,,
Amazon.com : MSI G Series GS70 STEALTH-037 17.3-Inch Laptop : Computers & Accessories,MSI,Aluminum Gray,,750 GB flash_memory_solid_state,,PC,11.29 x 0.85 x 16.47 inches,5.7 pounds,1920x1080,Windows 8.1,2.4 GHz Core i7-4700HQ,Intel,1.0,12 GB DDR3L,17.3 inches,Notebook,802.11bgn,GS70 STEALTH-037 ; 9S7-177214-037,,2.0,1 Lithium ion batteries required .,,128,NVIDIA GeForce GTX860M,,4.0,,,B00JKCHRXC,"# 2,428 in Computers & Accessories ( See top 100 )",4.3 out of 5 stars See all reviews 17 reviews 4.3 out of 5 stars,"April 2 , 2014",This item is also available for shipping to select countries outside the U.S .,13.6 pounds ( View shipping rates and policies ),,2000 MB,5400 RPM,See all Used offers .,( restrictions apply ),,,,,,,,,
Amazon.com : Acer Aspire E3-111-C5GL 11.6-Inch Laptop (Cool Silver) : Computers & Accessories,Acer,Cool Silver,DDR3 SDRAM,320 GB SATA,Serial ATA,PC,11.46 x 8.31 x 0.83 inches,2.8 pounds,1366x768,Windows 8.1,2.16 GHz Intel Celeron,Intel Celeron,2.0,2 GB DDR3L SDRAM,11.6 inches,E3-111,802.11bgn,E3-111-C5GL,,,1 Lithium ion batteries required . ( included ),,,Intel HD Graphics,,1.0,,,,,,,,,5 hours,64 MB,5400 RPM,,,,,,2.0,,,,,
Amazon.com : Gigabyte P27K-CF2 17.3-Inch Laptop : Laptop Computers : Computers & Accessories,Gigabyte,,,1024 GB flash_memory_solid_state,,,10.93 x 16.26 x 1.92 inches,7 pounds,1920x1080,Windows 8,2.4 GHz Core i7-4700MQ,Intel Core I7,,16 GB DDR3,17.3 inches,P27K,802.11bgn,P27K-CF2,,,,,128,,,3.0,,,,,,,,,,,5400 RPM,,,,,,1.0,,,,,
"Amazon.com : CTO - HP EliteBook Folio 9470m, i7-3667U, 8GB DDR3, 256GB SSD : Laptop Computers : Computers & Accessories",HP,Silver,DDR3 SDRAM,256 GB,,PC,13.90 x 9.10 x 0.80 inches,3.6 pounds,1366 x 768,"Windows 7 Professional , Windows 8 Pro",0 MHz 8032,,2.0,8192 MB SO-DIMM DDR3,14 inches,Elitebook Folio,"802.11 A/B , 802.11bgn , Bluetooth",B7S88AV,,1.0,1 Lithium ion batteries required . ( included ),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Panasonic Toughbook CF-53AAGZX1M 14"" LED Notebook - Core i5i5-2520M 2.50 GHz - Magnesium Alloy Toughbook CF-53AAGZX1M 14"" LED Notebook - Core i5 i5-2520M 2.50GHz - Magnesium Alloy : Laptop Computers : Computers & Accessories",Panasonic,,,,,,15.80 x 5 x 14.60 inches,8.2 pounds,,N/A,,,1.0,,,,,CF-53AAGZX1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Asus Q501LA-BSI5T19 - 15.6"" Touchscreen Notebook PC - 8GB DDR3 / 750GB HDD / Intel Core i5-4200U Haswell / Windows 8.1 / Intel HD Graphics 4400 / WiFi / Webcam / HDMI - Black (Certified Refurbished) : Computers & Accessories",Asus,Black,DDR3 SDRAM,750 GB,,PC,10 x 0.90 x 15.10 inches,5.1 pounds,,other,,,,8 GB SDRAM DDR3,15.6 inches,Asus,802.11bgn,Q501LA-BSI5T19,,,,,,,,,,,,,,,,,4.5 hours,,,,,,,,,1 MP,,,,
"Amazon.com : Apple MacBook Pro 15.4-Inch Laptop Intel Quad-Core i7 2.3GHz, 750 GB Hard Drive, 8GB DDR3 Memory, DVD Burner (NEWEST VERSION) : Laptop Computers : Computers & Accessories",Apple,,DDR3 SDRAM,750 GB,,Mac,9.82 x 14.35 x 0.95 inches,4.5 pounds,1440x900,apple mac os x v10.8 mountain lion,Intel Core i7,,,8 GB ddr3,15.4 inches,MacBook Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP Pavilion 15z Windows 7 PRO Notebook PC (AMD A8-6410 Quad Core Processor, 15.6"" 1920 x 1080p, 250GB Pro Performance SSD Hard Drive, AMD Radeon R5 Graphics, Beats Audio, 16GB RAM, Windows 7 Professional Laptop in Natural Silver) : Computers & Accessories",Eluktronics Inc .,Natural Silver,DDR3 SDRAM,250 GB SSD,Solid State,PC,,,1920 x 1080,Windows 7 Professional,2 GHz AMD A Series,AMD,4.0,16 GB SO-DIMM DDR3,15.60 inches,Pavilion 15z-p000,,15z-p000,,,,,,,,,DVD+RW,1920x1080,,,,,,,,,,,,,,,,,,,,
Amazon.com : MSI Computer Corp. Destroyer GX60 DESTROYER-280;9S7-16FK12-280 15.6-Inch Laptop : Computers & Accessories,MSI,Alumium Black,,1024 GB SATA,Serial ATA-600,PC,14.97 x 10.24 x 1.77 inches,7.7 pounds,1920x1080,Windows 8.1,2.5 GHz AMD Richland A10-5750M,AMD,1.0,8 GB DDR3,15.6 inches,Destroyer,802.11bgn,GX60 DESTROYER -280 ; 9S7-16FK12-280,,2.0,1 Lithium ion batteries required .,,,AMD Radeon R9 M290X,,3.0,DVD SuperMulti,,B00I6ILGHE,"# 12,331 in Computers & Accessories ( See top 100 )",3.4 out of 5 stars See all reviews 5 reviews 3.4 out of 5 stars,"January 30 , 2014",This item is also available for shipping to select countries outside the U.S .,13.4 pounds ( View shipping rates and policies ),,2000 MB,7200 RPM,See all Used offers .,( restrictions apply ),,,,1.0,,,,,
"Amazon.com : MSI GS70 Stealth Pro 212 17.3"" FHD 3TB SSD + 1TB HDD i7 4710MQ 3.5GHz 6GB GTX 870M 16GB RAM Windows 8.1 : Computers & Accessories",MSI,,DDR3 SDRAM,3 TB,"Solid State , Serial ATA-600",PC,16.47 x 11.29 x 0.85 inches,5.7 pounds,1920 x 1080,Windows 8,Intel Core i7,,,SO-DIMM DDR3,17.3 inches,GS70 Stealth Pro,802.11bgn,,,,1 Lithium ion batteries required .,,,,,,,1920x1080,,,,,,,,,,,,,,,,,,,,
Amazon.com : ASUS K200MA-DS01T-BL 11.6-Inch HD Touchscreen Laptop (OLD VERSION) : Computers & Accessories,Asus,Blue,DDR3 SDRAM,500 GB,,,11.90 x 7.90 x 1.20 inches,3 pounds,1366*768 pixels,Windows 8.1,1.86 GHz Intel Celeron,Intel,1.0,4 GB DDR3,11.6 inches,Notebook,802.11bgn,90NB04U7-M02840,,,1 Lithium ion batteries required . ( included ),,,,1333 MHz,1.0,No,1366 x 768,,,,,,,5 hours,,5400 RPM,,,,,,2.0,,,,,
"Amazon.com : Lenovo Y50 Laptop Computer - 59421855 - Black - 4th Generation Intel Core i7-4710HQ / 16GB RAM / 15.6"" FHD 1920x1080 Display / NVidia GeForce 860M 4GB / 1TB HDD + 8GB SSD / Dual Band Wireless AC / Windows 8.1 : Computers & Accessories",Lenovo,Black,DDR3 SDRAM,1 TB,Serial ATA,PC,,5.3 pounds,1920 x 1080,Windows 8,2.50 GHz,,,16 GB SDRAM DDR3,15.6 inches,Y50,,59421855,,,,,,,,,,1920x1080,,,,,,,,,,,,,,,,,,,,
