<page title>,battery,dimensions wxhxd,keyboard,operating system,pointing device,weight,ac adapter,brand,cpu speed,cpu type,dimensions,gpuvpu,graphics card,hard disk,hdmi,lan,memory,memory size,model,resolution,screen,screen size,series,ssd,tech description,usb,video memory,webcam,wlan,aspect ratio,audio,backlight,bluetooth,cache,display,finish,flash media slot,hard drive,native resolution,network,optical drive,ports,power requirements,processor,size,type,wifi,64bit processing,backlight technology,battery chemistry,battery energy,battery information,bluetooth standard,builtin devices,chipset manufacturer,communication,direct media interface,display graphics,display screen type,displayport,duallayer media supported,ethernet technology,graphics,graphics controller manufacturer,graphics controller model,graphics memory accessibility,graphics memory technology,hard drive interface,hard drive rpm,headphonemicrophone combo port,hyperthreading,input devices,interfacesports,maximum battery run time,maximum memory,maximum turbo speed,memory card reader,memory standard,memory technology,modem,network communication,network rj45,number of total memory slots,number of usb 30 ports,operating system architecture,optical drive type,optical media supported,pointing device type,processor chipset,processor core,processor model,processor speed,processor type,screen mode,screen resolution,software,speakers,storage,touchpad features,vga,vpro technology,wireless lan manufacturer,wireless lan model,wireless lan standard,audio line out,battery capacity,certifications standards,color,depth,hard drive capacity,hdcp supported,height,height front,height rear,maximum power supply wattage,memory card supported,microphone,number of cells,number of usb 20 ports,processor manufacturer,product family,product line,product model,product name,product series,product type,standard memory,width,wireless lan,part,graphic type,hdd,hdd interface,lcd features,memory speed,number of cores,wide screen support,ethernet,navigation,chipset model,manufacturer,manufacturer part number,multitouch screen,storage size,touchscreen,weight approximate,max memory supported,display type,video port,finger print reader,solid state drive capacity,solid state drive interface,total number of usb ports,brightness,security,color gamut,expansion slots,mobile broadband,viewing angle,docking connector,speaker,battery type,green compliance certificateauthority,green compliant,audio ports,battery life,cpu support,construction,expansion slot type,mini displayport,security features,display screen technology,audio line in,external resolution,gps,nfc,supported resolutions,system bus,brand name,usb ports,keyboard backlight,keyboard localization,software included,communications,general,inputoutput connectors,performance,hdd rpm,wwan supported,backlit keyboard,hhd,tv card,touchpad,upc code
"Best Asus G750JS-DS71 ROG-i7-4700MQ-16GB RAM-1TB+256GB-Win 8.1-17.3""Notebook-Black | TopEndElectronics UK",8-Cell Lithium-Ion Providing up to 3.5 Hours per Charge ( 88Wh ),16.1 x 2.0 x 12.5 '' / 40.9 x 5.1 x 31.8 cm,Type : Standard Notebook Keyboard Features : Backlight,Windows 8.1 ( 64-bit ),TouchPad,9.9 lb / 4.49 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best HP ProBook 455 G2 A6-7050B-2.20GHz-4GB-500GB HDD-Win 7 Pro-15.6""LED Notebook-Black | TopEndElectronics UK",,,,,,,,,,,,,,,,,Standard Memory 4 GB Memory Technology DDR3 SDRAM Memory Standard DDR3-1600/PC3-12800 Number of Total Memory Slots 2 Memory Card Reader Yes Memory Card Supported Secure Digital ( SD ) Card Secure Digital High Capacity ( SDHC ) Secure Digital Extended Capacity ( SDXC ),,,,,,,,Processor & Chipset : Chipset Manufacturer AMD Chipset Model A76M,,,,,0.672916667,,,Yes,,,,,,,,,,,,,,,,LED,Lithium Ion ( Li-Ion ),44 Wh,Number of Cells 4-cell Battery Chemistry Lithium Ion ( Li-Ion ) Battery Energy 44 Wh,Bluetooth 4.0,Microphone Yes,,Wireless LAN Yes Wireless LAN Manufacturer Realtek Wireless LAN Standard IEEE 802.11b/g/n Ethernet Technology Gigabit Ethernet Bluetooth Yes Bluetooth Standard Bluetooth 4.0 Built-in Devices : Microphone Yes Speakers Yes Interfaces/Ports : HDMI Yes Total Number of USB Ports 4 Number of USB 2.0 Ports 2 Number of USB 3.0 Ports 2 VGA Yes Network ( RJ-45 ) Yes Headphone/Microphone Combo Port Yes,,Screen Size 15.6 '',Active Matrix TFT Color LCD,,Yes,Gigabit Ethernet,Screen Size 15.6 '' Display Screen Type Active Matrix TFT Color LCD Aspect Ratio 0.672916667 Screen Mode HD Screen Resolution 1366 x 768 Backlight Technology LED Graphics Controller Manufacturer AMD Graphics Controller Model Radeon R4 Graphics Memory Technology DDR3 SDRAM Graphics Memory Accessibility Shared Network &,AMD,Radeon R4,Shared,DDR3 SDRAM,Serial ATA,5400.0,Yes,,Keyboard Yes Pointing Device Type TouchPad TouchPad Features Multi-touch Gesture,HDMI Yes,,,,Yes,DDR3-1600/PC3-12800,DDR3 SDRAM,,Wireless LAN Yes,Yes,2.0,2.0,64-bit,DVD-Writer,DVD-RAM/±R/±RW,TouchPad,Chipset Manufacturer AMD,,,,,HD,1366 x 768,Operating System Windows 7 Professional 64-bit Operating System Architecture 64-bit,Yes,Hard Drive Capacity 500 GB Hard Drive Interface Serial ATA Hard Drive RPM 5400 Optical Drive Type DVD-Writer Optical Media Supported DVD-RAM/±R/±RW Dual-Layer Media Supported Yes Display &,Multi-touch Gesture,Yes,,Realtek,,IEEE 802.11b/g/n,,,,,,,,,,,,Secure Digital ( SD ) Card,,,2.0,,,,,,,,,,,,,,,,,,,,,A76M,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best HP EliteBook 840 G1-i5-4300U-4GB-180GB SSD-Win 7-14"" LED Notebook | TopEndElectronics UK",3-cell lithium ion,,Spill-resistant keyboard with drain,Windows 7 Professional 64-bit,,,,HP,4300U ( 1.90GHz ),Intel Core i5 Intel Core i5-4300U 1.9GHz,13.34 '' W x 9.33 '' D x 0.83 '' H,Intel HD Graphics 4400,Intel HD Graphics 4400,180GB SSD,,,4GB,4GB DDR3,,1366 x 768,14 '',14 '',EliteBook,180GB,"Model Brand HP Series EliteBook General CPU Type Intel Core i5-4300U 1.9GHz Screen 14 '' Memory Size 4GB DDR3 Hard Disk 180GB SSD Graphics Card Intel HD Graphics 4400 Video Memory Shared memory Dimensions 13.34 '' W x 9.33 '' D x 0.83 '' H CPU CPU Type Intel Core i5 CPU Speed 4300U ( 1.90GHz ) Display Screen Size 14 '' Resolution 1366 x 768 Operating Systems Operating System Windows 7 Professional 64-bit Graphics GPU/VPU Intel HD Graphics 4400 Video Memory Shared system memory Graphic Type Integrated Card Hard Drive SSD 180GB Communications WLAN 802.11b/g/n Wireless LAN Bluetooth Yes Memory Memory 4GB Memory Speed DDR3 1600 Input Device Touchpad Touchpad with on/off button , two-way scroll , gestures , two pick buttons ; Pointstick with two additional pointstick buttons Keyboard Spill-resistant keyboard with drain Ports USB 3 USB 3.0 1 USB 3.0 charging Video Port 1 x VGA , 1 x DisplayPort Docking Connector 1 Supplemental Drive Webcam 720p HD webcam Power Battery 3-cell lithium ion",3 USB 3.0 1 USB 3.0 charging,Shared system memory Shared memory,720p HD webcam,802.11b/g/n Wireless LAN,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrated Card,,,,DDR3 1600,,,,,,,,,,,,,,"1 x VGA , 1 x DisplayPort",,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Touchpad with on/off button , two-way scroll , gestures , two pick buttons ; Pointstick with two additional pointstick buttons",
"Best Lenovo ThinkPad T440s 20AQ004GUS-i5-4300U 1.9GHz-4GB-256GB SSD-Win 8-14""LED Ultrabook-Graphite Black | TopEndElectronics UK",3-Cell Built-In Lithium-Ion ( 23Wh ) 3-Cell External Lithium-Ion Providing up to 8.6 Hours per Charge ( 23Wh ),13.3 x 0.9 x 9.1 '' / 33.8 x 2.3 x 23.1 cm,Type : Standard Notebook Keyboard Features : Backlight,Windows 8 Pro ( 64-bit ),TouchPad & TrackPoint with Multi-Touch Control,4.0 lb / 1.81 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best Lenovo ThinkPad S1 Yoga-Core i5 4300U-4GB-180GB SSD-Win8-12.5"" Convertible Multi-Touch Display Ultrabook-Black  | TopEndElectronics UK",8-Cell Built-In Lithium-Polymer Providing up to 7 Hours per Charge ( 47Wh ),12.4 x 8.7 x 0.8 '' / 31.5 x 22.1 x 2.0 cm,Keys : 83,Windows 8.1 Pro ( 64-bit ),"TouchPad & TrackPoint with Double-Tap , Multi-Touch Control , Tap",3.6 lb / 1.63 kg,,,,,,,Type : Integrated,,,,OnboardType : PC3-12800 1600MHz DDR3L SDRAM,,,,,,,,Performance Processor 1.9GHz Intel Core i5 4300U Cache L3 : 3MB System Bus 1600MHz Memory OnboardType : PC3-12800 1600MHz DDR3L SDRAM Installed : 4GB Graphics Card,,,Yes,,16 : 09,1x Dual Array Microphones,LED,Bluetooth 4.0,L3 : 3MB,1x Mini-HDMI,Antiglare,1x SD,Installed : 180GB SSD,1920 x 1080,,,2x USB 3.0 ( A ),"AC : 110-240 V AC , 50/60Hz",1.9GHz Intel Core i5 4300U,12.5 '',"Full-Size Features : LED Backlight Pointing Device TouchPad & TrackPoint with Double-Tap , Multi-Touch Control , Tap Battery 8-Cell Built-In Lithium-Polymer Providing up to 7 Hours per Charge ( 47Wh ) Power Requirements AC : 110-240 V AC , 50/60Hz Dimensions ( WxHxD ) 12.4 x 8.7 x 0.8 '' / 31.5 x 22.1 x 2.0 cm Weight 3.6 lb / 1.63 kg",802.11a/b/g/n/ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400cd/m2,"HDD User Password Protection , Power-On Password , Accepts 3rd Party Security Lock Devices",,,,,,,,,,,,,,,,,,,Up to 1920 x 1200,,,,1600MHz,,,,,,,,,,,,,,,,
"Best Lenovo B50-i5-4210U-6GB RAM-500GB HDD-Win 7-15.6"" LED Notebook-Black  | TopEndElectronics UK","4-cell , 2200mAh Li-Cylinder battery",,,Windows 7 Home Premium 64-Bit,,,,Lenovo,4210U 1.7 GHz,Intel Core i5,,Intel HD Graphics 4400,,,1 x HDMI,,6GB,,,,,15.6 '',B50,,"Model Brand Lenovo Series B50 CPU CPU Type Intel Core i5 CPU Speed 4210U 1.7 GHz Display Screen Size 15.6 '' Operating Systems Operating System Windows 7 Home Premium 64-Bit Graphics GPU/VPU Intel HD Graphics 4400 Hard Drive HDD 500GB Communications WLAN 802.11b/g/n Wireless LAN Bluetooth Yes Memory Memory 6GB Max Memory Supported 16GB Optical Drive Optical Drive Type DVDRW Ports HDMI 1 x HDMI Supplemental Drive Webcam Yes Power Battery 4-cell , 2200mAh Li-Cylinder battery",,,Yes,802.11b/g/n Wireless LAN,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DVDRW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500GB,,,,,,,,,,,,,,,16GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best HP ProBook 450 G2 Core i3-4030U-1.90GHz 4GB-500GB HDD-Win 7 Pro-15.6""LED Notebook-Black | TopEndElectronics UK",,,,,,,,,,,,,,,,,Standard Memory 4 GB,,,,,,,,Processor & Chipset : Processor Manufacturer Intel Processor Type Core i3 Processor Model i3-4030U Processor Speed 1.90 GHz Processor Core Dual-core ( 2 Core ) Cache 3 MB Direct Media Interface 5 GT/s 64-bit Processing Yes Hyper-Threading Yes Chipset Manufacturer Intel,,,,,0.672916667,,,Yes,3 MB,,,,,,,,,,,,,,Yes,LED,Lithium Ion ( Li-Ion ),44 Wh,Number of Cells 4-cell Battery Chemistry Lithium Ion ( Li-Ion ) Battery Energy 44 Wh,Bluetooth 4.0,Microphone Yes,Intel,Wireless LAN Yes Wireless LAN Manufacturer Intel Wireless LAN Model Dual Band Wireless-AC 3160 Wireless LAN Standard IEEE 802.11a/b/g/n/ac Ethernet Technology Gigabit Ethernet Bluetooth Yes Bluetooth Standard Bluetooth 4.0 Built-in Devices : Microphone Yes Speakers Yes Interfaces/Ports : HDMI Yes Total Number of USB Ports 4 Number of USB 2.0 Ports 2 Number of USB 3.0 Ports 2 VGA Yes Network ( RJ-45 ) Yes Headphone/Microphone Combo Port Yes,5 GT/s,Screen Size 15.6 '',Active Matrix TFT Color LCD,,Yes,Gigabit Ethernet,Screen Size 15.6 '' Display Screen Type Active Matrix TFT Color LCD Aspect Ratio 0.672916667 Screen Mode HD Screen Resolution 1366 x 768 Backlight Technology LED Graphics Controller Manufacturer Intel Graphics Controller Model HD 4400 Graphics Memory Technology DDR3 SDRAM Graphics Memory Accessibility Shared Network &,Intel,HD 4400,Shared,DDR3 SDRAM,Serial ATA,5400.0,Yes,Yes,Keyboard Yes,HDMI Yes,,,,Yes,DDR3-1600/PC3-12800,DDR3 SDRAM,,Wireless LAN Yes,Yes,2.0,2.0,64-bit,DVD-Writer,DVD-RAM/±R/±RW,TouchPad,Processor Manufacturer Intel,Dual-core ( 2 Core ),i3-4030U,1.90 GHz,Core i3,HD,1366 x 768,Operating System Windows 7 Professional 64-bit Operating System Architecture 64-bit,,Hard Drive Capacity 500 GB Hard Drive Interface Serial ATA Hard Drive RPM 5400 Optical Drive Type DVD-Writer Optical Media Supported DVD-RAM/±R/±RW Dual-Layer Media Supported Yes Display &,Multi-touch Gesture,Yes,,Intel,Dual Band Wireless-AC 3160,IEEE 802.11a/b/g/n/ac,,,,,,,,,,,,Secure Digital ( SD ) Card,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best HP ProBook 455 G2 A10-7300-1.90GHz-4GB-128GB SSD-Win 7 Pro-15.6""LED Notebook-Black | TopEndElectronics UK",,,,,,,,,,,,,,,,,Standard Memory 4 GB,,,,,,,,Processor & Chipset : Processor Manufacturer AMD Processor Type A-Series Processor Model A10-7300 Processor Speed 1.90 GHz Maximum Turbo Speed 3.20 GHz Processor Core Quad-core ( 4 Core ) Cache 4 MB 64-bit Processing Yes Chipset Manufacturer AMD Chipset Model A76M,,,,,0.672916667,,,Yes,4 MB,,,,,,,,,,,,,,Yes,LED,Lithium Ion ( Li-Ion ),44 Wh,Number of Cells 4-cell Battery Chemistry Lithium Ion ( Li-Ion ) Battery Energy 44 Wh,Bluetooth 4.0,Webcam Yes,AMD,Wireless LAN Yes Wireless LAN Manufacturer Broadcom Wireless LAN Standard IEEE 802.11a/b/g/n Ethernet Technology Gigabit Ethernet Bluetooth Yes Bluetooth Standard Bluetooth 4.0 Built-in Devices : Webcam Yes Microphone Yes Speakers Yes Interfaces/Ports : HDMI Yes Total Number of USB Ports 4 Number of USB 2.0 Ports 2 Number of USB 3.0 Ports 2 VGA Yes Network ( RJ-45 ) Yes Headphone/Microphone Combo Port Yes,,Screen Size 15.6 '',Active Matrix TFT Color LCD,,Yes,Gigabit Ethernet,Screen Size 15.6 '' Display Screen Type Active Matrix TFT Color LCD Aspect Ratio 0.672916667 Screen Mode HD Screen Resolution 1366 x 768 Backlight Technology LED Graphics Controller Manufacturer AMD Graphics Controller Model Radeon R6 Graphics Graphics Memory Technology DDR3L SDRAM Graphics Memory Accessibility Shared Network &,AMD,Radeon R6 Graphics,Shared,DDR3L SDRAM,,,Yes,,Keyboard Yes,HDMI Yes,,16 GB,3.20 GHz,Yes,DDR3L-1600/PC3-12800,DDR3L SDRAM,,Wireless LAN Yes,Yes,2.0,2.0,64-bit,DVD-Writer,DVD-RAM/±R/±RW,TouchPad,Processor Manufacturer AMD,Quad-core ( 4 Core ),A10-7300,1.90 GHz,A-Series,HD,1366 x 768,Operating System Windows 7 Professional,Yes,Solid State Drive Capacity 128 GB,Multi-touch Gesture,Yes,,Broadcom,,IEEE 802.11a/b/g/n,,,,,,,,,,,,Secure Digital ( SD ),Yes,,2.0,,,,,,,,,,,,,,,,,,,,,A76M,,,,,,,,,,,,Serial ATA/600,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English ( US ),,,,,,,,,,,,
"Best HP EliteBook 820 G1-i5-4200U-4GB-180GB SSD-Win 7-12.5"" LED Notebook | TopEndElectronics UK",3-cell lithium ion,,,Windows 7 Professional 64-bit Windows 7 Professional 64-bit,,,,HP,4200U ( 1.60GHz ),Intel Core i5-4200U 1.6GHz Intel Core i5,12.2 '' W x 8.48 '' D x 0.83 '' H,Intel HD Graphics 4400,Intel HD Graphics 4400,180GB SSD,,,4GB,4GB DDR3,,1366 x 768,12.5 '',12.5 '',EliteBook,180GB,"Model Brand HP Series EliteBook General Operating System Windows 7 Professional 64-bit CPU Type Intel Core i5-4200U 1.6GHz Screen 12.5 '' Memory Size 4GB DDR3 Hard Disk 180GB SSD Graphics Card Intel HD Graphics 4400 Video Memory Shared memory Dimensions 12.2 '' W x 8.48 '' D x 0.83 '' H CPU CPU Type Intel Core i5 CPU Speed 4200U ( 1.60GHz ) Display Screen Size 12.5 '' Resolution 1366 x 768 Operating Systems Operating System Windows 7 Professional 64-bit Graphics GPU/VPU Intel HD Graphics 4400 Hard Drive SSD 180GB Communications WLAN 802.11a/b/g/n Wireless LAN Bluetooth Yes Memory Memory 4GB Memory Speed DDR3 1600 Ports USB 2 USB 3.0 1 USB 3.0 charging Video Port 1 x VGA , 1 x DisplayPort Audio Audio HD Audio with DTS Studio Sound Speaker 2 Integrated stereo speakers Supplemental Drive Webcam 720p HD webcam Power Battery 3-cell lithium ion",2 USB 3.0 1 USB 3.0 charging,Shared memory,720p HD webcam,802.11a/b/g/n Wireless LAN,,HD Audio with DTS Studio Sound,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR3 1600,,,,,,,,,,,,,,"1 x VGA , 1 x DisplayPort",,,,,,,,,,,,2 Integrated stereo speakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Lenovo G710-Intel Pentium 3550M 2.30GHz-4GB- 500GB HDD-Win8.1-Notebook | TopEndElectronics UK,6-cell lithium ion,,,Windows 8.1,,,,Lenovo,3550M 2.30 GHz,Intel Pentium,,Intel HD Graphics,,,1 x HDMI,,4GB,,,,,17.3 '',G710,,Model Brand Lenovo Series G710 CPU CPU Type Intel Pentium CPU Speed 3550M 2.30 GHz Display Screen Size 17.3 '' Operating Systems Operating System Windows 8.1 Graphics GPU/VPU Intel HD Graphics Hard Drive HDD 500GB Communications WLAN 802.11b/g/n Wireless LAN Bluetooth Bluetooth 4.0 Memory Memory 4GB Max Memory Supported 16GB Ports HDMI 1 x HDMI Supplemental Drive Webcam Yes Power Battery 6-cell lithium ion,,,Yes,802.11b/g/n Wireless LAN,,,,Bluetooth 4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500GB,,,,,,,,,,,,,,,16GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best  Lenovo IdeaPad S415-AMD A-Series A6-5200 2 GHz-4GB- 500 GB HDD-Win8.1- 14""Notebook | TopEndElectronics UK",4-cell lithium ion,,,Windows 8.1,,,,Lenovo,A6-5200 ( 2.00GHz ),AMD A6-5200 ( 2.00GHz ),,AMD Radeon HD 8400,,,1 x HDMI,,4GB,,,,,14 '',IdeaPad,,Model Brand Lenovo Series IdeaPad CPU CPU Type AMD A6-5200 ( 2.00GHz ) CPU Speed A6-5200 ( 2.00GHz ) Display Screen Size 14 '' Operating Systems Operating System Windows 8.1 Graphics GPU/VPU AMD Radeon HD 8400 Hard Drive HDD 500GB Communications WLAN 802.11b/g/n Wireless LAN Bluetooth Bluetooth 4.0 Memory Memory 4GB Max Memory Supported 16GB Ports HDMI 1 x HDMI Supplemental Drive Webcam Yes Power Battery 4-cell lithium ion,,,Yes,802.11b/g/n Wireless LAN,,,,Bluetooth 4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500GB,,,,,,,,,,,,,,,16GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best  HP ProBook 440 G2 i3-4030U-4GB-500GB HDD-14""Win 7 Pro | TopEndElectronics UK",,,,,,,,,,,,,,,Yes,,Standard Memory 4 GB,,,,,,,,Processor & Chipset : Processor Manufacturer Intel Processor Type Core i3 Processor Model i3-4030U Processor Speed 1.90 GHz Processor Core Dual-core ( 2 Core ) Cache 3 MB Direct Media Interface 5 GT/s 64-bit Processing Yes Hyper-Threading Yes Chipset Manufacturer Intel,,,,,0.672916667,,,Yes,3 MB,,,,,,,,,,,,,,Yes,LED,Lithium Ion ( Li-Ion ),44 Wh,Number of Cells 4-cell,Bluetooth 4.0,Microphone Yes,Intel,Wireless LAN Yes Wireless LAN Manufacturer Intel Wireless LAN Model Dual Band Wireless-AC 3160 Wireless LAN Standard IEEE 802.11a/b/g/n/ac Ethernet Technology Gigabit Ethernet Bluetooth Yes Bluetooth Standard Bluetooth 4.0 Built-in Devices : Microphone Yes Speakers Yes Interfaces/Ports : HDMI Yes Total Number of USB Ports 4 Number of USB 2.0 Ports 2 Number of USB 3.0 Ports 2 VGA Yes Network ( RJ-45 ) Yes Headphone/Microphone Combo Port Yes,5 GT/s,Screen Size 14 '',Active Matrix TFT Color LCD,,Yes,Gigabit Ethernet,Screen Size 14 '' Display Screen Type Active Matrix TFT Color LCD Aspect Ratio 0.672916667 Screen Mode HD Screen Resolution 1366 x 768 Backlight Technology LED Graphics Controller Manufacturer Intel Graphics Controller Model HD 4400 Graphics Memory Technology DDR3 SDRAM Graphics Memory Accessibility Shared Network &,Intel,HD 4400,Shared,DDR3 SDRAM,Serial ATA,5400.0,Yes,Yes,Keyboard Yes Pointing Device Type TouchPad TouchPad Features Multi-touch Gesture,,,,,Yes,DDR3-1600/PC3-12800,DDR3 SDRAM,,Wireless LAN Yes,Yes,2.0,2.0,64-bit,DVD-Writer,DVD-RAM/±R/±RW,TouchPad,Processor Manufacturer Intel,Dual-core ( 2 Core ),i3-4030U,1.90 GHz,Core i3,HD,1366 x 768,Operating System Windows 7 Professional 64-bit Operating System Architecture 64-bit,Yes,Hard Drive Capacity 500 GB Hard Drive Interface Serial ATA Hard Drive RPM 5400 Optical Drive Type DVD-Writer Optical Media Supported DVD-RAM/±R/±RW Dual-Layer Media Supported Yes Display &,Multi-touch Gesture,Yes,,Intel,Dual Band Wireless-AC 3160,IEEE 802.11a/b/g/n/ac,,,,,,,,,,,,Secure Digital ( SD ) Card,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best Asus X555LA-DB71-Core i7-4510U 2.0 GHz-8GB RAM-1TB HDD-Win 8.1-15.6""Notebook-Black | TopEndElectronics UK",2-Cell Built-In Lithium-Polymer Providing up to 5 Hours per Charge ( 37Wh ),15.0 x 1.0 x 10.1 '' / 38.1 x 2.5 x 25.7 cm,Type : Standard Notebook Keyboard,Windows 8.1 ( 64-bit ),TouchPad,5.1 lb / 2.31 kg,,,,,,,Type : Integrated,,,,Type : DDR3L SDRAM,,,,,,,,Performance Processor 2.0 GHz Intel Core i7- 4510U Cache L3 : 4 MB System Bus 5GT/s Memory,,,Yes,,,1x 1/8 '' ( 3.5 mm ) Headphone/Microphone Combo Jack,LED,Bluetooth 4.0,L3 : 4 MB,1x HDMI,Antiglare,1x SD,Installed : 1TB 5400rpm,1366 x 768,1x 10/100/1000 Mbps Gigabit Ethernet ( RJ-45 ),SuperMulti DVD Burner with Dual Layer Support,2x USB 3.0 ( A ),,2.0 GHz Intel Core i7- 4510U,15.6 '',"Standard Notebook Keyboard Features : Numeric Keypad , Chiclet Style Pointing Device TouchPad Battery 2-Cell Built-In Lithium-Polymer Providing up to 5 Hours per Charge ( 37Wh ) Dimensions ( WxHxD ) 15.0 x 1.0 x 10.1 '' / 38.1 x 2.5 x 25.7 cm Weight 5.1 lb / 2.31 kg",802.11b/g/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kensington Lock Slot,,,,,,,,,,,,,,,,,,,,,,,5GT/s,,,,,,,,,,,,,,,,
"Best HP Probook 6475b-AMD-A8 Series 1.9GHz-4GB-500GB-Win 7 Prof.-14"" LED Notebook | TopEndElectronics UK",Lithium-ion battery,,Yes,Window 7 Professional,TouchPad,4.48 lb ( 2.03 KG ),,,,,,,,,,Integrated 10/100 Base-T Ethernet LAN,4GB RAM,,,1366 x 768,,14 '',,,Performance Processor AMD-A-Series A8-4500M 1.9GHz Memory 4GB RAM Display Screen Size 14 '' Display Type Full HD Resolution 1366 x 768 Graphic Card AMD Radeon HD 7640G Storage Hard Drive 500 GB Communications Bluetooth Yes WLAN 802.11b/g/n Wireless LAN LAN Integrated 10/100 Base-T Ethernet LAN General Operating System Window 7 Professional Keyboard Yes Pointing Device TouchPad Battery Lithium-ion battery Weight 4.48 lb ( 2.03 KG ) Dimension 13.31 x 9.11 x 1.34 in ( 33.8 x 23.13 x 3.4 cm ) Port 1USB2.0 ; 2USB3.0 ; 1VGA Finger Print Reader Yes Battery Life 8.50 Hour Battery Life Webcam Yes,,,Yes,802.11b/g/n Wireless LAN,,,,Yes,,,,,500 GB,,,,,,AMD-A-Series A8-4500M 1.9GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full HD,,Yes,,,,,,,,,,,,,,,,8.50 Hour Battery Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,
