3d compatibility,<page title>,aspect ratio,builtin camera,builtin speakers,cable lock slot,cables included,certification,colour of product,contrast ratio dynamic,contrast ratio typical,depth,depth with stand,display,display brightness,display diagonal,display number of colours,display resolution,display technology,dvi port,dvid ports quantity,energy efficiency class,energy star certified,ethernet lan connection,hd type,hdcp,height,height adjustment,height with stand,input frequency,input voltage,led indicators,linux operating systems supported,manual,on screen display osd,onoff switch,operating relative humidity range,operating temperature range tt,pivot,pivot angle,plug and play,power consumption max,power consumption standby,power consumption typical,power led,quick start guide,response time,standby led,storage relative humidity range,storage temperature range tt,supported graphics resolutions,supported video modes,swivel angle range,swivelling,thin client installed,tilt adjustment,tilt angle,tv tuner integrated,usb 20 ports quantity,vga dsub ports quantity,viewing angle horizontal,viewing angle vertical,weight,weight with stand,width,width with stand,windows operating systems supported,wireless lan connection,colour,dimensions w x d x h with stand,display srgb,display viewable area hxv,mean time between failures mtbf,package dimensions wxdxh,pixel pitch,power consumption active,power consumption off,relative humidity,backlight type,digital horizontal frequency,digital vertical frequency,displayports quantity,hdmi ports quantity,vesa mounting interfaces compatibility,wall mountable,audio output,bluetooth,builtin subwoofer,card reader integrated,epeat compliance,full hd,hdmi,headphone out,placement supported,video dot rate,viewable size horizontal,viewable size vertical,dcin jack,display diagonal metric,feet colour,handheld remote control,ac power in,number of loudspeakers,package weight,viewable size diagonal,power consumption powersave,swivel angle,ethernet lan,headphone outputs,wifi,anschlüsse,auflösung empfohlen,bildformat,blickwinkel horizontal,blickwinkel vertikal,displaygröße,eigenschaften,farbe herstellerspezifisch,gewicht netto,helligkeitleuchtstärke,kontrastverhältnis,lcd paneltechnologie bzw tm,netzteil,prüfzeichenzertifikatezulassungen,reaktionszeit,signalart,vesa bohrung,camera included,connection to pc,dvii ports quantity,horizontal scan range,power consumption,rms rated power,safety,vertical scan range,display type,number of colours,builtin microphone,compatible memory cards,microphone in,farbe allgemein,mac operating systems supported,ac adapter included,headphone connectivity,number of osd languages,on screen display osd languages,operating temperature tt,annual energy consumption,audio input,electromagnetic compatibility,packaging depth,packaging height,packaging width,mobile highdefinition link mhl,nonoperating altitude,operating altitude,operating relative humidity hh,storage temperature tt,strahlungsnorm,display surface,pc audio in,separate hv sync,syncongreen sog,maximum resolution,number of products included,screen saving functions,volume control,composite sync,power consumption average,usb 30 ports quantity,common interface ci,common interface plus ci,usb powered,glossy display,rotating,led backlight,pictureinpicture,quantity,user guide on cdrom,compatible with vesawall mounting system,effective viewing area,picture enhancement,compliance industry standards,hdready,power cord included,storage relative humidity hh,dimensions w x d x h,composite video in,svideo in,swivel,megapixel,product type,io ports,power requirements,bezel width side,bezel width top,swivel webcam,power consumption economy mode,bezel width bottom,svideo inputs quantity
N,"UM.EV6EE.008 - Acer V226WLbmd LED monitor 22"" 1680 - Xpcpro.com",16:10,N,Y,,"AC, VGA",TCO,Black,100000000:1,,207 mm,,LED,250 cd/m²,"22 """,16.77 M,1680 x 1050 pixels,IPS,,,Unspecified,,,N,Y,419.1 mm,,,,110 - 220 V,,,,,,,,,,,,4.5 W,24.2 W,Y,,5 ms,,,,1680 x 1050 WSXGA,,,,N,,,N,,1,170 °,160 °,3090 g,3520 g,505.7 mm,,,,,,,,,,,,3.5 W,,,,,,,,,,,,,Gold,,,,,,,,,,,,,2 pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"60003294 - NEC MultiSync EA223WM, LED monitor 22"", - Xpcpro.com",16:10,,Y,Kensington,"AC, Audio 3.5mm, DVI, USB, VGA",EPEAT Gold; CE; TCO 5.2; TÜV; TÜV GS; GEEA/Energy Label; Energy Star 5.0; FCC B; PCT/Gost; UL/C-UL / CSA; ISO 9241-307; MPR III; RoHS,Black,25000:1,1000:1,- mm,218 mm,LED,250 cd/m²,"22 """,16.77 M,1680 x 1050 pixels,TNFilm,,1,Unspecified,Y,,,Y,- mm,130 mm,384 mm,,,,,,Y,Y,20 - 80 %,5 - 35 °C,,,Y,25 W,0.5 W,12 W,Y,,5 ms,,,,"1024 x 768 XGA, 1280 x 1024 SXGA, 1280 x 720 HD 720, 1280 x 768 WXGA, 1280 x 960, 1366 768, 1400 x 1050 SXGA, 1440 x 900 WXGA, 1600 x 1200 UXGA, 1680 x 1050 WSXGA, 640 x 480 VGA, 800 x 600 SVGA",,,,N,,-5 - 30 °,N,5,1,170 °,160 °,- g,5600 g,- mm,503.5 mm,Y,,,,Y,,,,0.282 x 0.282 mm,,,,,31.5 - 82.3 kHz,56 - 75 Hz,1.0,-,100 x 100 mm,Y,,,,,,N,,1,,,,,,,,,Y,2 pcs,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,-,,,2 W,,,,,,,,,Y,,,,,,- kWh,,,,,,,,,,,,,,,,,1 pcs,,,,,,,,,,,,,,,,,,,Y,,,,,,-170 - 170 °,,,,,,,,,,
N,B2888UHSU-B1 - Iiyama ProLite B2888UHSU-B1  LED - Xpcpro.com,16:9,N,Y,Kensington,"AC, Audio 3.5mm, DisplayPort, DVI, HDMI, USB","CE, TÜV-Bauart, VCCI-B, PSE, CU",Black,5000000:1,1000:1,,,LED,300 cd/m²,"28 """,1070 M,3840 x 2160 pixels,TN,Y,1,Unspecified,Y,,4K Ultra HD,Y,,Y,412 mm,50/60 Hz,100 - 240 V,,,,Y,,,,,,Y,,0.5 W,34.5 W,,Y,1 ms,,,,"2560 x 1440, 3840 x 2160, 1920 x 1080 HD 1080","1080p, 2160p",-45 - 45 °,Y,N,Y,0 - 17 °,N,,1,170 °,160 °,,,,,Y,,,,,,,,0.16 x 0.16 mm,,,,,24 - 140 kHz,24 - 76 Hz,2.0,1,100 x 100 mm,Y,,,N,,,,,,,,341.28 mm,620.93 mm,,,,,Y,2,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,6 W,,,,,,,,,,,,9.0,"CHI SIMPL, CHI TR, DEU, DUT, ENG, FRE, JPN, POL, RUS",,,,,,,,,,,,,,,,Y,,,,,,,,2.0,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
,"I2360PHU - AOC i2360Phu LED monitor 23"" 1980 x - Xpcpro.com",16:9,N,Y,,,"TCO 5.0, TÜV-GS",Black,20000000:1,1000:1,,,LED,250 cd/m²,"58.4 cm 23 """,,1920 x 1080 pixels,IPS,,1,Unspecified,Y,,Full HD,,,Y,,,,,,,,,,,Y,,,,,,,,5 ms,,,,1920 x 1080 HD 1080,,,,,Y,-5 - 15 °,N,4,1,,,,,,,,,,,,,,,,,,,W-LED,,,,1,100 x 100 mm,Y,,,,,Gold,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,"60003293 - NEC MultiSync EA223WM, LED monitor, - Xpcpro.com",16:10,,Yes,Kensington,"AC, Audio (3.5mm), DVI, USB, VGA",EPEAT Gold; CE; TCO 5.2; TÜV; TÜV GS; GEEA/Energy Label; Energy Star 5.0; FCC B; PCT/Gost; UL/C-UL / CSA; ISO 9241-307; MPR III; RoHS,White,25000:1,1000:1,,218 mm,LED,250 cd/m²,"558.8 mm (22 "")",16.77 M,1680 x 1050 pixels,TN+Film,,1,Unspecified,Yes,,,Yes,,130 mm,384 mm,,,,,,Yes,Yes,20 - 80 %,5 - 35 °C,,,Yes,25 W,0.5 W,12 W,Yes,,5 ms,,,,"1024 x 768 (XGA), 1280 x 1024 (SXGA), 1280 x 720 (HD 720), 1280 x 768 (WXGA), 1280 x 960, 1366 х 768, 1400 x 1050 (SXGA+), 1440 x 900 (WXGA+), 1600 x 1200 (UXGA), 1680 x 1050 (WSXGA+), 640 x 480 (VGA), 800 x 600 (SVGA)",,,,No,,-5 - 30 °,No,5,1,170 °,160 °,,5600 g,,503.5 mm,Yes,,,,Yes,,,,0.282 x 0.282 mm,,,,,31.5 - 82.3 kHz,56 - 75 Hz,1.0,,100 x 100 mm,Yes,,,,,,No,,,,,,,,,,,Yes,2 pcs,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,2 W,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,1 pcs,,,,,,,,,,,,,,,,,,,Yes,,,,,,-170 - 170 °,,,,,,,,,,
N,"22MB35PU-B - LG FLATRON 22MB35PU-B LED Monitor 22"" - Xpcpro.com",16:9,N,Y,Kensington,"Audio 3.5mm, DVI, VGA",,Black,5000000:1,1000:1,224.2 mm,,LCD,250 cd/m²,"21.5 """,16.77 M,1920 x 1080 pixels,TN,Y,2,Unspecified,,,Full HD,Y,463.9 mm,,,47-63 Hz,90 - 264 V,,,,,Y,,,Y,,Y,,0.3 W,24 W,,,5 ms,,,,1920 x 1080 HD 1080,,,,N,Y,20 - 5 °,N,2,1,170 °,160 °,3600 g,,509.2 mm,,,,,,,,,,0.248 x 0.248 mm,,0.3 W,,W-LED,,,,,100 x 100 mm,Y,,,,,,,,,,,,,,54.6 cm,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 83 kHz,,2 W,,56 - 75 Hz,,,,,,,,,,,"DEU, ESP, FIN, FRE, GRE, ITA, JPN, KOR, POL, POR, RUS, SER, UKR",,,,,,,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,223V5LHSB/00 - Philips V-line 223V5LHSB LED - Xpcpro.com,16:9,N,N,Kensington,,"RoHS, BSMI, CE, FCC B, GOST, PSB, SASO, SEMKO, TCO, TUV/ISO9241-307, cETLus, WEEE",Black,10000000:1,1000:1,50 mm,213 mm,LED,250 cd/m²,"21.5 """,16.77 M,1920 x 1080 pixels,,N,,Unspecified,Y,,Full HD,Y,316 mm,N,376 mm,50/60 Hz,100 - 240 V,Y,,,Y,Y,,,N,,Y,,0.5 W,15.85 W,Y,,5 ms,Y,,,1920 x 1080 HD 1080,,,N,N,Y,-5 - 20 °,N,,1,170 °,160 °,2350 g,2610 g,503 mm,503 mm,"Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64",,N,503 x 213 x 376 mm,Y,,30000 h,555 x 107 x 414 mm,0.248 x 0.248 mm,,0.5 W,,,30 - 83 kHz,56 - 76 Hz,,1,100 x 100 mm,Y,,N,,N,Silver,,,,,,476.64 mm,268.11 mm,,54.6 cm,,,Y,,3870 g,546 mm,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,Y,,,19.0,"CZE, DEU, DUT, ENG, ESP, FIN, FRE, HUN, ITA, JPN, KOR, POL, POR, SWE, TUR, UKR",0 - 40 °C,,,,107 mm,414 mm,555 mm,,0 - 12192 m,0 - 3658 m,20 - 80 %,-20 - 60 °C,,,,Y,Y,,,,,,,,,,,,,,N,,,,476.64 x 268.11 mm,,,,,,,,,,,,,,,,,,,
N,"Q2770PQU - AOC Style Q2770PQU LED monitor 27"" 2560 - Xpcpro.com",16:9,N,Y,Kensington,"DisplayPort, DVI, VGA",,Black,80000000:1,1000:1,558 mm,,LED,300 cd/m²,"27 """,16.77 M,2560 x 1440 pixels,,Y,1,,,,,Y,245 mm,Y,,50/60 Hz,100 - 240 V,,,Y,Y,,,,,,,,0.5 W,65 W,,,5 ms,,,,"2560 x 1440, 1920 x 1080 HD 1080",,,,N,,,N,,1,178 °,178 °,,,642.2 mm,,,,,,,,,,0.233 x 0.233 mm,,,,,,,1.0,1,100 x 100 mm,Y,,,,,,,,,,,597.89 mm,336.31 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 99000 kHz,,,,50 - 76000 Hz,,,,,,,,,,16.0,,0 - 40 °C,,,,486 mm,286 mm,759 mm,,,,10 - 85 %,-25 - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 - 93 %,,,,,,,,,,,,,,
N,LS24C65UPC/EN - Samsung S24C650PL LED monitor - Xpcpro.com,16:9,N,Y,,"Audio 3.5mm, USB, VGA",,Black,Mega Contrast,1000:1,55.45 mm,224 mm,LED,250 cd/m²,"23.6 """,16.77 M,1920 x 1080 pixels,PLS,N,,B,,,Full HD,,330.5 mm,Y,,50/60 Hz,100 - 240 V,,,Y,Y,,10 - 80 %,10 - 40 °C,Y,-1 - 95 °,,,0.3 W,35 W,,Y,5 ms,,,,1920 x 1080 HD 1080,,-45 - 45 °,Y,N,Y,-3 - 25 °,N,2,1,178 °,178 °,3750 g,5450 g,554.6 mm,554.6 mm,,,,,,,,,0.2715 x 0.2715 mm,,,,,,,1.0,1,100 x 100 mm,Y,Y,,,,,,,,,,521.28 mm,293.22 mm,,,,,,2,6900 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 W,,,,,,,,,,,,,,,49.6 kWh,Y,,406 mm,185 mm,632 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
N,"272P4QPJKEB/00 - Philips 272P4QPJKEB/00 68,6CM - Xpcpro.com",16:9,Y,Y,Kensington,AC,"SMI, CE Mark, FCC B, GOST, SASO, SEMKO, TCO 6.0, TUV Ergo, TUV/GS, UL/cUL",Black,20000000:1,1000:1,64 mm,242 mm,LED,300 cd/m²,"27 "" 68.6 cm",16.77 M,2560 x 1440 pixels,PLS,Y,,Unspecified,Y,N,,Y,405 mm,Y,58 mm,50/60 Hz,100 - 240 V,Y,Y,Y,Y,Y,20 - 80 %,0 - 40 °C,Y,0 - 90 °,Y,,0.3 W,39.2 W,Y,Y,12 ms,Y,,-20 - 60 °C,2560 x 1440,,-65 - 65 °,Y,N,Y,-5 - 20 °,N,,,178 °,178 °,5700 g,8500 g,639 mm,639 mm,Y,N,,,Y,,,,0.233 x 0.233 mm,,,,W-LED,,,1.0,2,100 x 100 mm,Y,,,,,Gold,,,1,,,,,,,,,Y,2 pcs,11350 g,,23 W,,,,,,,,,,,,,,,,,,,,,,,,,30 - 90 kHz,,4 W,"RoHS, WEEE",56 - 75 Hz,,,,,,,,Y,3.5 mm,,,,,Y,,490 mm,234 mm,750 mm,,0 - 12192 m,0 - 3658 m,,,,,,Y,Y,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,2 MP,PC monitor,,,,,,,,
,"E2481HS-B1 - Iiyama ProLite E2481HS-1,  LED - Xpcpro.com",16:9,N,Y,Kensington,,,Black,5000000:1,1000:1,213.5 mm,,LCD,250 cd/m²,"23.6 """,16.77 M,1920 x 1080 pixels,TNFilm,,1,,Y,,,Y,402 mm,N,,50/60 Hz,100 - 240 V,,,,,,,,,,,,,22 W,,,2 ms,,,,,,,,N,,-4 - 21 °,N,,1,178 °,170 °,3800 g,,543.5 mm,,,,,,,,,,0.2715 x 0.2715 mm,,,,,,,,1,100 x 100 mm,Y,,,,,,Y,,,,,,,,,,,,2 pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 - 80 kHz,,2 W,,56 - 75 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"P1X15HV0E11-A3 - Neovo X15,  LCD monitor  15"",  - Xpcpro.com",,,,,,"Safety & EMI: FCC, UL/CUL, CE, TUV/BAURT,NORDIC, TCO 95, BSMI, VCCI,CB, ISO 13406",Black,,400:1,155 mm,,TFT,500 cd/m²,"15 """,16.7 M,1024 x 768 pixels,,,,,,,,,359 mm,,,,,,,,,,,,,,,,5 W,48 W,,,,,,,,,,,,,0 - 20 °,,,,140 °,120 °,4800 g,,380 mm,,,,,,,,,,0.297 mm,,,,,,,,,100 x 100 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 60 kHz,,,,50 - 75 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inputs: - 15-Pin D-Sub - Digital 29-Pin DVI-D - S-Video 4-Pin Mini Din S-Video - CVBS CVBS Jack - Connector Power 3-Pin AC Plug,"Power AC 100 - 240V, 50 - 60Hz",,,,,,
N,240S4LPMS/00 - Philips 240S4LPMS/00 61CM 24IN LED - Xpcpro.com,16:10,N,Y,Y,AC,"BSMI, CE Mark, FCC B, GOST, SASO, SEMKO, TCO 6.0, TUV Ergo, TUV/GS, UL/cUL,","Black, Silver",20000000:1,1000:1,65 mm,227 mm,LED,250 cd/m²,"24 "" 61 cm",16.77 M,1920 x 1200 pixels,,Y,1,Unspecified,Y,N,N,Y,388 mm,Y,543 mm,50/60 Hz,100 - 240 V,Y,Y,Y,Y,Y,20 - 80 %,0 - 40 °C,Y,0 - 90 °,Y,,0.2 W,20.3 W,Y,Y,5 ms,Y,,-20 - 60 °C,1920 x 1200 WUXGA,,-65 - 65 °,Y,N,Y,-5 - 20 °,N,,1,160 °,160 °,3970 g,5830 g,555 mm,555 mm,Y,N,,,Y,,30000 h,,0.270 x 0.270 mm,,0.1 W,,W-LED,,,,,100 x 100 mm,Y,,,,,Gold,,,1,,,518.4 mm,324 mm,,,,,Y,2 pcs,8560 g,,13.7 W,,,,,,,,,,,,,,,,,,,,,,,,,24 - 94 kHz,,3 W,"RoHS, WEEE",48 - 85 Hz,,,,,,,,,3.5 mm,,,,,Y,,180 mm,487 mm,615 mm,,0 - 12192 m,0 - 3658 m,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC monitor,,,,,,,,
N,"LS22C45KBWV/EN - Samsung SyncMaster S22C450BW,  - Xpcpro.com",16:10,N,N,,,"TCO, UL, CSA, TUV, GB, IEC",Black,1000:1,,55.5 mm,210 mm,LED,250 cd/m²,"22 """,16.77 M,1680 x 1050 pixels,TNFilm,,1,Unspecified,Y,,,N,329.8 mm,100 mm Y,453.5 mm,50/60 Hz,100 - 240 V,"Power, Y",,,,,10 - 80 %,10 - 40 °C,Y,-1 - 95 °,,,0.1 W,24 W,,,5 ms,,,,1680 x 1050 WSXGA,,,Y,N,Y,-3 - 25 °,N,,1,170 °,160 °,3500 g,5000 g,502.4 mm,502.4 mm,,,,,,,,,0.282 x 0.282 mm,,,,,,,,,100 x 100 mm,Y,,,,,Gold,N,,,,,,,,,,,,,6400 g,,,-45 - 45 °,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,"FCC, ACE, KCC, CCC, GB",416 mm,188 mm,578 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"L19500WS-9E - V7 L19500WS LED monitor 20"" 1600 x - Xpcpro.com",16:9,N,Y,,"AC, VGA","FCC, CE, WEEE, RoHS",Black,1000000:1,,47 mm,180 mm,LED,200 cd/m²,"19.5 """,16.77 M,1600 x 900 pixels,,N,,Unspecified,,,HD-ready,,290 mm,N,366 mm,,100 - 240 V,,,Y,,,,,,,,,,,,,5 ms,,,,1600 x 900,,,,N,Y,-5 - 15 °,N,,1,170 °,160 °,,2700 g,473 mm,473 mm,"Windows 7 Home Basic, Windows 8, Windows Vista Home Basic, Windows XP Home",,,,,,,,,,,,,30 - 80 kHz,55 - 75 Hz,,,75 x 75 mm,Y,,,N,,,,,,,,,,,,,,Y,2,3750 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 W,,,,,,,,,Y,,,,,,,,,129 mm,331 mm,523 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,XU2390HS-B1 - Iiyama ProLite XU2390HS-1 LED - Xpcpro.com,16:9,N,Y,Kensington,"AC, Audio 3.5mm, DVI","TCO, CE, TÜV-Bauart, VCCI-B, EAC",Black,5000000:1,1000:1,180 mm,,LED,250 cd/m²,"23 """,16.77 M,1920 x 1080 pixels,IPS,Y,1,Unspecified,Y,,Full HD,Y,387.5 mm,N,,50/60 Hz,100 - 240 V,,,,Y,Y,,,N,,,,0.5 W,24 W,,Y,5 ms,,,,1920 x 1080 HD 1080,1080p,,N,N,Y,-4 - 20 °,N,,1,178 °,178 °,4000 g,,532.5 mm,,"Windows 2000, Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 95, Windows 98, Windows ME, Windows Vista Business, Windows Vista Business x64, Windows Vista Enterprise, Windows Vista Enterprise x64, Windows Vista Home Basic, Windows Vista Home Basic x64, Windows Vista Home Premium, Windows Vista Home Premium x64, Windows Vista Ultimate, Windows Vista Ultimate x64, Windows XP Home, Windows XP Home x64, Windows XP Professional, Windows XP Professional x64",,,,,,,,0.265 x 0.265 mm,,,,,24 - 80 kHz,56 - 75 Hz,,1,100 x 100 mm,Y,,,,,,,,,,,509.2 mm,286.4 mm,,58.42 cm,,,Y,2,,584.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 W,,,,,,,,,,,,9.0,"CHI SIMPL, ENG, ESP, FRE, ITA, JPN, POR, RUS",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,271S4LPYEB/00 - Philips 271S4LPYEB/00 68.6CM 27IN - Xpcpro.com,16:9,,,,,,,,1000:1,,,,300 cd/m²,,,,,,,,,,,,,150 mm,639 mm,,,,,,,,,,,,,,0.3 W,,,,5 ms,,,,,,,,,,,,,,,,,,,,,,,,Y,,30.000 h,750 x 234 x 490 mm,0.311 x 0.311 mm,21.3 W,0.1 W,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - 40 °C,,,,,,,,,,20 - 80 %,-20 - 60 °C,,,,,,,,,,,,,,,,,,,,,,,597.6 x 336.15 mm,,,,,,,,,,,,,,,,,,,
N,"LS24D590PLX/EN - Samsung S24D590PL LED monitor 24"" - Xpcpro.com",16:9,N,N,N,"AC, HDMI",,Black,Mega Contrast,,58.5 mm,169.2 mm,LED,250 cd/m²,"24 """,16.77 M,1920 x 1080 pixels,TFT/PLS,N,,A,Y,,Full HD,Y,344.9 mm,N,421.2 mm,,,,,,Y,,,,,,Y,,0.3 W,22 W,,,5 ms,,,,1920 x 1080 HD 1080,,,,N,Y,,N,,1,178 °,178 °,4160 g,,541.8 mm,541.8 mm,,,,,,,,,0.272 x 0.272 mm,,,,,,,,2,,,,N,,,,,,,,,,,,59.94 cm,,,,,5540 g,,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,32 kWh,,,397 mm,132 mm,607 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"24MB35PY-W - LG FLATRON 24MB35PY-W LED Monitor 24"" - Xpcpro.com",16:9,N,Y,Y,"AC, DVI, VGA",,White,5000000:1,1000:1,63.5 mm,271.7 mm,LED,250 cd/m²,"23.8 """,16.77 M,1920 x 1080 pixels,IPS,N,1,Unspecified,,,Full HD,Y,343 mm,Y,432 mm,50/60 Hz,100 - 240 V,,,,Y,Y,,,Y,0 - 90 °,Y,,0.3 W,24 W,Y,,5 ms,Y,,,1920 x 1080 HD 1080,1080p,,,N,Y,-5 - 20 °,N,2,1,178 °,178 °,4720 g,5080 g,569 mm,569 mm,,,,,,,,,0.275 x 0.275 mm,,0.3 W,,,,,1.0,1,100 x 100 mm,Y,,,,,Gold,,,,,,,,,,,,Y,2,,,19 W,,,,,,,,,,,,,,,,,,,,,,,,,30 - 83 kHz,,2 W,,56 - 75 Hz,,,,,,,,,,,,,,,,,,,,,,,,,Matt,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"UM.WB6EE.A01 - Acer B226HQLAymdr LED monitor 21.5"" - Xpcpro.com",16:9,N,Y,,"AC, DVI, VGA",,Grey,100000000:1,,221 mm,,LCD,250 cd/m²,"21.5 """,16.77 M,1920 x 1080 pixels,,Y,,Unspecified,Y,,Full HD,,518.2 mm,Y,,,110 - 220 V,,,,,,,,,,,,0.35 W,19.5 W,Y,,8 ms,Y,,,1920 x 1080 HD 1080,,,,N,,,N,,1,178 °,178 °,3170 g,,508 mm,,,,,,,,,,,,0.25 W,,,,,,,,,,,,,,,,,,,,,,54.6 cm,,,Y,,5810 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"221S3LCB/00 - Philips Brilliance S-line 221S3LCB, - Xpcpro.com",16:9,N,N,Kensington,,RoHS,Black,20000000:1,1000:1,59 mm,220 mm,LCD,250 cd/m²,"21.5 "" 54.6 cm",16.77 M,1920 x 1080 pixels,,,1,,Y,,,Y,323 mm,70 mm,400 mm,50/60 Hz,100 - 240 V,,,,Y,,,0 - 40 °C,N,,Y,,0.1 W,16.81 W,Y,,5 ms,Y,,-20 - 60 °C,1920 x 1080 HD 1080,,,Y,N,Y,-5 - 20 °,N,,1,176 °,170 °,3460 g,4830 g,507 mm,507 mm,,,,,Y,,30000 h,,0.248 x 0.248 mm,,0.1 W,20 - 80 %,W-LED,,,,,100 x 100 mm,Y,,,,,Silver,Y,,,,,476.6 mm,268.1 mm,,,,,,,6670 g,,15.43 W,-65 - 65 °,,,,,,,,,,,,,,,,,,,,,,,,30 - 83 kHz,,,,56 - 75 Hz,,,,,,,,,,8.0,"CHI SIMPL, DEU, ENG, ESP, FRE, ITA, POR, RUS",,,,,175 mm,466 mm,565 mm,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,SmartImage,"BSMI, CE Mark, FCC Class B, GOST, SEMKO, TCO 5.1, TUV Ergo, TUV/GS, UL/cUL",,,,,,,,,,,,,,,,,
,LS22C20KBSZ/EN - Samsung S22C200B LED monitor - Xpcpro.com,16:9,N,,,,"UL, CSA, TUV, NEMKO, KC, CCC, PSB, GOST, SIQ, PCBC, NOM, IRAM, SASO, FCC, CE, VCCI, KCC, C-Tick, CCC",Black,Mega Contrast,1000:1,77.6 mm,185 mm,LED,250 cd/m²,"21.5 """,16.77 M,1920 x 1080 pixels,,Y,,Unspecified,Y,,Full HD,N,301.9 mm,N,385.35 mm,50/60 Hz,100 - 240 V,,,Y,,,,,,,,,0.1 W,24 W,,Y,5 ms,,,,1920 x 1080 HD 1080,,,,,Y,-1 - 20 °,,,1,170 °,160 °,3050 g,3500 g,504.3 mm,504.3 mm,,,,,,,,,,,,,,,,,,100 x 100 mm,Y,,,,,Gold,,,,,,,,,,,,,,4650 g,,19 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - 40 °C,,,,140 mm,371 mm,593 mm,,,,10 - 80 %,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
