3d compatibility,<page title>,ac power in,aspect ratio,audio input,backlight type,bluetooth,builtin camera,builtin speakers,builtin subwoofer,cable lock slot,cables included,card reader integrated,certification,colour of product,contrast ratio dynamic,contrast ratio typical,depth,display,display brightness,display diagonal,display number of colours,display resolution,display technology,dvid ports quantity,energy efficiency class,energy star certified,ethernet lan,hd type,hdcp,hdmi ports quantity,height,height adjustment,horizontal scan range,input frequency,input voltage,manual,number of loudspeakers,number of osd languages,on screen display osd,on screen display osd languages,operating relative humidity hh,operating temperature tt,pivot,pivot angle,pixel pitch,plug and play,power consumption standby,power consumption typical,power led,quick start guide,response time,separate hv sync,storage relative humidity hh,storage temperature tt,supported graphics resolutions,supported video modes,swivel angle range,swivelling,thin client installed,tilt adjustment,tilt angle,tv tuner integrated,vertical scan range,vesa mounting interfaces compatibility,vga dsub ports quantity,viewable size horizontal,viewable size vertical,viewing angle horizontal,viewing angle vertical,wall mountable,weight,width,compatible memory cards,ethernet lan rj45 ports,full hd,headphone outputs,led backlight,microphone in,package weight,packaging depth,packaging height,packaging width,product type,rms rated power,touch sensitive screen,usb 20 ports quantity,wifi,depth with stand,dimensions w x d x h with stand,display diagonal metric,display srgb,dvi port,effective viewing area,epeat compliance,headphone out,height with stand,mac operating systems supported,mean time between failures mtbf,mobile highdefinition link mhl,nonoperating altitude,onoff switch,operating altitude,package dimensions wxdxh,pc audio in,power consumption active,power consumption max,power consumption off,syncongreen sog,weight with stand,width with stand,windows operating systems supported,digital horizontal frequency,digital vertical frequency,displayports quantity,feet colour,user guide on cdrom,viewable size diagonal,power consumption powersave,standby led,display type,display viewable area hxv,power supply type,touch screen type,touchscreen technology,compliance industry standards,led indicators,quantity,relative humidity,ac adapter included,dcin jack,usb 30 ports quantity,active display area w x h,component video ypbprycbcr in,composite video in,rohs compliance,vga dsub input ports,power consumption average,display surface,compatibility,maximum screen size compatibility,minimum screen size compatibility,number of displays supported,audio output,rotating,usb version,power cord included,dimensions wxdxh,hdmi,headphone connectivity,number of products included,color gamut,omnitapps multitouch compatibility,pictureinpicture,bezel width bottom,bezel width side,bezel width top,power requirements,camera included,linux operating systems supported,ethernet lan data rates,electromagnetic compatibility,megapixel,safety,screen format adjustments,maximum resolution,placement supported,screen saving functions,height adjustment range,maximum weight capacity,pan range,rotation,glass thickness,number of colours,rs232 ports,voltage tolerance,child lock,swivel angle,mini displayport quantity,audio system,usb required,depth max,height max,mounting interface,screen size compatibility,handheld remote control,speakers,swivel webcam,input current,volume control,builtin microphone,current rating,picture enhancement,recyclable material,hdready,connection to pc,video dot rate,native resolution,composite sync,compatible operating systems,security features,viewing angle,glossy display,common interface ci,common interface plus ci,number of simultaneous touchpoints windows 7,usb powered,maximum analog resolution,cable length,interface type,annual energy consumption
No,Iiyama T2253MTS - MBE,,16:9,,,,,Yes Yes,,,"AC, Audio (3.5mm), DVI, USB, VGA",,"CE, TÃœV/Bauart, GOST-R, VCCI-B, PSE CE, TÃœV/Bauart, GOST-R, VCCI-B, PSE",Black Black,5000000:1,1000:1,24 cm,TN+Film,220 cd/mÂ²,"54.61 cm (21.5"")",,1920 x 1080 pixels,,1.0,,Yes Yes,,,Yes Yes,1.0,39.9 cm,,24 - 80 kHz,50/60 Hz,100 - 240V,,2 2,,Yes Yes,,,,,,0.248 x 0.248 mm,,0.5W,19W,,,2 ms,Yes,,,1920 x 1080 (HD 1080) 1920 x 1080 (HD 1080),1080p 1080p,,,,,-9 - 22Â° -9 - 22Â°,No No,55 - 75 Hz,100 x 100 mm,1.0,,,170Â°,160Â°,Yes,5.9 kg,55.6 cm,,,Yes,1.0,Yes,,,,,,,2W 2W,,1.0,,,,54.6 cm,,,,,,,,,,,,,,,,,,,,,"Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64, Windows Vista Business, Windows Vista Business x64, Windows Vista Enterprise, Windows Vista Enterprise x64, Windows Vista Home Basic, Windows Vista Home Basic x64, Windows Vista Home Premium, Windows Vista Home Premium x64, Windows Vista Ultimate, Windows Vista Ultimate x64, Windows XP Home, Windows XP Home x64, Windows XP Professional, Windows XP Professional x64 Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64, Windows Vista Business, Windows Vista Business x64, Windows Vista Enterprise, Windows Vista Enterprise x64, Windows Vista Home Basic, Windows Vista Home Basic x64, Windows Vista Home Premium, Windows Vista Home Premium x64, Windows Vista Ultimate, Windows Vista Ultimate x64, Windows XP Home, Windows XP Home x64, Windows XP Professional, Windows XP Professional x64",24 - 80 kHz,55 - 75 Hz,,,,54.6 cm,,,LED,,AC AC,,Optical imaging,,,,,,,,,,,,,,,,,,,,,,,556 x 240 x 399 mm 556 x 240 x 399 mm,,,1 pc(s) 1 pc(s),,,,,,,,,,,,,,,,,Yes Yes,,,,,,16.7M,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,Kensington-lock Kensington-lock,,,,,5 5,,,,,
No,Acer Essential 226HQLAbmd - MBE,,16:9,,,,No No No,Yes Yes Yes,,,VGA VGA,,TCO,Black Black,100000000:1,,20.68 cm,LED,250 cd/mÂ²,"54.61 cm (21.5"")",16.77M,1920 x 1080 pixels,,,Unspecified,,,Full HD,Yes,,39.04 cm,,,,110 - 220V,,,,,,,,,,,,3.5W,19.5W,Yes Yes,,8 ms,,,,1920 x 1080 (HD 1080),,,,No,,,No No,,,1.0,,,178Â°,178Â°,,3.24 kg,50.8 cm,,,,,,,,,,,,,,,,,,55 cm,,,,,,,,,,,,,,,,,2.5W,,3.66 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,AOC Q2770PQU LED display - MBE,,16:9,,,,No No No,Yes Yes Yes,,Kensington Kensington,"DisplayPort, DVI, VGA DisplayPort, DVI, VGA",,,Black Black,80000000:1,1000:1,55.8 cm,LED,300 cd/mÂ²,"68.58 cm (27"")",16.77M,2560 x 1440 pixels,,1.0,,,,,Yes,1.0,24.5 cm,13 cm Yes,30 - 99000 kHz,50/60 Hz,100 - 240V,Yes Yes,,16 16,Yes Yes,,10 - 85%,0 - 40 Â°C,,,0.233 x 0.233 mm,,0.5W,65W,,,5 ms,,5 - 93%,-25 - 55 Â°C,"2560 x 1440, 1920 x 1080 (HD 1080)",,,,No,,,No No,50 - 76000 Hz,100 x 100 mm,1.0,59.789 cm,33.631 cm,178Â°,178Â°,Yes,,64.22 cm,,,,,,,,48.6 cm 48.6 cm,28.6 cm 28.6 cm,75.9 cm 75.9 cm,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,AOC I2769VM 27 Widescreen LED Monitor - Black - MBE,,16:9,,,,No No No,Yes Yes Yes,No No No,Kensington Kensington,"AC, Audio (3.5mm), HDMI, VGA AC, Audio (3.5mm), HDMI, VGA",,"TÃœV-Bauart, ISO 9241-307, CE, FCC, GOST, TCO 5.0, RoHS, EuP, Energy Star 6, NRTL",White White,50000000:1,1000:1,,LED,250 cd/mÂ²,"68.58 cm (27"")",16.77M,1920 x 1080 pixels,,,Unspecified,Yes,,Full HD,,2.0,,No,,50/60 Hz,90 - 240V,Yes Yes,,,Yes Yes,,,,No,,0.311 x 0.311 mm,,0.5W,35W,Yes Yes,,5 ms,,,,,,,No,No,,,No No,,No,1.0,59.789 cm,33.631 cm,178Â°,178Â°,No,,,,,,,,,7.25 kg 7.25 kg,,,,,,,,,13 cm,,68.6 cm,,No,,,,44.9 cm,,,,,,,,,,,0.5W,,4.99 kg,62.2 cm,,30 - 83 kHz,55 - 75 Hz,1.0,,,,,Yes Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes Yes,,1 pc(s) 1 pc(s),,,,,,,,,,,,,,,,Horizontal Horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Philips LCD monitor with SmartControl Lite 273V5LHAB - MBE,Yes,16:9,,W-LED,,,Yes Yes Yes,,Kensington Kensington,,,"RoHS, Lead-free, Mercury Free",Black Black,10000000:1,1000:1,5.7 cm,LED,300 cd/mÂ²,"68.58 cm (27"")",16.77M,1920 x 1080 pixels,LCD/TFT,1.0,Unspecified,Yes,,Full HD,,1.0,39.8 cm,,30 - 83 kHz,50/60 Hz,100 - 240V,,2 2 2,,Yes Yes,"CHI (SIMPL), CHI (TR), CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR CHI (SIMPL), CHI (TR), CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR",20 - 80%,0 - 40 Â°C,,,0.311 x 0.311 mm,Yes Yes,0.5W,19.65W,,,5 ms,Yes,,-20 - 60 Â°C,,,,,,Yes,,,56 - 75 Hz,100 x 100 mm,1.0,59.788 cm,33.631 cm,170Â°,160Â°,Yes,4 kg,64.6 cm,,,,1.0,,,6.17 kg 6.17 kg,13.9 cm 13.9 cm,48.2 cm 48.2 cm,69.8 cm 69.8 cm,,4W 4W 4W,,,,24 cm,,68.6 cm,Yes,Yes,,Silver,,47.1 cm,,30.000h 30.000h,,,Yes Yes,,,Yes,,,0.3W,Yes,4.53 kg,64.6 cm,,,,,,,,,,,,,,,"BSMI, CE Mark, FCC Class B, GOST, PSB, SASO, SEMKO, TCO certified, TUV/ISO9241-307, cETLus, WEEE","Operation, Stand-by Operation, Stand-by",1 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Philips Brilliance LCD monitor, LED backlight 221B3LPCB - MBE",,,Yes,W-LED,,No No No,Yes Yes Yes,,Kensington Kensington,,No No,"BSMI, CE-Zeichen, FCC, GOST, SEMKO, TCO 5.1, TÃœV/GS, TÃœV
Ergo, UL/cUL
RoHS",Black Black,20000000:1,1000:1,5.9 cm,LED,250 cd/mÂ²,"54.61 cm (21.5"")",16.77M,1920 x 1080 pixels,,1.0,Unspecified,Yes,No,Full HD,Yes,,32.3 cm,Yes 11 cm,30 - 83 kHz,50/60 Hz,100 - 240V,,2 2 2,8 8,Yes Yes,"CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS",20 - 80%,0 - 40 Â°C,Yes,,0.248 x 0.248 mm,Yes Yes,0.1W,17.8W,,,5 ms,Yes,,-20 - 60 Â°C,1920 x 1080 (HD 1080),,,,No,Yes,-5 - 20Â°,No No,56 - 75 Hz,100 x 100 mm,1.0,47.66 cm,26.81 cm,176Â°,170Â°,Yes,3.4 kg,50.7 cm,No No,,,1.0,,,7.12 kg 7.12 kg,18.6 cm 18.6 cm,36.1 cm 36.1 cm,56.8 cm 56.8 cm,,3W 3W 3W,,2.0,No,22.7 cm,,54.6 cm,Yes,,,Gold,,48 cm,,30000h 30000h,,,,,,Yes,,,,Yes,5.3 kg,50.7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,No No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No No No,,,,,,,,,,,,,,,,No,No,,,,,,
No,Samsung LS24C45KBSV LED display - MBE,Yes,16:9,No,,No,No No No,No No No,,No No,"AC, VGA AC, VGA",,"TCO, UL, CSA, TUV, NEMKO, KC, CCC, PSB, GOST, SIQ, PCBC, NOM, IRAM, SASO",Black Black,Mega Contrast,1000:1,5.67 cm,LED,250 cd/mÂ²,"60.96 cm (24"")",16.77M,1920 x 1080 pixels,TN+Film,1.0,Unspecified,Yes,No,Full HD,,,33.32 cm,13 cm Yes,,50/60 Hz,100 - 240V,Yes Yes,,,,,10 - 80%,10 - 40 Â°C,Yes,-1 - 95Â°,0.27675 x 0.27675 mm,Yes Yes,0.1W,30W,Yes Yes,Yes Yes,5 ms,,,,1920 x 1080 (HD 1080),,-45 - 45Â°,Yes,No,Yes,-3 - 25Â°,No No,,100 x 100 mm,1.0,50.976 cm,28.674 cm,170Â°,160Â°,Yes,3.5 kg,56.54 cm,,,,,,,6.6 kg 6.6 kg,40.7 cm 40.7 cm,18.8 cm 18.8 cm,63.9 cm 63.9 cm,,,,,No,22.4 cm,565.4 x 224 x 486.75 mm,61 cm,,,,Gold,,48.675 cm,,,,,Yes Yes,,639 x 407 x 188 mm,,,,,,5.2 kg,56.54 cm,,,,,,,,24W,Yes Yes,,509.76 x 286.74 mm 509.76 x 286.74 mm,,,,,Yes Yes,,,,,,,,,,,,,,,,,No,,,,565.4 x 56.7 x 333.2 mm,,,1 pc(s) 1 pc(s),,,No No,,,,,,,,"FCC, CE, VCCI, KCC, C-Tick, CCC",,,,,Horizontal/Vertical Horizontal/Vertical,Yes Yes,,,,,,,,,No No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5m,,
,Elo TouchSystems 1939L - MBE,,,,,,,,,,,,"UL, cUL, TÃœV-T Mark, CE, FCC, VCCI, IC, C-Tick (Class B), NOM, BSMI, MIC, CCC, China RoHS UL, cUL, TÃœV-T Mark, CE, FCC, VCCI, IC, C-Tick (Class B), NOM, BSMI, MIC, CCC, China RoHS","Black, Stainless steel Black, Stainless steel",,1300:1,5.1 cm,,225 cd/mÂ²,"48.26 cm (19"")",,1280 x 1024 pixels,,,,,,,,,34.3 cm,,31.5 - 80 kHz,50/60 Hz,100 - 240V,,,,Yes Yes,,20 - 80%,0 - 40 Â°C,,,,,,38W,,,25 ms,,10 - 90%,-20 - 60 Â°C,"720 x 400, 832 x 624, 1280 x 960, 1024 x 768 (XGA), 1152 x 864 (XGA+), 1280 x 1024 (SXGA), 640 x 480 (VGA), 800 x 600 (SVGA) 720 x 400, 832 x 624, 1280 x 960, 1024 x 768 (XGA), 1152 x 864 (XGA+), 1280 x 1024 (SXGA), 640 x 480 (VGA), 800 x 600 (SVGA)",,,,,,,,56.3 - 75 Hz,"75 x 75, 100 x 100 mm",1.0,,,178Â°,178Â°,Yes,5.2 kg,41.5 cm,,,No,,,,7.3 kg 7.3 kg,,,,,,,,,,,,,,,,,,,50000h 50000h,,,,,515 x 450 x 175 mm 515 x 450 x 175 mm,,,,,,,,,,,,,,,,,LCD,,DC DC,,Surface acoustic wave,,,,,,,,,,,,,,,,,,,,,,,,,,1 pc(s) 1 pc(s),,,,,,,,,,,,,,,,,,,,,,,16.7M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB USB,
No,ASUS VS248H 24 INCH LED SLIM DESIGN 1920 X 1080 2MS VGA DVI HDMI 100 X 100 VESA BLACK - MBE,,16:9,,,No,No No No,,,Kensington Kensington,"DVI, VGA DVI, VGA",No No,"Energy Star 5.0, CEL, UL/cUL, CB, CE, ErP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, J-MOSS, WEEE, Windows 7 WHQL",Black Black,50000000:1,,20.55 cm,LED,250 cd/mÂ²,"60.96 cm (24"")",16.77M,1920 x 1080 pixels,,1.0,,Yes,No,Full HD,Yes,1.0,41.23 cm,,30 - 83 kHz,,,,,,,,,,,,0.2768 x 0.2768 mm,,0.5W,32W,,Yes Yes,2 ms,,,,1920 x 1080 (HD 1080),,,,No,,-5 - 20Â°,,50 - 76 Hz,100 x 100 mm,1.0,,,170Â°,160Â°,Yes,4.1 kg,57.32 cm,,,,1.0,,,6.4 kg 6.4 kg,14 cm 14 cm,47.5 cm 47.5 cm,64.5 cm 64.5 cm,,,,,,,,,Yes,,,,,,,,,,,,,,,,0.5W,,,,,30 - 83 kHz,50 - 76 Hz,,,,,,,,,,,,RoHS,,,,,,,,,,,,,,,,,,,,,,,Yes Yes,,,,,,,,,,,,,,,,"4:3, 16:9 4:3, 16:9",,,,,,,,,,,,,,,,,,,,,,,No No No,,,,,,,,,,,,,,,,,,,,,,,
No,ASUS VN279Q27 INCH Wide Screen (16:9) AMVA+ SPEAKERS 2W x 2 VESA DisplayPort  HDMIMHL  D-Sub Black - MBE,,16:9,,,No,,Yes Yes Yes,No No No,Kensington Kensington,"AC, Audio (3.5mm), VGA AC, Audio (3.5mm), VGA",,,Black Black,100000000:1,,,,300 cd/mÂ²,"68.58 cm (27"")",16.77M,1920 x 1080 pixels,,,Unspecified,Yes,No,Full HD,Yes,1.0,,,,,,Yes Yes,2 2 2,,,,,,,,0.311 x 0.311 mm,,0.5W,35W,,Yes Yes,5 ms,,,,1920 x 1080 (HD 1080),1080p,,,,Yes,-5 - 22Â°,,,100 x 100 mm,1.0,,,178Â°,178Â°,Yes,,,,,,1.0,,,7.5 kg 7.5 kg,18.8 cm 18.8 cm,53.6 cm 53.6 cm,70.6 cm 70.6 cm,,4W 4W 4W,,,No,20.98 cm,,68.6 cm,,,,,,44.04 cm,,,Yes,,,,,Yes,,,0.3W,,4.8 kg,61.92 cm,,31.5 - 67.5 kHz,56 - 75 Hz,1.0,,,,,,,,,,,"BSMI, CB, CCC, CE, CEL level 1, C-Tick, CU, ErP, FCC, ISO-9241-307, J-MOSS, PSE, RoHS, TCO6.0, TUV-GS, UkrSEPRO, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elo TouchSystems 1715L - MBE,,5:4,,,,,No No,,,,,,Grey Grey,,800:1,,,200 cd/mÂ²,"43.18 cm (17"")",,1280 x 1024 pixels,,,,,,,,,,,,50/60 Hz,12V,,,,Yes Yes,,20 - 80%,0 - 40 Â°C,,,,,,36W,,,25 ms,,10 - 90%,-20 - 60 Â°C,,,,,,,,,,100 x 100 mm,1.0,,,160Â°,160Â°,Yes,,,,,,,,,,,,,,,,,,,391 x 203 x 366 mm,,,,,,,,,50000h 50000h,,,,,,,,,,,6.9 kg,,,,,,,,,,,LCD,,,Kiosk Kiosk,Resistive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7M,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"POSReady 2009;
Windows Vista, XP, 7, 2000, CE;
Linux;
Mac OSX POSReady 2009;
Windows Vista, XP, 7, 2000, CE;
Linux;
Mac OSX",,,No,,,,,,,,
No,NEC X552S - MBE,Yes,16:9,,,,No No No,Yes Yes Yes,,,,,,Black Black,,3000:1,4.61 cm,LED,500 cd/mÂ²,"139.7 cm (55"")",16.77M,1920 x 1080 pixels,LCD,1.0,Unspecified,,Yes,Full HD,,1.0,72.27 cm,,31.5 - 91.1 kHz,,,,2 2 2,,,,,5 - 40 Â°C,,,0.63 x 0.63 mm,Yes Yes,2W,160W,,,,,10 - 90%,-20 - 60 Â°C,1920 x 1080 (HD 1080),,,,No,,,,50 - 85 Hz,300 x 300 mm,1.0,,,178Â°,178Â°,Yes,2.5 kg,125.04 cm,,1.0,,1.0,,,3.02 kg 3.02 kg,25 cm 25 cm,92 cm 92 cm,143 cm 143 cm,,,,,No,72.27 cm,,,Yes,No,,,,40 cm,,,,,,,,Yes,,,,,2.6 kg,125.04 cm,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,Yes Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,
,Elo TouchSystems 1517L Rev B - MBE,,4:3,,,,,,,,,,,Black Black,,700:1,,,200 cd/mÂ²,"38.1 cm (15"")",,1024 x 768 pixels,,,,,,,,,,,31.5 - 60 kHz,50/60 Hz,100 - 240V,,,8,,"CHI (SIMPL), CHI (TR), DEU, ENG, ESP, FRE, ITA, JPN",20 - 80%,0 - 40 Â°C,,,,,,12W,,,16 ms,,10 - 90%,20 - 60 Â°C,"720 x 400, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA) 720 x 400, 1024 x 768 (XGA), 640 x 480 (VGA), 800 x 600 (SVGA)",,,,,,,,56 - 75 Hz,75 x 75 mm,1.0,,,160Â°,140Â°,,,,,,,,Yes,,7.3 kg 7.3 kg,23.1 cm,48.5 cm,48.7 cm,,,,1.0,,,358 x 197 x 319 mm,,,,,,,,,50000h 50000h,,,,,,,,,,,4.3 kg,,,,,,,,,,,LCD,228 x 304 mm,AC/DC AC/DC,Tabletop Tabletop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3 cm 4.3 cm,16.2M,1.0,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elo TouchSystems 1919LM - MBE,,16:9,1,,,,Yes Yes,,,,,"USA UL 60601-1, CSA C22.2 No. 60601-1, USA FCC CFR 47 Part 18 Subpart B, UL 60950, CSA C22.2 No. 60950-1-03, Mexico NOM, FCC, ICES
IEC/EN 60601-1:1988+A1+A2 2nd Ed, IEC/EN 60601-1-2:2005, IEC/EN 55011, IEC/EN 60950-1, C-tick, CE
VCCI
S-mark USA UL 60601-1, CSA C22.2 No. 60601-1, USA FCC CFR 47 Part 18 Subpart B, UL 60950, CSA C22.2 No. 60950-1-03, Mexico NOM, FCC, ICES
IEC/EN 60601-1:1988+A1+A2 2nd Ed, IEC/EN 60601-1-2:2005, IEC/EN 55011, IEC/EN 60950-1, C-tick, CE
VCCI
S-mark",White White,,1000:1,,,270 cd/mÂ²,"46.99 cm (18.5"")",,1366 x 768 pixels,,1.0,,,,,,,,,30 - 83 kHz,50/60 Hz,100 - 240V,,2 2,,Yes Yes,,20 - 80%,0 - 40 Â°C,,,,,,21.8W,,,5 ms,,10 - 90%,-20 - 60 Â°C,"720 x 400, 832 x 624, 1280 x 960, 1366 x 768, 1024 x 768 (XGA), 1280 x 1024 (SXGA), 1280 x 800 (WXGA), 1360 x 768 (WXGA), 1440 x 900 (WXGA+), 1600 x 1200 (UXGA), 1680 x 1050 (WSXGA+), 640 x 480 (VGA), 800 x 600 (SVGA) 720 x 400, 832 x 624, 1280 x 960, 1366 x 768, 1024 x 768 (XGA), 1280 x 1024 (SXGA), 1280 x 800 (WXGA), 1360 x 768 (WXGA), 1440 x 900 (WXGA+), 1600 x 1200 (UXGA), 1680 x 1050 (WSXGA+), 640 x 480 (VGA), 800 x 600 (SVGA)",,,,,,,No No,50 - 75 Hz,100 x 100 mm,1.0,,,170Â°,160Â°,Yes,,,,,No,2.0,,,9.8 kg 9.8 kg,,,,,4W 4W,,,,,350 x 175 x 310 mm,,,,,,,,,50000h 50000h,,,,,570 x 225 x 415 mm 570 x 225 x 415 mm,,,,,,6.9 kg,,,,,,,,,,,TFT,410 x 230 mm,DC DC,,Surface acoustic wave,,,,,,,,,,,,,,,,,,,2,,,,,,,1 pc(s) 1 pc(s),,,,,,,,No No,,,,,,,,,,,,,,,16.7M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,HP EliteDisplay E231 - MBE,Yes,16:9,,,,No No No,No No No,,,AC AC,,"CE, CB, KC, KCC, NOM, PSB, ICE, TUV-S, CCC, CEL 1, CECP, SEPA, TCO Edge, EPA, ISC, VCCI, FCC, BSMI",Black Black,5000000:1,1000:1,5.1 cm,LED,250 cd/mÂ²,"58.42 cm (23"")",16.77M,1920 x 1080 pixels,TN+Film,1.0,Unspecified,Yes,No,Full HD,Yes,,32.9 cm,15 cm Yes,24 - 94 kHz,50/60 Hz,95 - 265V,Yes Yes,,,Yes Yes,,,5 - 35 Â°C,Yes,0 - 90Â°,,Yes Yes,0.5W,33W,Yes Yes,Yes Yes,5 ms,,,-20 - 60 Â°C,1920 x 1080 (HD 1080),1080p,0 - 360Â°,Yes,No,Yes,-5 - 30Â°,No No,50 - 76 Hz,Yes,1.0,,,170Â°,160Â°,Yes,3.9 kg,54.4 cm,,,,,,,8.34 kg 8.34 kg,,,,,,,3.0,No,24.24 cm,,58.42 cm,,Yes,,Gold,,46.99 cm,,,,,,,,,,36W,,,6.1 kg,54.4 cm,Yes Yes,,,1.0,,,,,Yes Yes,,,,,,,Yes Yes,,,,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,Yes Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Philips Brilliance LCD monitor 231P4UPES - MBE,,16:9,,W-LED,No,No No No,Yes Yes Yes,,Kensington Kensington,,,"TCO edge, RoHS","Black, Silver Black, Silver",20000000:1,1000:1,6 cm,LED,250 cd/mÂ²,"58.42 cm (23"")",16.77M,1920 x 1080 pixels,LCD,,Unspecified,Yes,,Full HD,,,34.3 cm,Yes 13 cm,30 - 83 kHz,50/60 Hz,100 - 240V,,2 2 2,,Yes Yes,"CHI (SIMPL), CHI (TR), CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR CHI (SIMPL), CHI (TR), CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR",20 - 80%,0 - 40 Â°C,Yes,0 - 90Â°,0.265 x 0.265 mm,Yes Yes,0.1W,24.2W,,,5 ms,Yes,,-20 - 60 Â°C,1920 x 1080 (HD 1080),,-65 - 65Â°,Yes,No,Yes,-5 - 20Â°,No No,56 - 75 Hz,100 x 100 mm,1.0,50.918 cm,28.641 cm,170Â°,160Â°,Yes,3.1 kg,54.7 cm,,,,,,,7.6 kg 7.6 kg,26.3 cm 26.3 cm,40 cm 40 cm,60 cm 60 cm,,3W 3W 3W,,1.0,No,22 cm,,58.4 cm,Yes,,,Gold,,51.5 cm,Yes Yes,30000h 30000h,,0 - 12192m,Yes Yes,0 - 3658m,,,,,,Yes,5.3 kg,54.7 cm,Yes Yes,,,,,,,15.3W,,,,,,,"BSMI, CE Mark, FCC Class B, GOST, PSB, SASO, SEMKO, TCO 6.0, TUV Ergo, TUV/GS, UL/cUL, WEEE",Yes Yes,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HP Integrated Work Center 3 - MBE,,,,,,,,,,,,,Silver Silver,,,30.7 cm,,,,,,,,,,,,,,42.7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,3.8 kg,36.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60.96 cm (24"")","43.18 cm (17"")",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
