<page title>,aspect ratio,audio,backlight,brightness,click image to enlarge,colours,contrast ratio,displayports,dvid ports,dynamic contrast ratio,ean,gross weight,hdmi ports,headphone jacks,height adjustment,horizontal viewing angle,input connector,input power source,keywords,line in jacks,manufacturer,model number,normal power consumption,package contents,package height,package length,package type,package width,pivot,pixel pitch,product code,product group,product height,product height without stand,product length,product length without stand,product name,product width,product width without stand,recommend resolution,response time,royal mail compliance,screen size,screen type,speakers,special features,standby power consumption,swivel lr,tilt angle,unit colour front,unit colour rear,unit colour stand,usb 20 downstream ports,usb 20 upstream ports,usb 30 downstream ports,usb 30 upstream ports,vertical viewing angle,vga ports,wall mount,warranty direct with manufacturer,web address,compliance,max resolution,net weight,screen features,upc,horizontal frequency range,vertical frequency range,view angle,energy star,viewable display area,unit colour,web camera,product weight,product weight without stand,audio outputs,operation environment,displayports out
"BENQ BL702A 17"" TN LED Black Monitor (1280x1024/5ms/VGA) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",5:4,,LED,250 cd/mÂ²,,16.7 Million,1000:1,,,"12, 000, 000:1",4718755048968.0,3.50Kg,,,,170Â°,,Power Lead,"Monitor, 17, 5:4, 1280x1024, TN, 5ms, Flicker-free, Senseye, VESA, K Locker",,BENQ,BL702A,17W,"Monitor, UK Power lead",12cm,43.5cm,Retail,43cm,,0.264mm,NEX-110567,Monitors,370mm,322.7mm,137mm,58mm,"BENQ BL702A 17"" TN LED Black Monitor (1280x1024/5ms/VGA)",369.8mm,369.8mm,1280 x 1024,5ms,Not Compliant,17Â,TN,,"Flicker-free Backlight for Visual Pleasure, Low Blue Light Mode, Senseye 3 Visual Solution to Your Everyday Viewing Needs, 12M:1 DCR for Depth and Definition",0.3W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,TCO 6.0,,2.50Kg,,,,,,,,,,,,,,
"ASUS MX299Q 29"" Wide AH-IPS LED Silver/Black Multimedia Monitor MHL (2560x1080/5ms/DVI/DP/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",21:9,2 x 3W,LED,300 cd/mÂ²,"Â£332.71
Â£399.25 inc VAT
4 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,1.0,"80, 000, 000:1",4716659472506.0,8.1Kg,1.0,1.0,,178Â°,,Power Adapter,"Monitors, 29"", AH-IPS, LED, 2560x1080, 5ms, Speakers, HDMI/MHL, DisplayPort, Dual-link, MHL, Panoramic, Ultra-wide, Cinematic",1.0,ASUS,MX299Q,31.7W,"Monitor, Dual-link DVI cable, Audio cable, UK Power cord, Power adapter, Quick start guide, HDMI cable, MHL cable",15.9cm,81.4cm,Retail,50.6cm,,0.2628mm,NEX-108731,Monitors,391mm,,215.1mm,,"ASUS MX299Q 29"" Wide AH-IPS LED Silver/Black Multimedia Monitor MHL (2560x1080/5ms/DVI/DP/HDMI)",700.2mm,,2560 x 1080,5ms,Not Compliant,"29""",AH-IPS,Integrated,"Full Panoramic Visual and Audio, Ultra-wide 21:9 2560 x 1080, AH-IPS Cinematic Monitor, ASUS SonicMaster Technology",0.5W,,-5Â°/20Â°,Silver and Black,Black,Silver,,,,,178Â°,,,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, C-Tick, CU, ErP, FCC, J-MOSS, RoHS, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7)",2560 x 1080,5.5Kg,Cinematic,886227472505.0,30KHz - 83KHz,50Hz - 61Hz,,6.0,,,,,,,,
"ASUS VB199T 19"" TN LED Black Multimedia Monitor (1280x1024/5ms/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",4:3,2 x 1W,LED,250 cd/mÂ²,"Â£109.46
Â£131.36 inc VAT
10 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"50, 000, 000:1",4716659759034.0,5.60Kg,,,,178Â°,,Power Lead,"Monitor, IPS, LED, 4:3, 1280x1024, 5ms, Speakers, Stereo, VESA, Ultra Wide, ASCR",,ASUS,VB199T,17.1W,"Monitor, DVI lead, VGA lead, Audio lead, UK Power lead, Quick start guide",15cm,48.5cm,Retail,46.9cm,,0.294mm,NEX-110955,Monitors,410mm,342.40mm,210mm,64.8mm,"ASUS VB199T 19"" TN LED Black Multimedia Monitor (1280x1024/5ms/VGA/DVI-D)",413mm,413mm,1280 x 1024,5ms (GTG),Not Compliant,"19""",TN,Integrated,"True-to-life Pictures Powered by LED, Splendid Video Intelligence Technology, User-Friendly Designs",0.3W,,-5Â°/20Â°,Black,Black,Black,,,,,178Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, C-Tick, CU, FCC, ISO-9241-307, J-MOSS, PSB, RoHS, TCO6.0, TUV-Ergo, TUV-GS, UL/cUL, VCCI, WEEE, WHQL (Windows 7)",1280 x 1024,3.40Kg,,886227759033.0,53KHz - 80KHz,50Hz - 76Hz,,6.0,,,,,,,,
"AOC i2460Pxqu 24.1"" Widescreen IPS LED Black Multimedia Monitor (1920x1200/5ms/VGA/DVI-D/HDMI/DP) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:10,,LED,300 cd/mÂ²,"Â£196.91
Â£236.29 inc VAT
0 Available
Due: 25/12/14",16.7 Million,1000:1,1.0,1.0,"20, 000, 000:1",4038986143745.0,8.60Kg,1.0,,130mm,178Â°,,Power Lead,"Monitors, IPS, LED, 24.1"", 16:10, 5ms, HDMI, DisplayPort, Tilt, Height, Eco, Kensington, USB, VESA, Pivot, Swivel",1.0,AOC,I2460PXQU,22W,"Monitor, UK Power lead, VGA lead, DVI-D lead, Audio lead, Support Disk",18cm,68cm,Retail,44.5cm,Yes,0.269mm,NEX-109437,Monitors,423.4mm,,244.6mm,,"AOC i2460Pxqu 24.1"" Widescreen IPS LED Black Multimedia Monitor (1920x1200/5ms/VGA/DVI-D/HDMI/DP)",558.4mm,,1920 x 1200,5ms (GTG),Not Compliant,"24.1""",IPS,Integrated,"Eco Mode, e-Saver, i-Menu, Kensington Security Lock, screen+",0.5W,Yes,-6.5Â°/23Â°,Black,Black,Black,4.0,1.0,,,178Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EPEAT Gold, EuP, GOST, ISO 9241-307, RoHS, TCO 6.0, TÃV-GS, Ukraine Safety",1920 x 1200,,,,30kHz - 83kHz,50Hz - 76Hz,,6.0,518.4mm x 324mm,,,,,1.0,,
"BENQ RL2455HM 24"" Wide LED Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 2W,LED,250 cd/mÂ²,"Â£139.15
Â£166.98 inc VAT
63 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"12, 000, 000:1",4718755045813.0,5.70Kg,2.0,1.0,,170Â°,,Power Lead,"Monitors, LCD, LED, 24"", 1920 x 1080, 16:9, Black eQualizer, RTS, RTS2, Speaker, Smart Scaling, 1ms, Dual Link, HDMI",1.0,BENQ,RL2455HM,27W,"Monitor, Quick start guide, Support Disk, VGA lead, DVI-D lead",13.4cm,65cm,Retail,42cm,,0.276mm,NEX-108997,Monitors,435mm,350mm,189mm,63mm,"BENQ RL2455HM 24"" Wide LED Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D)",579mm,579mm,1920 x 1080,1ms (GTG),Not Compliant,"24""",LCD,Integrated,"Black eQualizer, RTS Mode, RTS2 Mode, Speaker, Display Mode, Smart Scaling, 1ms GTG",0.5W,,-5Â°/15Â°,Black,Black,Black and Red,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,TCO 5.2,,4.10Kg,,,,,,6.0,,,,,,,,
"BENQ XL2420T 24"" Wide TN LED Black Multimedia 3D Monitor (1920x1080/2ms/VGA/DVI-D/2xHDMI/DP) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,350 cd/mÂ²,"Â£306.06
Â£367.27 inc VAT
0 Available
Due: 25/12/14",16.7 Million,1000:1,1.0,1.0,"12, 000, 000:1",,7.5Kg,1.0,1.0,130mm,170Â°,,Power Lead,"Monitors, 24"", 2ms, DisplayPort, HDMI, Height Adjustable, LCD, LED, LED Backlight, Tilt, Swivel, Pivot, Wall Mount, VESA, USB, Widescreen, Senseye 3",,BENQ,XL2420T,24W,"Monitor, Quick Start Guide, DVI Lead, VGA Lead, USB Lead, Euro Power Lead, UK Power Lead, Support Disk, Dust Cover, S Switch",,,Retail,,90Â°,0.276mm,NEX-105327,Monitors,571.4mm,,149.9mm,,"BENQ XL2420T 24"" Wide TN LED Black Multimedia 3D Monitor (1920x1080/2ms/VGA/DVI-D/2xHDMI/DP)",516.9mm,,1920 x 1080,2ms (GTG),,"24""",TN,,"Black eQualizer, Smart Scaling, FPS Mode, RTS Mode, Game Mode Loader, NVIDIA 3D Vision 2 ready, Senseye 3, AMA, HDCP, K-Locker mount",0.5W,-45Â°/45Â°,-5Â°/20Â°,Black,Black,Black and Red,3.0,1.0,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,,1920 x 1080,6.1Kg,,,,,,5.0,,,,,,,"Temperature: 0 - 40Â°C , Humidity: 5% - 90%",
"ASUS VK228H 21.5"" Wide LED Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D/HDMI/Webcam) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 1W,LED,250 cd/mÂ²,"Â£126.06
Â£151.27 inc VAT
56 Available
Available for next day delivery if ordered before 5pm",16.7 Million,,,1.0,"80, 000, 000:1",4716659096566.0,5.23Kg,1.0,1.0,,170Â°,,Power Lead,"Monitors, LCD, LED, LED Backlight, 21.5"", 2ms, HDMI, Speakers, Tilt, VESA, VESA Wall Mounting, Wall Mount, WebCam, Widescreen",1.0,ASUS,VK228H,25W,"Monitor, UK Power Lead, Euro Power Lead, VGA Lead, DVI-D Lead, Audio Lead, USB Lead, Quick Start Guide, Support Disk",12cm,56.5cm,Retail,44cm,,0.248mm,NEX-106232,Monitors,385.5mm,315mm,200mm,45mm,"ASUS VK228H 21.5"" Wide LED Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D/HDMI/Webcam)",514mm,514mm,1920 x 1080,2ms (GTG),Not Compliant,"21.5""",LCD,,"Real-time Video Communication, ASCR - ASUS Smart Contrast Ratio 80, 000, 000:1, Excellent video performance, Splendid Video Intelligence Technology",0.5W,,-5Â°/20Â°,Black,Black,Black and Silver,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"Energy Star, EPEAT Gold, UL/cUL, CB, CE, EuP, FCC (Class B), CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, J-MOSS, RoHS (GreenASUS), WEEE, Windows 7 WHQL, TCO05",1920 x 1080,3.22Kg,,886227096565.0,30KHz - 82KHz,56Hz - 76Hz,,,,,HD,,,,,
"ASUS PA249Q 24.1"" Wide AH-IPS Black Monitor (1920x1200/6ms/VGA/DVI-D/HDMI/DisplayPort/Height/Pivot) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:10,,LED,350 cd/mÂ²,"Â£384.00
Â£460.80 inc VAT
18 Available
Available for next day delivery if ordered before 5pm",1073.7M (10bit),1000:1,1.0,1.0,"80, 000, 000:1",4716659384083.0,10.4Kg,1.0,1.0,Yes,178Â°,,Power Lead,"Monitors, AH-IPS, IPS, 24.1"", 16:10, 1920x1200, 6ms, PiP, PbP, HDMI, DisplayPort, USB, Tilt, Swivel, Pivot, Height Adjustment, VESA, Wall Mounting, 100x100mm, Kensington lock",,ASUS,PA249Q,72W,"Monitor, DVI cable, VGA cable, UK Power cord, DisplayPort cable, USB 3.0 cable, Quick start guide, Support Disk, Color pre-calibration report",29cm,68cm,Retail,43cm,Yes,0.270mm,NEX-108172,Monitors,416.3mm,362.8mm,235mm,62mm,"ASUS PA249Q 24.1"" Wide AH-IPS Black Monitor (1920x1200/6ms/VGA/DVI-D/HDMI/DisplayPort/Height/Pivot)",557mm,557mm,1920 x 1200,6ms (GTG),Not Compliant,"24.1""",AH-IPS,,"Professional Pre-calibrated AH-IPS, True, consistent colour with 99% Adobe RGB, 100% sRGB, and 120% NTSC, Award-winning design with ergonomic tilt, swivel, pivot, and height adjustment for comfortable viewing",1W,Yes,-5Â°/20Â°,Black,Black,Black,,,4.0,1.0,178Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, CEL level 1, C-Tick, ErP, FCC, Gost-R, ISO-9241-307, J-MOSS, Mac Compliance, PSE, RoHS, TCO6.0, TUV-Ergo, TUV-GS, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7), NOM",1920 x 1200,6.6Kg,Professional Pre-calibrated,886227384082.0,30KHz - 83kHz,50Hz - 76Hz,,5.0,,,,,,,,
"BENQ GL2250M 21.5"" Wide LED Black Multimedia Monitor (1920x1080/5ms/DVI-D/VGA/Headphone) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",,2 x 1W,,250 cd/mÂ²,"Â£87.44
Â£104.93 inc VAT
49 Available
Available for next day delivery if ordered before 5pm",16.7 Million,"1000:1, 12000000:1 (dynamic)",,,,,5.3Kg,,,,,"1 x DVI-D, 1 x VGA, 1 x Audio in , 1 x Headphone Jack",Power Lead,"Monitors, LCD, LED, LED Backlight, 21.5"", 16:9, 5ms, Senseye 3, VESA, Widescreen",,BENQ,GL2250M,,"Monitor, Quick Start Guide, UK Power Lead, Drivers Disk, Audio Lead",,,Retail,,,,NEX-105093,Monitors,399.9mm,"319, 79mm",173.9mm,60.5mm,"BENQ GL2250M 21.5"" Wide LED Black Multimedia Monitor (1920x1080/5ms/DVI-D/VGA/Headphone)",524.69mm,524.69mm,,5ms,,"21.5"" Widescreen",LCD (LED Backlight),,"Brilliant Image Quality, 12M:1 Ultra High Dynamic Contrast for Depth and Definition, Full HD 1080p 16:9 Visual Perfection, Perfecting Your Audiovisual Enjoyment with Speakers, Superior Response Time, Senseye 3 Visual Solution",,,-5Â°/15Â°,,,,,,,,,,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,,1920 x 1080,3.7Kg,,,,,"Horizontal: 170Â°, Vertical: 160Â°",,,"Front: Black, Rear: Black, Stand: Black",,,,,,
"ASUS PB287Q 28"" Widescreen LED Black Multimedia Monitor (3840x2160/1ms/HDMI/DP-60Hz) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 2W,LED,300 cd/mÂ²,"Â£435.96
Â£523.15 inc VAT
84 Available
Available for next day delivery if ordered before 5pm",1073.7M (10bit),1000:1,1.0,,"10, 000, 000:1",4716659666448.0,10.60Kg,2.0,1.0,150mm,170Â°,,Power Lead,"Monitor, 28"", 4K, 3840x2160, 1ms, PIP, PBP, HDCP, Speakers, HDMI, DisplayPort, Pivot, Swivel, Height, VESA, Kensington",1.0,ASUS,PB287Q,60W,"Monitor, HDMI lead, DisplayPort lead, UK Power lead, Audio lead, Quick start guide",22.4cm,76.4cm,Retail,46.5cm,90Â°,0.16mm,NEX-110490,Monitors,414mm,380.67mm,220.06mm,63.55mm,"ASUS PB287Q 28"" Widescreen LED Black Multimedia Monitor (3840x2160/1ms/HDMI/DP-60Hz)",660mm,660mm,3840 x 2160,1ms (GTG),Not Compliant,"28""",TN,Integrated,"See every detail in 28-inch true 4K display with 3840 x 2160 UHD resolution, Get the fastest 4K experience possible with 1ms GTG response time and 60Hz refresh rate, Connect to everything you own with HDMI, HDMI/MHL, and DisplayPort",0.5W,+60/-60,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, CEL level 1, C-Tick, CU, ErP, FCC, ISO-9241-307, RoHS, TCO6.0, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7)",,7.90Kg,4K,886227666447.0,24kHz - 99kHz,30Hz - 75Hz,,6.0,,,,,,,,
"BENQ EW2440L 24"" Wide VA LED Glossy Black Multimedia Monitor (1920x1080/4ms/VGA/2xHDMI/MHL) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£130.21
Â£156.25 inc VAT
77 Available
Available for next day delivery if ordered before 5pm",16.7 Million,5000:1,,,"20, 000, 000:1",4718755046933.0,5.10Kg,2.0,,,178Â°,,Power Adapter,"Monitors, 24"", VA, LED, 1920x1080, 4ms, HDMI, MHL, Speakers, Blue Light, Flicker-free, Senseye 3, AMA, HDCP, Kensington Lock",1.0,BENQ,EW2440L,42W,"Monitor, MHL cable, VGA cable, Power Adapter, UK Power lead",13cm,61cm,Retail,40cm,,0.276mm,NEX-109915,Monitors,421.6mm,,191.32mm,,"BENQ EW2440L 24"" Wide VA LED Glossy Black Multimedia Monitor (1920x1080/4ms/VGA/2xHDMI/MHL)",545.66mm,,1920 x 1080,4ms (GTG),Not Compliant,"24""",VA,Integrated,"Transform Mobile Entertainment with MHL Connection, Heighten Your Movie Enjoyment with Cinema Mode, Upscale Every Viewing Experience with Super Resolution, Distraction-free Viewing with Smart Focus, Flicker-free Backlight for Visual Pleasure",0.5W,,-5Â°/20Â°,Glossy Black,Black,Glossy Black,,,,,178Â°,1.0,,2 years on-site SWAP,www.benq.co.uk,,1920 x 1080,3.74Kg,,,,,,,,,,,,,,
"BENQ GL2760H 27"" Wide LED Glossy Black Monitor (1920x1080/5ms/VGA/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,300 cd/mÂ²,,16.7 Million,1000:1,,1.0,"12, 000, 000:1",4718755051982.0,7.3Kg,1.0,1.0,,170Â°,,Power Lead,"Monitors, 27"", 16:9, 1920 x 1080, 2ms, HDMI, VESA, Senseye 3, HDCP, Flicker-free",,BENQ,GL2760H,21W,"Monitor, UK Power lead",13.2cm,71.5cm,Retail,49cm,,0.311mm,NEX-109914,Monitors,488mm,,215mm,,"BENQ GL2760H 27"" Wide LED Glossy Black Monitor (1920x1080/5ms/VGA/HDMI)",641mm,,1920 x 1080,2ms (GTG),Not Compliant,"27""",TN,,"LED Leads the Way, Flicker-free Backlight for Visual Pleasure, Senseye Technology, Ultra High Dynamic Contrast",0.3W,,-5Â°/20Â°,Glossy Black,Black,Glossy Black,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,,,5.4Kg,,,,,,,,,,,,,,
"BENQ BL2211TM 22"" Wide TN LED Black Multimedia Monitor (1680x01050/5ms/VGA/DVI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:10,2 x 1W,LED,250 cd/mÂ²,"Â£122.23
Â£146.68 inc VAT
3 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"12, 000, 000:1",4718755049446.0,7.10Kg,,1.0,110mm,170Â°,,Power Lead,"Monitor, 22, TN, LED, 1680x1050, 5ms, Speaker, VESA, Swivel, Tilt, Pivot, High Adjustment, K Locker, Flicker-free",1.0,BENQ,BL2211TM,26W,"Monitor, UK Power lead, VGA lead",21.4cm,65.5cm,Retail,43.3cm,90Â°,0.28mm,NEX-110816,Monitors,392.5mm - 502.5mm,348.19mm,213.93mm,60.5mm,"BENQ BL2211TM 22"" Wide TN LED Black Multimedia Monitor (1680x01050/5ms/VGA/DVI)",522.15mm,522.15mm,1680 x 1050,5ms,Not Compliant,"22""",TN,Integrated,"Flicker-free Backlight for Visual Pleasure, 12, 000, 000:1 contrast ratio, 22"" screen size, 16:10 Wide Aspect Ratio, Ultra-Flexible Height Adjustment System (HAS)",0.3W,-45Â°/45Â°,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,TCO 6.0,1680 x 1050,5.50Kg,,,,,,,,,,,,,,
"BENQ BL2211M 22"" Wide TN LED Black Multimedia Monitor (1680x01050/5ms/VGA/DVI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:10,2 x 1W,LED,250 cd/mÂ²,"Â£109.46
Â£131.36 inc VAT
8 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"12, 000, 000:1",4718755049408.0,5.30Kg,,1.0,,170Â°,,Power Lead,"Monitor, 22, 16:10, 1680 x 1050, TN, LED, 5ms, Speaker, VESA, K Locker, Flicker-free",1.0,BENQ,BL2211M,26W,"Monitor, UK Power lead, VGA lead",12.2cm,57.5cm,Retail,42.5cm,,0.28mm,NEX-110815,Monitors,414mm,348.19mm,183.94mm,60.5mm,"BENQ BL2211M 22"" Wide TN LED Black Multimedia Monitor (1680x01050/5ms/VGA/DVI)",522.15mm,522.15mm,1680 x 1050,5ms,Not Compliant,"22""",TN,Integrated,"Flicker-free Backlight for Visual Pleasure, 12, 000, 000:1 contrast ratio, 22"" screen size, 16:10 Wide Aspect Ratio, Win 8 Compatible",0.3W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,TCO 6.0,1680 x 1050,4.20Kg,,,,,,,,,,,,,,
"AOC e950Swdak 18.5"" Widescreen LED Black Multimedia Monitor (1366x768/5ms/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£62.51
Â£75.01 inc VAT
58 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"20, 000, 000:1",4038986192002.0,3.55Kg,,,,170Â°,,Power Lead,"Monitors, LED, LCD, LED Backlight, 18.5"", 16:9, 5ms, Speakers, Wall, Wall Mount, VESA",,AOC,E950SWDAK,12W,"Monitor, UK Power cable, VGA cable, Audio cable, Support Disk",10.5cm,49cm,Retail,36cm,,0.300mm,NEX-107426,Monitors,342mm,,175mm,,"AOC e950Swdak 18.5"" Widescreen LED Black Multimedia Monitor (1366x768/5ms/VGA/DVI-D)",444.35mm,,1366 x 768,5ms,Not Compliant,"18.5""",LCD,Integrated,"Win7, CE, FCC, EPEAT Silver, GOST, RoHS, EuP",0.3W,,,Black,Black,Black,,,,,160Â°,1.0,VESA 75mm x 75mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"Win7, CE, FCC, EPEAT Silver, GOST, RoHS, EuP",1366 x 768,2.63Kg,,,30KHz - 80KHz,55Hz - 75Hz,,5.0,410mm x 230mm,,,,,,,
"AOC e2451Fh 24"" Wide LED White Monitor (1920x1080/2ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£105.62
Â£126.75 inc VAT
49 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"20, 000, 000:1",4038986143790.0,4.73Kg,1.0,,,170Â°,,Power Lead,"Monitors, 24"", 16:9, 2ms, 1920x1080, HDMI, Eco Mode, e-Saver, i-Menu, screen+",,AOC,E2451FH,25W,"Monitor, UK Power lead, VGA lead, DVI-D lead, HDMI lead, Support Disk",12cm,63cm,Retail,42.1cm,,0.276mm,NEX-109654,Monitors,421mm,,204.1mm,,"AOC e2451Fh 24"" Wide LED White Monitor (1920x1080/2ms/VGA/DVI-D/HDMI)",571.4mm,,1920 x 1080,2ms (GTG),,"24""",LCD,,"Audio out, e-Saver, Eco Mode, i-Menu, Screen+",0.5W,,-3Â°/25Â°,White,White,White,,,,,160Â°,1.0,,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EuP, EPEAT Silver, GOST, NRTL, RoHS, TUV-Bauert, TCO 6.0",1920 x 1080,3.45Kg,,,30KHz - 83KHz,50Hz - 75Hz,,6.0,531.36mm x 298.89mm,,,,,,,
"ASUS VS247NR 23.6"" Widescreen LED Black Monitor (1920x1080/5ms/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£108.19
Â£129.83 inc VAT
7 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"50, 000, 000:1",4716659549093.0,6.80Kg,,,,170Â°,,Power Lead,"Monitors, LCD, LED, 23.6"", 16:9, 5ms, VESA, Wall Mounting, Full HD, 1080p",,ASUS,VS247NR,22.7W,"Monitor, DVI lead, VGA lead, UK Power lead, Quick start guide",13cm,61.8cm,Retail,46.9cm,,0.272mm,NEX-109296,Monitors,410mm,,200mm,,"ASUS VS247NR 23.6"" Widescreen LED Black Monitor (1920x1080/5ms/VGA/DVI-D)",561.8mm,,1920 x 1080,5ms,Not Compliant,"23.6""",LCD,,"Superior Image Quality Meets Classic Elegant Design, True-to-life Pictures Powered by LED, Full HD 1080p Support, Versatile viewing positions with Smart View Technology, Aspect Control function, Splendid Video Intelligence Technology",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, C-Tick, CU, EK, ErP, FCC, J-MOSS, PSB, RoHS, UL/cUL, VCCI, WEEE, WHQL (Windows 7, Windows Vista)",1920 x 1080,4.40Kg,Full HD,886227549092.0,24KHz - 83KHz,50Hz - 75Hz,,6.0,,,,,,,,
"AOC d2769Vh 27"" Widescreen IPS LED Black Multimedia Monitor (1920x1080/5ms/VGA/2xHDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£181.88
Â£218.26 inc VAT
3 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,,"50, 000, 000:1",4038986183802.0,7.14Kg,2.0,1.0,,178Â°,,Power Lead,"Monitors, LCD, LED, 27"", 16:9, 5ms, HDMI, Speaker, Audio out, e-Saver, Eco, Headphone, i-Menu, Kensington, screen+",,AOC,D2769VH,35W,"Monitor, UK Power lead, VGA lead, HDMI lead, Audio lead, Support Disk, TriDef 3D Software, Normal glasses",16cm,71cm,Retail,53cm,,0.311mm,NEX-109386,Monitors,449mm,,130mm,,"AOC d2769Vh 27"" Widescreen IPS LED Black Multimedia Monitor (1920x1080/5ms/VGA/2xHDMI)",622mm,,1920 x 1080,5ms (GTG),Not Compliant,"27""",IPS,Integrated,"Audio out, e-Saver, Eco Mode, Headphone out, i-Menu, Kensington Security Lock, screen+",0.5W,,-5Â°/15Â°,Silver,Black,Silver and Black,,,,,178Â°,1.0,VESA 75mm x 75mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EuP, FCC, GOST, ISO 9024-307, NRTL, RoHS, TCO 5.0, TÃV-Bauart",1920 x 1080,4.99Kg,,,30kHz - 83kHz,50Hz - 75Hz,,6.0,,,,,,,,
