<page title>,adjustable display angle,adjustable display height,aspect ratio,backlight technology,brand name,brightness,certifications standards,color,contrast ratio,depth,displayport,dvi,green compliance certificateauthority,green compliant,hdcp supported,height,horizontal viewing angle,limited warranty,manufacturer,manufacturer part number,manufacturer website address,maximum resolution,mount type,number of screens,operating power consumption,package contents,platform supported,product line,product model,product name,product type,response time,screen mode,screen size,screen surface,standby power consumption,vertical viewing angle,vesa mount compatible,vesa mount standard,vga,weight approximate,width,additional information,color supported,input voltage,touchscreen,touchscreen type,usb,adjustable display pivot,builtin devices,features,panel technology,usb standard,weight with stand approximate,depth with stand,hdmi,height with stand,horizontal frequency,standard refresh rate,width with stand,offmode power consumption,swivel angle,tilt angle,display orientation,product series,maximum adjustable height,speakers,component video,network rj45,serial port,country of origin,full product specifications,headphone,number of speakers,interfacesports,postconsumerwaste,recycled,recycled content,composite video,multitouch screen,svideo,webcam,package type,digital zoom,image sensor,resolution,compatibility,packaged quantity,3d type
"Viewsonic Va2037m-led 20"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1600 X 900 - 250 Cd/mÂ² - 1,000:1 - Hd+ - Speakers - Dvi - Vga - 30 W - Energy Star, Weee, Rohs, Reach, Tco Certified Displays - (VA2037M-LED) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Viewsonic,250 cd/mÂ²,CBCEULcULFCC-B / ICES-003B,,"1,000:1","2"" (50.8 mm)",,Yes,"ENERGY STAR, WEEE, RoHS, REACH, TCO Certified Displays",Yes,Yes,"13.6"" (345.4 mm)",170Â°,3 Year,Viewsonic Corporation,VA2037M-LED,http://www.viewsonic.com,1600 x 900,Wall Mountable,1.0,30 W,"20"" (19.5"" Viewable) Widescreen LEDPower CableVGA CableAudio CableQuick Start GuideWizard CD","PC, Mac",,VA2037m-LED,"20"" (19.5"" Viewable) Widescreen LED",LCD Monitor,5 ms,HD+,"20""",Anti-glare,1 W,160Â°,Yes,100 x 100,Yes,3.49 kg,"21.9"" (556.3 mm)",,,"110 V AC, 220 V AC",,,,,Speaker,"Eco Mode, Security Lock",,,4.22 kg,"8.6"" (218.4 mm)",,"16.5"" (419.1 mm)",,,"21.9"" (556.3 mm)",,,,,,,Yes,,,,,,,2.0,,,Yes,,,,,,,,,,,,
"Acer T272hul 27"" Led Lcd Touchscreen Monitor - 16:9 - 5 Ms - 2560 X 1440 - Adjustable Display Angle - 1.07 Billion Colors - 100,000,000:1 - 300 Cd/mÂ² - Speakers - Dvi - Hdmi - Usb - Black - Mpr Ii - (UM.HT2AA.002) - SoftwareCity.ca - Canada",Yes,No,16:9,LED,Acer,300 cd/mÂ²,,Black,"100,000,000:1","1.5"" (38.1 mm)",Yes,Yes,MPR II,Yes,,"18.5"" (469.9 mm)",178Â°,,"Acer, Inc",UM.HT2AA.002,http://www.acer.ca,2560 x 1440,,,29.94 W,T272HUL Touchscreen LCD Monitor 1 x DVI Cable 1 x HDMI Cable 1 x Displayport Cable 1 x USB 3.0 Cable Power Cord,,,T272HUL,T272HUL Touchscreen LCD Monitor,LCD Touchscreen Monitor,5 ms,WQHD,"27""",Anti-glare,460 mW,178Â°,,,,6.70 kg,"26"" (660.4 mm)",,1.07 Billion Colors,"110 V AC, 220 V AC",Yes,,Yes,No,"USB Hub, Webcam, Microphone, Speaker",,Advanced Hyper Viewing Angle (AHVA),USB 3.0,7.20 kg,"1.9"" (48.3 mm)",Yes,"19.4"" (492.8 mm)",,60 Hz,"26"" (660.4 mm)",370 mW,,,,T,,Yes,,,,,,,,,,,,,,,,,,,,,,
"Lg 27mp75hm-p 27"" Lcd Monitor - 16:9 - Adjustable Display Angle - 1920 X 1080 - Full Hd - Speakers - Hdmi - Vga - 29 W - (27MP75HM-P) - SoftwareCity.ca - Canada",Yes,,16:9,,LG,,,,,"2.8"" (70 mm)",,,,,,"14.6"" (372 mm)",,,LG Electronics,27MP75HM-P,http://www.lg.com/ca,1920 x 1080,,1.0,29 W,,,,27MP75HM-P,IPS Monitor MP75,LCD Monitor,,Full HD,"27""",Anti-glare,,,,,Yes,5.60 kg,"24.5"" (623 mm)",,,,,,,,Speaker,"Reading Mode, Flicker-free, Super+ Resolution Technology, Super Energy Saving",In-plane Switching (IPS) Technology,,,"7.2"" (182 mm)",Yes,"18.7"" (474 mm)",,,"24.5"" (623 mm)",,,-5Â°to15Â°,,MP75,,Yes,,,,,,,2.0,,,,,,,,,,,,,,,
"Acer V196l 19"" Led Lcd Monitor - 5:4 - 5 Ms - Adjustable Display Angle - 1280 X 1024 - 16.7 Million Colors - 250 Nit - Sxga - Vga - 15.80 W - Black - Epeat Gold, Tco Certified Displays 6.0 - (UM.CV6AA.005) - SoftwareCity.ca - Canada",Yes,No,5:4,LED,Acer,250 cd/mÂ²,,Black,"100,000,000:1","2"" (52 mm)",,,"EPEAT Gold, TCO Certified Displays 6.0",Yes,,"13.3"" (337 mm)",170Â°,,"Acer, Inc",UM.CV6AA.005,http://www.acer.ca,1280 x 1024,,1.0,15.80 W,V196L LCD MonitorPower Cord1 x VGA Cable,,,V196L,V196L LCD Monitor,LCD Monitor,5 ms,SXGA,"19""",Anti-glare,450 mW,160Â°,,,Yes,2.70 kg,"16"" (406.4 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,,No,,,Twisted Nematic Film (TN Film),,3.10 kg,"8.1"" (207 mm)",,"16.1"" (408 mm)",,75 Hz,"16"" (406.4 mm)",350 mW,,,,V,,,,,,,,,,,,,,,,,,,,,,,,
"Asus Vw199t-p 19"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1440 X 900 - 16.7 Million Colors - 10,000,000:1 - Wsxga - Speakers - Dvi - 26.90 W - Black - Energy Star, Tco '03, Rohs - (VW199T-P) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Asus,,UL/cULCBCEFCCCCCTUV-GSTUV-ERGOISO9241-307BSMIGost-RC-TickVCCIPSBNOMJ-MOSS,Black,"10,000,000:1",,,Yes,"ENERGY STAR, TCO '03, RoHS",Yes,Yes,,170Â°,3 Year,ASUS Computer International,VW199T-P,http://www.asus.com,1440 x 900,Wall Mountable,1.0,26.90 W,VW199T-P Widescreen LCD MonitorVGA CableAudio CablePower CordQuick Start GuideCD-ROMWarranty Card,PC,,VW199T-P,VW199T-P Widescreen LCD Monitor,LCD Monitor,5 ms,WSXGA,"19""",,100 mW,160Â°,Yes,100 x 100,,4.20 kg,,,16.7 Million Colors,,,,,,Speaker,,,,,"8.3"" (210 mm)",,"10.4"" (264 mm)",,75 Hz,"17.5"" (444 mm)",100 mW,,,,VW,,Yes,,,,,,,2.0,,,,,,,,,,,,,,,
"Ag Neovo Rx-22 21.5"" Led Lcd Monitor - 3 Ms - 1920 X 1080 - 16.7 Million Colors - 250 Nit - 1,000:1 - Full Hd - Speakers - Dvi - Hdmi - Vga - 25 W - Reach, Rohs, Weee - (RX-22) - SoftwareCity.ca - Canada",,,,LED,AG Neovo,250 cd/mÂ²,FCCCBCEBSMI,,"1,000:1","6.1"" (155 mm)",,Yes,"REACH, RoHS, WEEE",Yes,,"14.5"" (369 mm)",170Â°,3 Year,AG Neovo Technology Corporation,RX-22,http://www.agneovo.com,1920 x 1080,,1.0,25 W,RX-22 CCTV LCD MonitorQuick GuideCD ROM (User Manual)Power CordPower Adapter15-Pin D-Sub CableAudio Cable,PC,,RX-22,RX-22 CCTV LCD Monitor,LCD Monitor,3 ms,Full HD,"21.5""",,500 mW,160Â°,Yes,100 x 100,Yes,6.90 kg,"20.2"" (513 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,,,Speaker,"Noise Reduction, Anti-Burn-in Technology, EcoSmart Sensor, 3D Comb Filter, Picture in Picture, 3D De-interlace",,,,,Yes,,,85 Hz,,500 mW,,,,RX,,Yes,,,,,,,2.0,,,,,Yes,,Yes,,,,,,,,
"Asus Ve208t 20"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1600 X 900 - 16.7 Million Colors - 250 Cd/mÂ² - 10,000,000:1 - Speakers - Dvi - Vga - 30 W - Black - Energy Star, Rohs, Weee - (VE208T) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Asus,250 cd/mÂ²,UL/cULCBCEEuPCELFCCCCCBSMIGost-RC-TickVCCIPSBJ-MOSS,Black,"10,000,000:1","7.9"" (200.8 mm)",,Yes,"ENERGY STAR, RoHS, WEEE",,Yes,"14.5"" (368.3 mm)",170Â°,3 Year,ASUS Computer International,VE208T,http://www.asus.com,1600 x 900,Wall Mountable,1.0,30 W,VE208T Widescreen LCD MonitorDVI CableVGA CableAudio CablePower CordQuick Start GuideWarranty Card,PC,,VE208T,VE208T Widescreen LCD Monitor,LCD Monitor,5 ms,,"20""",,1 W,160Â°,Yes,100 x 100,Yes,3.20 kg,"18.9"" (479.3 mm)",,16.7 Million Colors,,,,,,Speaker,,,,,,,,,76 Hz,,,,,,,,Yes,,,,,,,2.0,,,,,,,,,,,,,,,
"Philips 223v5lhsb 21.5"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Nit - 10,000,000:1 - Full Hd - Hdmi - Vga - 15.85 W - Textured Black - Weee, Tco Certified Displays, Energy Star 6.0, Epeat Silver, Rohs - (223V5LHSB/27) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Philips,250 cd/mÂ²,BSMI CE Mark FCC Class B GOST PSB SASO SEMKO TUV/ISO9241-307 cETLus,Textured Black,"10,000,000:1","2"" (50 mm)",,,"WEEE, TCO Certified Displays, ENERGY STAR 6.0, EPEAT Silver, RoHS",Yes,Yes,"12.4"" (316 mm)",170Â°,,Philips Electronics,223V5LHSB/27,http://www.philips.com,1920 x 1080,Wall Mountable,1.0,15.85 W,,"PC, Mac",,223V5LHSB,LCD Monitor with SmartControl Lite,LCD Monitor,5 ms,Full HD,"21.5""",,500 mW,160Â°,Yes,100 x 100,Yes,2.35 kg,"19.8"" (503 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,,,,"SmartControl Lite, SmartContrast, Security Lock, Sync on Green",,,2.61 kg,"8.4"" (213 mm)",Yes,"14.8"" (376 mm)",,60 Hz,"19.8"" (503 mm)",500 mW,,-5Â°to20Â°,,V,,,,,,,,Yes,,,,,,,,,,,,,,,,
"Acer V196wl 19"" Led Lcd Monitor - 16:10 - 5 Ms - Adjustable Display Angle - 1440 X 900 - 16.7 Million Colors - 250 Cd/mÂ² - 100,000,000:1 - Wxga+ - Vga - 13 W - Black - Tco '06, Epeat Gold - (UM.CV6AA.001) - SoftwareCity.ca - Canada",Yes,No,16:10,LED,Acer,250 cd/mÂ²,,Black,"100,000,000:1","7.5"" (191 mm)",,,"TCO '06, EPEAT Gold",Yes,,"14.9"" (378 mm)",170Â°,,"Acer, Inc",UM.CV6AA.001,http://www.acer.ca,1440 x 900,,1.0,13 W,V196WL Widescreen LCD Monitor1 x VGA CablePower Cord,,,V196WL,V196WL Widescreen LCD Monitor,LCD Monitor,5 ms,WXGA+,"19""",Anti-glare,450 mW,160Â°,,,Yes,2.70 kg,"17.3"" (440 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,,No,,,Twisted Nematic Film (TN Film),,3.10 kg,,,,,60 Hz,,350 mW,,,,V,,,,,,,,,,,,,,,,,,,,,,,,
"Viewsonic Va2037a-led 20"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1600 X 900 - 250 Cd/mÂ² - 1,000:1 - Hd+ - Vga - 18 W - Black - (VA2037A-LED) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Viewsonic,250 cd/mÂ²,,Black,"1,000:1","2"" (50.9 mm)",,,,,,"11.7"" (297.2 mm)",170Â°,,Viewsonic Corporation,VA2037A-LED,http://www.viewsonic.com,1600 x 900,Wall Mountable,1.0,18 W,,"PC, Mac",,VA2037a-LED,VA2037a-LED Widescreen LCD Monitor,LCD Monitor,5 ms,HD+,"20""",Anti-glare,,160Â°,Yes,100 x 100,Yes,2.70 kg,"18.6"" (472.8 mm)",,,,,,,,,"Security Lock, Eco Mode",,,2.90 kg,"7.1"" (179.8 mm)",,"14"" (355.7 mm)",,,"18.6"" (472.8 mm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer B226hql 21.5"" Led Lcd Monitor - 16:9 - 8 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 100,000,000:1 - Full Hd - Speakers - Dvi - Vga - 19.50 W - Dark Gray - Epeat Gold, Tco '06, Energy Star - (UM.WB6AA.A01) - SoftwareCity.ca - Canada",Yes,Yes,16:9,LED,Acer,250 cd/mÂ²,,Dark Gray,"100,000,000:1","8.7"" (221 mm)",,Yes,"EPEAT Gold, TCO '06, ENERGY STAR",Yes,Yes,"14.5"" (369 mm)",178Â°,,"Acer, Inc",UM.WB6AA.A01,http://www.acer.ca,1920 x 1080,,1.0,19.50 W,B226HQL Widescreen LCD Monitor1 x VGA Cable1 x DVI CablePower Cord,,,B226HQL,B226HQL Widescreen LCD Monitor,LCD Monitor,8 ms,Full HD,"21.5""",Anti-glare,350 mW,178Â°,,,Yes,3.17 kg,"20"" (508 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,,Yes,Speaker,,Vertical Alignment (VA),,5.81 kg,,,,,60 Hz,,250 mW,,,,B,,Yes,,,,,,,2.0,,,,,,,,,,,,,,,
"Viewsonic Va2249s 21.5"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 250 Nit - 20,000,000:1 - Full Hd - Dvi - Vga - 26 W - Energy Star, China Energy Label (cel), Cecp, Reach, Erp, Epeat Silver, Weee, Rohs, Tco Certified Displays 6.0 - (VA2249S) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Viewsonic,250 cd/mÂ²,CE CB BSMI PSB C-tick UL/cUL FCC-B (including ICES003) GOST-R/Hygienic UkrSEPRO CCC China Energy TUV-S(ULAR) NOM ISO9241-3,,"20,000,000:1","1.9"" (48.3 mm)",,Yes,"ENERGY STAR, RoHS, TCO Certified Displays 6.0, China Energy Label (CEL), CECP, REACH, ErP, EPEAT Silver, WEEE",Yes,Yes,"12.5"" (317.5 mm)",178Â°,3 Year,Viewsonic Corporation,VA2249S,http://www.viewsonic.com,1920 x 1080,Wall Mountable,1.0,26 W,High-Performance Monitor with SuperClear Technology Power cable Video cable Quick start Guide ViewSonic Wizard CD-ROM (User Guide),"PC, Mac",,VA2249S,High-Performance Monitor with SuperClear Technology,LCD Monitor,5 ms,Full HD,"21.5""",Anti-glare,,178Â°,Yes,100 x 100,Yes,3.08 kg,"20.1"" (510.5 mm)",,,"110 V AC, 220 V AC",,,,,,"Eco Mode, Security Lock",In-plane Switching (IPS) Technology,,3.67 kg,"7.5"" (190.5 mm)",,"14.4"" (365.8 mm)",82 kHz,75 Hz,"20.1"" (510.5 mm)",,,5Â°to19Â°,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer V226wl 22"" Led Lcd Monitor - 16:10 - 5 Ms - 1680 X 1050 - 16.7 Million Colors - 250 Cd/mÂ² - 100,000,000:1 - Wxga+ - Dvi - Vga - 24.20 W - Black - Tco '06 - (UM.EV6AA.002) - SoftwareCity.ca - Canada",,,16:10,LED,Acer,250 cd/mÂ²,,Black,"100,000,000:1","8.1"" (207 mm)",,Yes,TCO '06,Yes,Yes,"16.5"" (419.1 mm)",170Â°,,"Acer, Inc",UM.EV6AA.002,http://www.acer.ca,1680 x 1050,,1.0,24.20 W,V226WL Widescreen LCD Monitor1 x DVI Cable1 x VGA CablePower Cord,,,V226WL,V226WL Widescreen LCD Monitor,LCD Monitor,5 ms,WXGA+,"22""",Anti-glare,450 mW,160Â°,,,Yes,3.09 kg,"19.9"" (505.8 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,,,,,,,3.52 kg,,,,,60 Hz,,350 mW,,,,V,,,,,,,,,,,,,,,,,,,,,,,,
"Acer V225wl 22"" Led Lcd Monitor - 16:10 - 5 Ms - Adjustable Display Angle - 1680 X 1050 - 16.7 Million Colors - 250 Nit - 100,000,000:1 - Wsxga+ - Dvi - Vga - 15.60 W - Black - Tco '05, Energy Star - (UM.EV5AA.A01) - SoftwareCity.ca - Canada",Yes,No,16:10,LED,Acer,250 cd/mÂ²,,Black,"100,000,000:1","7"" (177.8 mm)",,Yes,"TCO '05, ENERGY STAR",Yes,Yes,"13.3"" (337.8 mm)",170Â°,,"Acer, Inc",UM.EV5AA.A01,http://www.acer.ca,1680 x 1050,,1.0,15.60 W,V225WL Widescreen LCD Monitor1 x DVI CableVGA CablePower Cord,,,V225WL,V225WL Widescreen LCD Monitor,LCD Monitor,5 ms,WSXGA+,"22""",Anti-glare,460 mW,160Â°,,,Yes,3.22 kg,"20"" (508 mm)",,16.7 Million Colors,,,,,No,,,Twisted Nematic Film (TN Film),,,,,,,60 Hz,,310 mW,,,,V,,,,,,,,,,,,,,,,,,,,,,,,
"Aoc Professional E2260swda 21.5"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 1,000:1 - Full Hd - Speakers - Dvi - Vga - Black - Energy Star - (e2260Swda) - SoftwareCity.ca - Canada",Yes,No,16:9,LED,AOC,250 cd/mÂ²,,Black,"1,000:1","7.3"" (185 mm)",No,Yes,ENERGY STAR,Yes,Yes,"14.7"" (373 mm)",170Â°,1 Year,AOC,E2260SWDA,http://us.aoc.com,1920 x 1080,Wall Mountable,1.0,,,PC,Professional,e2260Swda,"LED Monitor - e2260Swda Professional 54.7cm (21.5"")",LCD Monitor,5 ms,Full HD,"21.5""",,,160Â°,Yes,100 x 100,Yes,,"20.1"" (511 mm)",,16.7 Million Colors,,,,,No,Speaker,Security Lock,,,,,No,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
"Benq Gw2265hm 21.5"" Led Lcd Monitor - 16:9 - 6 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 20,000,000:1 - Full Hd - Speakers - Dvi - Hdmi - Vga - 30 W - Black - Energy Star 6.0, TÃ¼v Rheinland - (GW2265HM) - SoftwareCity.ca - Canada",Yes,No,16:9,LED,BenQ,250 cd/mÂ²,,Black,"20,000,000:1","2.1"" (52.7 mm)",,Yes,"ENERGY STAR 6.0, TÃV Rheinland",Yes,Yes,"11.9"" (302.2 mm)",178Â°,3 Year,BenQ Corporation,GW2265HM,http://www.benq.ca,1920 x 1080,Wall Mountable,1.0,30 W,GW2265HM Widescreen LCD Monitor VGA Cable,PC,,GW2265HM,GW2265HM Widescreen LCD Monitor,LCD Monitor,6 ms,Full HD,"21.5""",,,178Â°,Yes,100 x 100,Yes,3.50 kg,"20.1"" (510 mm)",,16.7 Million Colors,"120 V AC, 230 V AC",,,,No,Speaker,"M-book Mode, Security Lock, Advanced Motion Accelerator (AMA), Eye-Care, Flicker-free, Eco Mode, Reading Mode, Senseye 3",Vertical Alignment (VA),,,"7.3"" (185.7 mm)",Yes,"15.6"" (397 mm)",83 kHz,76 Hz,"20.1"" (510 mm)",,,-5Â°to20Â°,,GW,,Yes,,,,,,Yes,,,,,,,,,No,,,,,,,
"Benq Xl2720z 27"" 3d Ready Led Lcd Monitor - 16:9 - 1 Ms - 1920 X 1080 - 16.7 Million Colors - 300 Nit - 12,000,000:1 - Full Hd - Dvi - Hdmi - Displayport - Usb - 27 W - Tco Certified Displays 6.0 - (XL2720Z) - SoftwareCity.ca - Canada",,,16:9,LED,BenQ,300 cd/mÂ²,,,"12,000,000:1","10.7"" (273 mm)",Yes,Yes,TCO Certified Displays 6.0,Yes,,"21.6"" (548 mm)",,,BenQ Corporation,XL2720Z,http://www.benq.ca,1920 x 1080,,1.0,27 W,,,,XL2720Z,XL2720Z Widescreen LCD Monitor,LCD Monitor,1 ms,Full HD,"27""",,,,Yes,,,7.50 kg,"25.3"" (642 mm)",,16.7 Million Colors,,,,Yes,,USB Hub,,,,,,Yes,,,,,,,,,,,,,,,,Click to view,,,,,,,,,,,,,,,,,3D Ready
"Acer B286hk 28"" Led Lcd Monitor - 16:9 - 1 Ms - 3840 X 2160 - 16.7 Million Colors - 300 Cd/mÂ² - 4k Uhd - Speakers - Dvi - Hdmi - Displayport - Usb - 39 W - Dark Gray - Epeat Gold, Tco Certified Displays 6.0 - (UM.PB6AA.003) - SoftwareCity.ca - Canada",,,16:9,LED,Acer,300 cd/mÂ²,,Dark Gray,"100,000,000:1","2.5"" (64.5 mm)",Yes,Yes,"EPEAT Gold, TCO Certified Displays 6.0",Yes,,"15"" (381.9 mm)",,,"Acer, Inc",UM.PB6AA.003,http://www.acer.ca,3840 x 2160,,1.0,39 W,B286HK Widescreen LCD Monitor1 x DVI Cable1 x DisplayPort Cable1 x HDMI CablePower Cord1 x USB 3.0 Cable,,,B286HK,B286HK Widescreen LCD Monitor,LCD Monitor,1 ms,4K UHD,"28""",,500 mW,,,,,,"25.9"" (658.7 mm)",,16.7 Million Colors,,,,Yes,,USB Hub,,Twisted Nematic Film (TN Film),,,"9.7"" (247.2 mm)",Yes,,,,"25.9"" (658.7 mm)",400 mW,,-5Â°to35Â°,,B,,Yes,,,,,Click to view,,,,,,,,,,,,,,,,,
"Aoc Style Q2770pqu 27"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 2560 X 1440 - 16.7 Million Colors - 300 Nit - 20,000,000:1 - Wqhd - Speakers - Dvi - Hdmi - Vga - Displayport - Usb - 18 W - Textured Black - Energy Star, TÃ¼v, Rohs, Epeat Silver - (Q2770PQU) - SoftwareCity.ca - Canada",Yes,Yes,16:9,LED,AOC,300 cd/mÂ²,CE FCC,Textured Black,"20,000,000:1",,Yes,Yes,"ENERGY STAR, TÃV, RoHS, EPEAT Silver",Yes,Yes,,178Â°,3 Year,AOC,Q2770PQU,http://us.aoc.com,2560 x 1440,Wall Mountable,1.0,18 W,"Style Q2770PQU Widescreen LCD Monitor Stand and base Power Cord VGA Cable DVI cable USB cable Audio cable Media (Drivers, AOC Software, User's Manual, Warranty)",PC,Style,Q2770PQU,Style Q2770PQU Widescreen LCD Monitor,LCD Monitor,5 ms,WQHD,"27""",,500 mW,178Â°,Yes,100 x 100,Yes,8 kg,,,16.7 Million Colors,"110 V AC, 220 V AC",,,Yes,Yes,"Speaker, USB Hub","Eco Mode, Screen+, i-Menu, e-Saver, Security Lock, Mobile High-Definition Link (MHL)",In-plane Switching (IPS) Technology,USB 3.0,,"9.6"" (244 mm)",Yes,"21.9"" (556 mm)",99 kHz,60 Hz,"25.3"" (642.2 mm)",450 mW,,-5Â°to23Â°,Landscape/Portrait,,"5.1"" (130 mm)",Yes,,,,,,Yes,2.0,,,,,,,,,,,,,,,
"Viewsonic Cdx4650-l 46"" Led Lcd Monitor - 16:9 - 6.50 Ms - 1920 X 1080 - 700 Cd/mÂ² - 4,000:1 - Full Hd - Speakers - Dvi - Hdmi - Vga - 220 W - Energy Star - (CDX4650-L) - SoftwareCity.ca - Canada",,,16:9,LED,Viewsonic,700 cd/mÂ²,FCC ICES003 UL cUL CE CB BSMI ISO 9001 ISO 14001 TUV NORD,,"4,000:1","5"" (127 mm)",,Yes,ENERGY STAR,Yes,,"22.8"" (579.1 mm)",178Â°,3 Year,Viewsonic Corporation,CDX4650-L,http://www.viewsonic.com,1920 x 1080,,1.0,220 W,"46"" Full HD LED Commercial Display Power Cable VGA Cable Power Switch Cover Remote Control Batteries ViewSonic Wizard CD (with User Guide) Quick Start Guide",,,CDX4650-L,"46"" Full HD LED Commercial Display",LCD Monitor,6.50 ms,Full HD,"46""",Anti-glare,,178Â°,Yes,200 x 400,Yes,24.31 kg,"40.3"" (1023.6 mm)",,,"110 V AC, 220 V AC",,,,,Speaker,"Digital Signage Ready, Video Wall, Picture in Picture",,,25.99 kg,"13"" (330.2 mm)",Yes,"24.5"" (622.3 mm)",,,"40.3"" (1023.6 mm)",,,,,,,Yes,Yes,Yes,,,,,2.0,,,,,Yes,,Yes,,,,,,,,
"Asus Mb168b 15.6"" Led Lcd Monitor - 16:9 - 11 Ms - 1366 X 768 - 200 Nit - 500:1 - Hd - Usb - 5 W - Black, Silver - Weee, Rohs - (MB168B) - SoftwareCity.ca - Canada",,,16:9,LED,Asus,200 cd/mÂ²,BSMI CB CCC CE C-Tick CU FCC PSE UL/cUL VCCI,"Black, Silver",500:1,"0.3"" (8 mm)",,,"WEEE, RoHS",Yes,,"9.3"" (236 mm)",90Â°,3 Year,ASUS Computer International,MB168B,http://www.asus.com,1366 x 768,,1.0,5 W,MB168B Portable USB-powered Monitor ASUS Smart Case USB 3.0 Cable Quick Start Guide Support CD,PC,,MB168B,MB168B Portable USB-powered Monitor,LCD Monitor,11 ms,HD,"15.6""",Anti-glare,0 mW,65Â°,,,,800 g,"14.9"" (379 mm)",,,,,,Yes,,,Ambient Light Sensor,Twisted Nematic Film (TN Film),USB 3.0,,,,,,,,0 mW,,,Landscape/Portrait,,,,,,,,,,,,,,,,,,,,,,,,,
"Nec Display X462s 46"" Edge Led Lcd Monitor - 16:9 - 1920 X 1080 - 16.7 Million Colors - 700 Nit - 3,000:1 - Full Hd - Speakers - Dvi - Hdmi - Vga - Displayport - 135 W - (X462S) - SoftwareCity.ca - Canada",,,16:9,Edge LED,NEC Display,700 cd/mÂ²,,,"3,000:1","1.8"" (46.1 mm)",Yes,Yes,,,,"24.1"" (611.6 mm)",178Â°,3 Year,NEC Display Solutions,X462S,http://www.necdisplay.com,1920 x 1080,,1.0,135 W,"46"" LED-Backlit Super-Slim Professional-Grade Large-Screen DisplayScrewsThumbscrewsPower CordVGA Cable (Mini 15-pin D-sub)Remote ControlBatteriesCD-ROM (User Manual)Board Slot Cover","PC, Mac",,X462S,"46"" LED-Backlit Super-Slim Professional-Grade Large-Screen Display",LCD Monitor,,Full HD,"46""",,2 W,178Â°,Yes,300 x 300,Yes,21.80 kg,"41.6"" (1056.2 mm)",,16.7 Million Colors,,,,,,Speaker,"CableComp+, Carbon Footprint Meter, Screen Saver, Ambient Light Sensor, Picture on Picture, Side-by-side View Support, Digital Signage Ready, Video Wall, TileMatrix Support, On/Off Scheduling, TileComp",Super Patterned Vertical Alignment (S-PVA) Technology,,23 kg,"13"" (330 mm)",Yes,"24.1"" (611.6 mm)",,60 Hz,"41.6"" (1056.2 mm)",,,,Landscape/Portrait,,,Yes,,Yes,,,,,2.0,,,,,Yes,,,,,,,,,,
"Acer B206hql 19.5"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1600 X 900 - 16.7 Million Colors - 250 Nit - Hd+ - Speakers - Dvi - Vga - 13.50 W - Dark Gray - Epeat Gold, Tco Certified Displays 6.0 - (UM.IB6AA.001) - SoftwareCity.ca - Canada",Yes,Yes,16:9,LED,Acer,250 cd/mÂ²,,Dark Gray,"100,000,000:1","2"" (50 mm)",,Yes,"EPEAT Gold, TCO Certified Displays 6.0",Yes,Yes,"10.9"" (276.2 mm)",170Â°,,"Acer, Inc",UM.IB6AA.001,http://www.acer.ca,1600 x 900,,1.0,13.50 W,B206HQL Widescreen LCD Monitor1 x DVI Cable1 x VGA CablePower Cord,,,B206HQL,B206HQL Widescreen LCD Monitor,LCD Monitor,5 ms,HD+,"19.5""",Anti-glare,450 mW,160Â°,,,Yes,2.50 kg,"18.2"" (463.4 mm)",,16.7 Million Colors,"220 V AC, 110 V AC",,,,No,,,Twisted Nematic Film (TN Film),,4.30 kg,"8.7"" (221.2 mm)",,"12.8"" (325.6 mm)",,60 Hz,"18.2"" (463.4 mm)",350 mW,,,,B,,Yes,,,,,,,,,,,,,,,,,,,,,,
