1920 x 1200 graphic mode,<page title>,aspect ratio,backlight,barcode,brightness,case colour,certifications,contrast ratio,digital in,dimensions,displayport in,environmental,hd support,hdmi ports,headphone ports,height adjustable,in the box,pixel pitch,plug and play,power consumption,power supply,resolution native,response time,scan frequency,screen dimensions,screen type,security locking mechanics,speakers,swivel,tilt forwardbackward,usb ports,user controls,vga in,view angle,voltagefrequency,wall mount,warranty,antiglare antistatic,audio features,audio line in ports,audio line out ports,digital out,language selection,model name,pixel clock speed,product type,resolution maximum,rj45 ports,scan frequency horizontal,scan frequency vertical,serial ports,synch input,display type,1920 x 1080 graphic mode,monitor,power adaptor type,remote control,svideo in,video component in,video composite in,power management features,product family,video component out,video composite out,description,audio capabilities,network interface,pivot,scart ports,backlight technology,brand name,builtin devices,colour,dvi,hdmi,horizontal viewing angle,manufacturer,manufacturer part number,manufacturer website address,maximum resolution,maximum response time,number of screens,product model,product name,screen mode,screen size,vertical viewing angle,vga,audiovisual port,lifetime,system requirements,webcam,ac power,bnc port,1024 x 768 graphic mode,1280 x 768 graphic mode,640 x 350 graphic mode,640 x 480 graphic mode,720 x 400 text graphic mode,800 x 600 graphic mode,factory presets,user programmable modes,video bandwidth,operating systems supported,power adaptor output voltage,1680 x 1050 graphic mode,dc power,microphone in port,adjustable display angle,colour support,depth,green compliance,green compliance certificateauthority,hdcp support,height,input voltage,marketing information,operating power consumption,package contents,platform support,standby power consumption,vesa mount compatible,vesa mount standard,weight approximate,width,mount type,offmode power consumption,product series,svideo,1440 x 900 graphic mode,1280 x 1024 graphic mode,1400 x 900 graphic mode,1152 x 864 mac graphic mode
,"Cleverboxes - VG2039M-LED | Viewsonic VG2039M-LED (20 inch) LED Display 1,000:1 250cd/m2 1600 x 900 5ms (Black)",16:9,,,250cd/m2,Black,"CE, CB, CU, WEEE, RoHS, TCO, UL/cUL, FCC-B, ENERGY STAR, EPEAT, Windows, UkrSEPRO","1,000:1 (Static) , 20,000,000:1 (Dynamic)",1 x DVI,46.6cm (W) x 25.0cm (D) x 38.2cm (H) - Weight 3.8kg,,,,,1 x Headphone Port,Yes,,,,15W (Max),,,5ms,,20in (Diagonal),,,2 x 2W,±360°,-5 to +20°,3 x USB 2.0,,1,170° (Horizontal - Max) x 160° (Vertical - Max),,"Yes , VESA 100 x 100mm",3-year limited warranty,,,1 x Audio Line In,,,,VG2039m,,Monitor,1600 x 900 Pixels,,,,,,,,,,,,,,,,,,"The VG2039m-LED features a native 1600x900 resolution for unbelievable pixel-by-pixel image performance. The VG2039m-LED provides 37% more pixels, as well as a 10% larger viewing area, when compared to 18.5 displays. You'll experience the most amazing clarity and detail whether it be for working, or enjoying the latest in multimedia entertainment. A 16:9 widescreen ratio minimizes eye fatigue, and is perfectly compatible with multi-window viewing without toggling. The VG2039m-LED is one of the great examples of an ergonomically designed tool. Based on your height, chair and desk conditions, you can adjust it up and down 8 cm, swivel it 360°, or tilt it 25°, whatever makes you more comfortable. The mercury free LED backlight conserves more energy when compared to conventional CCFL displays. LED Backlighting also allows for a sleek and slim panel profile. Our industry-leading pixel performance policy, and our 3-year limited warranty, make ViewSonic a market leader in commitment to quality. ViewSonic is dedicated to using the highest grade panels and offers solid and reliable products. A superior dynamic contrast ratio of 20,000,000:1 better defines the relationship between the darkest and brightest colours, ensuring all displayed images are rich and detailed. Combined with an extremely fast 5ms response time, every motion is naturally and accurately reproduced without any blurs. The VG2039M-LED is environmentally sound, complete with an energy-saving mercury-free LED backlight and Eco-mode.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - 240B4LPYCS/00 | Philips 240B4LPYCS/00 (24 inch) LCD Monitor with LED Backlight 1920x1200 (Silver),16:10,LED,,250cd/m2,Silver,,"1,000:1 (Static) , 20,000,000:1 (Dynamic)",1 x DVI-D,55.5cm (W) x 22.7cm (D) x 54.3cm (H) - Weight 5.83kg,,Operating Temperature 0 to 40°C - Humidity 20 to 80%,,,1 x Headphone Port,Yes,,0.270 x 0.270mm,,20W (Max) / 0.2W (Standby),,1920 x 1200 Pixels,5ms,,24in (Diagonal),TFT LCD 16.7 Million Colour,,2 x 1.5W,±65°,-5 to +20°,,,1 x 15-pin D-sub,170° (Horizontal - Max) x 160° (Vertical - Max),100 to 240VAC / 50 to 60Hz,"Yes , VESA Compliant - 100mm x 100mm",,,,1 x 3.5mm PC audio input,,,,,,Monitor,,,30KHz to 83KHz,56Hz to 76Hz,,"Separate sync, Sync on green",,,,,,,,,,,,,"SmartImage is an exclusive leading edge Philips technology that analyses the content displayed on your screen and optimises your display performance. This user-friendly interface allows you to select various modes, like Office, Photo, Movie, Game, Economy etc., to fit the application in use. Based on the selection, SmartImage dynamically optimises the contrast, colour saturation and sharpness of images and videos for ultimate display performance. The Economy mode option offers you major power savings. All in real time at the touch of a single button! Thanks to its advanced SmartErgoBase, the Philips monitor can be lowered down almost to desk level for a comfortable viewing angle. Low bezel-to-table height is the perfect solution if you use bifocals, trifocals or progressive lens glasses for your computing work. Additionally, it allows users of different heights to use the monitor at their preferred angle and height settings, helping them to reduce fatigue and strain. USB Hub allows user to conveniently connect their plug and play multimedia devices such as USB memory devices, camera, portable HDD, Web camera, PDA, Printer and many other devices which have USB connection available. The conveniently located USB 2.0 Hub on the monitor allows USB 2.0 signals to pass through to the computer.",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - E2260PWDA | AOC Professional e2260Pwda 21.5 inch LED Monitor 1000:1 250cd/m2 1920 x 1080 5ms DVI (Black),16:9,,4038986121897,250cd/m2,,,"1,000:1 (Static) , 2,000,000:1 (Dynamic)",1 x DVI-D (with HDCP),51.1cm (W) x 24.45cm (D) x 39.47cm (H) - Weight 2.7kg,,,,,,Yes,,0.248 x 0.248mm,DDC1 / 2B / CI,18W (Max) /,,,5ms,,21.5in Display Area - 47.7 x 26.8cm,16.7 Million Colour,Kensington Security Port,,,-5 to +15°,,,1 x 15-pin D-sub,170° (Horizontal - Max) x 160° (Vertical - Max),90 to 240VAC / 50 to 60Hz,"Yes , VESA Compliant - 100mm x 100mm",,,,,,,,e2260Pwda,,Display,1920 x 1080 Pixels 1080p,,30KHz to 80KHz,55Hz to 75Hz,,,,60Hz,,,,,,,,Professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - BDL:K1375V140-UK | Fujitsu B22W-6 22 inch LED Display proGREEN,16:10,,4049699310652,250cd/m2,Black,,"1,000:1 (Static) , 2,000,000:1 (Dynamic)",1 x DVI (with HDCP),50.8cm (W) x 18.0cm (D) x 37.0cm (H) - Weight 5.7kg,,Operating Temperature 5 to 35°C,,,,,,0.282mm,,,,1680 x 1050 Pixels,5ms,,22in,16.7 Million Colour,,2 x 1.5W,340°,-5 to +35°,,,1 x 15-pin D-Sub,,100 to 240VAC / 50 to 60Hz,,3 Years,,,,,,Arabic • Czech • Danish • Dutch • English • Finnish • French • German • Italian • Norwegian • Polish • Portuguese • Russian • Spanish • Swedish • Turkish • Japanese,B22W-6,,Display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - 60003327 | NEC MultiSync X401S (40 inch) LED Backlit LCD Display Panel 3500:1 700cd/m2 1920x1080 8ms HDMI/DisplayPort/DVI-D,16:9,Edge LED,5028695109278,700cd/m2,Black,C-tick; CE; FCC Class A; PSB; TÜV GS; UL/C-UL or CSA; VCCI; Energy Star 5.1; RoHS,3500:1 (Static),1 x DVI-D (with HDCP),92.51cm (W) x 4.33cm (D) x 53.71cm (H) - Weight 14.90kg,1 x DisplayPort (with HDCP),Operating Temperature 5 to 40°C - Humidity 20 to 80%,Yes,1 x HDMI (with HDCP),1 x 3.5mm Stereo Mini Jack,,Display • Power Cable • slot cover for STv2 • VGA cable • Free LAN control software (download) • Remote Control (IR),,VESA DDC2Bi,110W (Max) / 0.5W (Standby),,1920 x 1080 Pixels Full HD,8ms,,"40in (Diagonal) , 88.56cm (W) x 49.82cm (H)",S-PVA,,2 x 5W (Stereo),,,,,1 x 15-pin D-Sub,178° (Horizontal - Max) x 178° (Vertical - Max),,"Yes , VESA Compliant - 300mm x 300mm",,,,,,,,X401S,,Monitor,1920 x 1080 Pixels,1 x RJ-45,31.5KHz to 91.1KHz,50Hz to 85Hz,1 x 9-pin RS-232C,,,60Hz,,,Included,1 x S-Video,,1 x Composite (BNC),VESA DPMS,MultiSync,,,,Built-in speakers: 2,Ethernet 10/100Mbps,,,,,,,,,,,,,,,,,,,,,,,,,,,1 x BNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - 60003397 | NEC Displays MultiSync V423 (42 inch) Edge LED Backlit LCD Public Display 1300:1 450cd/m2 1920x1080 12ms HDMI/DisplayPort/DVI-D,16:9,Edge LED,5028695109230,450cd/m2,Black,C-tick; CE; FCC Class B; PSB; TÜV GS; UL/C-UL or CSA; VCCI; RoHS,"1,300:1 (Static)",1 x DVI-D (with HDCP),97.25cm (W) x 6.83cm (D) x 56.54cm (H) - Weight 16.80kg,1 x DisplayPort (with HDCP),Operating Temperature 0 to 40°C - Humidity 20 to 80%,Yes,1 x HDMI 1.3 (with HDCP),,,Display • DVI-D cable • Power Cable • Free LAN control software (download) • Remote Control,,VESA DDC2Bi,220W (Max) / 0.5W (Standby),,1920 x 1080 Pixels Full HD,12ms,,"42in (Diagonal) , 93.0cm (W) x 52.30cm (H)",S-IPS,,2 x 10W,,,,,1 x 15-pin D-Sub,178° (Horizontal - Max) x 178° (Vertical - Max),,"Yes , VESA Compliant - 300mm x 300mm",3 Years Including Backlight,,,1 x 3.5mm Mini-Jack,1 x 3.5mm Mini Jack,1 x DVI-D (with HDCP),,V423,,Display,,1 x RJ-45,31.5KHz to 91.1KHz,25.2Hz to 85Hz,1 x 9-pin RS-232-C (input) • 1 x 9-pin RS-232-C (output),,,60Hz,,,Included,,,1 x Composite (BNC),VESA DPMS,MultiSync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - T45HNUK | Lenovo ThinkVision LT1953 (19 inch) LED Backlit LCD Monitor 1000:1 250cd/m2 (1440x900) 5ms D-Sub/DVI (Black),16:10,LED,0887456372161,250cd/m2,Business Black,"Energy Star 6.0 Certified, TUV Green Mark, EPEAT Gold Certified, TCO Display 6.0, TCO Certified Edge 1.1, UL Environment Gold, CEL 1, RoHs and 85% PCC plastic resins","1,000:1 (Static) , 10,000,000:1 (Dynamic)",1 x DVI,44.32cm (W) x 35.39cm (H) - Weight 3.0kg,,Operating Temperature 0 to 40°C - Humidity 10 to 80%,,,,,,0.2835 x 0.2835mm,DDC/CI,17W (Max) /,,1440 x 900 Pixels WXGA+,5ms,,19in Display Area - 40.8 x 25.5cm,LED Backlight LCD 16.7 Million Colour,Kensington Lock Slot,,,"Up 22°, Down 5°",,,1 x 15-pin D-sub,170° (Horizontal - Max) x 160° (Vertical - Max),90 to 264VAC / 47 to 63Hz,"Yes , VESA Compliant - 100mm x 100mm",Three years.,,,,,,8 OSD Languages,LT1953,,Display,,,,,,,LCD Display,,,Internal,,,,,Energy Star 6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60, 70, 75Hz",,70Hz,"60, 72, 75Hz",70Hz,"60, 72, 75Hz",20.0,20,205MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,"60, 75Hz","60, 75Hz",,75Hz
,Cleverboxes - LS22C20KBS/EN | Samsung Series 2 S22C200B (21.5 inch) LED Business Monitor 1000:1 250cd/m2 1920x1080 5ms DVI,16:9,LED,,250cd/m2,Matt Black,,"1,000:1 (Static)",1 x DVI,50.43cm (W) x 18.5cm (D) x 38.535cm (H) - Weight 3.4kg,,Operating Temperature 10 to 40°C - Humidity 10 to 80%,,,,,Samsung Series 2 S22C200B (21.5 inch) LED Business Monitor • D-sub Cable • 1.5m Power Cable Length • E-manual • Install CD • Quick Setup Guide,0.24825 x 0.24825mm,,24W (Max) / 0.1W (Standby),,1920 x 1080 Pixels 1080p,5ms,,21.5in Display Area - 47.664 x 26.811cm,TN (Twisted nematic) 16.7 Million Colour,,,,-1 to 20°,,,1 x 15-pin D-Sub,170° (Horizontal - Max) x 160° (Vertical - Max),100 to 240VAC / 50 to 60Hz,"Yes , Supported - 100mm x 100mm",3 Year,,,,,,,S22C200B,,Display,,,,,,,,,,Integrated,,,,,,Series 2,,,"Easy to mount and install, it is convenient, safe, compatible, and the perfect partner to your monitor. You will always have a great viewing angle and it also makes the most of your space with its slim design. With 5-mode angle management, enjoy a full visual experience with amazing picture clarity from whatever angle or position you view your Samsung monitor from. Mega Dynamic Contrast Ratio delivers new levels of colour and picture quality to your viewing experience with images that are real-to-life. A breathtaking Mega DCR contrast ratio shows blacks at their absolute darkest and pristine whites and other colours at their brightest. You will notice the crystal clear picture clarity. It is like explosions of colours that make other screens seem dull in comparison. Enjoy your multimedia content with the professionalism it deserves.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - BDL:K1428V140-UK | Fujitsu P Series Premium P24W-6 (24 inch) IPS LED Display 1000:1 300cd/m2 1920x1200 5ms DisplayPort (UK),16:10,LED,4051554318796,300cd/m2,Marble Grey,"EN 60950, CE certification according to EC Directive 2004/108/EEC, RoHS, WEEE, IT-Eco-Declaration","1,000:1 (Static) , 20,000,000:1 (Dynamic)",1 x DVI (with HDCP),55.9cm (W) x 19.7cm (D) x 39.5cm (H) - Weight 6.7kg,1 x DisplayPort,Operating Temperature 5 to 35°C,,,1 x 3.5mm Stereo Mini Jack,Yes,,0.270mm,VESA DDC/ CI,36W (Max),,1920 x 1200 Pixels,5ms,,24in Display Area - 51.8 x 32.4cm,In Plane Switching (IPS) 16.7 Million Colour,Kensington Lock Slot,2 x 1.5W,340°,-5 to +35°,4 x USB 2.0 (Downstream) • 1 x USB (Upstream),Mute • Volume,1 x 15-pin D-sub,178° (Horizontal - Max) x 178° (Vertical - Max),100 to 240VAC / 50 to 60Hz,"Yes , VESA Compliant - 100mm x 100mm",3 Years Collect and Return,Anti-Glare • Hard Coating 3H,,,,,"Arabic, Czech, Danish, Dutch, English, Finnish, French, German, Italian, Norwegian, Polish, Portuguese, Russian, Spanish, Swedish, Turkish",P24W-6,,Display,,,30KHz to 82KHz (Digital),56Hz to 76Hz (Digital),,,,,,Integrated,,,,,,P Series Premium,,,"Optimized and relaxed position - with ergonomic stand featuring height adjust, swivel, tilt and 90° rotation. Highly flexible connectivity through different interfaces - 4 x USB, DisplayPort, HDCP (via DVI-D), DVI and Analog. The abundant screen size of 61 cm (24-inch) provides the professional 16:10 format with 1920 x 1200 pixels for view of 2 x DIN A4 pages side by side. Representative design with space saving front frame and discretely integrated speakers. With DisplayView Manageability tools ready for remote inventory gathering and configuration tasks.",,,Yes,,,,,,,,,,,,,,,,,,,,,,"70,000 hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - MX239H | Asus Designo MX239H (23 inch) IPS HD Monitor 80000000:1 250 cd/m2 1920 x 1080 5ms DVI HDMI VGA (Silver),16:9,LED,,250cd/m2,Silver,"Energy Star • BSMI • CB • CCC • CE • C-Tick • ErP • FCC • Gost-R • J-MOSS • PSE • RoHS • UL/cUL • VCCI • WEEE • WHQL (Windows 8, Windows 7)",,1 x DVI-D (via HDMI-to-DVI cable),52.2cm (W) x 20.72cm (D) x 39.22cm (H) - Weight 6.1kg,,,Yes,2 x HDMI,,,Asus Designo MX239H (23 inch) IPS HD Monitor • VGA cable • Audio cable • Power cord • Power adaptor • Quick start guide • HDMI-to-DVI cable • Warranty Card,0.2652mm,,,,1920 x 1080 Pixels,5ms,,23in,IPS Widescreen 16.7 Million Colour,Kensington Lock,Integrated Speakers,,+20° to -5°,,SPLENDID Video Preset Mode Selection • Auto. Adjustment • Brightness Adjustment • Volume Adjustment • Input Selection • QuickFit,1 x 15-pin D-sub,178° (Horizontal - Max) x 178° (Vertical - Max),100 to 240VAC / 50 to 60Hz,,,,,,1 x 3.5mm Mini Jack,,,MX239H,,Display,,,28KHz to 83KHz (Digital) 28KHz to 83KHz (Analogue),50Hz to 75Hz (Digital) 50Hz to 75Hz (Analogue),,,LED Backlight,,,,,,,,,Deisgno,,,"AH-IPS is the latest in IPS technology - delivering improved colour accuracy plus increased energy efficiency. Tracer Free Technology improves the response time of ASUS monitors, eliminating ghosting and tracers during video playback. It does this by controlling voltage levels, resulting in 5ms response time so MX239H provides fluid and clear video playback with silky-smooth motion during gameplay. With ASUS Smart Contrast Ratio (ASCR) of 80,000,000:1 and 250cd/m2 brightness, MX239H augments display contrast and sharpness by adjusting backlighting luminance to achieve the deepest blacks and brightest whites for truly lifelike visuals. ASUS includes its exclusive QuickFit Virtual Scale feature with the MX239H, allowing you to preview photos and documents on-screen in their actual size prior to printing. It can be activated via a monitor hotkey, and serves as a highly useful guide to accurately view and edit photos in their native size.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Cleverboxes - ET220a | Edge10 ET220a 21.5 inch LED Monitor 20,000:1 300cd/m2 1920x1080 2ms DVI (Black Bezel)",,,4712302921278,300cd/m2,Black Bezel,,,1 x DVI-D,50.3cm (W) x 19.8cm (D) x 39.5cm (H) - Weight 3.96kg,,Operating Temperature 0 to 40°C - Humidity 5 to 90%,Yes,,,,,,DDC1/2B,,,1920 x 1080 Pixels 1080p,2ms,,21.5in Display Area - 47.6 x 26.8cm,Active Matrix TFT LCD 16.7 Million Colour,Kensington Lock,2 x 2W,,5/15°,,,1 x 15-pin D-sub,170° (Horizontal - Max) x 170° (Vertical - Max),100 to 240VAC / 50 to 60Hz,"Yes , VESA Compliant - 100mm x 100mm",3 year,,,,,,,,,,,,31.560KHz,50Hz to 75Hz,,Separate sync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Microsoft Windows 95, 98, 98SE, Me , NT4, 2000, XP, Mac OS, Linux",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - 60003434 | NEC Displays X461S (46 inch) Full HD Professional LED Backlight Public Display 3000:1 500cd/m2 1920 x 1080 HDMI/DisplayPort/DVI-D/VGA + Integrated Protective Glass,16:9,,5028695109315,500cd/m2,,,"3,000:1 (Static)",1 x DVI-D,106.27cm (W) x 4.33cm (D) x 61.81cm (H) - Weight 20.0kg,1 x DisplayPort,Operating Temperature 5 to 40°C - Humidity 20 to 80%,Yes,1 x HDMI,,,,0.53 x 0.53mm,DDC/CI,135W (Max) / 2W (Standby),,1920 x 1080 Pixels 1080p,,,46in Display Area - 101.8 x 57.3cm,LED Backlight LCD 16.7 million Colour,,2 x 5W,,,,,1 x 15-pin D-Sub,178° (Horizontal - Max) x 178° (Vertical - Max),,,3 Year,,,1 x 3.5mm Mini-Jack,1 x 3.5mm Stereo Mini-jack,,,X461S,,Display,,1 x RJ-45,31.5KHz to 91.1KHz,50Hz to 85Hz,1 x 9-pin RS-232-C (input) • 1 x 9-pin RS-232-C (output),"Composite, Separate, Sync On Green",,120Hz,,,,1 x S-Video,1 x Component,1 x BNC,,MultiSync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - GML2456 | MAG GML2456 (23.6 inch) LED Backlit LCD Monitor 50000:1 250cd/m2 1920x1080 5ms (Black),16:9,LED,,250cd/m2,,,"1,000:1 (Static) , 50,000:1 (Dynamic)",,,,,,,,,,,,,,1920 x 1080 Pixels,5ms,,,16.7 Million Colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - VN279QLB | Asus VN279QLB Widescreen LED Backlight Monitor 10000000:1 300cd/m2 1920 x 1080 5ms HDMI DisplayPort VGA (Black),16:9,,4716659456773,300cd/m2,Black,"EAC logo • Energy Star • BSMI • CB • CCC • CE • CEL level 1 • C-Tick • CU • FCC • ISO-9241-307 • J-MOSS • PSE • RoHS • TCO6.0 • TUV-GS • UkrSEPRO • UL/cUL • VCCI • WEEE • WHQL (Windows 8, Windows 7)","10,000,000:1 (Dynamic)",,61.92cm (W) x 22.55cm (D) x 52.6cm (H) - Weight 6.1kg,1 x DisplayPort,,Yes,1 x HDMI,,Yes,Asus VN279QLB Widescreen LED Backlight Monitor • VGA cable • Audio cable • Power cord • USB 3.0 cable • Quick start guide • Warranty Card,0.311mm,,,,,5ms,,27in,Wide LED-backlight 16.7 Million Colour,Kensington Lock,2 x 2W,,,"3 x USB (1 x Upstream, 2 x Downstream)",,1 x 15-pin D-sub,178° (Horizontal - Max) x 178° (Vertical - Max),,"Yes , VESA 100 x 100mm",,,,1 x 3.5mm Mini-Jack,,,,VN279QLB,,Display,,,31.5KHz to 67.5KHz (Digital) 31.5KHz to 67.5KHz (Analogue),56Hz to 75Hz (Digital) 56Hz to 75Hz (Analogue),,,,,,,,,,,,,,,"Mobile High-Definition Link (MHL) technology allows users to experience any MHL supported mobile devices on the big screen while simultaneously charging the devices. With 100,000,000:1 ASUS Smart Contrast Ratio (ASCR) and 300cd/m2 brightness, the VN279QLB enhances display contrast and sharpness by adjusting backlight luminance to achieve the deepest black tones and brightest whites, resulting in extra-clear visuals that truly come to life. ASUS includes its exclusive QuickFit Virtual Scale feature with the VN279QLB , allowing you to preview photos and documents on-screen in their actual size prior to printing. It can be activated via a monitor hotkey, and serves as a highly useful guide to accurately view and edit photos in their native size. The ergonomically-designed VN279QLB Monitor comes with swivel, tilt, pivot, and height adjustments for ideal viewing position.",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - C9E49AT#ABU | HP ProDisplay P221 (21.5 inch) LED Backlit Monitor 1000:1 250cd/m2 1920x1080 5ms DVI/VGA,16:9,LED,0887111729613,250cd/m2,Black,ENERGY STAR qualified,"1,000:1 (Static) , 3,000,000:1 (Dynamic)",1 x DVI (with HDCP),51.80cm (W) x 16.0cm (D) x 37.90cm (H) - Weight 4.0kg,,Operating Temperature 5 to 35°C - Humidity 20 to 80%,Yes,,,,"HP ProDisplay P221 54,6 cm (21.5 inch) LED Backlit Monitor • VGA cable • DVI cable • AC power cable • Printed documentation and CD",0.248mm,Yes,28W (Max) / 0.5W (Standby),,1920 x 1080 Pixels 1080p,5ms,,21.5in,Widescreen,Kensington Lock Ready,,,-5 to +25°,,On-screen Controls,1 x 15-pin D-sub,170° (Horizontal - Max) x 160° (Vertical - Max),100 to 240VAC,,"3-year limited warranty including 3 years of parts, labor, and next business-day onsite service. Terms and conditions vary by country. Certain restrictions and exclusions apply.",Anti-glare,,,,,,P221,,Display,,,,,,,,,,,,,,,,ProDisplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - E950SWDAK | AOC e950swdak (18.5 inch) LED Monitor 1000:1 250cd/m2 1366x768 5ms (Black),16:9,,4038986192002,250cd/m2,Black,,"1,000:1 (Static) , 20,000,000:1 (Dynamic)",1 x DVI-D,44.43cm (W) x 17.5cm (D) x 34.2cm (H) - Weight 2.63kg,,,,,,,,0.3 x 0.3mm,,12W (Max) / 0.3W (Standby) / 0.2W (Saving),,,5ms,,18.5in Display Area - 41.0 x 23.0cm,LED 16.7 Million Colour,Kensington Security Port,Yes,,,,,1 x 15-pin D-sub,170° (Horizontal - Max) x 160° (Vertical - Max),90 to 240VAC / 50 to 60Hz,"Yes , VESA Compliant - 75mm x 75mm",3 Years,,,,,,,e950swdak,,Display,1360 x 768 Pixels WXGA,,30KHz to 80KHz,55Hz to 75Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - E2461FWH | AOC Value e2361Fwh (23;6 inch) Wide LED Monitor 1000:1 250cd/m2 1920x1080 2ms,16:9,,4038986141697,250cd/m2,Black,,"1,000:1 (Static) , 50,000,000:1 (Dynamic)",,54.54cm (W) x 21.4cm (D) x 40.05cm (H) - Weight 3.18kg,,,,1 x HDMI,1 x Headphone Port,,,0.2715 x 0.2715mm,,0.3W (Standby) / 0.2W (Saving),,,2ms,,23.6in Display Area - 52.1 x 29.3cm,LED 16.7 Million Colour,Kensington Security Port,Yes,,,,,1 x 15-pin D-Sub,170° (Horizontal - Max) x 160° (Vertical - Max),90 to 240VAC / 50 to 60Hz,"Yes , VESA Compliant - 75mm x 75mm",3 Years,,,,,,,e2462Fwh,,Display,1920 x 1080 Pixels 1080p,,30KHz to 83KHz,55Hz to 75Hz,,,Wide Screen LED/LCD Monitor,60Hz,,,,,,,,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cleverboxes - 60ABAAT1UK | Lenovo ThinkVision LT2013s (19.5 inch) LED Backlit LCD Monitor 600:1 200cd/m2 (1600x900) 5ms VGA (Black),16:9,W-LED System,0887942154073,200cd/m2,Black,,600:1 (Static),,46.7cm (W) x 5.3cm (D) x 34.24cm (H) - Weight 2.5kg,,Operating Temperature 0 to 45°C - Humidity 10 to 80%,,,,,,0.27mm,VESA DDC,17W (Max) /,Internal,1600 x 900 Pixels WSXGA+,5ms,,"19.5in , 43.2cm x 23.98cm",TN-WLED 16.7 Million Colour,Kensington Lock Slot,,,"Up 22°, Down 5°",,,1 x 15-pin D-sub,90° (Horizontal - Max) x 50° (Vertical - Max),90 to 264VAC / 47 to 63Hz,"Yes , VESA Compliant - 100mm x 100mm","Three years, Customer Carry-in Repair.",,,,,,On screen display with digital user controls (8 languages),LT2013s,,Monitor,,,,,,,LCD Display,,,,,,,,Energy Star 6.0,ThinkVision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Windows 7/8 certified,,,,,,,,,,24.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
