<page title>,brand,category,ean,feature,group,hardwareplatform,label,manufacturer,model,mpn,operatingsystem,order,part number,publisher,quantity,studio,title,total items,trait,upc,color,aspectratio,itempart number,languages,size,sku,supplement,warranty,elements,legaldisclaimer,reviews,department,products,format,highlight,included,binding,catalognumberlist,eanlist,isautographed,ismemorabilia,itemdimensions,listprice,numberofitems,packagedimensions,packagequantity,partnumber,platform,productgroup,producttypename,upclist,addition,ingredients,plus,characteristic,releasedate,additional,benefits,manufacturerpartswarrantydescription,extra,reports,properties,attributes,item,benefit,special,addon,featured,extras,product,quality,listed
Nec 29 Widescreen Led Backlit Desktop Monitor W/ Ips Lcd Panel  - Yikus.com,: NEC,: MONITOR,: 0163121156091,": Touch-sensitive OSD Controls Are Integrated Into The Bezel, Making Display Adjustments Easier Than Ever : Ergonomic Adjustable Stand, Including Height-adjust (130mm), Pivot, Tilt And Swivel Capabilities, Adds Flexibility And Comfort To Your Viewing Preferences : LED Backlight Technology Provides For Industry-leading Low Power Consumption And Less Hazardous Materials : 6-input Connectivity, Including DisplayPort, HDMI, DVI-D Single-Link, DVI-D Dual Link And VGA Inputs : Human And Ambient Light Sensors Automatically Detect Your Work Conditions To Determine The Proper Display Brightness, Thereby Conserving Power",: PC Accessory,,: NEC,: NEC,: EA294WMI-BK,: EA294WMI-BK,,: Electronics,: EA294WMI-BK,: NEC,: 1,: NEC,: NEC 29″ Widescreen LED-Backlit Desktop Monitor W/ IPS LCD Panel,,,: 163121156091,,: 2.33:1,,:,,,,,,": ****Since Items Are Brand New And We Report The Enduser Customer To Company, In Most Cases, We Are Not Able To Accept Returns Unless A Technical Issue Occurs. In That Rare Case The Company Deducts Onl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,": 6-input connectivity, including DisplayPort, HDMI, DVI-D Single-Link, DVI-D Dual : Touch-sensitive OSD controls are integrated into the bezel, making display adjus : LED backlight technology provides for industry-leading low power consumption and : Ergonomic adjustable stand, including height-adjust (130mm), pivot, tilt and swi",,,,,,,
Viewsonic Vg2732m Led 27 Inch Ergonomic Led Backlit Monitor  - Yikus.com,: ViewSonic,: MONITOR,: 0320127533527,": Pivot, Height Adjust, Tilt And Swivel Functions, 4-port USB Hub For Easy Connectivity : Energy Star And EPEAT Silver Certified, VESA Mountable Design : 20,000,000:1 MEGA Contrast Ratio : Up To 50% Energy Saving With LED Backlight : 27″ (27.0″ Vis) Ergonomic LED Monitor, 1920×1080 Full HD Resolution",: Personal Computer,,: ViewSonic,: ViewSonic,: VG2732M-LED,: 0766907555714,: N/A,: Personal Computers,: 0766907555714,: ViewSonic,: 1,: ViewSonic,: Viewsonic VG2732M-LED 27-Inch Ergonomic LED Backlit Monitor (Black),: 1,,: 320127533527,: Black,: 16:9,,:,,: KB8777,,: 3 Year Limited Limited Warranty,,,,,,: CD-ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,": Pivot, height adjust, tilt and swivel functions, 4-port USB hub for easy connect : 20,000,000:1 MEGA contrast ratio : Up to 50% energy saving with LED backlight : 27″ (27.0″ Vis) Ergonomic LED monitor, 1920×1080 Full HD resolution",,,,,,,,,
Avue Avg19wbv 2d 18.5 Led Cctv Monitor Black - Yikus.com,: AVUE,: SURVEILANCE SYSTEMS,: 0855597003664,": Multi-Language OSD And Built-In Speakers : VGA & BNC Inputs (VGA Cable Included) : 1360 X 768 Resolution (SXGA) Panels : 18.5 Inch High Resolution LED Monitor (over 420 TVL) : CE, FCC, CB, RoHS",: Photography,,: AVUE,: AVUE,: AVG19WBV-2D,: AVG19WBV-2D,,: Electronics,: AVG19WBV-2D,: AVUE,: 1,: AVUE,: AVUE AVG19WBV-2D 18.5″ LED CCTV Monitor (Black),: 1,,: 855597003664,: Black,: 16:9,,,: 22.2in L X 20.5in W X 18.6in H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,: 1360 x 768 Resolution (SXGA) panels : VGA & BNC Inputs (VGA Cable included) : 18.5 inch High Resolution LED Monitor (over 420 TVL) : Multi-Language OSD and Built-In Speakers,,,,,,,,,,,
Qnix Qx2710 Evolution Ll Led 2560x1440 Qhd Pls Panel Samsung  - Yikus.com,: QNIX,: MONITOR,: 8809338082731,: Perfect Pixel (Zero Pixel Defect) Matte Type Screen / Piano-black High Glossy Slim Bezel / TILT Stand / Dual DVI-D : 2560×1440 High Resolution WQHD Panel / 43W Low Power Consumption. : 178 Wide Viewing Angle / LED Backlight / Bypass Board(No Ad Board In Monitor – Monitor Use Graphic Card Resource) / PC Graphic Board Should Surport DVI-D(Dual Link DVI) : Only For PC Monitor (one DVI-D Port) / PC Graphic Card Should Surport QHD(2560×1440) : 5W+5W Built-in Speaker / Space-efficiency Using Walls(100X100 VESA Holes),: PC Accessory,,: QNIX,: QNIX,: QX2710 MATTE Perfect,: QX2710 MATTE Perfect,,: Electronics,: QX2710 MATTE Perfect,: QNIX,: 1,: QNIX,: QNIX QX2710 Evolution Ll LED 2560×1440 QHD PLS Panel By Samsung Monitor DVI-D MATTEE Screen Perfect Pixel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,: 178 wide viewing angle / LED backlight / Bypass board(No Ad board in monitor – M : Perfect Pixel (Zero Pixel Defect) Matte type screen / Piano-black high glossy sl : 2560×1440 High Resolution WQHD Panel / 43W Low power consumption. : Only for PC monitor (one DVI-D port) / PC graphic card should surport QHD(2560×1,,,,,,,,,,,,,,
25 Hannspree Hf257hpb Dual Hdmi Blu Ray 1080p Widescreen Lcd  - Yikus.com,: Hannspree,: COMPUTER DRIVE OR STORAGE,: 0842651003203,": Supports 16.7 Million Colors : 15,000:1 Dynamic X-contrast Ratio (800:1 Typical) 2 Ms X-Celerate Overdrive Response Time (GTG) : 1920 X 1080 Resolution 300 Cd/m2 Brightness 0.283 Mm (H) X 0.283 Mm (V) Pixel Pitch : 25-inch Hannspree HF257HPB Widescreen LCD Monitor General Features: Sleek Glossy Black Color : 25-inch Wide Color Active Matrix TFT LCD Display 24.6-inch Viewable 16:9 Aspect Ratio",: PC Accessory,,: Hannspree,: Hannspree,,: HF257HPB,,: Electronics,: HF257HPB,: Hannspree,: 1,: Hannspree,: 25″ Hannspree HF257HPB Dual HDMI Blu-ray 1080p Widescreen LCD Monitor W/Speakers & HDCP Support (Black),,,: 842651003203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elo Intellitouch E619279 19 Inch Screen Lcd Monitor - Yikus.com,: ELO,: MONITOR,: 0132017910406,": Wide-screen Format Provides More Application Space : Sleek, Integrated Design Offers A Stylish Look For Public Venues : Designed For Touch? Features Include A Stable Tilt Base",: Personal Computer,,: Elo,: Elo,: E619279,: E619279,,: Personal Computers,: E619279,: Elo,: 1,: Elo,: Elo Intellitouch E619279 19-Inch Screen LCD Monitor,: 1,,: 132017910406,: Gray,: 1.78:1,,:,: 23.5000″ L X 19.5000″ W X 10.0000″ H X,: IGRMV21534,,,,,,,,,,,,,,,,,,,,,,,,,,,,": Sleek, integrated design offers a stylish look for public venues : Designed for touch? features include a stable tilt base : Wide-screen format provides more application space",,,,,,,,,,,,,,,,,,
12 Touch Screen Pos Tft Lcd Touchscreen Monitor Vga Pc - Yikus.com,: Angel,: MONITOR,: 0616983345252,": A Great POS Touch Screen Or A Great Touch Screen PC Monitor : CD Driver Support Dual Monitors Display & Touch Control Under Windows NT, 2000, XP, Vista, Windows 7 / Mac / Linux : Touch Screen USB Interface With USB Connection For Touch Control : Connect To Desktop Or Laptop Computer By 15 Pins VGA Port : Built-in Stereo Speakers. Can Be Used As A Great Portable Display Screen For Car, Boat RV With Remote Control",: PC Accessory,,: ANGEL,: ANGEL,,,,: Electronics,,: ANGEL,: 1,: ANGEL,: 12″ Touch Screen POS TFT LCD TouchScreen Monitor VGA PC,,,: 616983345252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,": CD driver support dual monitors display & touch control under Windows NT, 2000, : Touch Screen USB interface with USB connection for touch control : Connect to desktop or laptop computer by 15 pins VGA port : A Great POS Touch Screen or a Great Touch Screen PC Monitor",,,,,,,,,,,,,,,,,,
Elo Rear Mount Touchscreen E701210 15 Inch Screen Lcd Monitor  - Yikus.com,: ELO,: PRINTER,: 7411493182426,": Elo’s Proven Expertise And Reliability Already Built In From The Ground Up And Not By Altering An Existing Monitor. : Open-Frame Touchscreen LCD Monitor – 15-Inch – 5-wire Resistive – 1024 X 768 – 4:3 – Steel, Black : An Integrated Precision Minibezel Seals The Touchscreen Against Dirt, Dust And Liquids. : Designed And Developed To Complement The Company’s Touch Solutions For Kiosk Information Systems",: Personal Computer,,: Elo,: Elo,: E701210,: 7411493182426,,: Personal Computers,: 7411493182426,: Elo,: 1,: Elo,: Elo Rear Mount Touchscreen E701210 15-Inch Screen LCD Monitor,: 1,,,: Steel,: 1.33:1,,:,: 16in L X 14in W X 6.1in H,,,,,,,: Elo 1537L LCD Touchmonitor – Computer Monitor – To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung T24c550nd 24 Inch Screen Led Lit Monitor - Yikus.com,: Samsung,: MONITOR,: 0887276026053,": Brightness: 250cd/m : Screen Size: 23.6″ Wide : Video Input: VGA/HDMI : Resolution: 1920×1080 : Dolby Digital + / Pulse, DTS Premium Sound, DTS Studio Sound",: Personal Computer,: Consumer Electronics,: ????,: ????,: T24C550ND,: T24C550ND,,: Personal Computers,: T24C550ND,: ????,: 1,: ????,: Samsung T24C550ND 24-Inch Screen LED-Lit Monitor,: 1,,: 887276026053,: Charcoal Gray,: 16:9,,,: 25in L X 16.25in W X 5.5in H,,,,,: N/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,: Brightness: 250cd/m : Resolution: 1920×1080 : Video Input: VGA/HDMI : Screen Size: 23.6″ Wide,,,,,
Dell S2440l 24 Inch Screen Led Lit Monitor - Yikus.com,: Dell,: MONITOR,: 0884116091646,": Contemporary Styling: Always Enjoy A Magnificent View With A Virtually Frameless 24″ Display Featuring Edge-to-edge Glass : Versatile Connections: Connect To A Laptop Or Desktop With VGA Connectivity. Explore A World Of HD Entertainment Options With An HDMI Port. : Superb Performance: Images Come Alive With Color-boosting Image Enhance, Ultra-wide Viewing And Full HD Resolution (1920 X 1080 Max.) In A 16:9 Widescreen Format.",: Personal Computer,,: Dell Computers,: Dell Computers,: C9VNT,: S2440L,,: Personal Computers,: S2440L,: Dell Computers,: 1,: Dell Computers,: Dell S2440L 24-Inch Screen LED-lit Monitor,: 1,,: 884116091646,,: 1.78:1,,:,,,,,,: Does Not Have Original Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aoc E2351f 23 Led Monitor Black - Yikus.com,: AOC,: MONITOR,: 0685417045488,: Power Saving Mode : Low Power Consumption : Mercury Free WLED : Touch Key : Ultra Slim,: Personal Computer,,: ENVISION,: ENVISION,: E2351f,: E2351F,,: Personal Computers,: E2351F,: ENVISION,: 1,: ENVISION,: AOC E2351F 23″ LED Monitor (Black),: 1,,: 163120522392,: Black,: 16:9,,,,,,": 3 Year Warranty On Parts And Labor, 1 Year Warranty On Panel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nec Lcd2490wuxi2 Bk 24 Widescreen Lcd Monitor - Yikus.com,: Nec Computers,: MONITOR,: 0805736029901,": Viewable Image Size: 24-inch; Pixel Pitch: .27 Mm; Pixels Per Inch: 94; Brightness: 320 Cd/m2; Contrast Ratio: 1000:1; Viewing Angle: 89º/89º/89º/89º; Response Time: 8ms G-T-G (16 Ms) : ColorComp – Uniformity Corrrection, X-Light Pro – Backlight Stabilization, AmbiBright – Ambient Light Sensor, Ultra-thin Frame (bezel), No Touch Auto Adjust, VESA Mount, SRGB, Tilt, Swivel, Height-adj : Input Connectors: DVI-D, DVI-I & VGA 15-pin D-sub; Native Resolution: 1920 X 1200 @ 60 Hz; Power Savings Mode: 1W : Vacation Switch (zero-watt Mode), 12-bit LUTs, Black Level Adjustment, Overdrive, ECO Mode, Real-time Clock, Analog/Digital CableComp, TileMatrix, TileComp, SpectraView Software-enabled, Touch-capable : Synchronization Range – Horizontal: 31.5 – 93.8/118 KHz; Vertical: 50 – 85 Hz; Analog RGB 0.7 Vp-p/75 Ohms; Separate Sync: TTL Level (Positive/Negative); Composite Sync: TTL Level (Positive/Negative)",: Personal Computer,: PC,: Nec Computers,: Nec Computers,: LCD2490WUXI2-BK,: LCD2490WUXI2-BK,,: Electronics,: LCD2490WUXI2-BK,: Nec Computers,: 1,: Nec Computers,: NEC LCD2490WUXi2-BK 24″ Widescreen LCD Monitor,: 1,,: 805736029901,: Black,: 16:10,,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,": Synchronization Range – Horizontal: 31.5 – 93.8/118 KHz; Vertical: 50 – 85 Hz; A : Viewable Image Size: 24-inch; Pixel Pitch: .27 mm; Pixels Per Inch: 94; Brightne : Input Connectors: DVI-D, DVI-I & VGA 15-pin D-sub; Native Resolution: 1920 x 120 : ColorComp – uniformity corrrection, X-Light Pro – backlight stabilization, AmbiB",,,,
Pa242w Bk Sv 24 1920 X 1200 1000:1 Color Critical Wide Gamut  - Yikus.com,: NEC,: MONITOR,: 0035320123450,": 3-port USB Hub With DisplaySync Pro Controls Two Computers With Only One Keyboard And Mouse : Supports Internal Programmable 14-bit 3D Lookup Tables (LUTs) For Calibration : Superior Screen Performance (1000:1 Contrast Ratio, 1920 X 1200 Native Resolution, 340 Cd/m2 Brightness) : AH-IPS LCD Panel With 100% Coverage Of SRGB And 99.3% Coverage Of Adobe RGB Color Space : SpectraViewII Color Calibration Solution, Which Includes Software And Colorimeter, Helps The Display Achieve Accurate, Consistent And Repeatable Color Performance",: PC Accessory,,: NEC,: NEC,: PA242W-BK-SV,: PA242W-BK-SV,,: Personal Computers,: PA242W-BK-SV,: NEC,: 1,: NEC,: PA242W-BK-SV 24″ 1920 X 1200 1000:1 Color Critical Wide Gamut Desktop Monitor With SpectraViewII,: 1,,: 035320123450,,: 16:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,": Supports internal programmable 14-bit 3D lookup tables (LUTs) for calibration : AH-IPS LCD panel with 100% coverage of sRGB and 99.3% coverage of Adobe RGB colo : SpectraViewII Color Calibration Solution, which includes software and colorimete : Superior screen performance (1000:1 contrast ratio, 1920 x 1200 native resolutio",,,,,,,,,
Dell Ultrasharp U2412m 24 Inch Screen Led Lit Monitor - Yikus.com,: Dell,: MONITOR,: 5397063109722,": AdjustabilityHeight-adjustable Stand, Tilt, Swivel, Pivot And Built In Cable-management.Flat Panel Mount InterfaceVESA Mount : Customizable: Change Your Energy Usage Settings, Text Brightness And Color Temperature With The Touch Of A Button To Help Conserve Energy With This Eco-designed Arsenic-free And Mercury-free Panel. : Flexible: Pick The View That Works Best For You With An Almost Unlimited Range Of Tilt, Swivel, Pivot And Height Adjustments. : Powerful: Experience IPS Technology, Featuring A Wide Viewing Angle With High-quality Color Representation For A Peerless Viewing Experience.",: Personal Computer,,: Dell Computers,: Dell Computers,: Dell UltraSharp U2412,: 5397063109722,,: Personal Computers,: 5397063109722,: Dell Computers,: 1,: Dell Computers,: Dell UltraSharp U2412M 24-Inch Screen LED-lit Monitor,: 1,,: 837654894798,: Black,: 1.78:1,,:,,,,,,: Must Be At Least 18 & Over To Purchase.,,,,,,,,,,,,,,,,,,,,,,,,,,,,": AdjustabilityHeight-adjustable stand, tilt, swivel, pivot and built in cable-man : Powerful: Experience IPS technology, featuring a wide viewing angle with high-qu : Flexible: Pick the view that works best for you with an almost unlimited range o : Customizable: Change your energy usage settings, text brightness and color tempe",,,,,,,,,,,,,,
27 Achieva Shimian Qh2700 Ipsms Edge 27 Inch Led Computer  - Yikus.com,: Achieva,: MONITOR,: 0887810010487,": US, Canada Buyer Will Receive Free Voltage Adapter / Other Country Buyers Will Receive 190~240V Adapter. If Your Country Voltage Is 90~120V, Let Me Know Before Payment. : On-board Graphic Card Can Not Support QHD / PC Graphic Board Should Surport DVI-D(Dual Link DVI) / PC Graphic Card Should Surport QHD(2560×1440) : AD Board Model – Not Affected By Graphic Card Performance / HDMI, DVI-D, D-SUB – Connect With Blueray, XBOX, PS3 / D-SUB Port Can Be Connected With Laptop. : Shipping From Korea, South. * Delivery Time Is 4~5 Working Days : Up 5 Dead Pixels Are Normal. These Are Not The Reason Of Return Or Compensate. Dark (gray Color) Dot May Be On The Panel, It Is Not The Standard Of Defect.",: PC Accessory,,: Achieva,: Achieva,: QH2700-IPSMS EDGE,: QH2700-IPSMS EDGE,,: Electronics,: QH2700-IPSMS EDGE,: Achieva,: 1,: Achieva,": 27″ Achieva Shimian QH2700-IPSMS EDGE 27-inch LED Computer Monitor LG AH-IPS, 2560×1440, HDMI, DVI-D, VGA",,,: 887810010487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,": Shipping from Korea, South. * Delivery time is 4~5 working days : On-board graphic card can not support QHD / PC graphic board should surport DVI- : Up 5 dead pixels are normal. These are not the reason of return or compensate. D : AD Board Model – Not affected by Graphic card performance / HDMI, DVI-D, D-SUB -",,,,,,,,,,,
Samsung E2420l 24 Business Lcd Monitor - Yikus.com,: Samsung,: MONITOR,: 0729507817194,": 300 Cd/m2 : 5ms Response Time : 1920×1080 Resolution : 1,000:1 Static Contrast Ration, 70,000:1 Dynamic Contrast Ratio",: Personal Computer,,: ????,: ????,: E2420L,: E2420L,: N/A,: Electronics,: E2420L,: ????,: 1,: ????,: Samsung E2420L 24″ Business LCD Monitor,: 1,,: 729507817194,: Black,,,,,: 8805045,,,,": Item Is Easily Damaged In Shipment, No Guarantees About Condition Upon Arrival! This Item Appears To Work/to Be Complete, But Is Being Sold “AS IS” So No Guarantees Are Made, No Refunds Or Exchanges",,,,: CD-ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viewsonic Vx2233wm 22 Inch Lcd Monitor Lower Price - Yikus.com,: ViewSonic,,: 0766907325713,": Brightness – 300 cd/m2 (typ) : Viewing Angles – 170 horizontal, 160 vertical : Contrast Ratio – 1000 – 1 (typ.); 18,000 – 1 dynamic : Package Contents – LCD display, VGA cable, DVI cable, audio cable, power cable, Quick Start Guide, ViewSonic Wizard CD : Type – 21.5 wide Color TFT Active Matrix LCD",,,: ViewSonic,: ViewSonic,: VX2233WM,: VX2233WM,,,,: ViewSonic,,: ViewSonic,: ViewSonic VX2233wm 22-Inch LCD Monitor,,,: 766907325713,,,,:,,: VS247705,,,,,,,,,,,: Electronics,:,:,: 0,: 0,:,:,: 1,:,: 1,: VX2233WM,,: Personal Computer,: MONITOR,:,,,,,,,,,": Brightness – 300 cd/m2 (typ) : Viewing Angles – 170 horizontal, 160 vertical : Type – 21.5 wide Color TFT Active Matrix LCD : Package Contents – LCD display, VGA cable, DVI cable, audio cable, power cable, Quick Start Guide, ViewSonic Wizard CD : Contrast Ratio – 1000 – 1 (typ.); 18,000 – 1 dynamic",,,,,,,,,,,,
Asus 20 Widescreen Flat Panel Led Hd Monitor Black - Yikus.com,: Asus,: MONITOR,: 0886227083893,": 20″ Flat-panel, LED Backlit LCD – Liquid Crystal Display Uses Thin-film Transistor Technology And Uses Less Than Half The Energy Of A Comparably-sized CRT Monitor : 16.7 Million Colors – Capable Of Displaying Millions Of Colors For Realistic Photo And Video Reproduction : 16:9 Aspect Ratio – The ASUS Widescreen Monitor Is Perfect For Viewing 2 Documents Side-by-side Or For Watching Movies : 10,000,000:1 ASUS Smart Contrast Ratio – Creates Sharper And Brighter Images, Especially During Video And Movies : 1600 X 900 Resolution – Offers Excellent Image Quality",: PC Accessory,,: Asus,: Asus,,: VS208NR-B,,: Electronics,: VS208NR-B,: Asus,: 1,: Asus,: Asus – 20″ Widescreen Flat-Panel LED HD Monitor – Black,,,: 886227083893,,,,,,,,,,,,,": 20″ flat-panel, LED backlit LCD – Liquid crystal display uses thin-film transist : 1600 x 900 resolution – Offers excellent image quality : 16.7 million colors – Capable of displaying millions of colors for realistic pho : 16:9 aspect ratio – The ASUS widescreen monitor is perfect for viewing 2 documen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung S27a850d 27 Inch Screen Led Lit Monitor - Yikus.com,: Samsung,: MONITOR,: 0637282926843,: 1000:1 Contrast Ratio; 2560 X 1440 : 7ms Ray-to-Gray Response Time : DVI-D + DisplayPort : 97.1% Coverage Of AdobeRGB C : 300cd/m² Brightness : 178° Viewing Angle,: Personal Computer,,: ????,: ????,: S27A850D,: S27A850D,: N/A,: Electronics,: S27A850D,: ????,: 1,: ????,: Samsung S27A850D 27-Inch Screen LED-Lit Monitor,: 1,,: 778889430101,: Matte Black,: 1.78:1,,:,: 28.5in L X 18.4in W X 8.5in H,,,,,,,: Monitor / Display / Projector,,: CD-ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Professional P1913 Led Monitor 19 3 Years Advanced Exchange  - Yikus.com,: Dell,: COMPUTER ADD ON,: 0948336336151,: DELL PROFESSIONAL SERIES 19″ WIDESCREEN MONITOR W/LED MONITOR : 1440×900 @60Hz RESOLUTION | LED BACKLIGHT TECHNOLOGY : BUILT-IN USB 2.0 HI-SPEED HUB | ADJUSTABLE HEIGHT STAND W/TILT & SWIVEL : 3-Year Advance Exchange Warranty Backed By Dell : VGA OUT | DVI-D OUT | POWER CABLE & VGA CABLE INCLUDED,: PC Accessory,,: Dell Computers,: Dell Computers,,: P1913,,: Electronics,: P1913,: Dell Computers,: 1,: Dell Computers,: Dell Professional P1913 – LED Monitor – 19″ – With 3-Years Advanced Exchange Service And Premium P -,,,: 948336336151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cisco 1000base Lx Mini Gbic Transceiver Mgblx1 Obtain - Yikus.com,: Cisco,,: 0327594043887,: Fiber/Cable Type: Single-Mode Fiber (SMF) : Wavelength: 1310nm : DOM (Digital Output Monitoring) :No : Temperature: Commercial : Reach: 10km (6.2 miles),,,: CISCO SYSTEMS – ENTERPRISE,: CISCO SYSTEMS – ENTERPRISE,: MGBLX1,: MGBLX1,,,,: CISCO SYSTEMS – ENTERPRISE,,: CISCO SYSTEMS – ENTERPRISE,: CISCO 1000Base-LX SFP (mini-GBIC) Transceiver / MGBLX1 /,,,: 327594043887,,,,,,,,,,,,,,,,,: Electronics,,:,,,:,,,,: 1,: MGBLX1,,: PC Accessory,: NETWORKING_DEVICE,:,,,,,,,,,,,,,,,,,,,,,
Hp 24wd 23.6 Inch Screen Led Lit Monitor - Yikus.com,: HP,: MONITOR,: 0887111460202,": 23.6-Inch Diagonal Screen Size For All Your Computing Activities : Multitask Around The Web And Spread Out Across 23.6 Diagonal Inches On This Quick, Start-up And Go Display Solution With Intelligent Connectivity. : The HP 24wd 23.6-Inch Diagonal LED Backlit LCD Monitor Was Designed For Efficient Energy Usage And With The Environment In Mind.",: Personal Computer,,: Hp,: Hp,: C5U90AA#ABA,: C5U90AA,,: Personal Computers,: C5U90AA,: Hp,: 1,: Hp,: HP 24WD 23.6-Inch Screen LED-lit Monitor,: 1,,: 887111460202,: Black,: Unknown,,:,,,,: Protected By A One-year Hp Limited Warranty. Certain Restrictions Andexclusions Apply.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
