<page title>,aspect ratio,builtin speakers,contrast ratio,display colors,dvi,hdmi,ips,led,manufacturer,part,recommended resolution,refresh rate,screen size,viewing angle,widescreen,brightness,response time,vga,displayport,model,component,dvid duallink,svideo,minidisplay port
"HP LE2002x 60Hz 20.0"" Monitor (LL763AA#ABA) - PCPartPicker Canada",16:9,No,"DC 3,000,000:1(1000:1)",16700000.0,1.0,,No,Yes,HP,LL763AA#ABA,1600 x 900,60Hz,"20""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,LE2002x,,,,
"Philips 242G5DJEB 144Hz 24.0"" Monitor (242G5DJEB) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,1.0,1.0,No,No,Philips,242G5DJEB,1920 x 1080,144Hz,"24""",170° H x 160° V,Yes,350 cd/m²,5 ms,1.0,1.0,,,,,
"LG 22M45D 60Hz 21.5"" Monitor (22M45D) - PCPartPicker Canada",16:9,No,1000:1,,1.0,,No,Yes,LG,22M45D,1920 x 1080,60Hz,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Planar PXL2230MW 22.0"" Monitor (997-7039-00) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,1.0,1.0,No,No,Planar,997-7039-00,1920 x 1080,,"22""",170° H x 160° V,Yes,200 cd/m²,5 ms,1.0,,PXL2230MW,,,,
"HP E221c 60Hz 21.5"" Monitor (D9E49A8#ABA) - PCPartPicker Canada",16:9,Yes,"DCR 5,000,000:1 (1000:1)",,1.0,,No,Yes,HP,D9E49A8#ABA,1920 x 1080,60Hz,"21.5""",178° H x 178° V,Yes,250 cd/m²,7 ms,1.0,1.0,E221c,,,,
"NEC E201W-BK 20.0"" Monitor (E201W-BK) - PCPartPicker Canada",16:9,No,"DC 25,000:1 (1,000:1)",16700000.0,1.0,,No,Yes,NEC,E201W-BK,1600 x 900,,"20""",178° H x 178° V,Yes,250 cd/m²,,1.0,1.0,,,,,
"Dell ST2421L 24.0"" Monitor (ST2421L) - PCPartPicker Canada",16:9,No,"7,000,000:1",,1.0,1.0,No,Yes,Dell,ST2421L,1920 x 1080,,"24""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"HP W2371d (B3A19AA#ABA) 60Hz 23.0"" Monitor (W2371D) - PCPartPicker Canada",16:9,No,1000:1,,1.0,,No,Yes,HP,W2371D,1920 x 1080,60Hz,"23""",,Yes,250 cd/m²,5 ms,1.0,,W2371d (B3A19AA#ABA),,,,
"LG E2722PY-BN 27.0"" Monitor (E2722PY-BN) - PCPartPicker Canada",16:9,Yes,5000000:1 DCR (1000:1),16700000.0,1.0,,Yes,Yes,LG,E2722PY-BN,1920 x 1080,,"27""",178° H x 178° V,Yes,250 cd/m²,14 ms,1.0,1.0,,,,,
"NEC EA304WMI-BK 75Hz 30.0"" Monitor (EA304WMI-BK) - PCPartPicker Canada",16:10,Yes,"1,000:1",1070000000.0,1.0,1.0,Yes,Yes,NEC,EA304WMI-BK,2560 x 1600,75Hz,"30""",178° H x 178° V,Yes,350 cd/m²,6 ms,1.0,1.0,,,,,
"AOC 919Vwa 19.0"" Monitor (919Vwa) - PCPartPicker Canada",16:10,Yes,10000:1,16700000.0,1.0,,No,No,AOC,919Vwa,1440 x 900,,"19""",170° H x 160° V,Yes,300 cd/m²,5 ms,1.0,,,,,,
"HP LA2006x 60Hz 20.0"" Monitor (XN374AA#ABA) - PCPartPicker Canada",16:9,No,1000:1,,1.0,,No,Yes,HP,XN374AA#ABA,1600 x 900,60Hz,"20""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,1.0,LA2006x,,,,
"HP 22xi 60Hz 21.5"" Monitor (22xi) - PCPartPicker Canada",16:9,No,"10,000,000:1",,1.0,1.0,Yes,Yes,HP,22xi,1920 x 1080,60Hz,"21.5""",178° H x 178° V,Yes,250 cd/m²,7 ms,1.0,,,,,,
"ViewSonic VA2232WM-LED 22.0"" Monitor (VA2232WM-LED) - PCPartPicker Canada",16:10,Yes,"DC 10,000,000:1",,1.0,,No,Yes,ViewSonic,VA2232WM-LED,1680 x 1050,,"22""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Asus VN247H-P 23.6"" Monitor (VN247H-P) - PCPartPicker Canada",16:9,Yes,"80,000,000:1",16700000.0,,2.0,No,Yes,Asus,VN247H-P,1920 x 1080,,"23.6""",170° H x 160° V,Yes,250 cd/m²,1 ms,1.0,,,,,,
"HP ZR2330w 60Hz 23.0"" Monitor (C6Y18A8#ABA) - PCPartPicker Canada",16:9,No,"DC 1,000,000:1 (1000:1)",,1.0,,Yes,Yes,HP,C6Y18A8#ABA,1920 x 1080,60Hz,"23""",178° H x 178° V,Yes,250 cd/m²,14 ms,1.0,1.0,ZR2330w,,,,
"Acer S242HLBwid 60Hz 24.0"" Monitor (UM.FS2AA.B01) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,1.0,No,Yes,Acer,UM.FS2AA.B01,1920 x 1080,60Hz,"24""",176° H x 170° V,Yes,250 cd/m²,5 ms,1.0,,S242HLBwid,,,,
"LG N1941WP-PF 19.0"" Monitor (N1941WP-PF) - PCPartPicker Canada",16:9,Yes,"DFC 8,000:1",16700000.0,,,No,No,LG,N1941WP-PF,1366 x 768,,"19""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Planar PL1910M 19.0"" Monitor (997279700) - PCPartPicker Canada",5:4,Yes,1000:1,16700000.0,1.0,,No,No,Planar,997279700,1280 x 1024,,"19""",160° H x 160° V,No,300 cd/m²,5 ms,1.0,,PL1910M,,,,
"Asus VS238H-P 23.0"" Monitor (VS238H-P) - PCPartPicker Canada",16:9,No,"50,000,000:1",16700000.0,1.0,1.0,No,Yes,Asus,VS238H-P,1920 x 1080,,"23""",170° H x 160° V,Yes,250 cd/m²,2 ms,1.0,,,,,,
"V7 LED236W3-8N 23.6"" Monitor (LED236W3-8N) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,,1.0,No,Yes,V7,LED236W3-8N,1920 x 1080,,"23.6""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Dell P1914S 60Hz 19.0"" Monitor (461-5855) - PCPartPicker Canada",5:4,No,1000:1,16700000.0,1.0,1.0,Yes,Yes,Dell,461-5855,1280 x 1024,60Hz,"19""",178° H x 178° V,No,250 cd/m²,8 ms,1.0,1.0,P1914S,,,,
"Acer UM.CB6AA.001 75Hz 19.0"" Monitor (UM.CB6AA.001) - PCPartPicker Canada",5:4,No,"100,000,000:1",16700000.0,,,No,Yes,Acer,UM.CB6AA.001,1280 x 1024,75Hz,"19""",,No,250 cd/m²,5 ms,1.0,,,,,,
"Samsung S22C200NY 21.5"" Monitor (S22C200NY) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,,,No,Yes,Samsung,S22C200NY,1920 x 1080,,"21.5""",90° H x 65° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"Dell S2340M 60Hz 23.0"" Monitor (S2340M) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,,Yes,Yes,Dell,S2340M,1920 x 1080,60Hz,"23""",178° H x 178° V,Yes,250 cd/m²,7 ms,1.0,,,,,,
"LG 24MP55HQ-P 60Hz 23.8"" Monitor (24MP55HQ-P) - PCPartPicker Canada",16:9,No,"DCR 5,000,000:1 (1000:1)",16700000.0,,1.0,Yes,Yes,LG,24MP55HQ-P,1920 x 1080,60Hz,"23.8""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"LG E1910P-BN 60Hz 19.0"" Monitor (E1910P-BN) - PCPartPicker Canada",5:4,No,"5,000,000:1 (Dynamic)",16700000.0,1.0,,No,Yes,LG,E1910P-BN,1280 x 1024,60Hz,"19""",170° H x 160° V,No,250 cd/m²,5 ms,1.0,,,,,,
"AOC i2369V 60Hz 23.0"" Monitor (i2369V) - PCPartPicker Canada",16:9,No,1000:1 Typical,16700000.0,1.0,,Yes,Yes,AOC,i2369V,1920 x 1080,60Hz,"23""",178° H x 178° V,Yes,250 cd/m²,6 ms,1.0,,,,,,
"NEC E232WMT-BK 60Hz 23.0"" Monitor (E232WMT-BK) - PCPartPicker Canada",16:9,Yes,"DC 15,000:1 (1000:1)",16700000.0,1.0,1.0,Yes,Yes,NEC,E232WMT-BK,1920 x 1080,60Hz,"23""",170° H x 170° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Hannspree HE225DPB 21.5"" Monitor (HE225DPB) - PCPartPicker Canada",16:9,Yes,"Active Contrast 40,000,000:1 (1,000:1)",16700000.0,1.0,,No,Yes,Hannspree,HE225DPB,1920 x 1080,,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Samsung S22C150N 21.5"" Monitor (S22C150NS/ZA) - PCPartPicker Canada",16:9,No,Mega Infinite DCR (700:1),16700000.0,,,No,Yes,Samsung,S22C150NS/ZA,1920 x 1080,,"21.5""",90° H x 65° V,Yes,200 cd/m²,5 ms,1.0,,S22C150N,,,,
"ViewSonic VX2252MH 60Hz 21.5"" Monitor (VX2252MH) - PCPartPicker Canada",16:9,Yes,"DC 50,000,000:1 (1,000:1)",,1.0,1.0,No,Yes,ViewSonic,VX2252MH,1920 x 1080,60Hz,"21.5""",178° H x 178° V,Yes,250 cd/m²,2 ms,1.0,,,,,,
"Planar PCT2485 60Hz 24.0"" Monitor (997-7052-00) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,,1.0,No,No,Planar,997-7052-00,1920 x 1080,60Hz,"24""",178° H x 178° V,Yes,250 cd/m²,14 ms,1.0,1.0,PCT2485,,,,
"NEC EA193MI-BK 75Hz 19.0"" Monitor (EA193MI-BK) - PCPartPicker Canada",5:4,Yes,1000:1,16700000.0,,,Yes,Yes,NEC,EA193MI-BK,1280 x 1024,75Hz,"19""",,No,250 cd/m²,6 ms,1.0,,,,,,
"Acer UM.VV6AA.C01 60Hz 23.0"" Monitor (UM.VV6AA.C01) - PCPartPicker Canada",16:9,No,"100,000,000:1",16700000.0,,,No,Yes,Acer,UM.VV6AA.C01,1920 x 1080,60Hz,"23""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"HP D7P92A4#ABA 76Hz 27.0"" Monitor (D7P92A4#ABA) - PCPartPicker Canada",16:9,Yes,"5,000,000:1",,1.0,1.0,Yes,Yes,HP,D7P92A4#ABA,2560 x 1440,76Hz,"27""",178° H x 178° V,Yes,350 cd/m²,8 ms,1.0,,,,,,
"BenQ RL2455HM 60Hz 24.0"" Monitor (RL2455HM) - PCPartPicker Canada",16:9,No,"12,000,000:1 (1,000:1)",16700000.0,1.0,2.0,No,Yes,BenQ,RL2455HM,1920 x 1080,60Hz,"24""",170° H x 160° V,Yes,250 cd/m²,1 ms,1.0,,,,,,
"NEC PA302W-BK 60Hz 30.0"" Monitor (PA302W-BK) - PCPartPicker Canada",16:10,No,1000:1,,1.0,1.0,Yes,Yes,NEC,PA302W-BK,2560 x 1600,60Hz,"30""",178° H x 178° V,Yes,340 cd/m²,6 ms,,2.0,,,,,
"Samsung S22B420BW 22.0"" Monitor (S22B420BW) - PCPartPicker Canada",16:10,Yes,"Static Contrast Ratio: 1000:1<br/>Dynamic Contrast Ratio: Mega (5,000,000:1)",,1.0,,No,No,Samsung,S22B420BW,1680 x 1050,,"22""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Acer B286HK ymjdpprz 60Hz 28.0"" Monitor (UM.PB6AA.003) - PCPartPicker Canada",16:9,Yes,"ACM 100,000,000:1 (1000:1)",16700000.0,1.0,1.0,No,Yes,Acer,UM.PB6AA.003,3840 x 2160,60Hz,"28""",170° H x 160° V,Yes,300 cd/m²,2 ms,,1.0,B286HK ymjdpprz,,,,
"Asus VE198T 19.0"" Monitor (VE198T) - PCPartPicker Canada",16:10,Yes,"ASCR 10,000,000:1",16700000.0,1.0,,No,Yes,Asus,VE198T,1440 x 900,,"19""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Dell S2340T 60Hz 23.0"" Monitor (S2340T) - PCPartPicker Canada",16:9,No,"8,000,000 : 1 (1,000:1)",16700000.0,,1.0,Yes,Yes,Dell,S2340T,1920 x 1080,60Hz,"23""",178° H x 178° V,Yes,270 cd/m²,8 ms,,1.0,,,,,
"DoubleSight DS-279W 60Hz 27.0"" Monitor (DS-279W) - PCPartPicker Canada",16:9,Yes,1000:1,1070000000.0,1.0,1.0,Yes,Yes,DoubleSight,DS-279W,2560 x 1440,60Hz,"27""",178° H x 178° V,Yes,350 cd/m²,6 ms,1.0,1.0,,,,,
"ViewSonic VG1932wm-LED 19.0"" Monitor (VG1932wm-LED) - PCPartPicker Canada",16:10,Yes,"DC 10,000,000:1(1000:1)",,1.0,,No,Yes,ViewSonic,VG1932wm-LED,1440 x 900,,"19""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"LG 27MP65HQ 60Hz 27.0"" Monitor (27MP65HQ) - PCPartPicker Canada",16:9,No,1000:1,,,1.0,Yes,Yes,LG,27MP65HQ,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Lenovo LT1953 60Hz 19.0"" Monitor (1453HB1) - PCPartPicker Canada",16:10,No,"DC 10,000,000:1 (1000:1)",16700000.0,1.0,,No,Yes,Lenovo,1453HB1,1440 x 900,60Hz,"19""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,LT1953,,,,
"ViewSonic VX2263SMHL-W 76Hz 21.5"" Monitor (VX2263SMHL-W) - PCPartPicker Canada",16:9,Yes,"DC 50,000,000:1 (1000:1)",,,1.0,No,Yes,ViewSonic,VX2263SMHL-W,1920 x 1080,76Hz,"21.5""",178° H x 178° V,Yes,250 cd/m²,14 ms,1.0,,,,,,
"AOC i2267Fw 60Hz 22.0"" Monitor (i2267Fw) - PCPartPicker Canada",16:9,No,"50,000,000:1",16700000.0,1.0,,Yes,Yes,AOC,i2267Fw,1920 x 1080,60Hz,"22""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"NEC MD211G3 21.3"" Monitor (MD211G3) - PCPartPicker Canada",4:3,No,900:1,,1.0,,No,No,NEC,MD211G3,2048 x 1536,,"21.3""",176° H x 176° V,No,1450 cd/m²,13 ms,,1.0,,,,,
"LG 22M34D-B 60Hz 22.0"" Monitor (22M34D-B) - PCPartPicker Canada",16:9,No,1000:1,,1.0,,No,Yes,LG,22M34D-B,1920 x 1080,60Hz,"22""",90° H x 65° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"Toshiba P1710A 75Hz 17.0"" Monitor (P1710A) - PCPartPicker Canada",5:4,Yes,1000:1,16700000.0,1.0,,No,No,Toshiba,P1710A,1280 x 1024,75Hz,"17""",170° H x 170° V,No,380 cd/m²,5 ms,1.0,,,,,,
"Planar 997-7687-00 60Hz 20.0"" Monitor (997-7687-00) - PCPartPicker Canada",16:9,No,"1,000:1",16700000.0,1.0,,No,Yes,Planar,997-7687-00,1920 x 1080,60Hz,"20""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Hannspree HL272HPB 27.0"" Monitor (HL272HPB) - PCPartPicker Canada",16:9,Yes,"Active Contrast 30,000,000:1 (1000:1)",16700000.0,1.0,1.0,No,Yes,Hannspree,HL272HPB,1920 x 1080,,"27""",170° H x 160° V,Yes,300 cd/m²,2 ms,1.0,,,,,,
"LG 34UM94-P 60Hz 34.0"" Monitor (34UM94-P) - PCPartPicker Canada",21:9,Yes,DCR Mega (1000:1),,,2.0,Yes,Yes,LG,34UM94-P,3440 x 1440,60Hz,"34""",178° H x 178° V,Yes,320 cd/m²,5 ms,,1.0,,,,,
"Samsung S24A650S 60Hz 24.0"" Monitor (S24A650S) - PCPartPicker Canada",16:9,Yes,3000:1,16700000.0,1.0,,No,Yes,Samsung,S24A650S,1920 x 1080,60Hz,"24""",,Yes,250 cd/m²,8 ms,1.0,1.0,,,,1.0,
"LG IPS237L-BN 23.0"" Monitor (IPS237L-BN) - PCPartPicker Canada",16:9,No,"5,000,000:1",,,2.0,Yes,Yes,LG,IPS237L-BN,1920 x 1080,,"23""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"LG 23MP55HQ-P 60Hz 23.0"" Monitor (23MP55HQ-P) - PCPartPicker Canada",16:9,No,"DFC 5,000,000:1 (1000:1)",,,1.0,Yes,Yes,LG,23MP55HQ-P,1920 x 1080,60Hz,"23""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"AOC E2425SWD 60Hz 24.0"" Monitor (E2425SWD) - PCPartPicker Canada",16:9,No,"20,000,000:1",16700000.0,1.0,,No,Yes,AOC,E2425SWD,1920 x 1080,60Hz,"24""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Lenovo 60B8AAR6US 60Hz 18.5"" Monitor (60B8AAR6US) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,,,No,Yes,Lenovo,60B8AAR6US,1366 x 768,60Hz,"18.5""",170° H x 170° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"LG 22MB35P-B 60Hz 22.0"" Monitor (22MB35P-B) - PCPartPicker Canada",16:9,No,"DFC 5,000,000:1 (1000:1)",,1.0,,No,Yes,LG,22MB35P-B,1920 x 1080,60Hz,"22""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"HP C9F26AA#ABA 20.0"" Monitor (C9F26AA#ABA) - PCPartPicker Canada",16:9,No,"3,000,000:1 (1000:1)",,1.0,,No,Yes,HP,C9F26AA#ABA,1600 x 900,,"20""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Dell E2414H 24.0"" Monitor (E2414H) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,,No,Yes,Dell,E2414H,1920 x 1080,,"24""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"BenQ GW2250 21.5"" Monitor (GW2250) - PCPartPicker Canada",16:9,No,"DC 20,000,000:1 (5000:1)",16700000.0,1.0,,No,Yes,BenQ,GW2250,1920 x 1080,,"21.5""",178° H x 178° V,Yes,250 cd/m²,4 ms,1.0,,,,,,
"DoubleSight DS-220C 21.5"" Monitor (DS-220C) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,1.0,,No,Yes,DoubleSight,DS-220C,1920 x 1080,,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Samsung S24C450DL 23.6"" Monitor (S24C450DL) - PCPartPicker Canada",16:9,No,1000:1,,1.0,,No,Yes,Samsung,S24C450DL,1920 x 1080,,"23.6""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"HP P201 20.0"" Monitor (C9F26A8#ABA) - PCPartPicker Canada",16:9,No,"DC 3,000,000:1 (1000:1)",,1.0,,No,Yes,HP,C9F26A8#ABA,1600 x 900,,"20""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,P201,,,,
"ViewSonic VP2770-LED 27.0"" Monitor (VP2770-LED) - PCPartPicker Canada",16:9,No,"DC 20,000,000 (1000:1)",1070000000.0,1.0,1.0,Yes,Yes,ViewSonic,VP2770-LED,2560 x 1440,,"27""",178° H x 178° V,Yes,300 cd/m²,12 ms,1.0,1.0,,,,,
"Dell P2314H 60Hz 23.0"" Monitor (P2314H) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,,Yes,Yes,Dell,P2314H,1920 x 1080,60Hz,"23""",178° H x 178° V,Yes,250 cd/m²,8 ms,1.0,1.0,,,,,
"Samsung EX2020X 20.0"" Monitor (EX2020X) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,,No,Yes,Samsung,EX2020X,1600 x 900,,"20""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"LG 20EN33TS-B 19.5"" Monitor (20EN33TS-B) - PCPartPicker Canada",16:9,No,"5,000,000:1",,1.0,,No,Yes,LG,20EN33TS-B,1600 x 900,,"19.5""",90° H x 50° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"ViewSonic VA2446M-LED 24.0"" Monitor (VA2446M-LED) - PCPartPicker Canada",16:9,Yes,"10,000,000:1",,1.0,,No,Yes,ViewSonic,VA2446M-LED,1920 x 1080,,"24""",170° H x 160° V,Yes,300 cd/m²,5 ms,1.0,,,,,,
"Samsung S19B420M 18.5"" Monitor (S19B420M) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,1.0,,No,No,Samsung,S19B420M,1366 x 768,,"18.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Lenovo 60A4RAR1US 60Hz 30.0"" Monitor (60A4RAR1US) - PCPartPicker Canada",16:10,Yes,1000:1,1070000000.0,,1.0,Yes,Yes,Lenovo,60A4RAR1US,2560 x 1600,60Hz,"30""",178° H x 178° V,Yes,300 cd/m²,6 ms,1.0,1.0,,,1.0,,
"Asus VE278Q 27.0"" Monitor (VE278Q) - PCPartPicker Canada",16:9,Yes,"ASCR 10,000,000:1",16700000.0,1.0,1.0,No,Yes,Asus,VE278Q,1920 x 1080,,"27""",170° H x 160° V,Yes,300 cd/m²,2 ms,1.0,1.0,,,,,
"Asus PA279Q 27.0"" Monitor (PA279Q) - PCPartPicker Canada",16:9,Yes,100000000:1,,1.0,1.0,Yes,Yes,Asus,PA279Q,2560 x 1440,,"27""",178° H x 178° V,Yes,350 cd/m²,6 ms,,2.0,,,,,
"LG 34UM65 60Hz 34.0"" Monitor (34UM65) - PCPartPicker Canada",21:9,Yes,"DFC 5,000,000:1(1000:1)",,,2.0,Yes,Yes,LG,34UM65,2560 x 1080,60Hz,"34""",178° H x 178° V,Yes,300 cd/m²,14 ms,,1.0,,,,,
"LG N2210WZ-BF 22.0"" Monitor (N2210WZ-BF) - PCPartPicker Canada",16:10,No,1000:1,16700000.0,1.0,,No,Yes,LG,N2210WZ-BF,1680 x 1050,,"22""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Asus ROG SWIFT PG278Q 144Hz 27.0"" Monitor (90LM00U0-B01370) - PCPartPicker Canada",16:9,No,,16700000.0,,,No,No,Asus,"90LM00U0-B01370
(or) PG278Q",2560 x 1440,144Hz,"27""",170° H x 160° V,Yes,350 cd/m²,1 ms,,1.0,ROG SWIFT PG278Q,,,,
"LG 22M35D 60Hz 22.0"" Monitor (22M35D) - PCPartPicker Canada",16:9,No,1000:1,,1.0,,No,Yes,LG,22M35D,1920 x 1080,60Hz,"22""",90° H x 65° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"ViewSonic V3D245 120Hz 23.6"" Monitor (V3D245) - PCPartPicker Canada",16:9,Yes,"20,000,000:1",,1.0,1.0,No,No,ViewSonic,V3D245,1920 x 1080,120Hz,"23.6""",170° H x 160° V,Yes,300 cd/m²,2 ms,1.0,,,,,,
"Samsung S22C200B 21.5"" Monitor (S22C200B) - PCPartPicker Canada",16:9,No,1000:1,,1.0,,No,Yes,Samsung,S22C200B,1920 x 1080,,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Acer K272HULbmiidp 60Hz 27.0"" Monitor (UM.HX2AA.001) - PCPartPicker Canada",16:9,Yes,"DCR 100,000,000:1(1,000:1)",16700000.0,1.0,2.0,Yes,Yes,Acer,UM.HX2AA.001,2560 x 1440,60Hz,"27""",178° H x 178° V,Yes,350 cd/m²,6 ms,,1.0,K272HULbmiidp,,,,
"ViewSonic VA2445m-LED 60Hz 24.0"" Monitor (VA2445m-LED) - PCPartPicker Canada",16:9,Yes,"10,000,000:1",16700000.0,1.0,,No,Yes,ViewSonic,VA2445m-LED,1920 x 1080,60Hz,"24""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Acer V193LAJObm 75Hz 19.0"" Monitor (UM.CV3AA.A03) - PCPartPicker Canada",5:4,Yes,"ACM 100,000,000:1 (1,000:1)",16700000.0,,,No,Yes,Acer,UM.CV3AA.A03,1280 x 1024,75Hz,"19""",170° H x 160° V,No,250 cd/m²,5 ms,1.0,,V193LAJObm,,,,
"Acer H226HQLbid 60Hz 21.5"" Monitor (UM.WH6AA.002) - PCPartPicker Canada",16:9,No,"ACM 100,000,000:1 (1000:1)",16700000.0,1.0,1.0,Yes,Yes,Acer,UM.WH6AA.002,1920 x 1080,60Hz,"21.5""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,H226HQLbid,,,,
"BenQ GW2255 60Hz 21.5"" Monitor (GW2255) - PCPartPicker Canada",16:9,No,"DCR 20,000,000:1 (3000:1)",16700000.0,1.0,,No,Yes,BenQ,GW2255,1920 x 1080,60Hz,"21.5""",178° H x 178° V,Yes,250 cd/m²,6 ms,1.0,,,,,,
"Dell IN2030M 60Hz 20.0"" Monitor (320-2457) - PCPartPicker Canada",16:9,No,"1000 : 1 (typical), 8 Million : 1 (Dynamic)",16700000.0,1.0,,No,Yes,Dell,"320-2457
(or) IN2030M",1600 x 900,60Hz,"20""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,IN2030M,,,,
"LG 29UB65-P 60Hz 29.0"" Monitor (29UB65-P) - PCPartPicker Canada",21:9,Yes,"DFC 500,000:1 (1000:1)",,1.0,1.0,Yes,Yes,LG,29UB65-P,2560 x 1080,60Hz,"29""",178° H x 178° V,Yes,300 cd/m²,5 ms,,1.0,,,,,
"Planar PL1910MW 19.0"" Monitor (997-5260-00) - PCPartPicker Canada",16:10,Yes,1000:1,16700000.0,1.0,,No,No,Planar,997-5260-00,1440 x 900,,"19""",170° H x 160° V,Yes,300 cd/m²,5 ms,1.0,,PL1910MW,,,,
"Acer S271HLCbid 60Hz 27.0"" Monitor (UM.HS1AA.C01) - PCPartPicker Canada",16:9,No,"ACM 100,000,000:1 (3000:1)",16700000.0,1.0,1.0,No,No,Acer,UM.HS1AA.C01,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,300 cd/m²,6 ms,1.0,,S271HLCbid,,,,
"HP L2311c 60Hz 23.0"" Monitor (A1W80AA#ABA) - PCPartPicker Canada",16:9,No,1000:1,,,,No,Yes,HP,A1W80AA#ABA,1920 x 1080,60Hz,"23""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,L2311c,,,,
"ViewSonic VA926-LED 19.0"" Monitor (VA926-LED) - PCPartPicker Canada",5:4,No,1000:1,,1.0,,No,Yes,ViewSonic,VA926-LED,1280 x 1024,,"19""",170° H x 160° V,No,250 cd/m²,5 ms,1.0,,,,,,
"NEC E224WI-BK 76Hz 21.5"" Monitor (E224WI-BK) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,,Yes,Yes,NEC,E224WI-BK,1920 x 1080,76Hz,"21.5""",178° H x 178° V,Yes,250 cd/m²,6 ms,1.0,1.0,,,,,
"HP 23tm 23.0"" Monitor (23tm) - PCPartPicker Canada",16:9,Yes,"DC 10,000,000:1 (1,000:1)",,1.0,,No,No,HP,23tm,1920 x 1080,,"23""",,Yes,220 cd/m²,7 ms,,,,,,,
"Acer T272HLbmjjz 60Hz 27.0"" Monitor (UM.HT2AA.003) - PCPartPicker Canada",16:9,Yes,5000:1,16700000.0,,,No,Yes,Acer,UM.HT2AA.003,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,300 cd/m²,5 ms,1.0,,T272HLbmjjz,,,,
"Acer B206HQL ymdh 60Hz 19.5"" Monitor (UM.IB6AA.001) - PCPartPicker Canada",16:9,Yes,"100,000,000:1",16700000.0,1.0,,No,Yes,Acer,UM.IB6AA.001,1600 x 900,60Hz,"19.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,B206HQL ymdh,,,,
