abv,beer_name,brew_factory_name,style
5.4,sleepless,redwillow brewery,american amber red ale
5.4,marea,marea brewery,american amber red ale
5.4,willimantic return to sender ale,willimantic brewing co,american amber red ale
5.4,big boned belgian style amber ale,right brain brewery,american amber red ale
5.4,16 02 red ale amarillo citra simcoe,brew by numbers,american amber red ale
5.4,arrow point amber,bainbridge island brewing company,american amber red ale
5.4,american copper,station 26 brewing co,american amber red ale
5.4,afd red,broken bottle brewery,american amber red ale
5.4,fuken red ale,petoskey brewing company,american amber red ale
5.4,little tenderness,little beer coporation,american amber red ale
5.4,7spot amber ale,stormcloud brewing company,american amber red ale
5.4,hogfish amber,florida keys brewing co,american amber red ale
5.4,cliff s amber,vashon brewing company,american amber red ale
5.4,red velvet ale,lofty brewing company,american amber red ale
5.4,breadwinner,elysian brewing company,american amber red ale
5.4,ragtop red,garage brewing co,american amber red ale
5.4,red sun,mad hops,american amber red ale
5.4,wilbur s regret,palmetto brewing company,american amber red ale
5.4,mc yammer,palmetto brewing company,american amber red ale
5.4,red dawn,blackstone restaurant brewery,american amber red ale
5.4,no grain no pain,caldera brewing company,american amber red ale
5.4,waimea wonders,whetstone station restaurant and brewery,american amber red ale
5.4,red ale sow your oats,rivertowne pourhouse,american amber red ale
5.4,on the road red,vagabond brewing,american amber red ale
5.4,the mighty wahoo,palmetto brewing company,american amber red ale
5.4,humpy humpy amber ale,cervecera wendlandt,american amber red ale
5.4,redfish ale,telluride brewing co,american amber red ale
5.4,hopped amber,elk brewing,american amber red ale
5.4,hurricane hole red,florida keys brewing co,american amber red ale
5.4,sam,ordnance brewing,american amber red ale
5.4,vaughn s vats beauwinkle,grumpy old men brewing,american amber red ale
5.4,lux rousse,benelux brewpub caf,american amber red ale
5.4,usastyle amber ale,brisbane brewhouse,american amber red ale
5.4,lamarieuse,brasserie du roulier,american amber red ale
5.4,mine is nt red replicale 2014,dryhop brewers,american amber red ale
5.4,copper head,florida avenue brewing co,american amber red ale
5.4,malvados rubia,cervezart cerveza artesana de la mancha,american amber red ale
5.4,batch 0065 american amber,3cross brewing company,american amber red ale
5.4,zeb s american red ale,lofty brewing company,american amber red ale
5.4,pioneer,progress brewing,american amber red ale
5.4,r da havet red ale,eskilstuna lkultur,american amber red ale
5.4,1837 red special edition,ale syndicate,american amber red ale
5.4,rooster lager,bank brewing co,american amber red ale
5.4,redux red ale,three forks bakery brewing co,american amber red ale
5.4,tostada,cerveza milana,american amber red ale
5.4,nut red,grain station brew works,american amber red ale
5.4,red s on vacation,barley john s brew pub,american amber red ale
5.5,calico copper amber ale,ballast point brewing company,american amber red ale
5.5,full sail amber,full sail brewery tasting room pub,american amber red ale
5.5,duckrabbit amber ale,the duckrabbit craft brewery,american amber red ale
5.5,saint arnold amber ale,saint arnold brewing company,american amber red ale
5.5,dark horse amber ale,dark horse brewing company,american amber red ale
5.5,alleycat amber,lost coast brewery and cafe,american amber red ale
5.5,hemp hop rye,ofallon brewery,american amber red ale
5.5,esb amber ale,flying fish brewing company,american amber red ale
5.5,palmetto amber,palmetto brewing company,american amber red ale
5.5,monk in the trunk,inlet brewing co,american amber red ale
5.5,jumping cow amber ale,steinhaus brewing co,american amber red ale
5.5,west sixth amber,west sixth brewing company,american amber red ale
5.5,cape cod red,cape cod beer,american amber red ale
5.5,fish tale amber ale,fish brewing company fishbowl brewpub,american amber red ale
5.5,indiana amber,oaken barrel brewing company,american amber red ale
5.5,epicenter amber,santan brewing co,american amber red ale
5.5,kona brown,perrin brewery,american amber red ale
5.5,sleeman original dark 50,sleeman breweries ltd,american amber red ale
5.5,red nun red ale,oconnor brewing co,american amber red ale
5.5,oak creek amber ale,oak creek brewery and grill,american amber red ale
5.5,empire amber ale,empire brewing company,american amber red ale
5.5,reclaimed rye,creature comforts,american amber red ale
5.5,yukon red amber ale arctic red,yukon brewing company,american amber red ale
5.5,misdemeanor,jailhouse brewing company,american amber red ale
5.5,ruddy rye,the brew kettle taproom smokehouse production works,american amber red ale
5.5,death becomes you,los muertos brewing,american amber red ale
5.5,fire chief s red ale,pump house brewery,american amber red ale
5.5,minhas swiss style amber,minhas craft brewery,american amber red ale
5.5,rathskeller amber ale,gray s brewing company,american amber red ale
5.5,nightwatch dark amber ale,maritime pacific brewing company,american amber red ale
5.5,smoked amber,triple c brewing co,american amber red ale
5.5,owyhee amber ale,beer valley brewing co,american amber red ale
5.5,irresistible amber ale,madison river brewing company,american amber red ale
5.5,day of the dead beer cerveza de los muertos death becomes you,cerveceria mexicana sa de cv,american amber red ale
5.5,deadicated amber ale,devil s canyon brewing company,american amber red ale
5.5,anarchist amber ale,cannery brewing company,american amber red ale
5.5,lizard head red,steamworks brewing co,american amber red ale
5.5,leavenworth oktoberfest celebration ale,fish brewing company fishbowl brewpub,american amber red ale
5.5,steelhead red,grizzly peak brewing company,american amber red ale
5.5,deliberation amber,west sixth brewing company,american amber red ale
5.5,squatters radio from hell,utah brewers cooperative,american amber red ale
5.5,epiphany ale,iron springs pub brewery,american amber red ale
5.5,kick back ale,beach haus brewery,american amber red ale
5.5,matt s red,cumberland brews,american amber red ale
5.5,abner weed amber ale,mount shasta brewing,american amber red ale
5.5,ale camino,tap it brewing co,american amber red ale
5.5,gnarly oak hazelnut dark,minhas craft brewery,american amber red ale
5.5,oak creek amber,oak creek brewing co,american amber red ale
5.5,zz amber ale,naparbier sdad coop,american amber red ale
5.5,yebisu kohaku,sapporo breweries ltd,american amber red ale
5.5,961 red ale,961 beer,american amber red ale
5.5,horseheads brickyard red ale,horseheads brewing inc,american amber red ale
5.5,annie s amber ale,high noon saloon brewery,american amber red ale
5.5,fire boat amber,fire station 5 brewing company,american amber red ale
5.5,hawaii nui sunset amber ale,hawaii nui brewing mehana brewing company,american amber red ale
5.5,the blunt,bridge brew works llc,american amber red ale
5.5,mckinney eddy amber ale,piney river brewing co,american amber red ale
5.5,st michaels ale,eastern shore brewing,american amber red ale
5.5,gastown amber ale,granville island brewery,american amber red ale
5.5,brurm ambar ale,the br 14 rm at bar,american amber red ale
5.5,sleeman red ale rousse,sleeman breweries ltd,american amber red ale
5.5,briglin road red,keuka brewing company,american amber red ale
5.5,paint the town red,hoptown brewing company,american amber red ale
5.5,fallin oats,hopothesis beer company,american amber red ale
5.5,ravnsborg r d,n rrebro bryghus,american amber red ale
5.5,scorpion amber,mudshark brewing co,american amber red ale
5.5,bugsy s fire brush,infamous brewing company,american amber red ale
5.5,dia de los muertos death becomes you amber ale,cerveceria mexicana sa de cv,american amber red ale
5.5,copperline ale,backwoods brewing company,american amber red ale
5.5,rocketman red,fat head s brewery saloon,american amber red ale
5.5,royal oak red,royal oak brewery,american amber red ale
5.5,hound s tooth amber,silver moon brewing,american amber red ale
5.5,water street amber,water street brewery,american amber red ale
5.5,tree hugger organic amber,asher brewing company,american amber red ale
5.5,misty valley reclaimed rye,creature comforts,american amber red ale
5.5,mettleman copper ale,howe sound inn brewing company,american amber red ale
5.5,nw red,stoup brewing,american amber red ale
5.5,county street amber,original gravity brewing company,american amber red ale
5.5,gwarblood,strangeways brewing,american amber red ale
5.5,barefoot brew,maui brewing co,american amber red ale
5.5,red cap,kulshan brewing company,american amber red ale
5.5,namber ale,nano brew cleveland,american amber red ale
5.5,ballistic brewing co gorgon red ale,indian wells brewing company,american amber red ale
5.5,brutopian valhalla,brutopia brewery,american amber red ale
5.5,m ri,lvisholt brugghs,american amber red ale
5.5,columbus red,minneapolis town hall brewery,american amber red ale
5.5,dogcatcher,coda brewing co,american amber red ale
5.5,boy s red,brickhouse brewery,american amber red ale
5.5,back draft,tall tales brewing,american amber red ale
5.5,fly fisher red,gore range brewery,american amber red ale
5.5,waves of grain,the lab lexington avenue brewery,american amber red ale
5.5,mackenzie river driftboat amber,blackfoot river brewing company,american amber red ale
5.5,aberrant amber,people s brewing company,american amber red ale
5.5,weed amber ale,the weed company,american amber red ale
5.5,ant hill red ale,big bear mountain brewery,american amber red ale
5.5,red tao,black lotus brewery,american amber red ale
5.5,top sail,belmont brewing company,american amber red ale
5.5,292 ale,lawson s finest liquids,american amber red ale
5.5,anthracite ale,breaker brewing company,american amber red ale
5.5,voodoo dog,silver moon brewing,american amber red ale
5.5,hater,pizza port solana beach,american amber red ale
5.5,quills karoo red,porcupine quill micro brewery and deli,american amber red ale
5.5,columbus kashmir,columbus brewing company,american amber red ale
5.5,bca,abandon brewing co,american amber red ale
5.5,two redeyes ales,tampa bay brewing co,american amber red ale
5.5,independence rood,independence brewing co,american amber red ale
5.5,batch 800 pbj amber ale,swamp head brewery,american amber red ale
5.5,manheim red,joboy s brew pub,american amber red ale
5.5,sleeping lion red,council rock brewery,american amber red ale
5.5,coffee amber,fortnight brewing company,american amber red ale
5.5,indie ale,birrificio indipendente elav,american amber red ale
5.5,dham rousse,les brasseurs du hameau,american amber red ale
5.5,peliroja,baja brewing company,american amber red ale
5.5,mean street,roak brewing co,american amber red ale
5.5,morena ale,carneros brewing company,american amber red ale
5.5,tommy gun red,hideout brewing company,american amber red ale
5.5,501 red ale,sweet mullets brewing co,american amber red ale
