actor_1,actor_2,actor_3,color,content_rating,director,original_language,production_countries,title,vote_average,year
blair underwood,xander berkeley,mason gamble,color,pg13,andrew niccol,english,usa,gattaca,8.0,1997.0
stockard channing,nathan lane,john larroquette,color,r,andrew bergman,english,usa,isnt she great,5.0,2000.0
cheryl hines,kenan thompson,omid abtahi,color,g,kirk de micco,english,usa,space chimps,4.0,2008.0
bernie mac,dylan baker,tracy morgan,color,pg13,chris rock,english,usa,head of state,5.0,2003.0
bradley cooper,rob riggle,mike epps,color,r,todd phillips,english,usa,the hangover,8.0,2009.0
mike tyson,lynn hung,kwokkwan chan,color,pg13,wilson yip,cantonese,hong kong,ip man 3,7.0,2015.0
muse watson,verne troyer,robert wagner,color,pg13,jay roach,english,usa,austin powers the spy who shagged me,7.0,1999.0
michael gough,jack palance,william hootkins,color,pg13,tim burton,english,usa,batman,8.0,1989.0
jordi moll,dougray scott,lily cole,color,pg13,roland joff,english,spain,there be dragons,6.0,2011.0
rene russo,nick chinlund,stuart wilson,color,r,richard donner,english,usa,lethal weapon 3,7.0,1992.0
catherine dyer,quinton aaron,kim dickens,color,pg13,john lee hancock,english,usa,the blind side,8.0,2009.0
alexa penavega,cheech marin,daryl sabara,color,pg,robert rodriguez,english,usa,spy kids,5.0,2001.0
kevin spacey,lindsay sloane,reginald ballard,color,r,seth gordon,english,usa,horrible bosses,7.0,2011.0
matt damon,jeff bridges,bruce green,color,pg13,ethan coen,english,usa,true grit,8.0,2010.0
meryl streep,anne hathaway,rebecca mader,color,pg13,david frankel,english,usa,the devil wears prada,7.0,2006.0
leonard nimoy,nichelle nichols,walter koenig,color,pg,robert wise,english,usa,star trek the motion picture,6.0,1979.0
jon favreau,eric stonestreet,ti,color,r,seth gordon,english,usa,identity thief,6.0,2013.0
robert de niro,robert mitchum,joe don baker,color,r,martin scorsese,english,usa,cape fear,7.0,1991.0
kevin spacey,jim sturgess,josh gad,color,pg13,robert luketic,english,usa,21,7.0,2008.0
amy schumer,randall park,josh segarra,color,r,judd apatow,english,japan,trainwreck,6.0,2015.0
bernie mac,nicole sullivan,sherri shepherd,color,pg13,kevin rodney sullivan,english,usa,guess who,6.0,2005.0
colin firth,kristin scott thomas,jrgen prochnow,color,r,anthony minghella,english,usa,the english patient,7.0,1996.0
kevin spacey,matt mccoy,paul guilfoyle,color,r,curtis hanson,english,usa,la confidential,8.0,1997.0
michael angarano,kelly preston,nicholas braun,color,pg,mike mitchell,english,usa,sky high,6.0,2005.0
tom selleck,wilford brimley,lauren ambrose,color,pg13,frank oz,english,usa,in out,6.0,1997.0
natasha henstridge,marg helgenberger,jordan lund,color,r,roger donaldson,english,usa,species,6.0,1995.0
johnny depp,lin shaye,amanda wyss,color,x,wes craven,english,usa,a nightmare on elm street,8.0,1984.0
dylan baker,jake weber,james gammon,color,r,tarsem singh,english,usa,the cell,6.0,2000.0
leonardo dicaprio,anne parillaud,judith godrche,color,pg13,randall wallace,english,usa,the man in the iron mask,6.0,1998.0
scott glenn,kevin connolly,dylan walsh,color,pg,randall wallace,english,usa,secretariat,7.0,2010.0
chris evans,sarah michelle gellar,mako,color,pg,kevin munroe,english,hong kong,tmnt,6.0,2007.0
alfre woodard,riley smith,debra winger,color,pg,michael tollin,english,usa,radio,7.0,2003.0
mila kunis,justin timberlake,masi oka,color,r,will gluck,english,usa,friends with benefits,7.0,2011.0
chlo grace moretz,ike barinholtz,kiersey clemons,color,r,nicholas stoller,english,usa,neighbors 2 sorority rising,6.0,2016.0
tom hanks,ruth wilson,bj novak,color,pg13,john lee hancock,english,usa,saving mr banks,8.0,2013.0
denzel washington,delroy lindo,al freeman jr,color,pg13,spike lee,english,usa,malcolm x,8.0,1992.0
charlyne yi,maude apatow,mackenzie aladjem,color,r,judd apatow,english,usa,this is 40,6.0,2012.0
robin williams,bernie mac,annmargret,color,pg,walt becker,english,usa,old dogs,5.0,2009.0
craig parker,kevin grevioux,steven mackintosh,color,r,patrick tatopoulos,english,usa,underworld rise of the lycans,7.0,2009.0
robin williams,christine taylor,mindy kaling,color,pg13,ken kwapis,english,usa,license to wed,5.0,2007.0
jon lovitz,jon heder,tim meadows,color,pg13,dennis dugan,english,usa,the benchwarmers,6.0,2006.0
stockard channing,victor webster,elizabeth perkins,color,pg13,gary david goldberg,english,usa,must love dogs,6.0,2005.0
johnny depp,al pacino,anne heche,color,r,mike newell,english,usa,donnie brasco,8.0,1997.0
milla jovovich,jaymes butler,colin salmon,color,r,paul ws anderson,english,uk,resident evil,7.0,2002.0
heather orourke,zelda rubinstein,craig t nelson,color,pg,tobe hooper,english,usa,poltergeist,7.0,1982.0
jk simmons,tom hanks,stephen root,color,r,ethan coen,english,usa,the ladykillers,6.0,2004.0
mila kunis,beau bridges,jamie hector,color,pg13,john moore,english,canada,max payne,5.0,2008.0
matt bomer,olivia wilde,justin timberlake,color,pg13,andrew niccol,english,usa,in time,7.0,2011.0
danneel ackles,noureen dewulf,tom bosley,color,pg13,alan poul,english,usa,the backup plan,5.0,2010.0
ashley williams,steve howey,kirsten day,color,pg13,luke greenfield,english,usa,something borrowed,6.0,2011.0
tom wilkinson,marsha thomason,vincent regan,color,pg13,gil junger,english,usa,black knight,5.0,2001.0
tatum oneal,vic morrow,joyce van patten,color,pg,michael ritchie,english,usa,the bad news bears,7.0,1976.0
mingna wen,raul julia,kylie minogue,color,pg13,steven e de souza,english,japan,street fighter,4.0,1994.0
emilia fox,frank finlay,ed stoppard,black and white,r,roman polanski,english,france,the pianist,8.0,2002.0
keisha castlehughes,hiam abbass,shaun toub,color,pg,catherine hardwicke,english,usa,the nativity story,7.0,2006.0
robert richard,paris hilton,brian van holt,color,r,jaume colletserra,english,australia,house of wax,5.0,2005.0
natalie portman,julia roberts,colin stinton,color,r,mike nichols,english,usa,closer,7.0,2004.0
leonardo dicaprio,naomi watts,kaitlyn dever,color,r,clint eastwood,english,usa,j edgar,7.0,2011.0
jason flemyng,cameron boyce,julian glover,color,r,alexandre aja,english,usa,mirrors,6.0,2008.0
aaliyah,lena olin,bruce spence,color,r,michael rymer,english,usa,queen of the damned,5.0,2002.0
adam baldwin,robert davi,kevin peter hall,color,r,stephen hopkins,english,usa,predator 2,6.0,1990.0
billy burke,jesse tyler ferguson,joseph cross,color,r,gregory hoblit,english,usa,untraceable,6.0,2008.0
brendan fraser,sissy spacek,douglas smith,color,pg13,hugh wilson,english,usa,blast from the past,7.0,1999.0
brian blessed,william hootkins,sam j jones,color,pg,mike hodges,english,uk,flash gordon,6.0,1980.0
stephen root,mike starr,george carlin,color,pg13,kevin smith,english,usa,jersey girl,6.0,2004.0
cicely tyson,chad lindberg,carmen ejogo,color,pg13,rob cohen,english,usa,alex cross,5.0,2012.0
kevin spacey,bob gunton,leon rippy,color,r,clint eastwood,english,usa,midnight in the garden of good and evil,7.0,1997.0
robert de niro,joshua mikel,db sweeney,color,r,scott mann,english,usa,heist,6.0,2015.0
daniel mays,bill bailey,eros vlahos,color,pg,susanna white,english,uk,nanny mcphee returns,6.0,2010.0
frank whaley,jt walsh,paul guilfoyle,color,r,danny devito,english,usa,hoffa,7.0,1992.0
mitch pileggi,callum rennie,nicki aycox,color,pg13,chris carter,english,usa,the x files i want to believe,6.0,2008.0
anne hathaway,steve coogan,joanna lumley,color,pg,tommy ohaver,english,usa,ella enchanted,6.0,2004.0
will smith,eddie marsan,albert brooks,color,pg13,peter landesman,english,uk,concussion,7.0,2015.0
ken arnold,benjamin j cain jr,richard cetrone,color,pg13,john singleton,english,usa,abduction,5.0,2011.0
jim broadbent,olivia williams,pip torrens,color,g,gary chapman,english,uk,valiant,6.0,2005.0
robert downey jr,rip torn,richard thomas,color,r,curtis hanson,english,usa,wonder boys,7.0,2000.0
drake bell,tracy morgan,marion ross,color,pg13,craig mazin,english,usa,superhero movie,4.0,2008.0
alona tal,james ransone,michael beach,color,r,allen hughes,english,usa,broken city,6.0,2013.0
shannon elizabeth,portia de rossi,derek mears,color,pg13,wes craven,english,usa,cursed,5.0,2005.0
joseph gordonlevitt,dania ramirez,aasif mandvi,color,pg13,david koepp,english,usa,premium rush,6.0,2012.0
jim gaffigan,richard t jones,michael mosley,color,pg13,anne fletcher,english,usa,hot pursuit,5.0,2015.0
djimon hounsou,lucy gordon,alex jennings,color,pg13,shekhar kapur,english,uk,the four feathers,6.0,2002.0
jason statham,clifton collins jr,wendell pierce,color,r,taylor hackford,english,usa,parker,6.0,2013.0
kirsten dunst,jon favreau,austin nichols,color,pg13,richard loncraine,english,uk,wimbledon,6.0,2004.0
brendan fraser,brooke shields,matt prokop,color,pg,roger kumble,english,usa,furry vengeance,4.0,2010.0
alex russell,cariba heine,richard brancatisano,color,r,kimble rendall,english,australia,bait,5.0,2012.0
liam neeson,alun armstrong,lysette anthony,color,pg,peter yates,english,uk,krull,6.0,1983.0
meryl streep,tom cruise,andrew garfield,color,r,robert redford,english,usa,lions for lambs,6.0,2007.0
rosanna arquette,dann florek,christopher rich,color,pg13,john milius,english,usa,flight of the intruder,6.0,1991.0
tim meadows,nat faxon,matt price,color,r,jake kasdan,english,usa,walk hard the dewey cox story,7.0,2007.0
kevin spacey,scott glenn,jason behr,color,r,lasse hallstrm,english,usa,the shipping news,7.0,2001.0
gregory smith,ronny cox,harris yulin,color,pg13,les mayfield,english,usa,american outlaws,6.0,2001.0
michiel huisman,jim broadbent,thomas kretschmann,color,pg,jeanmarc valle,english,uk,the young victoria,7.0,2009.0
tom skerritt,bashar rahal,shawn doyle,color,r,dominic sena,english,usa,whiteout,6.0,2009.0
brad pitt,tye sheridan,fiona shaw,color,pg13,terrence malick,english,usa,the tree of life,7.0,2011.0
paul sorvino,lela rochon,ray nicholas,color,r,hark tsui,english,aruba,knock off,5.0,1998.0
mireille enos,martin donovan,maurice compte,color,r,david ayer,english,usa,sabotage,6.0,2014.0
heath ledger,mark addy,benno frmann,color,r,brian helgeland,english,usa,the order,5.0,2003.0
julie benz,wayne knight,colin salmon,color,r,lexi alexander,english,usa,punisher war zone,6.0,2008.0
kevin zegers,rip torn,thomas f wilson,color,pg,peter hewitt,english,usa,zoom,4.0,2006.0
joseph gordonlevitt,soleyman pierini,jade kindarmartin,color,pg,robert zemeckis,english,usa,the walk,7.0,2015.0
marley shelton,lee arenberg,angus macfadyen,color,pg,ronny yu,english,usa,warriors of virtue,5.0,1997.0
archie panjabi,albert finney,richard coyle,color,pg13,ridley scott,english,usa,a good year,7.0,2006.0
adam baldwin,thomas ian nicholas,john heard,color,pg13,richard donner,english,usa,radio flyer,7.0,1992.0
delroy lindo,jesse borrego,raymond cruz,color,r,taylor hackford,english,usa,blood in blood out,8.0,1993.0
jim broadbent,tom wilkinson,julia ormond,color,r,bille august,english,denmark,smillas sense of snow,6.0,1997.0
peter coyote,gregg henry,rie rasmussen,color,r,brian de palma,english,france,femme fatale,6.0,2002.0
oliver reed,rod steiger,john gielgud,black and white,pg,moustapha akkad,english,libya,lion of the desert,8.0,1980.0
olivier martinez,franois cluzet,isabelle carr,color,r,jeanpaul rappeneau,french,france,the horseman on the roof,7.0,1995.0
jeremy w auman,jeffrey dover,tobey maguire,color,r,ang lee,english,usa,ride with the devil,7.0,1999.0
maricel lvarez,hanaa bouchaib,eduard fernndez,color,r,alejandro g irritu,spanish,mexico,biutiful,8.0,2010.0
salma hayek,sam shepard,dwight yoakam,color,pg13,joachim rnning,english,france,bandidas,6.0,2006.0
ki hong lee,aml ameen,jacob latimore,color,pg13,wes ball,english,usa,the maze runner,7.0,2014.0
tom wilkinson,june diane raphael,melissa mcmeekin,color,r,ken scott,english,usa,unfinished business,5.0,2015.0
richard e grant,geraldine chaplin,stuart wilson,color,pg,martin scorsese,english,usa,the age of innocence,7.0,1993.0
hugh jackman,ellen burstyn,mark margolis,color,pg13,darren aronofsky,english,usa,the fountain,7.0,2006.0
david paymer,kevin j oconnor,hudson leick,color,r,hugh johnson,english,usa,chill factor,5.0,1999.0
nicolas cage,mark valley,sami gayle,color,r,simon west,english,usa,stolen,6.0,2012.0
rumi hiiragi,yki amami,yuria nara,color,g,hayao miyazaki,japanese,japan,ponyo,8.0,2008.0
tiago riani,melissa benoist,hayley lovitt,color,pg13,george tillman jr,english,usa,the longest ride,7.0,2015.0
johnny depp,charlize theron,clea duvall,color,r,rand ravich,english,usa,the astronauts wife,5.0,1999.0
liam aiken,eva marie saint,vincent perez,color,pg13,hugh hudson,english,usa,i dreamed of africa,6.0,2000.0
gerard butler,dennis quaid,judy greer,color,pg13,gabriele muccino,english,usa,playing for keeps,6.0,2012.0
terry pheto,fana mokoena,tony kgoroge,color,pg13,justin chadwick,english,uk,mandela long walk to freedom,7.0,2013.0
paul sorvino,warren beatty,m emmet walsh,color,pg,warren beatty,english,usa,reds,8.0,1981.0
tom cruise,demi moore,kevin pollak,color,r,rob reiner,english,usa,a few good men,8.0,1992.0
michael jai white,bill duke,bruce mcgill,color,r,andrzej bartkowiak,english,usa,exit wounds,6.0,2001.0
nia long,cedric the entertainer,tichina arnold,color,pg13,raja gosnell,english,usa,big mommas house,5.0,2000.0
max minghella,veronika vernadskaya,dato bakhtadze,color,pg13,chris gorak,english,usa,the darkest hour,5.0,2011.0
ryan guzman,stephen boss,misha gabriel hamilton,color,pg13,scott speer,english,usa,step up revolution,6.0,2012.0
lin shaye,kenan thompson,rachel blanchard,color,r,david r ellis,english,germany,snakes on a plane,6.0,2006.0
keanu reeves,joseph sikora,chris ellis,color,r,joe charbanic,english,usa,the watcher,5.0,2000.0
laura harring,marco st john,eddie jemison,color,r,jonathan hensleigh,english,usa,the punisher,6.0,2004.0
sean pertwee,kuno becker,stephen dillane,color,pg13,danny cannon,english,usa,goal the dream begins,7.0,2005.0
jason statham,reggie lee,robert john burke,color,r,boaz yakin,english,usa,safe,6.0,2012.0
angelina jolie pitt,kurt fuller,jake weber,color,r,mike newell,english,usa,pushing tin,6.0,1999.0
harrison ford,ian mcdiarmid,kenny baker,color,pg,richard marquand,english,usa,star wars episode vi return of the jedi,8.0,1983.0
ryan kruger,jason cope,jeremy crutchley,color,r,neil marshall,english,uk,doomsday,6.0,2008.0
kate winslet,david kross,susanne lothar,color,r,stephen daldry,english,usa,the reader,8.0,2008.0
justin theroux,lauren ambrose,joe lo truglio,color,r,david wain,english,usa,wanderlust,6.0,2012.0
peter dinklage,zooey deschanel,will ferrell,color,pg,jon favreau,english,usa,elf,7.0,2003.0
robert duvall,kyra sedgwick,david gallagher,color,pg,jon turteltaub,english,usa,phenomenon,6.0,1996.0
james coburn,nichelle nichols,m emmet walsh,color,pg,brian levant,english,canada,snow dogs,5.0,2002.0
bill murray,alfre woodard,robert mitchum,color,pg13,richard donner,english,usa,scrooged,7.0,1988.0
ana de la reguera,moises arias,hctor jimnez,color,pg,jared hess,english,germany,nacho libre,6.0,2006.0
matt lucas,wendi mclendoncovey,steve bannos,color,r,paul feig,english,usa,bridesmaids,7.0,2011.0
channing tatum,james franco,emma watson,color,r,evan goldberg,english,usa,this is the end,7.0,2013.0
nia long,enrico colantoni,portia de rossi,color,r,rupert wainwright,english,usa,stigmata,6.0,1999.0
robert de niro,charlize theron,michael rapaport,color,r,george tillman jr,english,usa,men of honor,7.0,2000.0
paul walker,hayden christensen,jay hernandez,color,pg13,john luessenhop,english,usa,takers,6.0,2010.0
robin williams,robert de niro,topher grace,color,r,justin zackham,english,usa,the big wedding,6.0,2013.0
brandon t jackson,tony curran,portia doubleday,color,pg13,john whitesell,english,usa,big mommas like father like son,4.0,2011.0
jake gyllenhaal,cas anvar,russell peters,color,pg13,duncan jones,english,usa,source code,8.0,2011.0
illeana douglas,danny nucci,michael delorenzo,color,r,frank marshall,english,usa,alive,7.0,1993.0
logan lerman,virginia madsen,ed lauter,color,r,joel schumacher,english,usa,the number 23,6.0,2007.0
callum rennie,julian richings,judy davis,color,pg,jeanpierre jeunet,english,france,the young and prodigious ts spivet,7.0,2013.0
christopher lee,john belushi,treat williams,color,pg,steven spielberg,english,usa,1941,6.0,1979.0
ken howard,freddy rodrguez,holmes osborne,color,pg,john gatins,english,usa,dreamer inspired by a true story,7.0,2005.0
viggo mortensen,kyle schmid,william hurt,color,r,david cronenberg,english,usa,a history of violence,8.0,2005.0
jason statham,jason flemyng,matthew modine,color,pg13,louis leterrier,english,france,transporter 2,6.0,2005.0
leonardo dicaprio,pat hingle,roberts blossom,black and white,r,sam raimi,english,japan,the quick and the dead,6.0,1995.0
frances fisher,mike doyle,nora dunn,color,pg13,peter howitt,english,ireland,laws of attraction,6.0,2004.0
nicolas cage,marc anthony,sonja sohn,color,r,martin scorsese,english,usa,bringing out the dead,7.0,1999.0
alice braga,rza,yvette nicole brown,color,r,miguel sapochnik,english,usa,repo men,6.0,2010.0
