<page title>,camera body only,camera type,depth,effective megapixels,environmental protection,flash,gps enabled,height,image sensor,image stabilization,interface connection,lcd screen size,lens mount,maximum video capture resolution,memory card support,total pixels,url,warranty information,weight,width,wifi,brand name,builtin flash,camera modes,exposure control,maximum diopter adjustment,minimum diopter adjustment,number of batteries support,parent retsku,pictbridge,product model,viewfinder type,digital zoom,focal length,focal length 35mm equivalent,optical zoom,analog video out,autofocus points,battery builtin,battery include,battery model supported,battery rechargeable,gps,hd movie mode,iso sensitivity,language support,longest shutter speed,maximum frame rate,parent product type,product line,self timer,shortest shutter speed,white balance modes,installed memory,max aperture,green compliance,lens construction,normalizeddigital zoom,normalizedheight,normalizedoptical zoom,normalizedweight,product series,wide angle,software included,you are reviewing,product type,maximum image resolution,bulb setting,continuous shooting speed,exposure settings,focus features,frequency band,general features,image format,image sensor quantity,image sensor size,included components,iso equivalencies,max focal length,max horizontal image resolution,max vertical image resolution,max zoom,maximum shutter speed,metering characteristics,min aperture,min focal length,min focus distance,minimum shutter speed,normalizedinstalled memory,normalizednumber of image sensor pixels,number of resolution modes,number of scene modes,power source,video capture format,white balance,exposure compensation range,color,removable flash memory included,focal length conversion factor slr,shutter lag
"Sony Cyber-shot DSC-WX80 Red Digital Camera (16.2 MP, 8x Opt, MS Duo/PRO Duo/PRO-HG Duo/SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",,Compact Camera,0.9 in,16.2 Megapixel,,Flash OFF|Flash ON|Slow Sync|Auto Flash|Advanced Flash,,2.1 in,Exmor R CMOS,Optical,,2.7 in,,1920 x 1080,Memory Stick Duo|Memory Stick PRO Duo|Memory Stick PRO Duo (Mark 2)|Memory Stick PRO-HG Duo|Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC UHS-I),16800000,http://www.sony.com,1 Year,3.80 oz,3.6 in,,,,,,,,,,,,,,,28 mm to 224 mm,8 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic Lumix DMC-XS1 16.1 Megapixel Compact Camera - White (2.7"" LCD - 5x Optical Zoom - Optical IS - 4608 X 3456 Image - 1280 X 720 Video - PictBridge - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,0.7 in,16.1 Megapixel,,Red-eye Fix|Red-eye Reduction|Auto Flash|Flash ON|Flash OFF|Slow Sync,,2.1 in,CCD,Optical,,2.7 in,,1280 x 720,microSD Card|microSDHC Card|Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC),16600000,http://www.panasonic.com,1 Year,3.10 oz,3.7 in,,Panasonic,Yes,Scene Modes:PortraitSoft SkinScenerySportsNight PortraitNight SceneryFoodBaby1Baby2PetSunsetHigh SensitivityGlass ThroughPhoto FrameStarry Sky,Program AE,No,No,1.0,,Yes,DMC-XS1,No,4x,4.30 mm to 21.50 mm,24 mm to 120 mm 24 mm to 120 mm,5 X,Yes,9.0,No,Yes,,Yes,No,Yes,ISO 6400,Dutch,60 Second,30 fps,,Lumix,,1/1600 Second,AutoDaylightCloudyShadeIncandescentWhite Set,,,,6 Elements in 5 Groups,4.0,53.34,5.0,3.1,XS,Yes,Photofunstudio 9.0 LEAdobe Reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujifilm X-T1 Black Digital Camera Kit W/ 18-55 Mm Lens (16.3 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Mirrorless Interchangeable Lens Camera,1.8 in,16300000 pixels,Water Resistant,Built-in Flash|Accessory Shoe,,3.5 in,CMOS,Sensor Shift,USB|HDMI,3 in,Fujifilm X,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC),16700000 pixels,http://www.fujifilmusa.com/products/digital_cameras/x/fujifilm_x_t1/,1 year(s),13.7 oz,5 in,Yes,,,,,,,,,,,,,18 mm - 55 mm,27 mm - 84 mm,,,,,,,,,,,,,,,,,,,,4 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung WB350F 16.3 Megapixel Compact Camera - Blue (3"" Touchscreen LCD - 21x Optical Zoom - Optical IS - 4608 X 3456 Image - 1920 X 1080 Video - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,1 in,16.3 Megapixel,,Auto Flash|Red-eye Reduction|Fill Flash|Flash ON|Flash OFF|Slow Sync|Red-eye Fix,,2.6 in,BSI CMOS,Optical,,3 in,,1920 x 1080,microSD Card|microSDHC Card|microSD Extended Capacity (microSDXC),16700000,http://www.samsungusa.com,1 Year,7.68 oz,4.5 in,,,,,,,,,,,,,9.4x,4.10 mm to 86.10 mm,23 mm to 483 mm,21 X,,,,,,,,,,,,,,,,,,,,RoHS|WEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon DF Black SLR Digital Camera Special Edition Kit W/ 50 Mm Lens (16.2 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Digital SLR Camera,2.6 in,16.2 Megapixel,,Rear Curtain Sync|Front Curtain Sync|Red-eye Reduction|Slow Sync|Flash Exposure Compensation|High Speed Sync,,4.3 in,CMOS,No,,3.2 in,Nikon F,,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC UHS-I)|Secure Digital High Capacity (SDHC UHS-I),16600000,http://www.nikon.com,1 Year,1.57 lbs,5.6 in,,,,,,,,,,,,,,50 mm,,,,,,,,,,,,,,,,,,,,,,WEEE|RoHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung NX2000 20.3 Megapixel Mirrorless Camera Body With Lens Kit - 20 Mm - 50 Mm Lens 1, 50 Mm - 200 Mm Lens 2 - White (3.7"" Touchscreen LCD - 2.5x/4x Optical Zoom - Optical IS - 5472 X 3648 Image - 1920 X 1080 Video - HDMI - HD Movie Mode) Price Comparison at Buy.net",Body with Lens Kit,Mirrorless Camera,1.4 in,20.3 Megapixel,,Smart Flash|Auto Flash|Red-eye Reduction|Flash ON|Flash OFF|Front Curtain Sync|Rear Curtain Sync|Red-eye Fix,,2.5 in,CMOS,Optical,,3.7 in,Samsung NX,1920 x 1080,microSD Card|microSDHC Card|microSD Extended Capacity (microSDXC),21600000,http://www.samsungusa.com,,8.00 oz,4.7 in,,Samsung,No,,Aperture Priority AE Shutter Priority AE Program AE Manual,,,1.0,B00G40F4L0,,NX2000,,,20 mm to 50 mm (Lens 1) - 50 mm to 200 mm (Lens 2),77 mm to 308 mm (Lens 2) 77 mm to 308 mm (Lens 2),2.5 X (Lens 1) - 4 X (Lens 2),Yes,35.0,,,BP1130,,,Yes,ISO 25600,Norwegian,30 Second,30 fps,,,30 Second,1/4000 Second,"Auto Daylight Cloudy Fluorescent (W, N, D) Tungsten Flash Custom K(Manual)",,,,9 Elements in 8 Groups - 17 Elements in 13 Groups (Lens 2),,63.5,2.5,8.0,NX,Yes,Adobe Lightroom iLauncher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujifilm FinePix S4800 16 Megapixel Compact Camera (3"" LCD - 30x Optical Zoom - Optical IS - 4608 X 3456 Image - 1280 X 720 Video - HDMI - PictBridge - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,100.0 mm,16 Megapixel,,Auto Flash|Flash OFF|Flash ON|Suppressed Flash|Slow Sync|Red-eye Reduction,,93.0 mm,CCD,Optical,,3 in,,1280 x 720,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC),,http://www.fujifilm.ca,2 Year,426.0 g,122.0 mm,,,,,,,,,,,,,7.2x,4.30 mm to 129 mm,24 mm to 720 mm,30 X,,,,,,,,,,,,,,,,,,,,,,7.2,93.0,30.0,15.0378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic LUMIX DMC-LF1K Black Digital Camera (12.1 MP, 7.1x Opt, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body Only,Bridge Camera,1.1 in,12.1 Megapixel,,Auto Flash|Flash ON|Flash OFF|Red-eye Reduction|Slow Sync,,2.4 in,MOS,Optical,HDMI|USB|A/V (RCA Composite),3 in,,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card,12800000,http://www.panasonic.com,1 Year,6.00 oz,4.0 in,,,,,,,,,,,,,4x,6 mm to 42.80 mm,28 mm to 200 mm,7.1 X,,,,,,,,,,,,,,,,,,87 MB,2 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujifilm X-Pro1 Black Mirrorless Digital Camera (16.3 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body Only,Mirrorless Camera,1.7 in,16.3 Megapixel,,Auto Flash|Flash ON|Flash OFF|Red-eye Reduction|Slow Sync|Suppressed Flash|Rear Curtain Sync,,3.2 in,X-Trans CMOS,,HDMI|USB,3 in,Fujifilm X-mount,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC UHS-I)|Secure Digital High Capacity (SDHC) Card,,http://www.fujifilm.com,1 Year Limited,14.11 oz,5.5 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony Cyber-shot DSC-W830 20.1 Megapixel Compact Camera - Black (2.7"" LCD - 8x Optical Zoom - Optical IS - 11520 X 1080 Image - 1280 X 720 Video - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,0.9 in,20.1 Megapixel,,Auto Flash|Flash ON|Slow Sync|Flash OFF|Advanced Flash|Flash Exposure Compensation,,2.1 in,Super HAD CCD,Optical,,2.7 in,,1280 x 720,Memory Stick Duo|Memory Stick PRO Duo|Memory Stick PRO-HG Duo|Memory Stick Micro|Memory Stick Micro (M2)|Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|microSD Card|microSDHC Card|Memory Stick XC-HG Duo|microSD Extended Capacity (microSDXC),20500000,http://www.sony.com,1 Year,3.74 oz,3.7 in,,,,,,,,,,,,,4x,4.50 mm to 36 mm,34 mm to 381 mm,8 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic LUMIX DMC-FZ70 Black Digital Camera (16.1 MP, 60x Opt, SD Card Slot) Price Comparison at Buy.net",,Bridge Camera,4.7 in,16.1 Megapixel,,Auto Flash|Flash ON|Flash OFF|Red-eye Reduction|Slow Sync,,3.8 in,MOS,Optical,,3 in,,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card,16800000,http://www.panasonic.com,1 Year,1.24 lbs,5.1 in,,,,,,,,,,,,,5x,3.58 mm to 215 mm,20 mm to 1200 mm,60 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fuji Blowers FinePix JX680 16 Megapixel Compact Camera - Black (3"" LCD - 5x Optical Zoom - 4608 X 3440 Image - 1280 X 720 Video - PictBridge - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,0.8 in,16 Megapixel,,Auto Flash|Flash OFF|Flash ON|Suppressed Flash|Slow Sync|Red-eye Reduction,,2.2 in,CCD,,,3 in,,1280 x 720,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC),,http://www.fujifilm.com,1 Year,3.67 oz,3.7 in,,Fujifilm,Yes,Shooting Modes:SR AUTOAUTOProgramNatural Light and with FlashNatural LightPortraitBabySmileLandscapePanoramaSportNightNight (Tripod)FireworksSunsetSnowBeachPartyFlowerTextAdvanced FilterIndividual Shutter 3D,Program AE,No,No,1.0,B00ESVDAZE,Yes,JX680,No,7.2x,4.60 mm to 23 mm,26 mm to 130 mm 26 mm to 130 mm,5 X,Yes,,No,Yes,NP-45A / NP-45B,Yes,,Yes,ISO 3200,,8 Second,30 fps,Digital Camera,FinePix,,1/1400 Second,Automatic Scene RecognitionFineShadeFluorescent Light (Daylight)Fluorescent Light (Warm White)Fluorescent Light (Cool White)Incandescent Light,,,REACH|WEEE,6 Elements in 5 Groups,7.2,55.88,5.0,3.67,J,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon D5200 Black SLR Digital Camera Kit W/ 18-55 Mm Lens (24.1 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Digital SLR Camera,3.1 in,24.1 Megapixel,,Auto Flash|Flash ON|Flash OFF|Slow Sync|Red-eye Reduction|Rear Curtain Sync|X-sync,,3.9 in,CMOS,Optical,"A/V (RCA Composite)|Audio - Line In (1/8"" Mini)|HDMI|Infrared - iRDA Wireless (iRDA-SIR)|USB",3 in,Nikon F,1920 x 1080,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC UHS-I)|Secure Digital Extended Capacity (SDXC UHS-I)|Eye-Fi Card,24700000,http://www.nikon.com,1 Year,1.11 lbs,5.1 in,,,,,,,,,,,,,No,18 mm to 55 mm (Lens 1),27 mm to 82.5 mm,3.1 X,,,,,,,,,,,,,,,,,,,3.5 1/f,WEEE|RoHS,,,,,,,,,Nikon D5200 Black SLR Digital Camera Kit w/ 18-55 mm Lens (24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon D7100 24.1 Megapixel Digital SLR Camera Body With Lens Kit - 18 Mm - 140 Mm (3.2"" LCD - 7.8x Optical Zoom - Optical IS - 6000 X 4000 Image - 1920 X 1080 Video - HDMI - PictBridge - HD Movie Mode) Price Comparison at Buy.net",Body with Lens Kit,Digital SLR Camera,3 in,24.1 Megapixel,Water Resistant|Dust Resistant,Auto Flash|Flash OFF|Flash ON|Slow Sync|Red-eye Reduction|Rear Curtain Sync|Flash Exposure Compensation|High Speed Sync|X-sync,,4.2 in,CMOS,Optical,,3.2 in,Nikon F,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC UHS-I)|Secure Digital High Capacity (SDHC UHS-I),24700000,http://www.nikon.com,1 Year,1.49 lbs,5.3 in,,,,,,,,,,,,,,18 mm to 140 mm (Lens 1),,7.8 X,,,,,,,,,,,,,,,,,,,,WEEE|RoHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon Coolpix S3600 Silver Digital Camera (20.1 MP, 8x Opt, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",,Point & Shoot Digital Camera,0.8 in,20100000 pixels,,Built-in Flash,,2.3 in,CCD,,USB|Video - Out (Unspecified),2.7 in,,1280 x 720,Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC),20480000 pixels,http://www.nikonusa.com/en/Nikon-Products/Product/Compact-Digital-Cameras/COOLPIX-S3600.html,1 year(s),4.5 oz,3.9 in,,,,,,,,,,,,,4 X,4.5 to 36.0 mm,25 mm to 200 mm,8 X,,,,,,,,,,,,,,,,,,25 MB,3.7 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olympus E2OMSZ12S Silver Digital Camera (14 MP, 24x Opt, SD Card Slot) Price Comparison at Buy.net",,Point & Shoot Digital Camera,,14000000 pixels,,,,,CCD,,USB|HDMI,3 in,,,Secure Digital (SD) Card,,http://www.getolympus.com/us,1 year(s),,,,,,,,,,,,,,,,,,24 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 GB,,
"Canon EOS Rebel T5i Black SLR Digital Camera Kit W/ 18-55 Mm Lens (18 MP, SD/SDHC/SDXC Cardslot) Price Comparison at Buy.net",Body with Lens Kit,Digital SLR Camera,3.1 in,18 Megapixel,,Auto Flash|Flash ON|Flash OFF|Red-eye Reduction,,3.9 in,CMOS,Optical,,3 in,Canon EF/EF-S,1920 x 1080,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Eye-Fi Card,18500000,http://www.usa.canon.com,1 Year,1.16 lbs,5.2 in,,,,,,,,,,,,,No,18 mm to 55 mm (Lens 1),29 mm to 88 mm (Lens 1),3.1 X,,,,,,,,,,,,,,,,,,,,RoHS|WEEE|REACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olympus Pen E-P5 Black Digital Camera (16.1 MP, SDSDXC/SDHC Card Slot) Price Comparison at Buy.net",Body Only,Mirrorless Interchangeable Lens Camera,1.46 in,16100000 pixels,Water Resistant,Built-in Flash|Accessory Shoe,Yes,2.71 in,CMOS,Sensor Shift,USB|HDMI|A/V (RCA Composite),3 in,Micro Four Thirds,1280 x 720,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card,17200000 pixels,http://www.getolympus.com/us/en/digitalcameras/interchangeable-lens-cameras/e-p5.html,1 year(s),13.33 oz,4.81 in,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujifilm FinePix JX700 16 Megapixel Compact Camera - Pink (2.7"" LCD - 5x Optical Zoom - Electronic IS - 4608 X 3440 Image - 1920 X 1080 Video - PictBridge - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,0.8 in,16 Megapixel,,Auto Flash|Flash ON|Flash OFF|Slow Sync|Red-eye Reduction|Suppressed Flash,,2.3 in,CCD,Electronic,,2.7 in,,1920 x 1080,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC),,http://www.fujifilm.com,1 Year,3.56 oz,3.8 in,,,,,,,,,,,,,7.2x,4.60 mm to 23 mm,26 mm to 130 mm,5 X,,,,,,,,,,,,,,,,,,,,RoHS|REACH,,,,,,,,,,Compact Camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon D7000 Black SLR Digital Camera Kit W/ 18-105 Lens (16.2 MP, 5.8x Opt, SD/SDHC/SDXC Card Slots) Price Comparison at Buy.net",Body with Lens Kit,Digital SLR Camera,3.0 in,16.2 Megapixel,Dust Proof,Auto Flash|Flash ON|Flash OFF|Slow Sync|Rear Curtain Sync|Red-eye Reduction,,4.1 in,CMOS,Optical,,3 in,Nikon F,1920 x 1080,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC),16900000,http://www.nikon.com,1 Year,1.52 lbs,5.2 in,,,,,,,,,,,,,No,18 mm to 105 mm (Lens 1),27 mm to 157.50 mm (Lens 1),5.8 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic Lumix DMC-GF6 Mirrorless Micro Four Thirds Digital Camera With 14-42mm F/3.5-5.6 II Lens Price Comparison at Buy.net,,,,,,,,,,,,,,,,,,,,,,Panasonic,Yes,Scene Modes: Clear Portrait Silky Skin Backlit Softness Clear in Backlight Relaxing Tone Sweet Child's Face Distinct Scenery Bright Blue Sky Romantic Sunset Glow Vivid Sunset Glow Glistening Water Clear Nightscape Cool Night Sky Warm Glowing Nightscape Artistic Nightscape Glittering Illuminations Clear Night Portrait Soft Image of a Flower Appetizing Food Cute Dessert Freeze Animal Motion Clear Sports Shot Monochrome,Program AE Aperture Priority AE Shutter Priority AE Manual,No,No,1.0,B00C97ZZ4S,Yes,DMC-GF6,No,,,28 mm to 84 mm (Lens 1),,Yes,23.0,No,Yes,DMW-BLG10PP,Yes,No,Yes,ISO 25600,,60 Second,30 fps,,Lumix,10 Second,1/16000 Second,"Auto Daylight Cloudy Shade Incandescent Flash White Set 1, 2 Color Temperature Setting",,,Yes,9 Elements in 8 Groups,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujifilm FinePix Z33WP 10 Megapixel Compact Camera - Green (2.7"" LCD - 3x Optical Zoom - 3648 X 2736 Image - 640 X 480 Video) Price Comparison at Buy.net",,Compact Camera,0.8 in,10 Megapixel,,Auto Flash|Flash OFF|Flash ON|Red-eye Reduction,,2.3 in,CCD,Optical,1 x USB|1 x Video Out,2.7 in,Fixed,640 x 480,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card,10000000,http://www.fujifilm.com,1 Year Limited,3.88 oz,3.6 in,,,,,,,,,,,,,5.7x,6.30 mm to 18.90 mm,,3 X,,,,,,,,,,,,,,,,,,50 MB,3.7 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon Coolpix L810 16.1 Megapixel Compact Camera - Blue (3"" LCD - 26x Optical Zoom - Optical IS - 4608 X 3456 Image - 1280 X 720 Video - HDMI - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,3.3 in,16.1 Megapixel,,Auto Flash|Flash ON|Flash OFF|Slow Sync|Red-eye Reduction,,3.0 in,CCD,Optical,,3 in,,1280 x 720,Eye-Fi Card|Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC),16400000,http://www.nikon.com,,15.17 oz,4.4 in,,Nikon,Yes,Shooting Modes:Easy AutoSmart PortraitAutoScene Modes:PortraitLandscapeSportsNight PortraitParty/IndoorBeachSnowSunsetDusk/DawnNight LandscapeClose-upFoodMuseumFireworks ShowBlack and White CopyBacklightingPanorama AssistPet Portrait3D Photography,Programmed Auto Exposure,No,No,4.0,,,L810,No,4x,4 mm to 104 mm,22.50 mm to 585 mm 22.50 mm to 585 mm,26 X,Yes,,No,Yes,LR6 / L40 / EN-MH2,,No,Yes,ISO 1600,Vietnamese,4 Second,30 fps,,Coolpix,,1/1500 Second,AutoCloudyDaylightFlashFluorescentIncandescentManual,,,,12 Elements in 9 Groups,4.0,76.2,26.0,15.17,L,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon D3100 Black SLR Digital Camera Kt W/ 18-55 Mm VR Lens (14.2MP, 3x Opt, SD Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Digital SLR Camera,2.9 in,14.2 Megapixel,,Accessory Shoe|Built-in Flash,Yes,3.8 in,CMOS,Optical,HDMI|USB,3 in,Nikon F,,Secure Digital (SD) Card,14.8 Megapixel,http://www.nikonusa.com/en/Nikon-Products/Product/Digital-SLR-Cameras/25472/D3100.html,,16 oz,4.9 in,,,,,,,,,,,,,,18-55,,3.1 X,,,,,,,,,,,,,,,,,,,3.5 1/f,,,,,,,,,,"Nikon D3100 Black SLR Digital Camera Kt w/ 18-55 mm VR Lens (14.2MP,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic Lumix DMC-GX7 Silver Digital Camera Kit W/ 14-42 Mm Lens (16 MP, 3x Opt, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Mirrorless Interchangeable Lens Camera,,16 Megapixel,,Accessory Shoe|Built-in Flash,,,CMOS,Sensor Shift,"Audio - Line In (1/8"" Mini)|HDMI|USB",3 in,Micro Four Thirds,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card,16.84 Megapixel,http://panasonic.net/avc/lumix/systemcamera/gms/gx7/index.html,,1.13 lbs,,Yes,,,,,,,,,,,,4 X,14 - 42 mm,28 - 84 mm,,,,,,,,,,,,,,,,,,,,3.5 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujifilm X-M1 Brown Digital Camera (16.3 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body Only,Mirrorless Interchangeable Lens Camera,1.5 in,16300000 pixels,,Built-in Flash|Accessory Shoe,,2.6 in,CMOS,Sensor Shift,USB|HDMI,3 in,Fujifilm X,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card,16500000 pixels,http://www.fujifilmusa.com/products/digital_cameras/x/fujifilm_x_m1,1 year(s),9.9 oz,4.6 in,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fuji Blowers FinePix JX680 16 Megapixel Compact Camera - Red (3"" LCD - 5x Optical Zoom - 4608 X 3440 Image - 1280 X 720 Video - PictBridge - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,0.8 in,16 Megapixel,,Auto Flash|Flash OFF|Flash ON|Suppressed Flash|Slow Sync|Red-eye Reduction,,2.2 in,CCD,,,3 in,,1280 x 720,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC),,http://www.fujifilm.com,1 Year,3.67 oz,3.7 in,,Fujifilm,Yes,Shooting Modes:SR AUTOAUTOProgramNatural Light and with FlashNatural LightPortraitBabySmileLandscapePanoramaSportNightNight (Tripod)FireworksSunsetSnowBeachPartyFlowerTextAdvanced FilterIndividual Shutter 3D,Program AE,No,No,1.0,B00ESVDAZE,Yes,JX680,No,7.2x,4.60 mm to 23 mm,26 mm to 130 mm 26 mm to 130 mm,5 X,Yes,,No,Yes,NP-45A / NP-45B,Yes,,Yes,ISO 3200,,8 Second,30 fps,Digital Camera,FinePix,,1/1400 Second,Automatic Scene RecognitionFineShadeFluorescent Light (Daylight)Fluorescent Light (Warm White)Fluorescent Light (Cool White)Incandescent Light,,,REACH|WEEE,6 Elements in 5 Groups,7.2,55.88,5.0,3.67,J,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon D5300 Black SLR Digital Camera Kit W/ 18-55 Mm Lens (24.2 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Digital SLR Camera,3 in,24200000 pixels,,Built-in Flash|Accessory Shoe,Yes,3.9 in,CMOS,Sensor Shift,USB|HDMI,3.2 in,Nikon F,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card,24780000 pixels,http://www.nikonusa.com/en/Nikon-Products/Product/Digital-SLR-Cameras/1519/D5300.html,1 year(s),16.9 oz,4.92 in,Yes,,,,,,,,,,,,,18 mm to 55 mm,27 mm to 82.5 mm,,,,,,,,,,,,,,,,,,,,3.5 1/f,WEEE|RoHS,,,,,,,,,Nikon D5300 Black SLR Digital Camera Kit w/ 18-55 mm Lens (24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
