3d mode,<page title>,age filter code,age range maximum,age range minimum,alaska hawaii 1 day upcharge or override,alaska hawaii 2 day upcharge or override,alaska hawaii ground upcharge or override,alaska hawaii upcharge or override,anti shake mode,aperture,assembled dimension width,assembled dimension width uom,bpp bucket,bpp eligible,bubble control,builtin memory,camera color,camera pixel count,camera style,can be giftwrapped,chamber in,channel availability,choke,color,compatible battery,continuous advance fps,corp national status,customer purchase limit,date 1st available online,depth inches,digital zoom,effective megapixel count,electronic flash,exposure modes,fits,flash,focus modes,freight class,fulfillment option,gauge,hazmat warning,hdmi mini,height inches,image format,interest,keyfeatures,lcd display size inches,lcd viewer,length in,lens,lower 48 1 day upcharge or override,lower 48 ground upcharge or override,lower 48 upcharge or override,lower48 2 day upcharge or override,manufacturer age range,manufacturer part number,manufacturers age range maximum,manufacturers age range minimum,megapixels,model,movie mode,notify me when available,optical zoom,outlet,payrunnercarteligible,play_type,power supply type,preschool,product demo url,registerable,removable memory type,scene modes,self timer,sensitivity,sensor,shutter speed,sku,skuprice,sound,specification,still image resolution max,still picture capture,storage media type,style,taxable,trackinglinkbaseurl,trackinglinkuri,tru age range,tru skn,type,usb port,video movie capture,voltage,weight pounds,white balance,width inches,camera type,interchangeable lens camera format,display screen,focus mode,internal memory,memory type,pictbridge,pixel count,resolution,select camera style,select media,standard warranty,compatible with macintosh,compatible with windows pc,manufacturers warranty hardware,optical viewfinder,screen size,analog audio video mini,card slot,digital slr,filterwide angle capability,hdmi,image stabilization,kit,lens mount,batteries,batteries required,battery quantity 1,battery type 1,etoys shoprunner eligible,faos shoprunner eligible,iship eligible,payrunnerpdeligible,primary_category,skills,trus shoprunner eligible,upceanisbn,accessory shoe,battery charger,viewfinder,microphone,speakers,text attribute 1,text attribute 2,text attribute 3,text attribute 4,text attribute 5,waterresistant,promo financing available,lcd size in,touch screen,ac adapter,batteries needed,35mm equivalent zoom ratio,exposure compensation,external flash,flash modes,macro focus,maximum aperture,records video,sgpmoviemode,sgpopticalzoom,sgpresolution,still image file formats,wifi mode,country of origin,countryornowool,focus distance,metering,print modes,storage media,tru age filter,video output,touch panel lcd,aspect ratio,boy girl,brand name,camera resolution,dimensions,effective resolution,image formats,interfacesports,lens type,manufacturer,manufacturer website address,product type,total resolution,viewfinder type,finish,weight,image stabilizer,shooting modes,shutter speed range,charger,face detection,espn shoprunner eligible,fog shoprunner eligible,team shoprunner eligible,tsa shoprunner eligible,hd video,wifi networking,hdmi version,price range,aperture range,battery life,battery type,depth,focal length,height,interface,width,waterproof,body only,safety warnings,remote control,aa batteries,copyright,display resolution,display screen type,product details,toddler,brand,select,batteries included,content complete,manual controls,35mm digital slr lenses fits,fits camera made by,lens coverage,lens series,battery,camera flash,dimensions wxdxh,display,expansion slots,exposure metering,focus adjustment,integrated memory,lens aperture,lens system,light sensitivity,maximum shutter speed,memory,min focus range,minimum shutter speed,optical sensor resolution,optical zoom measurement,product description,red eye reduction,sensor resolution,supported battery,supported flash memory,technology,timer,unique features,imaginarium,product dimensions,product weight,lamp life,lamp power,laptop accessory type
Stills only,(not Provided) | Nikon Coolpix S3300 Digital Camera - Black Reviews - Buzzillions.com,"050,060 050 070 050,060,070,080 040,050 080",120 60 168 84 300,84 36 144 60 180,99.99,79.99,59.44 40.9 70.77 77.86 73.6 69.99,F,Yes,f/3.3-6.5 f/3.5-5.9,0,IN,3781960,Yes,New,26MB 42MB,Pink Purple Red,16 Megapixel,Point & Shoot with Zoom Lens,Yes,3.0,Online Only,"Fixed Choke, Improved Cylinder Fully Rifled Rem Choke 2",Black White Blue,EN-EL19 EN-EL12,1.3 6.9,X A,4,26-JUN-11 13-MAY-12 27-JUL-11 25-MAY-10 10-MAY-11 27-JUN-11 27-SEP-12 28-JUL-11 29-AUG-11 30-AUG-11,0.8 1.3,4,16,Built-in,Program Auto,Nikon,Built-in,Auto Center AF Face Priority Focus lock Manual Subject tracking,ANY TRU_SHPG,"SP SP,ISP",12 20,N,Side Output,2.3 2.5,JPEG,Outdoors,"12 Ga. 3"" Chamber 21"" Cantilever Barrel Matte Finish Polished Blue Finish",2.7 3.0,2.7 Inch 3 Inch,18.5 20 21 23 28,Zoom Lens,39.99,18 24 24.96 12 15.99 31.12,F,29.99,7 years and up 5 years and up 5 - 7 years 12 years and up 15 years and up 5 - 12 years 5 - 15 years 3 - 12 years,CPS3300SLVTRU 98201 26611 26601 26311 26301 26201 24311 24301 23581 23461 23312 23311 22031 22021,84 300 180 144,84 60 36 180 144,16,Wingmaster&reg; Standard Contour Special Purpose Deer Special Purpose Premier Deer Express&reg; Deer Express Deer Cantilever w/Scope Cantilever,MPEG4 MOV AVI Motion JPEG 960 x 540 320 x 240 1920 x 1080 1280 x 720 640 x 480,Yes,6x 6 18x 18,Yes,Yes,Outdoor,Camera Batteries,Yes,http://www.youtube.com/watch?v=_6zaK3pzVys,Yes,Secure Digital SDXC SDHC,Party/Indoor Pet Portrait Scene Auto Selector Sports Sunset Landscape Food Fireworks Dusk/Dawn Copy Close-up Night Landscape Beach/Snow Back Light 3D Photo Museum Night portrait Panorama Assist,10 Seconds 2 Seconds,ISO 125-3200 ISO 80-3200,CCD CMOS,1/2000-1 sec.,182155 211170 211178 211179 211180 211186 211187 211188 211189 211191 211192 211193 211194 238935 238936 238951 250793 211195,109.9900 114.9900 129.9900 139.9900 159.9900 175.9900 189.9900 199.9900 349.9900 44.9900 59.9900 74.9900 99.9900,Yes,Description,4608 x 3456,Yes,SD - SDHC - SDXC,018208263158 22031 23241 23251 23311 23312 23461 23581 24301 24311 26201 26211 26301 26311 26681 26691 26770 26851,Y,http://www.beachaudio.com http://www.gandermountain.com http://www.meijer.com,/catalog/ /modperl/track.cgi?VPWRREV_401175+/modperl/product/details.cgi?r=view&i=401175&aID=503AH /modperl/track.cgi?VPWRREV_401216+/modperl/product/details.cgi?r=view&i=401216&aID=503AH /modperl/track.cgi?VPWRREV_402873+/modperl/product/details.cgi?r=view&i=402873&aID=503AH /modperl/track.cgi?VPWRREV_402876+/modperl/product/details.cgi?r=view&i=402876&aID=510J1I /modperl/track.cgi?VPWRREV_402877+/modperl/product/details.cgi?r=view&i=402877&aID=510J1I /modperl/track.cgi?VPWRREV_402879+/modperl/product/details.cgi?r=view&i=402879&aID=510J1I /modperl/track.cgi?VPWRREV_402880+/modperl/product/details.cgi?r=view&i=402880&aID=510J1I /modperl/track.cgi?VPWRREV_402884+/modperl/product/details.cgi?r=view&i=402884&aID=510J1I /modperl/track.cgi?VPWRREV_402885+/modperl/product/details.cgi?r=view&i=402885&aID=503AH /modperl/track.cgi?VPWRREV_402888+/modperl/product/details.cgi?r=view&i=402888&aID=510J1I /modperl/track.cgi?VPWRREV_402890+/modperl/product/details.cgi?r=view&i=402890&aID=510J1I /product_info.php?products_id=156015&src=pwr,12 - 14 years 15 years and up 3 - 5 years 5 - 10 years 5 - 7 years 7 years and up,173269 183382 183390 183420 183428 183536 217104 741364 741429 742061 742069 752238 769272 769780 840450,2 - 7 x 32 scope Cantilever Scope Mount Rifle Sight Ventilated Rib,Mini-B,1280x720 1920x1080,3.7 V DC,0.47,Flash Fluorescent Incandescent Manual Auto Cloudy Daylight,3.8 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C813 Poor Battery Life | Kodak EasyShare C813 8.2 Megapixel Zoom Digital Camera Reviews - Buzzillions.com,,,,,,,,Yes,,,,,,,16MB,Silver,,,,,,,Gray,,,,,,,5x,,Built-in,,,,,,,,,,,,,,,2.5 Inch,,Zoom Lens,,,,,,,,,8.0,0004177132783,,,3x,,,,,,,,,,Yes,,,,147919 GRAY 106532 GRAY,99.9900,Yes,Description,,Yes,Secure Digital (SD),1327832,Y,http://www.meijer.com http://www.beachaudio.com,/product_info.php?products_id=138470&src=pwr /catalog/,,,,,VGA - Up to 640x480 QVGA - Up to 320x240,,,,,,,"2.4"" Active Matrix TFT Color LCD 115 Kilopixels",Auto Focus Auto Focus - Multi-zone and Center zone,16MB,Secure Digital Memory,Compatible,8 Megapixel,8.2 Megapixels,Point & Shoot with Zoom Lens,,1 Year 1 Year(s),Yes,Yes,90 Days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Canon Powershot Sd1300 Is | Canon POWERSHOT SD1300IS BROWN 12MP Reviews - Buzzillions.com,,,,,,,,,f/2.8-5.9,,,,,,,Silver Pink Brown Blue Green,,,,,Online Only,,Silver Pink,NB-6L NB-6L XtraPower,0.9,,,,0.83,4x 4,12.1,Built-in,Program AE i-Contrast AE Lock,,FE lock Off Built-in with Red Eye Reducer On Slow Synchro,,,,,,,2.20,JPEG,,,2.7,2.7 Inch,,Zoom Lens,,,,,,,,,12.1,0001380311953,320x240 640 x 480,,4x 4,,,,,,,,Secure Digital SDHC MultiMedia Card HC MMC Plus SDXC Multimedia Card plus,Portrait Kids & Pets Foliage Beach/Snow Underwater Night Scenery Indoor Fireworks,2 Seconds 10 Seconds,ISO 80-1600,,1-1/1500,175000 Blue 202242 Silver 212917 Blue,119.0000 179.9900,,Description,4000 x 3000,Yes,SD - SDHC,013803119534 CANPSSD1300IS,Y,http://www.beachaudio.com http://www.meijer.com,/catalog/ /product_info.php?products_id=354207&src=pwr,,,,Mini-B,,,0.3,Auto Cloudy Daylight Fluorescent Tungsten Bulb,3.56,,,"2.70""",Auto-focus,,MMCplus Secure Digital Extended Capacity (SDXC) Secure Digital (SD) Card,,12 Megapixel,12.1 Megapixel,Point & Shoot with Zoom Lens,,1 Year Limited 1 Year,,,,,,,SDXC Multimedia Card plus MultiMedia Card HC MMC Plus Secure Digital SDHC,,,,Optical Image Stabilization,,,,,,,,,,,,,Yes,,,CB-2LY,,,,,,,,,,,,,ACK-DC40,,,,,,,,,,,,,,China,,,Evaluative Center Weighted Spot,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Pentax K-500 Digital SLR Camera, Black, with Black DA L 18-55mm Zoom Lens Reviews | Buzzillions.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 Megapixels,Pentax K-500,,,,,,,,,,,,,,,,,,,,Description,,,,,,,,,,,,,,,,,DSLR Cameras,APS-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samsung Pl170 | Samsung PL170 DualView Digital Camera (Black) Reviews - Buzzillions.com,,,,,,,,Yes,,,,,,,,Black,16 Megapixel,Point & Shoot with Zoom Lens,,,,,,,,,,,,5x,,Built-in,,,,,,,,,,,,,,,3 Inch,,Zoom Lens,,,,,,,,,16,0004470101555,,,5x,,,,,,,,,,,,CCD,,,,Yes,Description,,Yes,Micro SDHC,,,,,,,,,1280x720,,,,,,,"3""",Auto,27 MB,microSD Card,,,16.1 Megapixel,,,1 Year,,,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olympus VR-320 Digital Camera (Silver) Reviews | Buzzillions.com,"070,080",300,168,,,,,Yes,,,,3781960,Yes,,,Black Blue Silver / Gray Red,14 Megapixel,Point & Shoot with Zoom Lens,,,Online Only,,Black,,,A,,04-AUG-11,,,,Built-in,,,,,TRU_SHPG,SP,,N,,,,Gadgets & Technology,,,3 Inch,,Zoom Lens,,,,,14 years and up,228135 228140 228130,300,168,14,0005033217757,,Yes,12x,,Yes,Indoor,,,http://syndicate.sellpoint.net/Syndicate/SynMaster?Tentoe=K3BDS1-374955 http://syndicate.sellpoint.net/Syndicate/SynMaster?Tentoe=QMD448-374950 http://syndicate.sellpoint.net/Syndicate/SynMaster?Tentoe=41DCH1-374973,Yes,,,,,,,211975 Black,199.9900,,Description,,Yes,SD - SDHC,228125,Y,http://www.meijer.com,/catalog/,14 years and up,039524 039486 039206,,,1280x720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electronics,Communication,,,,,,,,14 Megapixel Resolution 14MP High Resolution,"12.5x Super Wide 24-300mm Zoom Lens 3.0"" LCD Monitor","12.5X Wide angle optical zoom Bright 3"" LCD Monitor",720p HD Video,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Canon PowerShot A800 Digital Camera (Silver) Reviews | Buzzillions.com,,,,,,,,,,,,,,,,Black Red Silver,10 Megapixel,Point & Shoot with Zoom Lens,,,,,Black,,,,,,,4x,,Built-in,,,,,,,,,,,,,,,2.5 Inch,,Zoom Lens,,,,,,,,,10.0,0001380313302,,,3.3x 3.4x,,,,,,,,,,,,,,208321 Black,89.9900,,Description,,Yes,SD - SDHC - SDXC,CANPSA800,Y,http://www.meijer.com,/catalog/,,,,,VGA - Up to 640x480,,,,,,,"2.5""",Auto,,Secure Digital (SD) Card,,,10 Megapixel,,,1 Year Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kodak M853 Digital Camera - 8.2MP Reviews | Buzzillions.com,,,,,,,,,,,,,,,,Silver,,,,,,,Silver,,,,,,,5x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523372,,,3x,,,,,,,,,,,,,,106534 SILVER,149.9500,,Description,,,,1523372,Y,http://www.meijer.com,/catalog/,,,,,,,,,,,,"2.5"" Color LCD 154 Kilopixels","Auto Focus - Multi-zone, Center-zone",16MB,Secure Digital Memory,,,8.2 Megapixels,,,1 Year(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(not Provided) | Canon EOS-1D X Digital SLR Camera (Body Only) Reviews - Buzzillions.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Built-in,,,,,,,,,,,,,,,3.2 Inch,,Not Included,,,,,,,,,18,5253B002 Canon 1DX,,,,,,,,,,,,,Yes,,CMOS,,,,,Description,,Yes,Compact Flash - Dual Slot,,,,,,,,,1920x1080,,,,,DSLR Cameras,Full-Frame,,,,,Compatible,,,,,,Yes,Yes,1 Year,Hybrid - Combines Optical and Electronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Canon A1200 | Canon A1200 PowerShot Black 12MP Digital Camera Reviews - Buzzillions.com,,,,,,,,Yes,,,,,,,,Black Silver,12 Megapixel,Point & Shoot with Zoom Lens,,,,,Black,,,,,,,4x,,Built-in,,,,,,,,,,,,,,,2.7 Inch,,Zoom Lens,,,,,,,,,12.0,,,,4x,,,,,,,,,,,,CCD,,208315 Black,109.9900,,Description,,Yes,SD - SDHC - SDXC,CANPSA1200,Y,http://www.meijer.com,/catalog/,,,,,1280x720,,,,,,,"2.7""",Auto,,Secure Digital (SD) Card,Compatible,,12.1 Megapixel,,,1 Year Limited,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item Title:canon Eos Rebel Xs / 1000d 10.1 Mp Digital Slr Camera Err 99 | Canon EOS 10MP Digital Rebel XS & 18-55mm Lens Reviews - Buzzillions.com,,,,,,,,Yes,,,,,,,,,,,,,,,Black,LP-E5 DLCE5 LP-E5 XtraPower,3.0,,,,2.4,,10.10,Built-in,Manual Depth-of-Field AE Shutter-Priority AE Aperture-Priority AE Program AE,,Built-in Automatic Pop-up Accepts External Flash,One-Shot AF Manual focusing (MF) AI Focus AF AI Servo AF,,,,,,3.8,RAW JPEG,,,2.5,2.5 Inch,,Included,,,,,,,,,,0001380309924,,,3x,,,,,,,,Secure Digital SDHC,,2 Seconds 10 Seconds 10-sec. delay plus continuous shooting Yes,ISO 100-1600,,X-sync at 1/200 sec. 1/4000-30 seconds Bulb 30 to 1/4000 Second,147903 Black,549.9900,,Description,,Yes,Secure Digital (SD),CANREBELXSBLK,Y,http://www.meijer.com,/catalog/,,,,Yes,,,,Daylight Tungsten Bulb Shade Fluorescent Flash Auto Cloudy Custom,4.96,,,,,,,Compatible,10 Megapixel,10.1Megapixel,Interchangeable Lens SLR's,,,Yes,Yes,,Yes,"2.5""",,,Body With Lens,58mm,,,,Canon EF,,,,,,,,,,,,,,,,,,,,,,,,,,,ACK-E5,,,,,,,,,,,,,,,,,,,,,NTSC PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olympus Stylus 7040 | Olympus Stylus 7040 14MP Digital Camera Reviews - Buzzillions.com,,,,,,,,,,,,,,,,Pink Titanium Blue,,,,,,,,,,,,,,5x,,,,,,,,,,,,,,,,,3 Inch,,Zoom Lens,,,,,,,,,14,227590,,,7x,,,,,,,,,,,,,,,,,Description,,,,,,,,,,,,,,,,,,,"3""",Auto-focus,2 GB,Secure Digital (SD) Card,,14 Megapixel,14 Megapixel,Point & Shoot with Zoom Lens,,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(not Provided) | Vivitar ViviCam X327 Digital Camera Reviews - Buzzillions.com,,,,,,,,Yes,,,,,,,32MB,,,,,,,,Black,,,,,,,8x,,Built-in,,,,,,,,,,,,,,,2.7 Inch,,Zoom Lens,,,,,,,,,10.0,VX327,,,3x,,,,,,,,,,,,,,180126 Black,67.9900,,Description,,Yes,Secure Digital (SD),VX327,Y,http://www.meijer.com,/catalog/,,,,,VGA - Up to 640x480,,,,,,,,,,,Compatible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pentax K-x Black Digital SLR Camera Reviews | Buzzillions.com,,,,,,,,Yes,,,,,,,,,,,,,,,Black,AA Batteries,,,,,2.7,,12.4,Built-in,,,Accepts External Flash On Off Built-in with Red Eye Reducer Slow Synchro,Auto Continuous Manual,,,,,,3.6,RAW JPEG,,,2.7,2.7 Inch,,Included,,,,,,,,,12.4,0002707515945,1280 x 720,,3x,,,,,,,,SDHC Secure Digital,Candle Beach/Snow Food Night Scene Macro Night portrait Museum Portrait Landscape Kids & Pets,12 Seconds 2 Seconds Yes,ISO 200-12800,,"1/6000-30 2.7""",166262,749.9500,,Description,4288 x 2848,Yes,Secure Digital (SD),16201PTX,Y,http://www.meijer.com,/catalog/,,,,Mini-B,1280x720,,1.1,Tungsten Bulb Shade Fluorescent Flash Daylight Cloudy Auto,4.8,,,,,,,,12 Megapixel,12.4 Megapixel,Interchangeable Lens SLR's,,,,,,Yes,3.1x (Lens 1) - 4x (Lens 2),Side Output,Secure Digital SDHC,Body With Lens,52mm,,,Yes,Pentax KAF2,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Black,Center Weighted Spot Multi-segment,,Secure Digital (SD) Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(not Provided) | Nikon Coolpix P90 12.1 Megapixel Digital Camera Reviews - Buzzillions.com,,,,,,,,Yes,f/2.8-8.5,,,,,,44MB 50MB,Matte Black,,,,,,,Black,EN-EL5 EN-EL5 XtraPower,15,,,,3.9,4x,12.1,Built-in,Manual Shutter-Priority AE Program AE Auto Aperture-Priority AE,,,,,,,,,3.3,JPEG,,,3.0,3 Inch,,Zoom Lens,,,,,,,,,12.1,26171,Sepia movie Time-lapse 320x240 640 x 480 Movie with sound Black & White movie,,24x 24,,,,,,,,Secure Digital SDHC,Landscape Night Landscape Museum Fireworks Dusk/Dawn Beach/Snow Text Party Sunset Night portrait Gourmet Portrait Close-up,Yes,ISO 64-6400,,,166977,381.9900,Yes,Description,4000 x 3000,Yes,Secure Digital (SD),NKNP90,Y,http://www.meijer.com,/catalog/,,,,Mini-B,VGA - Up to 640x480,,,,4.5,,,,Auto Focus,,,Compatible,12 Megapixel,,Point & Shoot with Zoom Lens,,1 Year Limited,Yes,Yes,1 Year,Yes,,,,,,,,,,,,,,,,,,,,,,,MH-61,,,,,,,,,,,,,EH-62A,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.5""W x 3.9""D x 3.3""H",,,,,,,,,,Black,16.2 oz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Olympus � Digital Camera; VR-370, Red Reviews | Buzzillions.com",,,,,,,,Yes,,,,,,,32MB,,,,,,,,,,,,,,,4x,,Built-in,,,,,,,,,,,,,,,3 Inch,,Zoom Lens,,,,,,,,,16 Megapixels,,,,12x,,,,,,,,,,Yes,,CCD,,,,Yes,Description,,Yes,SD - SDHC - SDXC,,,,,,,,,1280x720,,,,,Point & Shoot with Zoom Lens,,,,,,Compatible,,,,,,Yes,Yes,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fujifilm FinePix S4200 Digital Camera Reviews | Buzzillions.com,,,,,,,,Yes,,,,,,,,Black,14 Megapixel,Point & Shoot with Zoom Lens,,,,,,,,,,,,,,Built-in,,,,,,,,,,,,,,,3 Inch,,Zoom Lens,,,,,,,,,14,0007410101202,,,24x,,,,,,,,,,,,CCD,,,,,Description,,Yes,SD - SDHC - SDXC,,,,,,,,,1280x720,,,,,,,,,,,,,,,,,,,,Electronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(not Provided) | Canon PowerShot SD4500 IS Digital ELPH Camera (Brown) Reviews - Buzzillions.com,,,,,,,,Yes,f/3.4-5.6,,,,,,,Brown,10 Megapixel,Point & Shoot with Zoom Lens,,,,,,ProMaster NB-9L NB-9L,3.7,,,,0.88,4x 4.0,10.0,Built-in,,,On Built-in with Red Eye Reducer Off Auto Slow Synchro Shutter Sync FE lock Safety FE,,,,,,Yes,2.30,JPEG,,,3.0,3 Inch,,Zoom Lens,,,,,,,,,10 Megapixels,0001380312682,,,10 10x,,,,,,,,SDHC Secure Digital Multimedia Card plus SDXC MultiMedia Card HC MMC Plus,,2 Seconds 10 Seconds,ISO 125-3200,,1-1/4000 sec.,,,Yes,Description,3648 x 2736,Yes,SD - SDHC - SDXC,,,,,,,,Mini-B,1920x1080,,0.4,Cloudy Custom Tungsten Bulb Fluorescent Daylight Auto,3.99,Point & Shoot with Zoom Lens,,"3""",Auto,,Secure Digital (SD) Card,Compatible,,10 Megapixel,,,1 Year Limited,,,,,,,Secure Digital HC MMC Plus Multimedia Card plus MultiMedia Card SDHC SDXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACK-DC70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kodak Easyshare Larger Print Instruction Book | Kodak C195 Digital Camera Reviews - Buzzillions.com,,,,,,,,,,,,,,,,,12 Megapixel,Point & Shoot with Zoom Lens,,,,,,,,,,,,,,Built-in,,,,,,,,,,,,,,,3 Inch,,Zoom Lens,,,,,,,,,14,,,,5x,,,,,,,,,,,,,,,,,Description,,Yes,SD - SDHC,,,,,,,,,VGA - Up to 640x480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
