<page title>,camera type,deal first added on,ean13,last updated,lcd screen size,manufacturer,megapixels,optical zoom,product name,product number mpn,retail price,upc,dimensions,ean14,weight,manufactured in,megapixel range,redeye reduction,feature
Sony SLT-A99V DSLR Digital Camera on sale for $4699.60,,10-December-2013,0617401948390,09-October-2014,,Sony,,,Sony SLT-A99V DSLR Digital Camera with Sony 24-70mm f/2.8 Carl Zeiss T* Alpha A-Mount Standard Zoom Lens 64GB Package,SLT-A99V,,617401948390,,,,,,,
"Canon Powershot S95, SD4000 IS Digital C on sale for $22.90",,26-September-2010,0628586183490,09-October-2014,,ButterflyPhoto,,,"Canon Powershot S95, SD4000 IS Digital C",,,628586183490,,,,,,,
Olympus OM-D E-M10 Compact System Camera on sale for $699.00,SLR,21-April-2014,0050332187856,10-October-2014,,Olympus,,,"Olympus OM-D E-M10 Compact System Camera (Body Only, Silver)",V207020SU000,$699.99,050332187856,,,,,,,
Canon PowerShot SX280 HS 12MP Digital on sale for $279.99,Point-and-Shoot,1-November-2013,0013803220438,09-October-2014,,Canon,,,Canon PowerShot SX280 HS 12MP Digital Camera with 20x IS Zoom (Black),SX280 Black,$329.00,013803220438,,,,,,,
Canon PowerShot S95 10MP Digital Camera on sale for $345.94,Point-and-Shoot,26-September-2010,0013803126556,09-October-2014,,Canon,10 MP,3.8 x,Canon PowerShot S95 10MP Digital Camera with 3.8x Wide-Angle IS Zoom,,$499.99,013803126556,,00013803126556,,Made in Japan,,,
Canon EOS 40D 10.1MP Digital SLR Camera on sale for $1260.49,SLR,13-October-2007,0013803086607,09-October-2014,,Canon,,,Canon EOS 40D 10.1MP Digital SLR Camera with EF 28-135mm f/3.5-5.6 IS USM Standard Zoom Lens,40D Kit,$2399.95,138030866607 013803086607,12 x 14 x 10 in.,00138030866607 00013803086607,6 lbs.,,10.0 - 10.9 Megapixels,,
Canon PowerShot S500 5MP Digital Elph on sale for $508.99,,,0013803037494,,,Canon,,,Canon PowerShot S500 5MP Digital Elph with 3x Optical Zoom,9342A001AA,$599.99,013803037494,9.9 x 6.5 x 3.3 in.,,2.6 lbs.,,"3.0 - 3.9 Megapixels, 5.0 - 5.9 Megapixels",,
Advanced Accessory Kit For Canon SX30IS on sale for $79.90,,23-November-2010,,09-October-2014,,ButterflyPhoto,,,Advanced Accessory Kit For Canon SX30IS SX30 IS Includes 16GB High Speed SD Memory card + USB 2.0 High Speed Card Reader + Extended Replacement NB-7L (1300 mAH) Battery + Ac/Dc Rapid Battery Charger + Deluxe Case + 52 Inch Tripod + 67 Inch Monopod + More,,$169.00,,,,,,,,
Nikon D5300 24.2MP Digital SLR Camera on sale for $549.82,SLR,24-November-2013,0018208015191,03-October-2014,,Nikon,,,Nikon D5300 24.2MP Digital SLR Camera with Built-in Wi-Fi and GPS (Body Only),,$799.95,018208015191,,,,Made in USA,,,
Nikon D80 10.2MP Digital SLR Camera on sale for $985.49,SLR,14-August-2006,0018208254125,09-October-2014,,Nikon,,,Nikon D80 10.2MP Digital SLR Camera (Body only),25412,$1087.00,018208254125,5.5 x 4.4 x 3.1 in.,00018208254125,4 lbs.,,10.0 - 10.9 Megapixels,,
Nikon D600 FX-format Digital SLR Camera on sale for $2045.92,,27-December-2012,0012345232572,09-October-2014,,Nikon,,,Nikon D600 FX-format Digital SLR Camera Body Package 2,,,012345232572,,,,,,,
Canon PowerShot SX130 IS Digital Camera on sale for $48.90,,26-September-2010,0628586165427,09-October-2014,,ButterflyPhoto,,,Canon PowerShot SX130 IS Digital Camera Ultimate Accessory Kit Includes 16GB High Speed SD Memory card + USB 2.0 High Speed Card Reader + 4AA (2900 mAH) Rechargable NIMH Baterries And Charger + Deluxe Carrying Case + Clear LCD Screen Protectors + Mor,,,628586165427,,,,,,,
Wingscapes BirdCam 2.0 on sale for $115.00,,7-May-2010,0858381001044,09-October-2014,,Wingscapes,,,Wingscapes BirdCam 2.0 with Flash (WSCA02),WSCA02,$199.99,858381001044,,,,Made in China,,,
Pentax Optio E10 6MP Digital Camera on sale for $115.98,,5-January-2006,0027075116757,09-October-2014,,Pentax,,,Pentax Optio E10 6MP Digital Camera with 3x Optical Zoom,18536,$299.95,027075116757,3.5 x 2.48 x 1.18 in.,00027075120891 00027075116757,2 lbs.,,,,
Nikon Coolpix P90 12.1MP Digital Camera on sale for $457.99,Point-and-Shoot,26-August-2009,0018208261710,09-October-2014,3 inches,Nikon,12.1 MP,24 x,Nikon Coolpix P90 12.1MP Digital Camera with 24x Wide Angle Optical Vibration Reduction,,$399.95,018208261710,,00018208261710,,,,,
Fujifilm FinePix Real 3D W3 Gripster Kit on sale for $12.90,,6-November-2010,0628586184077,09-October-2014,,ButterflyPhoto,,,Fujifilm FinePix Real 3D W3 Gripster Kit Includes Flexible Gripster + Deluxe Hard Case + LCD Clear Screen Protectors,,,628586184077,,,,,,,
Pack Of 2 EN-EL15 Batteries And Battery on sale for $38.95,,23-July-2014,0639713340013,09-October-2014,,Big Mike's,,,"Pack Of 2 EN-EL15 Batteries And Battery Charger Kit for Nikon 1 V1, D600, D610, D800, D810, D7000, D7100 Digital SLR Camera + More!!",ENEL15,,639713340013,,,,,,,
Canon EOS Rebel T4i 18.0 MP CMOS Digital on sale for $939.60,SLR,18-December-2012,0013803150629,09-October-2014,,Canon,,,Canon EOS Rebel T4i 18.0 MP CMOS Digital Camera with 18-135mm EF-S IS STM Lens,6558B005,$1149.00,013803150629,,,,,,,
Fujifilm FinePix HS30EXR Digital Camera on sale for $244.95,,6-November-2012,0074101012880,09-October-2014,,Fuji Photo Film,,,Fujifilm FinePix HS30EXR Digital Camera,HS30EXR,$449.95,074101012880,,,,,,,
Samsung Digimax L85 8.1MP Digital Camera on sale for $249.49,,28-February-2006,0086753091359,09-October-2014,,Samsung,,,Samsung Digimax L85 8.1MP Digital Camera with 5x Optical Zoom,Digimax L85,,086753091359,4.3 x 2.4 x 1.1 in.,,1 lbs.,,8.0 - 8.9 Megapixels,,
Nikon D700 12.1MP Digital SLR Camera on sale for $3299.95,SLR,11-August-2008,0018208254446,09-October-2014,,Nikon,,,Nikon D700 12.1MP Digital SLR Camera (Body Only),D700 Body,$3260.00,018208254446,,00018208254446,5 lbs.,,12.0 - 12.9 Megapixels,,
Olympus PEN E-pl2 Digital Camera on sale for $604.99,,16-June-2011,0846840012335,09-October-2014,,Digital,12.3 MP,,"Olympus PEN E-pl2 Digital Camera (Black) W/14-42mm Lens (Black) + 16gb Sdhc Memory , 2x Extra Replacement Batteries, 3 Extra Lens, Deluxe Soft Carrying Case, Aluminum Tripod & Much More",,,846840012335,,,,,,,
Pentax K-01 16MP APS-C CMOS Compact on sale for $730.49,,9-December-2012,0662425827886,09-October-2014,,BVI,,,Pentax K-01 16MP APS-C CMOS Compact System Camera With 40mm Lens (Black) + Extended Life Battery + 32GB SDHC Class 10 Memory Card + USB Card Reader + Memory Card Wallet + Deluxe Case w/Strap + Shock Proof Deluxe Case + Mini HDMI to HDMI Cable + 3 Piece Pr,K-01 w/ 40mm BL,$899.99,662425827886,,,,,,,
Casio Exilim EX-S770 7MP Digital Camera on sale for $299.00,,14-August-2006,0079767622343,09-October-2014,,Casio,,,Casio Exilim EX-S770 7MP Digital Camera with 3x Optical Zoom (Orange),EX-S770EO,$379.99,079767622343,3.7 x 2.4 x 0.7 in.,00079767622343,2 lbs.,,7.0 - 7.9 Megapixels,,
Canon EOS 6D Digital SLR Camera 2 Lens on sale for $3726.94,,30-December-2013,0616316805712,09-October-2014,,GID,,,"Canon EOS 6D Digital SLR Camera 2 Lens Kit with IS 24-105mm, 70-200mm f/2.8L USM, 32 GB and More",EOS 6D,,616316805712,,,,,,,
Samsung DV150F Dual-View Smart Digital on sale for $74.99,,6-May-2013,0616641719586,09-October-2014,,Samsung,,,Samsung DV150F Dual-View Smart Digital Camera (Black),EC-DV150FBPBUS,$149.99,616641719586,,,,,,,
Sony Cyber-shot DSC-RX1R 24MP Compact on sale for $2158.65,Point-and-Shoot,11-December-2013,0027242871298,10-October-2014,,Sony,,,Sony Cyber-shot DSC-RX1R 24MP Compact System Digital Camera,DSCRX1R/B,$2799.99,027242871298,,,,Made in USA,,,
Konica Minolta Dimage X1 8MP Digital on sale for $459.99,,9-August-2005,0043325997952,09-October-2014,,Konica Minolta,,,Konica Minolta Dimage X1 8MP Digital Camera with 3x Anti Shake Zoom & Cradle,2801-332,$499.99,043325997952,8.3 x 7.5 x 3.1 in.,00043325997952,2 lbs.,,"6.0 Megapixels +, 8.0 - 8.9 Megapixels",,
Pentax K-01 16MP APS-C CMOS Compact on sale for $426.59,,9-December-2012,0662425827794,09-October-2014,,BVI,,,Pentax K-01 16MP APS-C CMOS Compact System Camera [Body] (White) + Extended Life Battery + 32GB SDHC Class 10 Memory Card + USB Card Reader + Memory Card Wallet + Deluxe Case w/Strap + Shock Proof Deluxe Case + Mini HDMI to HDMI Cable + Professional Full,K-01 WHITE,$749.99,662425827794,,,,,,,
Olympus Tough TG-1 iHS 12MP Waterproof on sale for $269.99,Point-and-Shoot,19-June-2012,0050332182189,09-October-2014,,Olympus,,,Olympus Tough TG-1 iHS 12MP Waterproof Digital Camera with 4x Zoom,TG-1iHS,,050332182189,,,,,,,
Canon EOS-1D X 18.1MP Digital SLR Camera on sale for $5176.87,SLR,21-March-2014,4960999819877,03-October-2014,,Canon,,,Canon EOS-1D X 18.1MP Digital SLR Camera (Body Only),5253B002,$6799.00,013803145410,,,,Made in USA,,,
Canon EOS 5D Mark II 21.1MP Full Frame on sale for $5108.29,,3-October-2012,0662425805136,09-October-2014,,BVI,,,Canon EOS 5D Mark II 21.1MP Full Frame CMOS Digital SLR Camera with EF 24-105mm f/4 L IS USM Lens w/16GB CF Memory + Battery Grip + 2 Extra Extended Life Batteries + USB Card Reader + Shock Proof Deluxe Hard Case + 3 Piece Filter Kit + Professional Full S,EOS 5D Mark II,$3799.95,662425805136,,,,,,,
Sony Alpha NEX-7 Interchangeable Lens on sale for $1771.49,,10-April-2012,0662425821440,09-October-2014,,Sony,,,Sony Alpha NEX-7 Interchangeable Lens Digital Camera w/18-55mm Lens (Black) + 32GB SDHC Memory + 2 Extended Life Batteries + 3 Piece Filter Kit + USB Card Reader + Memory Card Wallet + Shock Proof Deluxe Case + Full Size Tripod + Accessory Saver Bundle!,,$2199.95,662425821440,,,,,,,
Samsung TL205 Dual View 12.2MP Digital on sale for $89.99,Point-and-Shoot,23-June-2010,0044701013129,09-October-2014,2.7 inches,Samsung,12.2 MP,3 x,Samsung TL205 Dual View 12.2MP Digital Camera,,$179.99,044701013129,,00044701013129,,,,,
Sony NEX-5RK/B 16.1 MP Compact Digital on sale for $421.87,SLR,20-December-2012,0027242856813,12-October-2014,,Sony,,,Sony NEX-5RK/B 16.1 MP Compact Digital Camera with 18-55mm Interchangeable Lens (Black NEX-5R),NEX5RK/B,$749.99,027242856813,,,,,,,
Canon EOS Rebel T3i 18MP Digital SLR on sale for $599.00,SLR,23-November-2012,0845251028430,09-October-2014,,Canon,,,Canon EOS Rebel T3i 18MP Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens and EF 75-300mm f/4-5.6 III Telephoto Zoom Lens,5169B025,$1049.00,845251028430,,,,,,,
Nikon D610 24.3 MP CMOS FX-Format Digital on sale for $1449.99,SLR,24-November-2013,0018208015405,09-October-2014,,Nikon,,,Nikon D610 24.3 MP CMOS FX-Format Digital SLR Camera (Body Only),,$1999.95,018208015405,,,,Made in USA,,,
Sony Cybershot DSCH1 5.1MP Digital Camera on sale for $261.48,,10-March-2005,0027242673847,09-October-2014,,Sony,,,"Sony Cybershot DSCH1 5.1MP Digital Camera with 12x ""Steady Shot"" Zoom",DSC-H1,$549.99,027242673847,4.3 x 3.2 x 3.2 in.,00027242673847,4 lbs.,,5.0 - 5.9 Megapixels,,
Canon Powershot SD430 5MP Digital Camera on sale for $499.00,,5-January-2006,0718908999820,09-October-2014,,Canon,,,Canon Powershot SD430 5MP Digital Camera with 3x Optical Zoom (Wifi Capable),SD430 Digital E,$499.99,718908999820,3 x 2 x 1 in.,,1 lbs.,,,,
Olympus Stylus Tough 6020 14MP Digital on sale for $249.00,Point-and-Shoot,16-March-2011,0050332173446,09-October-2014,2.7 inches,Olympus,12 MP,3.6 x,Olympus Stylus Tough 6020 14MP Digital Camera with 5x Wide Angle Zoom (Black),Stylus Touch 60,$249.99,769118339999,,00769118339999,,,,Yes,
Sony Cyber-shot DSC-HX30V 18.2MP Exmor R on sale for $553.99,Point-and-Shoot,4-May-2012,0027242843912,09-October-2014,,Sony,,,Sony Cyber-shot DSC-HX30V 18.2MP Exmor R CMOS Digital Camera with 20x Zoom,DSCHX30V/B,$419.99,027242843912,,,,,,,
Canon PowerShot G9 12.1MP Digital Camera on sale for $501.01,,25-September-2007,0013803083675,09-October-2014,,Canon,,,Canon PowerShot G9 12.1MP Digital Camera with 6x Optical Image Stabilized Zoom,2082B001,$897.00,013803083675,4.2 x 2.8 x 1.7 in.,00013803083675,3 lbs.,,12.0 - 12.9 Megapixels,,Image Stabilization
Sony Cyber-shot DSC-T90 12.1 MP Digital on sale for $389.00,Point-and-Shoot,26-August-2009,0027242749276,09-October-2014,3 inches,Sony,12.1 MP,4 x,Sony Cyber-shot DSC-T90 12.1 MP Digital Camera with 4x Optical Zoom and Super Steady Shot Image Stabilization,DSC-T90/P,$299.99,027242749276,,00027242749276,,,,Yes,
Canon PowerShot S120 12.1 MP CMOS Digital on sale for $328.93,Point-and-Shoot,13-November-2013,0013803228991,09-October-2014,,Canon,,,Canon PowerShot S120 12.1 MP CMOS Digital Camera with 5x Zoom and 1080p Video,,$449.00,013803228991,,,,,,,
"Canon PowerShot S95, SD4000 IS Digital C on sale for $15.90",,26-September-2010,0628586183414,09-October-2014,,ButterflyPhoto,,,"Canon PowerShot S95, SD4000 IS Digital C",,,628586183414,,,,,,,
Sony Cybershot DSCT300/R 10.1MP Digital on sale for $596.00,,15-October-2008,0027242726772,09-October-2014,,Sony,,,Sony Cybershot DSCT300/R 10.1MP Digital Camera with 5x Optical Zoom with Super Steady Shot (Red),DSCT300/R,,027242726772,,,1 lbs.,,10.0 - 10.9 Megapixels,,
Accessory Kit For The Canon SX30IS SX30 on sale for $38.90,,23-November-2010,,09-October-2014,,ButterflyPhoto,,,Accessory Kit For The Canon SX30IS SX30 IS Camera Includes 8GB High Speed SD Memory card + USB 2.0 High Speed Card Reader + Extended Replacement NB-7L (1300 mAH) Battery + Ac/Dc Rapid Battery Charger + Deluxe Case + Clear LCD Screen Protectors + More,,$99.95,,,,,,,,
Canon Powershot SX510 HS 12.1MP 1080p 30x on sale for $249.99,,24-November-2013,0680569086778,09-October-2014,,Canon,,,"Canon Powershot SX510 HS 12.1MP 1080p 30x Zoom Digital Camera Bundle with Additional Battery, 32GB Memory Card, Camera Case, Accessory Kit",SX510 HS,$319.99,680569086778,,,,,,,
Canon PowerShot A550 7.1MP Digital Camera on sale for $599.95,,22-March-2007,0013803078480,09-October-2014,,Canon,,,Canon PowerShot A550 7.1MP Digital Camera with 4x Optical Zoom,1775B001,$279.95,013803078480,3.6 x 2.5 x 1.7 in.,00013803078480,2 lbs.,,7.0 - 7.9 Megapixels,,
Panasonic Lumix DMC-LZ5K 6MP Digital on sale for $227.99,,3-November-2006,0037988985357,09-October-2014,,Panasonic,,,Panasonic Lumix DMC-LZ5K 6MP Digital Camera with 6x Image Stabilized Zoom (Black),DMCLZ5K,$249.99,037988985357,,00037988985357,2 lbs.,,,,Image Stabilization
Fujifilm FinePix F750EXR Digital Camera on sale for $149.99,,1-April-2012,0074101012903,09-October-2014,,Fuji Photo Film,,,Fujifilm FinePix F750EXR Digital Camera (Black),F750EXR Black,$449.99,074101012903,,,,,,,
Sony NEX-5RK/B 16.1 MP Compact on sale for $948.00,,20-December-2012,0639767653299,09-October-2014,,Sony,,,"Sony NEX-5RK/B 16.1 MP Compact Interchangeable Lens Digital Camera with 18-55mm Lens and 3"" LCD in Black + Sony SEL 55-210mm F4.5-6.3 Lens + Sony 32GB CLASS 10 SD Card + Sony Camera Case + Extra Sony NPFW50 Battery Pack + Tiffen 49mm Filter + Accessory Ki",,$1123.00,639767653299,,,,,,,
Samsung GC110 Galaxy Digital Camera,,6-December-2013,0616932802171,09-October-2014,,ebasket,,,"Samsung GC110 Galaxy Digital Camera (White) + 32GB MicroSDHC Memory Card + Lithium Ion Rechargeable Battery + Carrying Case + Memory Wallet + Table Top Tripod, Lens Cleaning Kit, LCD Protector + USB SDHC Reader",EK-GC110ZWAXAR,,616932802171,,,,,,,
Canon Powershot G1 X 14.3MP Digital on sale for $495.71,SLR,31-August-2012,0013803143997,10-October-2014,,Canon,,,Canon Powershot G1 X 14.3MP Digital Camera with 4x Wide-Angle IS Zoom and Full 1080p HD Video,5249B001,$799.99,013803143997,,,,,,,
Panasonic Lumix DMC-ZS20 14.1 MP Digital on sale for $447.89,,2-July-2012,0662425822041,09-October-2014,,Panasonic,,,Panasonic Lumix DMC-ZS20 14.1 MP Digital Camera with 16x Wide Angle Optical Image Stabilized Zoom and Built-In GPS Function (Black) Accessory Saver 8GB DMCZS20 Bundle,DMC-ZS20K B1,$454.95,662425822041,,,,,,,
Nikon Coolpix S9200 16MP Digital Camera on sale for $343.60,,5-November-2012,0018208263653,09-October-2014,,Nikon,,,Nikon Coolpix S9200 16MP Digital Camera with 18x Zoom and 1080p Video (Black),,$299.95,018208263653,,,,,,,
Canon EOS 60D Digital SLR Tripod Kit on sale for $38.90,,22-October-2010,0628586183827,09-October-2014,,ButterflyPhoto,,,"Canon EOS 60D Digital SLR Tripod Kit Includes 52"" Pro Tripod + Flexible Gripster + 67"" Monopod",,,628586183827,,,,,,,
Sony Cybershot DSC-W130 8.1MP Digital on sale for $199.00,,4-April-2008,0027242723993,09-October-2014,,Sony,,,Sony Cybershot DSC-W130 8.1MP Digital Camera with 4x Optical Zoom with Super Steady Shot (Silver),DSC-W130,$329.99,027242723993,,00027242723993,1 lbs.,,8.0 - 8.9 Megapixels,,
Sony Cyber-Shot DSC-T110 16.1MP Digital on sale for $99.99,Point-and-Shoot,22-November-2011,0027242813366,09-October-2014,,Sony,,,Sony Cyber-Shot DSC-T110 16.1MP Digital Camera with 4x Zoom (Black),DSCT110/B,$219.99,027242813366,,,,,,,
Canon PowerShot SX200IS 12MP w/ 12x Wide on sale for $404.49,Point-and-Shoot,21-May-2009,0013803107821,09-October-2014,3 inches,Canon,12 MP,12 x,Canon PowerShot SX200IS 12MP w/ 12x Wide Angle Optical IS Zoom (color: Black),SX200IS Black,$449.99,013803107821,,00013803107821,1 lbs.,,,Yes,
Canon EOS Digital Rebel T4i 18MP SLR on sale for $919.98,,,,,,Canon,,,Canon EOS Digital Rebel T4i 18MP SLR Camera with 18-55mm & 55-250mm lenses,E4CNDRT4I1855,$1199.99,,,,,,,,
Canon PowerShot SD1300IS 12MP Digital on sale for $179.95,,2-December-2010,0013803119558,09-October-2014,2.7 inches,Canon,12.1 MP,4 x,Canon PowerShot SD1300IS 12MP Digital Camera with IS Zoom (Pink),SD1300IS Pink,$179.99,013803119558,,,,,,Yes,
Nikon Coolpix L26 16.1 MP Digital Camera on sale for $104.94,Point-and-Shoot,29-March-2012,0018208262984,09-October-2014,,Nikon,,,Nikon Coolpix L26 16.1 MP Digital Camera with 5x Zoom (Black),,$119.95,018208262984,,,,,,,
Panasonic Lumix GX7 16MP DSLM Camera on sale for $598.49,Point-and-Shoot,16-August-2013,0885170153752,10-October-2014,,Panasonic,,,"Panasonic Lumix GX7 16MP DSLM Camera with Tilt-Live Viewfinder, Silver (Body Only)",DMC-GX7SBODY,$999.99,885170153752,,,,,,,
Sony Alpha NEX-F3 16.1 MP Compact Camera on sale for $419.15,SLR,19-June-2012,0027242849976,09-October-2014,,Sony,,,"Sony Alpha NEX-F3 16.1 MP Compact Camera with 18-55mm Lens (Black, NEX-F3K/B)",NEXF3K/B,$599.99,027242849976,,,,,,,
Factory-Reconditioned Nikon Coolpix 5600 on sale for $299.95,,29-April-2006,0750413100407,09-October-2014,,Nikon,,,Factory-Reconditioned Nikon Coolpix 5600 5MP Digital Camera with 3x Optical Zoom,REMAN_Coolpix56,$249.00,750413100407,,,2 lbs.,,,,
Nikon D3000 10.2MP DSLR Camera on sale for $329.99,SLR,27-November-2009,0018208254620,09-October-2014,,Nikon,10.2 MP,18 x,Nikon D3000 10.2MP DSLR Camera with 18-55mm f/3.5-5.6G AF-S DX VR Nikkor Zoom Lens,D3000 18-55mm K,$618.99,018208254620,,00018208254620,,,,,
Fujifilm X-E1 16.3 MP Compact System on sale for $419.00,SLR,28-March-2014,0074101017168,09-October-2014,,Fuji Photo Film,,,"Fujifilm X-E1 16.3 MP Compact System Digital Camera (Body Only, Black)",X-E1 Body Only,$599.95,074101017168,,,,Made in Japan,,,
Samsung NX2000 20.3MP Smart Digital on sale for $249.99,SLR,6-May-2014,0887276855042,09-October-2014,,Samsung,,,Samsung NX2000 20.3MP Smart Digital Camera with 20-50mm Lens (White),EV-NX2000BFWUS,$649.99,887276855042,,,,Made in USA,,,
Canon EOS Rebel SL1 DSLR Camera on sale for $619.95,,3-August-2013,0616932796210,09-October-2014,,ebasket,,,Canon EOS Rebel SL1 DSLR Camera with EF-S 18-55mm f/3.5-5.6 IS STM Lens 32GB Package 1 (New Model),8575B003 Packag,$1099.99,616932796210,,,,,,,
Nikon D7000 16.2MP DX-Format DSLR Camera on sale for $609.00,,26-September-2010,0018208254682,09-October-2014,,Nikon,16.2 MP,,Nikon D7000 16.2MP DX-Format DSLR Camera (Body Only),D7000 Body,$1199.00,018208254682,,,,,,,
Canon EOS 6D Digital SLR Camera on sale for $2277.94,,30-December-2013,0616316805606,09-October-2014,,GID,,,Canon EOS 6D Digital SLR Camera with IS 24-105mm,EOS 6D,,616316805606,,,,,,,
Panasonic Lumix DMC-GF1 12.1MP Digital on sale for $899.99,SLR,7-October-2009,0037988263875,09-October-2014,3 inches,Panasonic,12.1 MP,3 x,Panasonic Lumix DMC-GF1 12.1MP Digital Camera with Lumix G Vario 14-45mm Lens,DMC-GF1K-K,$899.99,037988263875,,00037988263875,,,,Yes,
Nikon D90 DX 12.3MP Digital SLR Camera on sale for $799.99,,24-November-2008,0018208254484,09-October-2014,,Nikon,,,Nikon D90 DX 12.3MP Digital SLR Camera with 18-105mm f/3.5-5.6G ED AF-S VR DX Nikkor Zoom Lens,D90 18-105mm Ki,$1299.99,018208254484,,00018208254484,7 lbs.,,,,
Sony Cybershot DSCT300 10.1MP Digital on sale for $353.49,,15-October-2008,0027242733695,09-October-2014,,Sony,,,Sony Cybershot DSCT300 10.1MP Digital Camera with 5x Optical Zoom with Super Steady Shot (Silver),DSCT300,,027242733695,,,1 lbs.,,10.0 - 10.9 Megapixels,,
Canon Powershot SD500 7MP Digital Elph on sale for $508.99,,23-February-2005,0013803044218 0013803048421,09-October-2014,,Canon,,,Canon Powershot SD500 7MP Digital Elph Camera with 3x Optical Zoom,SD500 Digital E,$549.99,013803044218 013803048421,3.5 x 2.2 x 1 in.,00013803048421,0.5 lbs.,,"6.0 Megapixels +, 7.0 - 7.9 Megapixels",,Waterproof
Canon PowerShot SX510 HS 12.1MP Digital on sale for $194.00,Point-and-Shoot,13-November-2013,0013803229059,10-October-2014,,Canon,,,Canon PowerShot SX510 HS 12.1MP Digital Camera with 30x Zoom and 1080p Video,,$229.00,013803229059,,,,Made in USA,,,
